name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"389,587,000","468,910,000","214,421,000","246,301,000","209,428,000","221,381,000"
	CurrentAssets,"212,341,000","334,347,000","94,452,000","113,731,000","99,572,000","111,713,000"
		CashCashEquivalentsAndShortTermInvestments,"192,332,000","317,116,000","80,372,000","103,928,000","83,273,000","96,061,000"
			CashAndCashEquivalents,"36,385,000","181,101,000","64,524,000","83,958,000","44,679,000","34,915,000"
			OtherShortTermInvestments,"155,947,000","136,015,000","15,848,000","19,970,000","38,594,000","61,146,000"
		Receivables,"3,893,000","1,333,000","1,794,000","2,047,000","5,434,000","2,003,000"
			AccruedInterestReceivable,,,"25,000","0","132,000",
			TaxesReceivable,,,"373,000",,,
			DuefromRelatedPartiesCurrent,"3,893,000","1,333,000","1,304,000","2,047,000","2,370,000","2,003,000"
			OtherReceivables,,,"92,000",,"2,932,000",
		PrepaidAssets,"16,116,000","15,898,000","8,149,000","7,129,000","10,294,000","13,649,000"
		OtherCurrentAssets,,,"4,137,000","627,000","571,000",
	TotalNonCurrentAssets,"177,246,000","134,563,000","119,969,000","132,570,000","109,856,000","109,668,000"
		NetPPE,"141,114,000","119,167,000","103,977,000","117,253,000","99,322,000","90,679,000"
			GrossPPE,"197,963,000","172,241,000","153,488,000","165,333,000","143,867,000","132,541,000"
				Properties,"0","0","0","0","0","0"
				BuildingsAndImprovements,,"0","0","22,690,000","22,690,000","22,690,000"
				MachineryFurnitureEquipment,"3,180,000","2,596,000","2,652,000","2,495,000","3,666,000","3,391,000"
				OtherProperties,"94,635,000","90,588,000","81,622,000","73,673,000","57,003,000","52,876,000"
				ConstructionInProgress,"31,423,000","16,575,000","6,730,000","4,030,000","8,308,000","1,333,000"
				Leases,"68,725,000","62,482,000","62,484,000","62,445,000","52,200,000","52,251,000"
			AccumulatedDepreciation,"-56,849,000","-53,074,000","-49,511,000","-48,080,000","-44,545,000","-41,862,000"
		GoodwillAndOtherIntangibleAssets,"22,349,000","1,420,000","1,564,000","1,555,000","1,665,000","1,463,000"
			OtherIntangibleAssets,,"1,420,000","1,564,000","1,555,000","1,665,000","1,463,000"
		InvestmentsAndAdvances,"865,000","7,597,000","802,000","822,000","1,000,000","11,397,000"
			LongTermEquityInvestment,,"0","0","0","0","7,849,000"
			InvestmentinFinancialAssets,"865,000","822,000","802,000","822,000","1,000,000","950,000"
				AvailableForSaleSecurities,"865,000","822,000","802,000","822,000","1,000,000","950,000"
			OtherInvestments,,"6,775,000",,,,"2,598,000"
		NonCurrentAccountsReceivable,,,"969,000","932,000","864,000",
		NonCurrentNoteReceivables,"6,441,000","6,379,000","6,316,000","6,253,000","6,191,000","6,129,000"
		DuefromRelatedPartiesNonCurrent,,,"55,000","55,000","54,000",
		NonCurrentDeferredAssets,,,"729,000","585,000",,
		NonCurrentPrepaidAssets,,,"5,074,000","4,617,000","319,000",
		OtherNonCurrentAssets,"6,477,000",,"538,000","553,000","495,000",
TotalLiabilitiesNetMinorityInterest,"727,143,000","712,823,000","404,365,000","404,886,000","394,764,000","339,871,000"
	CurrentLiabilities,"381,014,000","368,995,000","65,408,000","74,428,000","79,863,000","68,134,000"
		PayablesAndAccruedExpenses,"73,614,000","61,135,000","58,201,000","67,062,000","70,095,000","59,228,000"
			Payables,"32,934,000","15,361,000","24,413,000","36,906,000","38,849,000","26,348,000"
				AccountsPayable,"9,832,000","11,418,000","15,120,000","19,153,000","20,097,000","11,510,000"
				TotalTaxPayable,,,"199,000","211,000","113,000",
				DuetoRelatedPartiesCurrent,"5,595,000","3,943,000","8,697,000","16,711,000","17,817,000","14,838,000"
				OtherPayable,"17,507,000",,"397,000","831,000","822,000",
			CurrentAccruedExpenses,"40,680,000","45,774,000","33,788,000","30,156,000","31,246,000","32,880,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,281,000","5,613,000","3,990,000","4,719,000","4,349,000","3,891,000"
		CurrentDebtAndCapitalLeaseObligation,"303,119,000","302,247,000","3,072,000","2,430,000","5,156,000","5,015,000"
			CurrentDebt,"299,612,000","299,236,000",,,,
				CurrentNotesPayable,"299,612,000","299,236,000",,,,"0"
				OtherCurrentBorrowings,"299,612,000","299,236,000",,,,
			CurrentCapitalLeaseObligation,"3,507,000","3,011,000","3,072,000","2,430,000","5,156,000","5,015,000"
		CurrentDeferredLiabilities,,,"145,000","217,000","263,000",
			CurrentDeferredRevenue,,,"145,000","217,000","263,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"346,129,000","343,828,000","338,957,000","330,458,000","314,901,000","271,737,000"
		LongTermDebtAndCapitalLeaseObligation,"345,679,000","343,417,000","337,882,000","329,368,000","313,840,000","270,532,000"
			LongTermDebt,"309,428,000","306,349,000","303,240,000","300,252,000","297,286,000","254,353,000"
			LongTermCapitalLeaseObligation,"36,251,000","37,068,000","34,642,000","29,116,000","16,554,000","16,179,000"
		NonCurrentDeferredLiabilities,"162,000","162,000","170,000","170,000","170,000","170,000"
			NonCurrentDeferredTaxesLiabilities,"162,000","162,000","170,000","170,000","170,000","170,000"
		OtherNonCurrentLiabilities,"288,000","249,000","905,000","920,000","891,000","1,035,000"
TotalEquityGrossMinorityInterest,"-337,556,000","-243,913,000","-189,944,000","-158,585,000","-185,336,000","-118,490,000"
	StockholdersEquity,"-335,644,000","-242,173,000","-188,498,000","-157,939,000","-185,787,000","-119,808,000"
		CapitalStock,"40,000","40,000","39,000","39,000","38,000","38,000"
			CommonStock,"40,000","40,000","39,000","39,000","38,000","38,000"
		AdditionalPaidInCapital,"1,729,430,000","1,719,704,000","1,682,072,000","1,625,018,000","1,508,958,000","1,495,163,000"
		RetainedEarnings,"-2,064,747,000","-1,961,921,000","-1,870,662,000","-1,783,033,000","-1,694,745,000","-1,615,131,000"
		GainsLossesNotAffectingRetainedEarnings,"-367,000","4,000","53,000","37,000","-38,000","122,000"
	MinorityInterest,"-1,912,000","-1,740,000","-1,446,000","-646,000","451,000","1,318,000"
TotalCapitalization,"-26,216,000","64,176,000","114,742,000","142,313,000","111,499,000","134,545,000"
CommonStockEquity,"-335,644,000","-242,173,000","-188,498,000","-157,939,000","-185,787,000","-119,808,000"
CapitalLeaseObligations,"39,758,000","40,079,000","37,714,000","31,546,000","21,710,000","21,194,000"
NetTangibleAssets,"-357,993,000","-243,593,000","-190,062,000","-159,494,000","-187,452,000","-121,271,000"
WorkingCapital,"-168,673,000","-34,648,000","29,044,000","39,303,000","19,709,000","43,579,000"
InvestedCapital,"273,396,000","363,412,000","114,742,000","142,313,000","111,499,000","134,545,000"
TangibleBookValue,"-357,993,000","-243,593,000","-190,062,000","-159,494,000","-187,452,000","-121,271,000"
TotalDebt,"648,798,000","645,664,000","340,954,000","331,798,000","318,996,000","275,547,000"
NetDebt,"572,655,000","424,484,000","238,716,000","216,294,000","252,607,000","219,438,000"
ShareIssued,"398,120,562","397,993,844","394,673,495","390,511,540","383,231,121","383,067,321"
OrdinarySharesNumber,"397,956,762","397,830,044","394,509,695","390,347,740","383,067,321","383,067,321"
TreasurySharesNumber,"163,800","163,800","163,800","163,800","163,800",
