name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,10/31/1987,10/31/1986,10/31/1985
			DuefromRelatedPartiesCurrent,,"33,000,000","27,000,000","29,000,000","31,000,000","28,000,000","31,000,000","26,000,000","32,000,000","38,000,000","46,000,000","54,000,000","34,100,000","35,600,000","21,700,000","27,900,000","34,300,000","33,700,000","35,900,000","28,500,000","34,900,000","28,900,000","16,500,000","18,700,000","81,300,000","22,900,000","33,300,000","43,200,000","46,400,000","27,400,000","30,200,000","33,300,000","38,300,000","35,200,000","31,200,000","26,000,000","52,400,000","44,600,000","59,700,000","70,800,000","66,900,000","48,600,000","48,000,000","32,300,000","45,100,000","43,800,000","38,800,000","31,900,000","37,700,000","38,400,000","38,400,000","37,600,000","48,000,000","45,300,000","44,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"40,464,000,000","38,610,000,000","38,458,000,000","38,523,000,000","36,574,000,000","34,510,000,000","34,453,000,000","34,500,000,000","33,153,000,000","33,139,000,000","33,578,000,000","33,784,000,000","32,161,600,000","31,364,000,000","31,075,500,000","31,174,700,000","30,110,000,000","29,365,200,000","29,262,900,000","29,474,400,000","28,514,200,000","28,158,100,000","28,828,800,000","29,354,100,000","29,026,200,000","28,727,600,000","29,643,600,000","30,534,300,000","30,360,300,000","30,620,300,000","32,024,500,000","32,537,200,000","31,035,700,000","29,890,800,000","29,785,800,000","29,105,100,000","27,683,100,000","26,383,800,000","25,776,700,000","25,158,100,000","23,657,900,000","23,024,800,000","22,828,500,000","22,878,500,000","22,155,200,000","20,817,400,000","19,920,500,000","19,561,000,000","18,734,900,000","18,065,100,000","18,363,100,000","18,621,000,000","17,314,400,000","17,337,000,000","17,661,800,000","723,700,000","2,906,100,000","2,648,500,000","18,546,100,000","17,424,700,000","16,514,300,000","16,182,700,000","16,845,200,000","16,221,700,000","15,157,600,000","14,474,400,000","14,906,800,000","13,831,500,000","12,733,200,000","11,736,800,000","11,913,200,000","10,832,600,000","10,114,600,000","9,772,800,000","10,705,700,000","10,188,900,000","10,046,600,000","578,500,000","9,759,700,000","8,898,600,000","8,330,100,000","8,354,000,000","9,904,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"9,030,000,000","7,935,000,000","6,781,000,000","6,410,000,000","6,042,000,000","5,956,000,000","4,999,000,000","5,650,000,000","6,171,000,000","6,482,000,000","5,975,000,000","6,747,000,000","7,160,900,000","7,401,900,000","6,148,900,000","6,239,300,000","6,888,900,000","6,614,200,000","3,904,100,000","4,252,900,000","4,114,800,000","3,959,600,000","3,340,500,000","3,851,300,000","4,061,000,000","4,249,500,000","3,817,000,000","4,319,000,000","4,624,200,000","4,527,100,000","4,209,700,000","5,439,000,000","5,849,600,000","5,554,600,000","4,934,700,000","5,594,300,000","6,173,000,000","6,242,700,000","5,170,000,000","5,867,500,000","6,112,400,000","5,677,700,000","4,370,600,000","4,687,700,000","4,687,000,000","4,178,400,000","3,063,000,000","3,175,400,000","3,002,900,000","2,752,500,000","2,397,300,000","3,020,000,000","3,551,000,000","3,836,600,000","3,041,800,000","3,474,200,000","3,570,800,000","3,288,800,000","2,337,300,000","2,473,700,000","2,572,800,000","2,484,100,000","1,957,300,000","2,404,300,000","2,711,800,000","2,731,700,000","2,134,900,000","2,560,200,000","2,890,000,000","2,802,000,000","1,999,100,000","2,218,200,000","2,226,200,000","2,169,800,000","1,366,100,000","1,710,500,000","2,006,800,000","1,929,300,000","1,371,800,000","1,606,500,000","1,806,700,000","1,830,700,000","1,505,700,000","1,924,900,000","2,173,200,000","2,185,800,000","1,552,900,000","1,725,100,000","1,876,900,000","1,781,000,000","1,294,300,000","1,428,000,000","1,584,400,000","1,614,700,000","1,286,700,000","1,337,300,000","1,511,100,000","1,464,300,000","1,072,700,000","1,170,800,000","1,289,800,000","1,193,700,000","828,900,000","941,300,000","1,066,700,000","979,800,000","720,800,000","920,200,000","996,300,000","942,600,000","698,000,000","735,800,000","745,500,000","687,600,000","464,400,000","609,700,000","729,300,000","718,600,000","524,700,000","722,600,000","746,000,000","674,100,000","538,100,000","672,500,000","777,600,000","799,200,000","677,700,000","859,400,000","929,700,000","884,700,000","711,200,000","918,400,000","1,039,300,000","941,800,000","708,300,000","465,000,000","482,600,000","447,400,000"
			RawMaterials,"4,384,000,000","4,034,000,000","3,524,000,000","2,895,000,000","2,469,000,000","2,303,000,000","1,995,000,000","2,101,000,000","2,394,000,000","2,311,000,000","2,285,000,000","2,365,000,000","2,424,000,000","2,506,000,000","2,233,000,000","2,126,000,000","2,231,000,000","2,191,000,000","1,688,000,000","1,571,000,000","1,559,000,000","1,453,000,000","1,369,000,000","1,394,000,000","1,485,000,000","1,638,000,000","1,559,000,000","1,587,000,000","1,675,000,000","1,723,000,000","1,724,000,000","1,848,000,000","2,024,000,000","2,108,000,000","1,954,000,000","1,917,000,000","2,006,000,000","2,045,000,000","1,874,000,000","1,876,000,000","1,890,000,000","1,850,000,000","1,626,000,000","1,628,000,000","1,445,000,000","1,413,000,000","1,201,000,000","1,082,000,000","1,043,000,000","993,000,000","940,000,000","1,025,000,000","1,169,000,000","1,346,000,000","1,170,000,000","1,157,000,000",,,"882,000,000","814,000,000","818,000,000","816,000,000","712,000,000","698,000,000","723,000,000","777,000,000","716,000,000","662,000,000","3,421,000,000","719,000,000","589,000,000",,,,,,,"564,000,000",,,,,,"550,000,000","561,000,000","520,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"1,640,000,000","1,460,000,000","994,000,000","1,124,000,000","967,000,000","839,000,000","648,000,000","696,000,000","722,000,000","818,000,000","747,000,000","815,000,000","873,000,000","1,026,000,000","776,000,000","795,000,000","900,000,000","924,000,000","495,000,000","517,000,000","531,000,000","564,000,000","453,000,000","460,000,000","507,000,000","538,000,000","450,000,000","522,000,000","630,000,000","697,000,000","654,000,000","792,000,000","956,000,000","847,000,000","753,000,000","690,000,000","726,000,000","815,000,000","652,000,000","639,000,000","748,000,000","814,000,000","647,000,000","567,000,000","625,000,000","612,000,000","483,000,000","454,400,000","457,000,000","448,000,000","387,000,000","426,000,000","480,000,000","581,000,000","519,000,000","507,000,000",,,"425,000,000","427,000,000","443,000,000","448,000,000","372,000,000","349,000,000","417,000,000","456,000,000","425,000,000","435,000,000","475,000,000","519,000,000","408,000,000",,,,,,,"443,000,000",,,,,,"394,000,000","436,000,000","450,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"5,434,000,000","4,790,000,000","4,373,000,000","4,176,000,000","4,334,000,000","4,485,000,000","4,006,000,000","4,427,000,000","4,646,000,000","4,946,000,000","4,613,000,000","5,345,000,000","5,729,000,000","5,693,000,000","4,777,000,000","4,768,000,000","5,208,000,000","4,980,000,000","3,182,000,000","3,571,000,000","3,421,000,000","3,379,000,000","2,976,000,000","3,395,000,000","3,473,000,000","3,480,000,000","3,234,000,000","3,701,000,000","3,831,000,000","3,622,000,000","3,360,000,000","4,361,000,000","4,389,000,000","4,151,000,000","3,757,000,000","4,391,000,000","4,789,000,000","4,775,000,000","4,065,000,000","4,673,000,000","4,902,000,000","4,503,000,000","3,584,000,000","3,954,000,000","4,050,000,000","3,591,000,000","2,777,000,000","2,975,000,000","2,821,000,000","2,700,000,000","2,437,000,000","2,949,000,000","3,240,000,000","3,242,000,000","2,677,000,000","3,138,000,000",,,"2,263,000,000","2,400,000,000","2,491,000,000","2,368,000,000","2,013,000,000","2,481,000,000","2,696,000,000","2,648,000,000","2,126,000,000","2,471,000,000",,"2,568,000,000","2,004,100,000",,,,,,,"1,868,300,000",,,,,,"1,933,000,000","2,130,000,000","2,176,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,"-100,000","-100,000","-100,000","300,000","-100,000","200,000","100,000","-100,000","-200,000","-400,000","-500,000","300,000",,"-500,000",,,"200,000","100,000","-300,000",,"-400,000","-400,000","-300,000","300,000",,"-300,000",,"500,000","400,000","-300,000","-400,000","-300,000",,"400,000",,,"-100,000","-500,000","300,000",,,"-400,000","-200,000","200,000",,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-2,428,000,000","-2,349,000,000","-2,110,000,000","-1,785,000,000","-1,728,000,000","-1,671,000,000","-1,650,000,000","-1,574,000,000","-1,591,000,000","-1,593,000,000","-1,670,000,000","-1,778,000,000","-1,865,000,000","-1,823,000,000","-1,637,000,000","-1,450,000,000","-1,450,000,000","-1,481,000,000","-1,461,000,000","-1,406,000,000","-1,396,000,000","-1,436,000,000","-1,457,000,000","-1,398,000,000","-1,404,000,000","-1,406,000,000","-1,426,000,000","-1,491,000,000","-1,512,000,000","-1,515,000,000","-1,528,000,000","-1,562,000,000","-1,519,000,000","-1,551,000,000","-1,529,000,000","-1,404,000,000","-1,348,000,000","-1,392,000,000","-1,421,000,000","-1,321,000,000","-1,428,000,000","-1,489,000,000","-1,486,000,000","-1,461,000,000","-1,433,000,000","-1,438,000,000","-1,398,000,000","-1,336,000,000","-1,318,000,000","-1,388,000,000","-1,367,000,000","-1,380,000,000","-1,338,000,000","-1,332,000,000","-1,324,000,000","-1,328,000,000",,,"-1,233,000,000","-1,167,300,000","-1,179,200,000","-1,147,900,000","-1,139,700,000","-1,123,700,000","-1,124,200,000","-1,149,300,000","-1,132,100,000","-1,007,800,000","-1,006,000,000","-1,004,000,000","-1,002,000,000",,,,,,,"-946,000,000",,,,,,"-952,100,000","-953,800,000","-960,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","384,900,000","0","0","84,700,000","0","505,000,000",,,,,,,,,,,,"931,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,490,400,000","1,420,800,000","1,493,900,000","1,420,000,000","1,360,900,000","1,311,800,000","1,335,600,000","1,260,400,000","1,214,400,000","1,232,300,000","1,296,900,000",,,,,"1,384,300,000","1,425,500,000","1,513,900,000","1,609,200,000",,,"1,817,100,000","1,939,300,000","1,942,700,000","1,915,000,000","1,924,700,000","1,954,400,000","1,855,000,000","1,817,800,000","1,752,700,000","1,654,700,000","1,499,600,000","2,275,500,000","2,127,300,000","2,076,500,000","1,991,400,000","1,855,800,000","1,688,400,000","1,594,200,000","1,498,500,000","1,415,200,000","1,359,200,000","1,299,200,000","1,223,900,000","850,100,000","855,700,000","1,088,500,000","1,050,600,000","1,369,200,000","1,103,300,000","1,126,300,000","1,313,800,000","1,262,200,000","1,185,300,000","1,190,200,000","1,159,200,000","1,170,400,000","1,090,300,000","1,121,900,000","1,080,700,000","1,064,000,000","1,042,800,000","1,041,400,000","1,026,100,000","995,000,000","989,900,000","1,024,400,000","969,300,000","931,300,000","895,500,000","725,300,000","3,200,000","3,100,000","680,300,000","3,200,000","16,300,000","6,600,000","5,300,000"
	TotalNonCurrentAssets,"23,787,000,000","22,974,000,000","25,895,000,000","22,251,000,000","22,324,000,000","22,320,000,000","23,730,000,000","22,785,000,000","22,458,000,000","22,591,000,000","23,744,000,000","22,239,000,000","21,825,000,000","21,470,600,000","23,464,100,000","21,329,000,000","21,647,800,000","21,502,900,000","18,872,300,000","17,240,800,000","16,750,700,000","16,578,700,000","17,995,800,000","16,668,300,000","16,507,700,000","15,693,600,000","16,802,700,000","15,263,600,000","15,097,300,000","14,926,900,000","16,792,400,000","14,662,700,000","14,084,000,000","13,835,600,000","15,377,800,000","13,949,000,000","13,797,600,000","13,524,900,000","15,337,700,000","12,587,400,000","12,169,700,000","11,977,400,000","13,231,200,000","11,613,800,000","11,352,100,000","10,946,500,000","11,831,500,000","11,528,800,000","11,374,600,000","11,554,800,000","12,872,200,000","11,982,300,000","11,531,300,000","11,410,700,000","11,562,900,000","11,783,500,000","11,359,600,000","11,195,700,000","10,735,400,000","10,157,900,000","8,344,500,000","8,120,200,000","7,882,100,000","7,710,700,000","7,487,300,000","7,915,400,000","7,433,800,000","7,329,700,000","7,134,600,000","6,916,300,000","6,910,100,000","6,542,400,000","6,482,900,000","6,957,400,000","6,950,600,000","5,368,900,000","5,458,300,000","5,386,100,000","5,289,600,000","7,140,200,000","6,954,800,000","5,156,000,000","5,185,000,000","4,973,800,000","4,910,500,000","4,743,800,000","4,471,900,000","4,406,900,000","4,288,300,000","3,740,700,000","3,720,400,000","3,650,000,000","3,461,000,000","3,342,500,000","3,363,700,000","3,333,900,000","3,191,500,000","3,165,200,000","3,157,100,000","2,638,300,000","2,584,300,000","2,585,500,000","2,605,500,000","2,566,600,000","2,907,200,000","2,874,200,000","2,574,800,000","2,544,500,000","2,621,100,000","2,808,000,000","2,831,800,000","2,525,000,000","2,526,800,000","2,513,700,000","2,518,100,000","1,946,100,000","1,994,900,000","2,009,400,000","2,040,700,000","2,016,100,000","1,967,800,000","1,975,100,000","1,952,500,000","1,696,900,000","1,681,000,000","1,711,800,000","1,678,600,000","1,502,400,000","1,455,100,000","1,471,000,000","1,503,200,000","2,331,900,000","2,206,500,000","1,278,300,000","2,129,800,000","2,022,600,000","2,013,100,000","2,027,600,000"
		NetPPE,"12,180,000,000","12,289,000,000","12,808,000,000","12,631,000,000","12,812,000,000","12,771,000,000","13,115,000,000","12,912,000,000","12,930,000,000","13,404,000,000","13,540,000,000","13,067,000,000","12,797,000,000","12,688,800,000","13,033,400,000","12,443,400,000","12,466,000,000","12,401,000,000","11,661,700,000","11,204,100,000","10,883,800,000","10,855,700,000","11,072,500,000","10,650,000,000","10,535,200,000","10,113,600,000","10,151,400,000","9,552,400,000","9,440,300,000","9,182,100,000","9,593,500,000","8,965,500,000","8,576,900,000","8,377,000,000","8,619,200,000","7,933,600,000","7,689,500,000","7,494,900,000","7,539,800,000","6,713,100,000","6,555,600,000","6,356,200,000","6,502,000,000","6,083,900,000","5,913,700,000","5,626,900,000","5,727,200,000","6,176,500,000","6,147,700,000","6,037,900,000","6,265,300,000","6,074,500,000","5,808,000,000","5,693,100,000","5,766,600,000","5,599,500,000","5,411,200,000","5,280,100,000","5,239,300,000","4,797,000,000","3,100,200,000","2,951,000,000","2,763,600,000","2,534,300,000","2,449,900,000","2,393,300,000","2,364,800,000","2,182,000,000","2,177,800,000","2,159,900,000","2,161,600,000","2,051,700,000","2,071,400,000","2,098,600,000","2,075,600,000","2,021,700,000","2,010,500,000","2,001,900,000","1,998,300,000","2,008,000,000","2,010,100,000","2,016,100,000","2,052,300,000","1,956,800,000","1,929,200,000","1,912,200,000","1,912,400,000","1,803,600,000","1,778,200,000","1,751,300,000","1,782,300,000","1,735,300,000","1,672,700,000","1,674,300,000","1,700,300,000","1,566,600,000","1,554,100,000","1,534,800,000","1,524,100,000","1,365,800,000","1,334,000,000","1,331,800,000","1,351,700,000","1,275,900,000","1,602,400,000","1,565,600,000","1,335,600,000","1,301,200,000","1,292,600,000","1,282,600,000","1,533,600,000","1,201,200,000","1,200,000,000","1,208,400,000","1,240,300,000","1,207,700,000","1,261,600,000","1,270,300,000","1,307,900,000","1,285,600,000","1,242,800,000","1,245,900,000","1,235,200,000","1,148,300,000","1,132,200,000","1,156,100,000","1,149,400,000","1,059,900,000","1,025,500,000","1,007,000,000","996,600,000","1,021,600,000","975,200,000","939,300,000","993,200,000","982,200,000","951,100,000","1,015,900,000"
			GrossPPE,"12,180,000,000","12,289,000,000","23,108,000,000","12,631,000,000","12,812,000,000","12,771,000,000","22,939,000,000","14,929,000,000","14,862,000,000","13,404,000,000","20,969,000,000","13,067,000,000","12,797,000,000","12,688,800,000","20,193,400,000","12,443,400,000","12,466,000,000","12,401,000,000","18,552,700,000","11,204,100,000","10,883,800,000","10,855,700,000","17,410,500,000","10,650,000,000","10,535,200,000","10,113,600,000","16,055,400,000","9,552,400,000","9,440,300,000","9,182,100,000","15,344,500,000","8,965,500,000","8,576,900,000","8,377,000,000","14,278,200,000","7,933,600,000","7,689,500,000","7,494,900,000","12,838,800,000","6,713,100,000","6,555,600,000","6,356,200,000","11,658,000,000","6,083,900,000","5,913,700,000","5,626,900,000","10,627,200,000","6,176,500,000","6,147,700,000","6,037,900,000","11,149,300,000","6,074,500,000","5,808,000,000","5,693,100,000","10,177,600,000","9,917,500,000","9,729,200,000","9,598,100,000","9,557,300,000","8,938,000,000","7,241,200,000","7,092,000,000","6,904,600,000","2,534,300,000","2,449,900,000","6,563,300,000","6,534,800,000","6,202,000,000","6,197,800,000","6,179,900,000","6,181,600,000","5,185,700,000","5,205,400,000","5,232,600,000","5,209,600,000","5,155,700,000","5,144,500,000","5,135,900,000","5,132,300,000","5,151,000,000","5,153,100,000","5,352,100,000","5,388,300,000","5,099,800,000","5,072,200,000","5,055,200,000","5,055,400,000","2,120,000,000","4,917,200,000","4,890,300,000","4,890,300,000","4,839,300,000","4,696,700,000","4,700,300,000","4,688,300,000","4,484,600,000","4,473,100,000","4,390,800,000","4,380,100,000","4,243,800,000","4,218,000,000","4,260,800,000","4,304,700,000","1,570,500,000","1,890,800,000","1,854,000,000","4,213,600,000","4,260,200,000","4,210,600,000","4,102,600,000","4,257,600,000","3,732,200,000","3,731,000,000","3,739,400,000","3,771,300,000","3,660,700,000","3,714,600,000","3,723,300,000","3,760,900,000","3,607,600,000","3,564,800,000","3,567,900,000","3,557,200,000","3,444,300,000","3,428,200,000","3,452,100,000","3,445,400,000","3,183,900,000","3,149,500,000","3,131,000,000","3,120,600,000","3,084,800,000","3,038,400,000","3,002,500,000","3,056,400,000","2,942,700,000","2,767,200,000","2,629,200,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,"297,000,000",,,,"286,000,000",,,,"278,000,000",,,,"287,000,000",,,,"126,000,000",,,,"123,000,000",,,,"118,000,000",,,,"124,000,000",,,,"127,000,000",,,,"141,000,000",,,,"121,000,000",,,,"117,000,000",,,,"120,000,000",,,,"95,000,000",,,,"87,000,000",,,,"87,000,000",,,,"82,000,000",,,,"79,000,000",,,,,,,,,,,,"59,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,"4,352,000,000",,,,"4,179,000,000",,,,"4,051,000,000",,,,"3,922,000,000",,,,"3,470,000,000",,,,"3,303,000,000",,,,"3,089,000,000",,,,"3,108,000,000",,,,"2,946,000,000",,,,"2,654,000,000",,,,"2,501,000,000",,,,"2,296,000,000",,,,"2,214,000,000",,,,"1,880,000,000",,,,"1,835,000,000",,,,"1,631,000,000",,,,"1,528,000,000",,,,"1,464,000,000",,,,,,,,,,,,"1,238,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,"6,123,000,000",,,,"5,936,000,000","9,175,000,000","9,177,000,000","7,504,000,000","5,710,000,000","7,269,000,000","7,039,900,000","6,903,600,000","5,570,000,000","6,804,900,000","6,723,100,000","6,619,800,000","5,378,000,000","6,235,600,000","5,923,900,000","5,825,300,000","5,180,000,000","5,602,700,000","5,455,500,000","5,074,400,000","5,055,000,000","4,426,000,000","4,195,200,000","3,834,600,000","5,089,000,000","3,580,000,000","3,203,800,000","3,026,000,000","4,931,000,000","2,826,000,000","2,575,500,000","2,452,300,000","4,393,000,000","2,249,700,000","2,168,000,000","2,052,400,000","4,254,000,000","2,015,000,000","1,945,200,000","1,845,400,000","3,972,000,000","1,777,900,000","1,717,300,000","1,613,100,000","4,890,000,000","1,663,500,000","1,553,200,000","1,543,700,000","4,147,000,000",,"1,627,200,000",,"6,071,300,000",,,,"4,084,000,000",,,,"4,007,000,000",,,,"3,857,000,000",,,,,,,,,,,,"2,458,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"12,180,000,000","12,289,000,000","10,193,000,000","12,631,000,000","12,812,000,000","12,771,000,000","10,177,000,000","12,916,000,000","12,765,000,000","13,404,000,000","10,197,000,000","13,067,000,000","12,797,000,000","12,688,800,000","9,795,400,000","12,443,400,000","12,466,000,000","12,401,000,000","9,220,700,000","11,204,100,000","10,883,800,000","10,855,700,000","8,434,500,000","10,650,000,000","10,535,200,000","10,113,600,000","7,448,400,000","9,552,400,000","9,440,300,000","9,182,100,000","6,493,500,000","8,965,500,000","8,576,900,000","8,377,000,000","5,546,200,000","7,933,600,000","7,689,500,000","7,494,900,000","4,712,800,000","6,713,100,000","6,555,600,000","6,356,200,000","4,133,000,000","6,083,900,000","5,913,700,000","5,626,900,000","3,764,200,000","6,176,500,000","6,147,700,000","6,037,900,000","3,526,300,000","6,074,500,000","5,808,000,000","5,693,100,000","3,222,600,000",,"8,102,000,000",,"628,000,000",,,,"626,600,000",,,,"641,800,000",,,,"625,600,000",,,,,,,,,,,,"1,451,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,"2,143,000,000",,,,"2,361,000,000","2,013,000,000","2,097,000,000",,"733,000,000",,,,"619,000,000",,,,"358,000,000",,,,"370,000,000",,,,"345,000,000",,,,"530,000,000",,,,"728,000,000",,,,"938,000,000",,,,"649,000,000",,,,"478,000,000",,,,"399,000,000",,,,"833,000,000",,,,"936,000,000",,,,"476,000,000",,,,"276,000,000",,,,"156,000,000",,,,,,,,,,,,"182,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,"-10,300,000,000",,,,"-9,824,000,000","-2,017,000,000","-1,932,000,000",,"-7,429,000,000",,,,"-7,160,000,000",,,,"-6,891,000,000",,,,"-6,338,000,000",,,,"-5,904,000,000",,,,"-5,751,000,000",,,,"-5,659,000,000",,,,"-5,299,000,000",,,,"-5,156,000,000",,,,"-4,900,000,000",,,,"-4,884,000,000",,,,"-4,411,000,000","-4,318,000,000","-4,318,000,000","-4,318,000,000","-4,318,000,000","-4,141,000,000","-4,141,000,000","-4,141,000,000","-4,141,000,000",,,"-4,170,000,000","-4,170,000,000","-4,020,000,000","-4,020,000,000","-4,020,000,000","-4,020,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,134,000,000","-3,143,000,000","-3,143,000,000","-3,336,000,000","-3,336,000,000","-3,143,000,000","-3,143,000,000","-3,143,000,000","-3,143,000,000","-316,400,000","-3,139,000,000","-3,139,000,000","-3,108,000,000","-3,104,000,000","-3,024,000,000","-3,026,000,000","-2,988,000,000","-2,918,000,000","-2,919,000,000","-2,856,000,000","-2,856,000,000","-2,878,000,000","-2,884,000,000","-2,929,000,000","-2,953,000,000","-294,600,000","-288,400,000","-288,400,000","-2,878,000,000","-2,959,000,000","-2,918,000,000","-2,820,000,000","-2,724,000,000","-2,531,000,000","-2,531,000,000","-2,531,000,000","-2,531,000,000","-2,453,000,000","-2,453,000,000","-2,453,000,000","-2,453,000,000","-2,322,000,000","-2,322,000,000","-2,322,000,000","-2,322,000,000","-2,296,000,000","-2,296,000,000","-2,296,000,000","-2,296,000,000","-2,124,000,000","-2,124,000,000","-2,124,000,000","-2,124,000,000","-2,063,200,000","-2,063,200,000","-2,063,200,000","-2,063,200,000","-1,960,500,000","-1,816,100,000","-1,613,300,000"
