name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"541,797,000","159,781,000","140,797,000","121,307,000","119,912,000","150,163,000","133,441,000","106,456,000","98,561,000","131,463,000","123,877,000","100,406,000","106,773,000","127,859,000","115,211,000","93,871,000","95,566,000","91,731,000","89,867,000","84,938,000","81,646,000","76,882,000","82,848,000","78,052,000"
	OperatingRevenue,"534,505,000","157,970,000","139,229,000","119,999,000","117,307,000","148,316,000","131,465,000","104,848,000","96,917,000","129,255,000","121,850,000","98,575,000","104,727,000","125,113,000","113,376,000","92,149,000","93,937,000","89,696,000","87,999,000","83,259,000","80,169,000","75,297,000","81,656,000","76,626,000"
CostOfRevenue,"127,847,000","31,603,000","32,797,000","31,501,000","31,946,000","33,422,000","32,691,000","29,036,000","25,081,000","34,497,000","36,950,000","31,741,000","31,023,000","32,885,000","30,271,000","27,204,000","29,456,000","29,042,000","26,617,000","26,302,000","26,918,000","26,754,000","26,221,000","25,621,000"
GrossProfit,"413,950,000","128,178,000","108,000,000","89,806,000","87,966,000","116,741,000","100,750,000","77,420,000","73,480,000","96,966,000","86,927,000","68,665,000","75,750,000","94,974,000","84,940,000","66,667,000","66,110,000","62,689,000","63,250,000","58,636,000","54,728,000","50,128,000","56,627,000","52,431,000"
OperatingExpense,"399,109,000","107,467,000","103,353,000","91,732,000","96,557,000","98,532,000","93,427,000","80,843,000","77,772,000","84,861,000","82,778,000","79,172,000","78,952,000","77,207,000","75,711,000","57,699,000","63,933,000","58,419,000","66,431,000","79,564,000","61,886,000","52,118,000","48,651,000","52,207,000"
	SellingGeneralAndAdministration,"227,505,000","59,251,000","61,699,000","52,785,000","53,770,000","55,996,000","53,470,000","47,903,000","46,054,000","50,445,000","48,881,000","46,496,000","46,072,000","46,780,000","49,957,000","36,509,000","37,595,000","35,967,000","42,789,000","51,520,000","40,629,000","32,999,000","30,559,000","32,754,000"
		GeneralAndAdministrativeExpense,"91,143,000","23,569,000","23,517,000","22,196,000","21,861,000","23,926,000","22,933,000","20,905,000","20,248,000","22,346,000","21,292,000","20,706,000","19,851,000","20,329,000","28,115,000","17,234,000","17,412,000","16,990,000","21,514,000","29,175,000","21,201,000","16,089,000","13,527,000","15,793,000"
			OtherGandA,"91,143,000","23,569,000","23,517,000","22,196,000","21,861,000","23,926,000","22,933,000","20,905,000","20,248,000","22,346,000","21,292,000","20,706,000","19,851,000","20,329,000","28,115,000","17,234,000","17,412,000","16,990,000","21,514,000","29,175,000","21,201,000","16,089,000","13,527,000","15,793,000"
		SellingAndMarketingExpense,"136,362,000","35,682,000","38,182,000","30,589,000","31,909,000","32,070,000","30,537,000","26,998,000","25,806,000","28,099,000","27,589,000","25,790,000","26,221,000","26,451,000","21,842,000","19,275,000","20,183,000","18,977,000","21,275,000","22,345,000","19,428,000","16,910,000","17,032,000","16,961,000"
	ResearchAndDevelopment,"155,867,000","43,094,000","38,177,000","35,839,000","38,757,000","38,276,000","34,966,000","30,678,000","28,970,000","31,467,000","30,498,000","29,667,000","29,829,000","27,516,000","25,844,000","24,301,000","24,744,000","22,703,000","24,036,000","27,590,000","22,838,000","18,770,000","17,912,000","19,401,000"
	DepreciationAmortizationDepletionIncomeStatement,"19,383,000","5,903,000","4,433,000","4,432,000","4,615,000","4,877,000","4,986,000","3,858,000","3,692,000","3,840,000","3,769,000","3,545,000","3,600,000","3,528,000","2,074,000","1,739,000","1,986,000","1,940,000","2,161,000","1,189,000","1,155,000","943,000","970,000","875,000"
		DepreciationAndAmortizationInIncomeStatement,"19,383,000","5,903,000","4,433,000","4,432,000","4,615,000","4,877,000","4,986,000","3,858,000","3,692,000","3,840,000","3,769,000","3,545,000","3,600,000","3,528,000","2,074,000","1,739,000","1,986,000","1,940,000","2,161,000","1,189,000","1,155,000","943,000","970,000","875,000"
			Amortization,"19,383,000","5,903,000","4,433,000","4,432,000","4,615,000","4,877,000","4,986,000","3,858,000","3,692,000","3,840,000","3,769,000","3,545,000","3,600,000","3,528,000","2,074,000","1,739,000","1,986,000","1,940,000","2,161,000","1,189,000","1,155,000","943,000","970,000","875,000"
				AmortizationOfIntangiblesIncomeStatement,"19,383,000","5,903,000","4,433,000","4,432,000","4,615,000","4,877,000","4,986,000","3,858,000","3,692,000","3,840,000","3,769,000","3,545,000","3,600,000","3,528,000","2,074,000","1,739,000","1,986,000","1,940,000","2,161,000","1,189,000","1,155,000","943,000","970,000","875,000"
