name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,03/31/2007
OperatingCashFlow,"94,068,000","34,110,000","19,644,000","7,987,000","32,327,000","19,109,000","12,658,000","-5,061,000","8,777,000","14,771,000","11,764,000","5,879,000","23,617,000","8,121,000","11,292,000","14,769,000","24,272,000","13,904,000","3,157,000","2,549,000","9,693,000","1,816,000","-4,716,000","-13,957,000","1,497,000","-1,094,000","-20,902,000","-11,602,000","22,520,000","32,674,000","22,651,000","48,986,000","38,525,000","17,324,000","2,771,000","14,683,000","35,823,000","11,621,000","55,514,000","33,442,000","61,214,000","37,664,000","44,257,000","50,327,000","50,661,000","28,624,000","46,785,000","8,614,000","32,080,000","35,815,000","23,074,000","6,616,000","34,832,000","16,542,000","22,159,000","66,880,000","42,932,000","0","10,614,849","2,186,000"
	CashFlowFromContinuingOperatingActivities,"94,068,000","34,110,000","19,644,000","7,987,000","32,327,000","19,109,000","12,658,000","-5,061,000","8,777,000","14,771,000","11,764,000","5,879,000","23,617,000","8,121,000","11,292,000","14,769,000","24,272,000","13,904,000","3,157,000","2,549,000","9,693,000","1,816,000","-4,716,000","-13,957,000","1,497,000","-1,094,000","-20,902,000","-11,602,000","22,520,000","32,674,000","22,651,000","48,986,000","38,525,000","17,324,000","2,771,000","14,683,000","35,823,000","11,621,000","55,514,000","33,442,000","61,214,000","37,664,000","44,257,000","50,327,000","50,661,000","28,624,000","46,785,000","8,614,000","32,080,000","35,815,000","23,074,000","6,616,000","34,832,000","16,542,000","22,159,000","66,880,000","42,932,000","0","10,614,849","2,186,000"
		NetIncomeFromContinuingOperations,"278,805,000","31,422,000","223,861,000","4,023,000","19,499,000","2,451,000","-710,000","-10,175,000","-8,872,000","-7,397,000","2,082,000","-217,000","5,611,000","6,155,000","7,634,000","3,350,000","-958,000","1,757,000","-1,390,000","-1,907,000","-5,935,000","-13,678,000","-16,567,000","-18,241,000","-13,398,000","-18,427,000","-518,258,000","-8,110,000","-4,937,000","6,529,000","5,791,000","-1,237,000","5,562,000","-355,000","-5,987,000","2,026,000","11,317,000","14,919,000","14,537,000",,,,,,,"28,279,000",,"11,660,000","3,602,000","11,846,000",,,"14,436,000","24,681,000","22,690,000","49,719,000","25,771,000","-7,000","6,549,785","6,380,000"
		OperatingGainsLosses,"-12,557,000","100,000","18,000","5,000","-12,680,000","2,000","191,000","21,000","234,000","-4,696,000","362,000","-56,000","20,000","19,000","-3,000","0","-50,000","-34,000","81,000","185,000","5,000","1,559,000","272,000",,,,"679,000",,,,"0",,,,"1,872,000",,,,"-280,000","0","0","0",,"0","0","-12,500,000","0","0","0","0","-1,000","-5,000","14,000","2,000","241,000","1,322,000",,,"775,354","446,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,"446,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-280,000",,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"35,374,000","8,978,000","9,207,000","8,510,000","8,679,000","9,561,000","9,492,000","8,828,000","8,124,000","9,666,000","9,002,000","8,514,000","8,073,000","8,746,000","7,126,000","8,180,000","7,977,000","8,932,000","8,877,000","8,270,000","8,297,000","9,323,000","9,716,000","8,756,000","9,841,000","14,368,000","26,648,000","20,355,000","19,397,000","21,276,000","20,930,000","20,107,000","19,874,000","19,649,000","17,263,000","15,561,000","14,338,000","14,141,000","12,872,000","12,095,000","11,376,000","11,256,000","9,744,000","8,819,000","8,691,000","8,533,000","7,629,000","6,860,000","6,687,000","6,539,000","5,310,000","4,270,000","4,255,000","3,492,000","2,087,000","3,076,000",,,"3,037,647","2,135,000"
			DepreciationAndAmortization,"35,374,000","8,978,000","9,207,000","8,510,000","8,679,000","9,561,000","9,492,000","8,828,000","8,124,000","9,666,000","9,002,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,860,000","6,687,000","6,539,000",,,,,"2,087,000","3,076,000",,,"3,037,647",
				Depreciation,"35,052,000","8,898,000","9,126,000","8,430,000","8,598,000","9,481,000","9,411,000","8,748,000","8,043,000","9,586,000","8,976,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"322,000","80,000","81,000","80,000","81,000","80,000","81,000","80,000","81,000","80,000","26,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
