name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"788,322,000","203,329,000","213,256,000","195,102,000","176,635,000","160,431,000","153,544,000","140,453,000","123,295,000","133,408,000","113,256,000","101,745,000"
	OperatingRevenue,"695,933,000","198,086,000","176,165,000","171,878,000","159,173,000","134,061,000","131,307,000","124,385,000","115,906,000","123,017,000","104,468,000","95,795,000"
CostOfRevenue,"48,568,000","12,280,000","13,927,000","11,271,000","11,090,000","10,428,000","9,204,000","7,540,000","6,824,000","6,019,000","4,596,000","3,396,000"
GrossProfit,"739,754,000","191,049,000","199,329,000","183,831,000","165,545,000","150,003,000","144,340,000","132,913,000","116,471,000","127,389,000","108,660,000","98,349,000"
OperatingExpense,"701,589,000","171,288,000","187,573,000","176,832,000","165,896,000","155,001,000","443,780,000","194,598,000","74,735,000","83,719,000","72,893,000","60,505,000"
	SellingGeneralAndAdministration,"526,296,000","124,873,000","141,865,000","131,598,000","127,960,000","123,480,000","415,693,000","173,592,000","58,252,000","69,049,000","58,855,000","49,052,000"
		GeneralAndAdministrativeExpense,"142,823,000","31,923,000","35,374,000","35,947,000","39,579,000","43,786,000","340,753,000","108,479,000","6,332,000","5,887,000","4,527,000","4,102,000"
			SalariesAndWages,,,,,,,,"99,574,000",,,,"176,000"
			OtherGandA,"142,823,000","31,923,000","35,374,000","35,947,000","39,579,000","43,786,000","441,325,000","8,905,000","6,332,000","5,887,000","5,023,000","3,926,000"
		SellingAndMarketingExpense,"383,473,000","92,950,000","106,491,000","95,651,000","88,381,000","79,694,000","74,940,000","65,113,000","51,920,000","63,162,000","54,328,000","44,950,000"
	ResearchAndDevelopment,"134,742,000","35,042,000","35,060,000","35,073,000","29,567,000","26,160,000","23,683,000","15,846,000","11,962,000","10,325,000","9,820,000","7,844,000"
	DepreciationAmortizationDepletionIncomeStatement,"40,551,000","11,373,000","10,648,000","10,161,000","8,369,000","5,361,000","4,404,000","5,160,000","4,521,000","4,345,000","4,218,000","3,609,000"
		DepreciationAndAmortizationInIncomeStatement,"40,551,000","11,373,000","10,648,000","10,161,000","8,369,000","5,361,000","4,404,000","5,160,000","4,521,000","4,345,000","4,218,000","3,609,000"
OperatingIncome,"38,165,000","19,761,000","11,756,000","6,999,000","-351,000","-4,998,000","-299,440,000","-61,685,000","41,736,000","43,670,000","35,767,000","37,844,000"
NetNonOperatingInterestIncomeExpense,"-23,511,000","-5,817,000","-5,886,000","-5,915,000","-5,893,000","-5,889,000","-6,196,000","-6,240,000","-6,754,000","-8,563,000","-9,982,000","-12,502,000"
