name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"1,422,223,000","498,283,000","316,920,000","313,466,000","293,554,000","300,521,000","293,692,000","294,316,000","284,483,000","304,179,000","302,169,000","310,470,000","317,640,000","310,163,000","310,294,000","302,656,000","293,384,000","282,915,000","270,971,000","266,750,000","262,338,000","255,706,000","255,876,000","246,609,000","241,980,000","240,176,000","233,689,000","229,465,000","223,362,000","217,654,000","214,423,000","208,279,000","202,718,000","205,129,000","198,148,000","196,244,000","199,312,000","194,074,000","199,212,000","193,369,000","191,731,000","187,354,000","183,337,000","186,587,000","187,135,000","183,751,000","193,191,000","181,767,000","199,050,000","182,080,000","149,545,000","172,120,000","181,776,000","166,319,000","-49,515,000","178,437,000","174,861,000","172,703,000","146,935,000","187,294,000","194,338,000","185,502,000","229,383,000","129,283,000","183,873,000","185,361,000","187,891,000","185,592,000","183,483,000","181,260,000","176,406,000","180,388,000","170,545,000","160,529,000","163,838,000","165,441,000","158,899,000","157,824,000","162,457,000","148,697,000","142,883,000","138,685,000","135,791,000","134,042,000","132,547,000","127,197,000","122,807,000","118,979,000","109,694,000","103,857,000","136,543,000","89,300,000","87,300,000","83,100,000","83,400,000","76,000,000","81,500,000","61,100,000","58,600,000","59,300,000","52,000,000","48,700,000","37,400,000","36,800,000","36,300,000","30,800,000","36,300,000","24,500,000","24,300,000","24,200,000","25,800,000","25,100,000","24,700,000","20,600,000","18,000,000","17,200,000","18,400,000","18,800,000","19,300,000","9,300,000","8,700,000","8,500,000","7,700,000","6,900,000","6,300,000","6,000,000","5,700,000","5,200,000","5,400,000","6,200,000","5,400,000","5,200,000","5,100,000",,,,,,,,,
	OperatingRevenue,"1,422,223,000","498,283,000","316,920,000","313,466,000","293,554,000","300,521,000","293,692,000","294,316,000","284,483,000","304,179,000","302,169,000","310,470,000","317,640,000","310,163,000","310,294,000","302,656,000","293,384,000","282,915,000","270,971,000","266,750,000","262,338,000","255,706,000","255,876,000","246,609,000","241,980,000","240,176,000","233,689,000","229,465,000","223,362,000","217,654,000","214,423,000","208,279,000","202,718,000","205,129,000","198,148,000","196,244,000","199,312,000","194,074,000","199,212,000","193,369,000","191,731,000","187,354,000","183,337,000","186,587,000","187,135,000","183,751,000","193,191,000","181,767,000","199,050,000","182,080,000","149,545,000","172,120,000","181,776,000","166,319,000","-49,515,000","178,437,000","174,861,000","172,703,000","146,935,000","187,294,000","194,338,000","185,502,000","229,383,000","129,283,000","183,873,000","185,361,000","187,891,000","185,592,000","183,483,000","181,260,000","176,406,000","180,388,000","170,545,000","160,529,000","163,838,000","165,441,000","158,899,000","157,824,000","162,457,000","148,697,000","142,883,000","138,685,000","135,791,000","134,042,000","132,547,000","127,197,000","122,807,000","118,979,000","109,694,000","103,857,000","136,543,000","89,300,000","87,300,000","83,100,000","83,400,000","76,000,000","81,500,000","61,100,000","58,600,000","59,300,000","52,000,000","48,700,000","37,400,000","36,800,000","36,300,000","30,800,000","36,300,000","24,500,000","24,300,000","24,200,000","25,800,000","25,100,000","24,700,000","20,600,000","18,000,000","17,200,000","18,400,000","18,800,000","19,300,000","9,300,000","8,700,000","8,500,000","7,700,000","6,900,000","6,300,000","6,000,000","5,700,000","5,200,000","5,400,000","6,200,000","5,400,000","5,200,000","5,100,000",,,,,,,,,
PretaxIncome,"345,225,000","-50,347,000","142,067,000","125,479,000","128,026,000","138,289,000","75,162,000","87,570,000","67,899,000","49,343,000","116,439,000","119,276,000","125,100,000","125,877,000","125,535,000","113,373,000","102,425,000","100,300,000","86,922,000","94,777,000","90,669,000","81,422,000","81,505,000","76,262,000","75,202,000","72,834,000","76,725,000","76,611,000","73,166,000","73,814,000","74,629,000","74,137,000","70,883,000","71,512,000","62,509,000","65,463,000","67,208,000","61,039,000","68,787,000","64,482,000","59,552,000","55,541,000","54,265,000","58,369,000","50,074,000","44,626,000","40,440,000","27,281,000","18,195,000","1,776,000","-15,277,000","-41,256,000","-60,411,000","-11,706,000","-364,489,000","-18,114,000","-42,786,000","40,792,000","5,197,000","50,368,000","51,997,000","51,222,000","54,895,000","10,433,000","63,555,000","64,190,000","66,532,000","68,660,000","67,978,000","69,986,000","18,358,000","72,619,000","68,366,000","63,388,000","60,558,000","61,744,000","60,700,000","60,018,000","57,305,000","59,568,000","59,567,000","57,492,000","54,584,000","52,841,000","53,043,000","45,777,000","47,231,000","47,178,000","41,890,000","40,108,000","39,482,000","35,100,000","35,100,000","33,000,000","38,400,000","28,600,000","16,700,000","24,300,000","23,700,000","16,000,000","19,400,000","-9,300,000","12,500,000","7,300,000","11,600,000","8,600,000","5,700,000","7,300,000","6,600,000","6,900,000","700,000","6,800,000","6,800,000","6,000,000","5,400,000","5,600,000","5,800,000","5,100,000","3,600,000","3,100,000","2,100,000","2,400,000","1,000,000","1,000,000","1,900,000","1,700,000","1,500,000","-5,700,000","1,600,000","1,500,000","0","1,900,000","2,000,000",,,,,,,,,
TaxProvision,"61,186,000","-33,600,000","31,029,000","29,766,000","33,991,000","30,211,000","15,118,000","18,289,000","14,802,000","11,144,000","25,966,000","25,411,000","26,451,000","26,141,000","26,697,000","13,700,000","20,743,000","20,075,000","17,029,000","30,281,000","29,090,000","21,951,000","23,845,000","24,445,000","24,599,000","24,217,000","24,146,000","25,075,000","20,663,000","24,092,000","23,614,000","23,679,000","23,027,000","21,089,000","18,755,000","18,158,000","20,835,000","18,922,000","20,261,000","19,489,000","18,312,000","16,603,000","13,768,000","15,990,000","15,867,000","12,326,000","7,966,000","4,597,000","550,000","355,000","-1,593,000","-22,014,000","-28,536,000","-593,000","-63,980,000","-1,878,000","-14,285,000","14,303,000","-28,000","15,400,000","16,530,000","16,186,000","17,097,000","1,436,000","20,412,000","20,338,000","21,032,000","22,058,000","21,720,000","22,491,000","2,052,000","23,258,000","22,523,000","21,065,000","19,172,000","20,429,000","20,090,000","20,081,000","17,904,000","19,144,000","18,846,000","18,056,000","17,914,000","17,810,000","18,539,000","15,167,000","15,441,000","15,595,000","13,783,000","13,297,000","13,232,000","10,900,000","11,900,000","11,200,000","17,100,000","8,500,000","7,300,000","8,800,000","8,900,000","6,300,000","7,400,000","-4,300,000","4,700,000","2,500,000","4,200,000","3,100,000","1,800,000","2,300,000","1,900,000","2,200,000","-3,800,000","2,400,000","2,600,000","2,500,000","2,200,000","2,500,000","2,400,000","2,100,000","1,500,000","1,800,000","900,000","1,300,000","100,000","100,000","1,100,000","900,000","700,000","-800,000","800,000","900,000","700,000","700,000","800,000",,,,,,,,,
NetIncomeCommonStockholders,"272,400,000","-20,178,000","108,428,000","93,171,000","91,555,000","105,530,000","57,716,000","66,890,000","50,729,000","36,021,000","88,066,000","91,442,000","96,193,000","97,549,000","96,663,000","97,460,000","79,489,000","78,083,000","67,569,000","62,426,000","59,485,000","57,342,000","55,496,000","49,634,000","48,398,000","46,486,000","50,411,000","49,341,000","50,277,000","46,937,000","47,172,000","47,990,000","45,030,000","47,611,000","40,995,000","44,504,000","43,549,000","39,080,000","47,911,000","44,378,000","40,625,000","38,142,000","39,704,000","41,548,000","33,376,000","33,332,000","24,958,000","17,779,000","12,730,000","-6,069,000","-54,398,000","-26,100,000","16,799,000","-21,557,000","-312,588,000","-16,754,000","-28,940,000","24,365,000","-8,698,000","34,968,000","35,467,000","35,036,000","37,798,000","8,997,000","43,143,000","43,852,000","45,500,000","46,602,000","46,258,000","47,495,000","16,306,000","49,361,000","45,843,000","42,323,000","41,386,000","41,315,000","40,610,000","39,937,000","39,401,000","40,424,000","40,721,000","39,436,000","36,670,000","35,031,000","34,504,000","26,983,000","31,790,000","31,583,000","28,107,000","26,811,000","26,250,000","24,200,000","23,200,000","21,800,000","21,300,000","20,100,000","9,400,000","15,500,000","14,800,000","9,700,000","12,000,000","-5,000,000","7,600,000","4,500,000","7,100,000","5,200,000","3,600,000","4,700,000","4,400,000","4,700,000","4,200,000","3,900,000","3,700,000","3,000,000","2,600,000","2,600,000","2,700,000","6,600,000","1,500,000","1,300,000","1,200,000","1,100,000","900,000","900,000","800,000","800,000","800,000","-4,900,000","800,000","600,000","-700,000","1,200,000","1,200,000",,,,,,,,,
	NetIncome,"284,039,000","-16,747,000","111,038,000","95,713,000","94,035,000","108,078,000","60,044,000","69,281,000","53,097,000","38,199,000","90,473,000","93,865,000","98,649,000","99,736,000","98,838,000","99,673,000","81,682,000","80,225,000","69,893,000","64,496,000","61,579,000","59,471,000","57,660,000","51,817,000","50,603,000","48,617,000","52,579,000","51,536,000","52,503,000","49,722,000","51,015,000","50,458,000","47,856,000","50,423,000","43,754,000","47,305,000","46,373,000","42,117,000","48,526,000","44,993,000","41,240,000","38,938,000","40,497,000","42,379,000","34,207,000","34,296,000","32,569,000","22,687,000","17,638,000","1,421,000","-13,696,000","-19,250,000","-31,562,000","-11,126,000","-300,501,000","-16,754,000","-28,940,000","24,365,000","-8,698,000","34,968,000","35,467,000","35,036,000","37,798,000","8,997,000","43,143,000","43,852,000","45,500,000","46,602,000","46,258,000","47,495,000","16,306,000","49,361,000","45,843,000","42,323,000","41,386,000","41,315,000","40,610,000","39,937,000","39,401,000","40,424,000","40,721,000","39,436,000","36,670,000","35,031,000","34,504,000","26,983,000","31,790,000","31,583,000","28,107,000","26,811,000","26,250,000","24,200,000","23,200,000","21,800,000","21,300,000","20,100,000","9,400,000","15,500,000","14,800,000","9,700,000","12,000,000","-5,000,000","7,800,000","4,800,000","7,400,000","5,500,000","3,900,000","5,000,000","4,700,000","4,700,000","4,500,000","4,400,000","4,200,000","3,500,000","3,200,000","3,100,000","3,400,000","7,300,000","2,100,000","1,300,000","1,200,000","1,100,000","900,000","900,000","800,000","800,000","800,000","-4,900,000","800,000","600,000","-700,000","1,200,000","1,200,000",,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"284,039,000","-16,747,000","111,038,000","95,713,000","94,035,000","108,078,000","60,044,000","69,281,000","53,097,000","38,199,000","90,473,000","93,865,000","98,649,000","99,736,000","98,838,000","99,673,000","81,682,000","80,225,000","69,893,000","64,496,000","61,579,000","59,471,000","57,660,000","51,817,000","50,603,000","48,617,000","52,579,000","51,536,000","52,503,000","49,722,000","51,015,000","50,458,000","47,856,000","50,423,000","43,754,000","47,305,000","46,373,000","42,117,000","48,526,000","44,993,000","41,240,000","38,938,000","40,497,000","42,379,000","34,207,000","34,295,000","32,568,000","22,684,000","17,645,000","1,421,000","-13,695,000","-19,242,000","-31,562,000","-11,113,000","-300,501,000","-16,754,000","-28,940,000","24,365,000","-8,698,000","34,968,000","35,467,000","35,036,000","37,798,000","8,997,000","43,143,000","43,852,000","45,500,000","46,602,000","46,258,000","47,495,000","16,306,000","49,361,000","45,843,000","42,323,000","41,386,000","41,315,000","40,610,000","39,937,000","39,401,000","40,424,000","40,721,000","39,436,000","36,670,000","35,031,000","34,504,000","26,983,000","28,677,000","32,620,000","28,107,000","26,811,000","26,250,000","24,200,000","23,200,000","21,800,000","21,300,000","20,100,000","9,400,000","15,500,000","14,800,000","9,700,000","12,000,000","-5,000,000","7,800,000","4,800,000","7,400,000","5,500,000","3,900,000","5,000,000","4,700,000","4,700,000","4,500,000","4,400,000","4,200,000","3,500,000","3,200,000","3,100,000","3,400,000","7,300,000","2,100,000","1,300,000","1,200,000","1,100,000","900,000","900,000","800,000","800,000","800,000","-4,900,000","800,000","600,000","-700,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,100,000","1,000,000","900,000","1,200,000","1,200,000","1,200,000"
			NetIncomeContinuousOperations,"284,039,000","-16,747,000","111,038,000","95,713,000","94,035,000","108,078,000","60,044,000","69,281,000","53,097,000","38,199,000","90,473,000","93,865,000","98,649,000","99,736,000","98,838,000","99,673,000","81,682,000","80,225,000","69,893,000","64,496,000","61,579,000","59,471,000","57,660,000","51,817,000","50,603,000","48,617,000","52,579,000","51,536,000","52,503,000","49,722,000","51,015,000","50,458,000","47,856,000","50,423,000","43,754,000","47,305,000","46,373,000","42,117,000","48,526,000","44,993,000","41,240,000","38,938,000","40,497,000","42,379,000","34,207,000","32,300,000","32,474,000","22,684,000","17,645,000","1,421,000","-13,684,000","-19,242,000","-31,875,000","-11,113,000","-300,509,000","-16,236,000","-28,501,000","26,489,000","5,225,000","34,968,000","35,467,000","35,036,000","37,798,000","8,997,000","43,143,000","43,852,000","45,500,000","46,602,000","46,258,000","47,495,000","16,306,000","49,361,000","45,843,000","42,323,000","41,386,000","41,315,000","40,610,000","39,937,000","39,401,000","40,424,000","40,721,000","39,436,000","36,670,000","35,031,000","34,504,000","30,610,000","31,790,000","31,583,000","28,107,000","26,811,000","26,250,000","24,200,000","23,200,000","21,800,000","21,300,000","20,100,000","9,400,000","15,500,000","14,800,000","9,700,000","12,000,000","-5,000,000","7,800,000","4,800,000","7,400,000","5,500,000","3,900,000","5,000,000","4,700,000","4,700,000","4,500,000","4,400,000","4,200,000","3,500,000","3,200,000","3,100,000","3,400,000","3,000,000","2,100,000","1,300,000","1,200,000","1,100,000","900,000","900,000","800,000","800,000","800,000","-4,900,000","800,000","600,000","-700,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,100,000","1,000,000","900,000","1,200,000","1,200,000","1,200,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1,995,000","94,000","0","0","0","-11,000","0","313,000","0","8,000","-518,000","-439,000","-2,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-1,209,000",,,"-2,418,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"4,300,000",,,,,,,,,,,,,,,,,,,,,,,,
