name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalRevenue,"3,777,922,000","860,811,000","1,051,752,000","904,319,000","961,040,000","828,776,000","906,427,000","847,921,000","714,194,000","577,603,000","742,150,000","653,345,000","623,686,000","481,109,000","722,485,000","567,842,000","558,098,000","437,857,000","621,702,000","476,423,000","456,866,000","406,980,000","523,246,000","442,464,000","401,247,000","324,370,000","468,923,000","363,457,000","322,856,000","263,159,000","367,964,000","330,767,000","281,608,000","234,841,000","336,307,000","275,195,000","234,553,000","190,727,000","250,911,000","208,875,000","170,994,000","131,125,000","176,786,000","141,624,000","137,444,000","110,570,000","164,975,000","135,609,000","196,404,000","119,389,000","204,916,000","152,738,000","116,146,000","96,149,000","150,187,000","160,385,000","141,002,000","156,085,000","312,686,000","243,668,000","235,647,000","224,459,000","482,256,000","306,188,000","311,794,000","259,055,000","507,770,000","332,478,000","265,999,000","241,399,000","349,278,000","315,496,000","281,197,000","228,664,000","350,911,000","268,390,000","241,253,000","209,009,000","297,515,000","261,509,000","258,439,000","215,562,000","309,400,000","266,834,000","222,377,000","178,155,000","280,873,000","245,582,000","234,728,000","173,856,000","255,000,000","235,100,000","213,500,000","148,800,000","238,000,000","208,800,000","175,600,000","117,200,000","204,200,000","158,000,000","146,000,000","105,800,000","187,100,000","156,900,000","137,400,000","95,900,000","169,800,000","137,100,000","125,300,000","95,600,000","145,600,000","131,800,000","130,400,000","83,900,000","163,800,000","118,100,000"
	OperatingRevenue,"3,777,922,000","860,811,000","1,051,752,000","904,319,000","961,040,000","828,776,000","906,427,000","847,921,000","714,194,000","577,603,000","742,150,000","653,345,000","623,686,000","481,109,000","722,485,000","567,842,000","558,098,000","437,857,000","621,702,000","476,423,000","456,866,000","406,980,000","523,246,000","442,464,000","401,247,000","324,370,000","468,923,000","363,457,000","322,856,000","263,159,000","367,964,000","330,767,000","281,608,000","234,841,000","336,307,000","275,195,000","234,553,000","190,727,000","250,911,000","208,875,000","170,994,000","131,125,000","176,786,000","141,624,000","137,444,000","110,570,000","164,975,000","135,609,000","196,404,000","119,389,000","204,916,000","152,738,000","116,146,000","96,149,000","150,187,000","160,385,000","141,002,000","156,085,000","312,686,000","243,668,000","235,647,000","224,459,000","482,256,000","306,188,000","311,794,000","259,055,000","507,770,000","332,478,000","265,999,000","241,399,000","349,278,000","315,496,000","281,197,000","228,664,000","350,911,000","268,390,000","241,253,000","209,009,000","297,515,000","261,509,000","258,439,000","215,562,000","309,400,000","266,834,000","222,377,000","178,155,000","280,873,000","245,582,000","234,728,000","173,856,000","255,000,000","235,100,000","213,500,000","148,800,000","238,000,000","208,800,000","175,600,000","117,200,000","204,200,000","158,000,000","146,000,000","105,800,000","187,100,000","156,900,000","137,400,000","95,900,000","169,800,000","137,100,000","125,300,000","95,600,000","145,600,000","131,800,000","130,400,000","83,900,000","163,800,000","118,100,000"
CostOfRevenue,"2,858,089,000","647,702,000","808,150,000","682,565,000","719,672,000","626,585,000","689,245,000","653,407,000","557,791,000","460,924,000","594,373,000","519,164,000","503,857,000","388,467,000","586,637,000","452,029,000","449,336,000","348,702,000","498,470,000","374,673,000","367,598,000","320,281,000","414,668,000","363,635,000","319,708,000","260,172,000","370,469,000","285,416,000","252,595,000","206,183,000","292,174,000","261,636,000","221,217,000","183,964,000","267,709,000","218,150,000","187,136,000","151,513,000","201,647,000","164,452,000","137,111,000","107,330,000","144,244,000","116,269,000","114,043,000","92,574,000","138,378,000","108,659,000","165,063,000","99,308,000","174,060,000","131,416,000","101,598,000","87,915,000","290,164,000","141,499,000","122,233,000","131,568,000","275,755,000","196,019,000","185,101,000","176,866,000","367,312,000","233,033,000","225,808,000","188,366,000","380,833,000","247,730,000","198,286,000","180,674,000","266,932,000","237,542,000","203,568,000","167,572,000","265,702,000","201,080,000","177,599,000","152,345,000","229,035,000","197,117,000","195,972,000","161,628,000","240,267,000","207,268,000","170,255,000","136,976,000","221,188,000","192,523,000","184,933,000","135,300,000","200,700,000","184,300,000","166,600,000","114,100,000","189,800,000","166,100,000","139,900,000","90,900,000","165,500,000","126,900,000","117,100,000","83,700,000","152,600,000","126,900,000","110,600,000","76,600,000","138,000,000","111,900,000","102,000,000","78,300,000","120,100,000","107,500,000","106,200,000","68,200,000","134,000,000","96,400,000"
GrossProfit,"919,833,000","213,109,000","243,602,000","221,754,000","241,368,000","202,191,000","217,182,000","194,514,000","156,403,000","116,679,000","147,777,000","134,181,000","119,829,000","92,642,000","135,848,000","115,813,000","108,762,000","89,155,000","123,232,000","101,750,000","89,268,000","86,699,000","108,578,000","78,829,000","81,539,000","64,198,000","98,454,000","78,041,000","70,261,000","56,976,000","75,790,000","69,131,000","60,391,000","50,877,000","68,598,000","57,045,000","47,417,000","39,214,000","49,264,000","44,423,000","33,883,000","23,795,000","32,542,000","25,355,000","23,401,000","17,996,000","26,597,000","26,950,000","31,341,000","20,081,000","30,856,000","21,322,000","14,548,000","8,234,000","-139,977,000","18,886,000","18,769,000","24,517,000","36,931,000","47,649,000","50,546,000","47,593,000","114,944,000","73,155,000","85,986,000","70,689,000","126,937,000","84,748,000","67,713,000","60,725,000","82,346,000","77,954,000","77,629,000","61,092,000","85,209,000","67,310,000","63,654,000","56,664,000","68,480,000","64,392,000","62,467,000","53,934,000","69,133,000","59,566,000","52,122,000","41,179,000","59,685,000","53,059,000","49,795,000","38,556,000","54,300,000","50,800,000","46,900,000","34,700,000","48,200,000","42,700,000","35,700,000","26,300,000","38,700,000","31,100,000","28,900,000","22,100,000","34,500,000","30,000,000","26,800,000","19,300,000","31,800,000","25,200,000","23,300,000","17,300,000","25,500,000","24,300,000","24,200,000","15,700,000","29,800,000","21,700,000"
OperatingExpense,"389,929,000","90,204,000","103,537,000","96,534,000","99,654,000","90,894,000","105,825,000","98,418,000","82,164,000","70,675,000","86,940,000","79,532,000","73,616,000","62,250,000","80,386,000","71,951,000","70,257,000","58,014,000","76,734,000","62,473,000","60,359,000","55,043,000","66,698,000","56,823,000","52,363,000","44,525,000","58,719,000","47,921,000","44,640,000","37,020,000","50,483,000","43,679,000","41,532,000","34,284,000","48,004,000","36,260,000","34,424,000","29,088,000","38,251,000","30,663,000","26,651,000","23,468,000","27,513,000","25,109,000","23,520,000","20,056,000","25,959,000","24,883,000","27,714,000","23,486,000","30,891,000","26,015,000","26,044,000","21,111,000","38,180,000","31,993,000","30,220,000","31,284,000","39,328,000","45,253,000","46,696,000","39,743,000","56,539,000","46,697,000","52,310,000","41,112,000","54,865,000","42,433,000","35,881,000","31,409,000","39,985,000","37,687,000","34,733,000","26,977,000","40,131,000","33,002,000","29,855,000","25,113,000","37,504,000","32,718,000","31,318,000","24,723,000","40,352,000","30,949,000","27,004,000","22,485,000","34,753,000","28,028,000","26,540,000","20,856,000","31,500,000","27,400,000","25,900,000","18,900,000","29,900,000","25,600,000","21,500,000","16,200,000","26,200,000","20,400,000","18,400,000","14,700,000","23,800,000","19,500,000","16,900,000","14,200,000","21,300,000","17,100,000","15,800,000","12,800,000","16,600,000","15,900,000","16,000,000","12,000,000","18,300,000","13,900,000"
	SellingGeneralAndAdministration,"389,929,000","90,204,000","103,537,000","96,534,000","99,654,000","90,894,000","105,825,000","98,418,000","82,164,000","70,675,000","86,940,000","79,532,000","73,616,000","62,250,000","80,386,000","71,951,000","70,257,000","58,014,000","76,734,000","62,473,000","60,359,000","55,043,000","66,698,000","56,823,000","52,363,000","44,525,000","58,719,000","47,921,000","44,640,000","37,020,000","50,483,000","43,679,000","41,532,000","34,284,000","48,004,000","36,260,000","34,424,000","29,088,000","38,251,000","30,663,000","26,651,000","23,468,000","27,513,000","25,109,000","23,520,000","20,056,000","25,959,000","24,883,000","27,714,000","23,486,000","29,950,000","26,015,000","26,044,000","21,111,000","38,180,000","31,993,000","30,220,000","31,284,000","39,328,000","45,253,000","46,696,000","39,743,000","56,539,000","46,697,000","52,310,000","41,112,000","54,865,000","42,433,000","35,881,000","31,409,000","39,985,000","37,687,000","34,733,000","26,977,000","40,131,000","33,002,000","29,855,000","25,113,000","37,504,000","32,718,000","31,318,000","24,723,000","40,352,000","30,949,000","27,004,000","22,039,000","34,207,000","27,511,000","26,015,000","20,321,000","30,900,000","26,900,000","25,300,000","18,400,000","29,300,000","25,200,000","21,100,000","15,800,000","25,800,000","20,000,000","18,000,000","14,300,000","23,500,000","19,200,000","16,500,000","13,800,000","20,800,000","16,700,000","15,300,000","12,400,000","16,200,000","15,400,000","15,700,000","11,600,000","17,900,000","13,900,000"
		GeneralAndAdministrativeExpense,"195,587,000","48,783,000","48,306,000","49,420,000","49,078,000","45,205,000","53,784,000","48,879,000","41,037,000","33,847,000","41,706,000","39,385,000","36,164,000","30,699,000","38,265,000","36,897,000","34,666,000","27,951,000","37,073,000","31,337,000","30,112,000","27,760,000","33,351,000","29,160,000","26,830,000","22,259,000","28,518,000","23,651,000","21,705,000","19,334,000","27,510,000","21,724,000","21,281,000","18,315,000","27,105,000","18,261,000","18,149,000","15,979,000","20,328,000","16,016,000","13,826,000","12,457,000","14,600,000","13,896,000","12,766,000","11,402,000","14,357,000","13,148,000","13,561,000","12,892,000","16,339,000","14,414,000","16,415,000","12,002,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"195,587,000","48,783,000","48,306,000","49,420,000","49,078,000","45,205,000","53,784,000","48,879,000","41,037,000","33,847,000","41,706,000","39,385,000","36,164,000","30,699,000","38,265,000","36,897,000","34,666,000","27,951,000","37,073,000","31,337,000","30,112,000","27,760,000","33,351,000","29,160,000","26,830,000","22,259,000","28,518,000","23,651,000","21,705,000","19,334,000","27,510,000","21,724,000","21,281,000","18,315,000","27,105,000","18,261,000","18,149,000","15,979,000","20,328,000","16,016,000","13,826,000","12,457,000","14,600,000","13,896,000","12,766,000","11,402,000","14,357,000","13,148,000","13,561,000","12,892,000","16,339,000","14,414,000","16,415,000","12,002,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"194,342,000","41,421,000","55,231,000","47,114,000","50,576,000","45,689,000","52,041,000","49,539,000","41,127,000","36,828,000","45,234,000","40,147,000","37,452,000","31,551,000","42,121,000","35,054,000","35,591,000","30,063,000","39,661,000","31,136,000","30,247,000","27,283,000","33,347,000","27,663,000","25,533,000","22,266,000","30,201,000","24,270,000","22,935,000","17,686,000","22,973,000","21,955,000","20,251,000","15,969,000","20,899,000","17,999,000","16,275,000","13,109,000","17,923,000","14,647,000","12,825,000","11,011,000","12,913,000","11,213,000","10,754,000","8,654,000","11,602,000","11,735,000","14,153,000","10,594,000","13,611,000","11,601,000","9,629,000","9,109,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"446,000","546,000","517,000","525,000","535,000","600,000","500,000","600,000","500,000","600,000","400,000","400,000","400,000","400,000","400,000","400,000","400,000","300,000","300,000","400,000","400,000","500,000","400,000","500,000","400,000","400,000","500,000","300,000","400,000","400,000",
