name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989
OperatingCashFlow,"408,725,000","96,773,000","77,980,000","109,981,000","123,991,000","102,913,000","107,199,000","110,154,000","93,089,000","124,746,000","81,136,000","123,979,000","135,146,000","128,687,000","49,566,000","123,784,000","109,703,000","49,995,000","45,005,000","95,582,000","81,590,000","41,738,000","55,975,000","76,768,000","69,711,000","57,538,000","45,167,000","51,574,000","56,484,000","35,350,000","29,455,000","63,456,000","72,232,000","21,452,000","33,549,000","39,544,000","47,760,000","31,249,000","13,283,000","60,282,000","32,957,000","47,596,000","-2,250,000","40,520,000","33,917,000","27,534,000","23,547,000","33,796,000","27,658,000","19,986,000","20,277,000","32,098,000","17,123,000","21,390,000","5,206,000","16,536,000","21,399,000","25,383,000","9,844,000","20,186,000","15,322,000","18,841,000","3,101,000","19,748,000","19,742,000","1,070,000","6,348,000","14,844,000","9,465,000","7,542,000","3,957,000","11,446,000","15,859,000","8,998,000","7,747,000","9,768,000","4,611,000","6,832,000","6,668,000","8,682,000","4,318,000","6,327,000","3,958,000","5,746,000","7,524,000","2,911,000","349,000","6,729,000","2,460,000","-1,157,000","4,100,000","500,000","6,600,000","-1,700,000","2,600,000","5,300,000","1,500,000","300,000","2,400,000","2,000,000","-200,000","-500,000","400,000","-1,900,000","1,200,000","1,400,000","1,000,000","2,500,000","2,000,000","1,900,000","700,000","2,900,000","200,000","300,000","500,000","1,100,000","1,300,000","900,000","-500,000","-100,000","1,200,000","-600,000","300,000","2,400,000","1,800,000","1,700,000","2,100,000","2,100,000","1,300,000","-300,000","-1,600,000","1,500,000","1,500,000"
	CashFlowFromContinuingOperatingActivities,"408,725,000","96,773,000","77,980,000","109,981,000","123,991,000","102,913,000","107,199,000","110,154,000","93,089,000","124,746,000","81,136,000","123,979,000","135,146,000","128,687,000","49,566,000","123,784,000","109,703,000","49,995,000","45,005,000","95,582,000","81,590,000","41,738,000","55,975,000","76,768,000","69,711,000","57,538,000","45,167,000","51,574,000","56,484,000","35,350,000","29,455,000","63,456,000","72,232,000","21,452,000","33,549,000","39,544,000","47,760,000","31,249,000","13,283,000","60,282,000","32,957,000","47,596,000","-2,250,000","40,520,000","33,917,000","27,534,000","23,547,000","33,796,000","27,658,000","19,986,000","20,277,000","32,098,000","17,123,000","21,390,000","5,206,000","16,536,000","21,399,000","25,383,000","9,844,000","20,186,000","15,322,000","18,841,000","3,101,000","19,748,000","19,742,000","1,070,000","6,348,000","14,844,000","9,465,000","7,542,000","3,957,000","11,446,000","15,859,000","8,998,000","7,747,000","9,768,000","4,611,000","6,832,000","6,668,000","8,682,000","4,318,000","6,327,000","3,958,000","5,746,000","7,524,000","2,911,000","349,000","6,729,000","2,460,000","-1,157,000","4,100,000","500,000","6,600,000","-1,700,000","2,600,000","5,300,000","1,500,000","300,000","2,400,000","2,000,000","-200,000","-500,000","400,000","-1,900,000","1,200,000","1,400,000","1,000,000","2,500,000","2,000,000","1,900,000","700,000","2,900,000","200,000","300,000","500,000","1,100,000","1,300,000","900,000","-500,000","-100,000","1,200,000","-600,000","300,000","2,400,000","1,800,000","1,700,000","2,100,000","2,100,000","1,300,000","-300,000","-1,600,000","1,500,000","1,500,000"
		NetIncomeFromContinuingOperations,"364,403,000","93,112,000","94,252,000","93,356,000","83,683,000","76,471,000","76,248,000","67,580,000","57,564,000","80,909,000","129,802,000","92,573,000","89,059,000","90,083,000","88,026,000","74,081,000","73,899,000","66,011,000","71,695,000","59,087,000","51,475,000","50,833,000","46,265,000","49,521,000","46,976,000","43,729,000","35,924,000","44,031,000","38,938,000","38,504,000","32,091,000","36,078,000","37,352,000","32,780,000","32,562,000","35,763,000","34,768,000","29,046,000","24,984,000","29,313,000","28,672,000","24,224,000","24,466,000","24,412,000","26,392,000","22,126,000","22,523,000","19,891,000","19,526,000","16,908,000","16,030,000","11,636,000","11,132,000","10,541,000","11,317,000","13,650,000","12,827,000","11,948,000","10,086,000","10,763,000","10,914,000","9,407,000","7,921,000","9,321,000","8,276,000","7,542,000","6,749,000","6,625,000","6,046,000","5,713,000","4,428,000","5,166,000","8,115,000","4,108,000","3,241,000","3,540,000","3,240,000","2,608,000","2,834,000","5,599,000","2,829,000","3,970,000","2,828,000","3,147,000","3,964,000","4,814,000","3,908,000","12,792,000","4,721,000","4,804,000","4,000,000","4,700,000","4,300,000","4,100,000","3,200,000","3,200,000","2,600,000","2,400,000","2,300,000","2,100,000","1,700,000","1,600,000","1,600,000","1,400,000","6,500,000","1,100,000","900,000","800,000","700,000","600,000","600,000","200,000","800,000","400,000","100,000","0","300,000","200,000","500,000","-1,700,000","500,000","400,000","200,000","700,000","600,000","600,000","500,000","600,000","500,000","400,000","-2,000,000","-6,200,000","500,000"
		OperatingGainsLosses,"10,409,000","2,199,000","3,165,000","2,725,000","2,320,000","2,206,000","2,840,000","2,124,000","2,641,000","2,198,000","2,613,000","2,400,000","2,527,000","2,448,000","2,153,000","2,186,000","1,998,000","2,265,000","1,935,000","2,067,000","5,649,000","2,641,000","758,000","938,000","643,000","4,874,000","578,000","1,920,000","152,000","330,000","19,000","2,453,000","778,000","2,388,000","683,000","360,000","1,466,000",,,,,,,,,,,,,,,,,,,"5,264,000","4,636,000","4,720,000","4,586,000","5,157,000","4,056,000","4,371,000","3,562,000","3,572,000","674,000","3,175,000","4,423,000","1,271,000","1,744,000","1,293,000","3,651,000","1,022,000","1,860,000","1,066,000","2,102,000","570,000","467,000","408,000","918,000","573,000","192,000","-836,000","3,108,000","386,000","761,000","-4,000","1,144,000","-16,648,000","2,557,000","928,000","900,000","900,000","900,000","900,000","900,000","600,000","-400,000","600,000","500,000","0","0",,,"-200,000","-5,200,000",,,"-100,000","300,000","200,000","300,000","700,000","200,000","-800,000","700,000","-100,000",,,"100,000",,,"100,000","200,000",,"600,000","700,000","1,000,000",,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,"182,000","66,000","42,000","75,000","31,000","3,596,000","676,000","-956,000","-863,000","-1,310,000","3,025,000","-839,000","277,000","-1,734,000","-873,000","-1,374,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"10,409,000","2,199,000","3,165,000","2,725,000","2,320,000","2,206,000","2,840,000","2,124,000","2,641,000","2,198,000","2,613,000","2,400,000","2,527,000","2,448,000","2,153,000","2,004,000","1,932,000","2,223,000","1,860,000","2,036,000","2,053,000","1,965,000","1,714,000","1,801,000","1,953,000","1,849,000","1,417,000","1,643,000","1,886,000","1,203,000","1,393,000","2,453,000","778,000","2,388,000","683,000","360,000","1,466,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"93,807,000","23,485,000","23,222,000","24,203,000","22,897,000","22,916,000","23,003,000","23,343,000","21,942,000","21,693,000","21,583,000","21,811,000","21,138,000","20,511,000","20,037,000","19,668,000","19,434,000","19,065,000","19,024,000","17,911,000","16,411,000","15,253,000","15,248,000","15,674,000","15,420,000","15,262,000","13,921,000","12,841,000","11,925,000","12,237,000","10,904,000","11,487,000","12,131,000","12,089,000","12,050,000","10,890,000","9,495,000","8,265,000","8,140,000","8,481,000","7,737,000","7,463,000","6,975,000","5,117,000","4,535,000","4,584,000","4,307,000","4,019,000","4,700,000","4,627,000","4,251,000","4,016,000","4,043,000","3,437,000","3,471,000","3,713,000","4,031,000","3,769,000","3,539,000","3,208,000","3,011,000","3,003,000","2,945,000","3,929,000","2,313,000","2,174,000","2,149,000","2,142,000","1,764,000","1,779,000","1,724,000","1,653,000","1,711,000","1,806,000","1,609,000","1,327,000","1,325,000","1,231,000","1,198,000","1,187,000","1,164,000","1,117,000","1,064,000","2,627,000","2,971,000","2,549,000","2,441,000","2,888,000","2,474,000","2,213,000","2,200,000","2,000,000","1,700,000","1,200,000","1,200,000","1,100,000","600,000","500,000","600,000","400,000","400,000","400,000","400,000","300,000","500,000","700,000","600,000","900,000","500,000","600,000","600,000","500,000","600,000","500,000","400,000","400,000","400,000","400,000","400,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","400,000","500,000","500,000","600,000"
			DepreciationAndAmortization,"93,807,000","23,485,000","23,222,000","24,203,000","22,897,000","22,916,000","23,003,000","23,343,000","21,942,000","21,693,000","21,583,000","21,811,000","21,138,000","20,511,000","20,037,000","19,668,000","19,434,000","19,065,000","19,024,000","17,911,000","16,411,000","15,253,000","15,248,000","15,674,000","15,420,000","15,262,000","13,921,000","12,841,000","11,925,000","12,237,000","10,904,000","11,487,000","12,131,000","12,089,000","12,050,000","10,890,000","9,495,000","8,265,000","8,140,000","8,481,000","7,737,000","7,463,000","6,975,000","5,117,000","4,535,000","4,584,000","4,307,000","4,019,000","4,700,000","4,627,000","4,251,000","4,016,000","4,043,000","3,437,000","3,471,000","3,713,000","4,031,000","3,769,000","3,539,000","3,208,000","3,011,000","3,003,000","2,945,000","3,929,000","2,313,000","2,174,000","2,149,000","2,142,000","1,764,000","1,779,000","1,724,000","1,653,000","1,711,000","1,806,000","1,609,000","1,327,000","1,325,000","1,231,000","1,198,000","1,187,000","1,164,000","1,117,000","1,064,000","2,627,000","2,971,000","2,549,000","2,441,000","2,888,000","2,474,000","2,213,000","2,200,000","2,000,000","1,700,000","1,200,000","1,200,000","1,100,000","600,000","500,000","600,000","400,000","400,000","400,000","400,000","300,000","500,000","700,000","600,000","900,000","500,000","600,000","600,000","500,000","600,000","500,000","400,000","400,000","400,000","400,000","400,000","500,000","500,000","500,000","400,000","400,000","500,000","500,000","400,000","400,000","500,000","400,000","500,000","500,000","600,000"
		DeferredTax,"-5,068,000","2,402,000","-322,000","1,322,000","-8,470,000","-142,000","-8,345,000","3,347,000","-4,208,000","20,581,000","-25,718,000","-3,099,000","-3,941,000","-3,150,000","3,798,000","508,000","-328,000","4,135,000","-17,292,000","-4,098,000","-4,089,000","-2,563,000","-346,000","-3,141,000","-4,885,000","-3,444,000","2,276,000","-2,171,000","-3,058,000","-3,408,000","1,557,000","-5,196,000","-8,403,000","-1,147,000","-1,999,000","-3,392,000","-1,537,000","-1,659,000","803,000","-1,643,000","-134,000","-1,908,000","851,000","-394,000","166,000","7,613,000","347,000","2,848,000","-690,000","181,000","429,000","-1,275,000","-1,122,000","-341,000","87,000","1,438,000","168,000","1,155,000","856,000","-369,000","1,340,000","3,350,000","-1,502,000","-282,000","1,095,000","683,000","1,061,000","117,000","1,563,000","249,000","1,102,000","471,000","1,938,000","540,000","1,176,000","662,000","936,000","700,000","1,222,000","864,000","1,215,000","2,341,000","-503,000","92,000","320,000","192,000","156,000","-1,394,000","585,000","234,000","400,000",,"0","-300,000","-300,000","0","0","0","-300,000","-200,000","-100,000","200,000","-400,000","-700,000","200,000","-600,000","100,000","200,000","-300,000","-200,000","100,000","400,000","0","200,000","-400,000","100,000","0","100,000","300,000","-500,000",,,"200,000",,,,,"0","400,000","0","100,000","-500,000","0"
			DeferredIncomeTax,"-5,068,000","2,402,000","-322,000","1,322,000","-8,470,000","-142,000","-8,345,000","3,347,000","-4,208,000","20,581,000","-25,718,000","-3,099,000","-3,941,000","-3,150,000","3,798,000","508,000","-328,000","4,135,000","-17,292,000","-4,098,000","-4,089,000","-2,563,000","-346,000","-3,141,000","-4,885,000","-3,444,000","2,276,000","-2,171,000","-3,058,000","-3,408,000","1,557,000","-5,196,000","-8,403,000","-1,147,000","-1,999,000","-3,392,000","-1,537,000","-1,659,000","803,000","-1,643,000","-134,000","-1,908,000","851,000","-394,000","166,000","7,613,000","347,000","2,848,000","-690,000","181,000","429,000","-1,275,000","-1,122,000","-341,000","87,000","1,438,000","168,000","1,155,000","856,000","-369,000","1,340,000","3,350,000","-1,502,000","-282,000","1,095,000","683,000","1,061,000","117,000","1,563,000","249,000","1,102,000","471,000","1,938,000","540,000","1,176,000","662,000","936,000","700,000","1,222,000","864,000","1,215,000","2,341,000","-503,000","92,000","320,000","192,000","156,000","-1,394,000","585,000","234,000","400,000",,"0","-300,000","-300,000","0","0","0","-300,000","-200,000","-100,000","200,000","-400,000","-700,000","200,000","-600,000","100,000","200,000","-300,000","-200,000","100,000","400,000","0","200,000","-400,000","100,000","0","100,000","300,000","-500,000",,,"200,000",,,,,"0","400,000","0","100,000","-500,000","0"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"5,800,000",,,,,,,,,,,,"4,987,000","0",,,"1,157,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
