name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"2,997,754,000","2,923,115,000","2,926,420,000","2,878,363,000","2,896,738,000","2,806,404,000","2,782,223,000","2,963,189,000","2,855,200,000","2,722,983,000","2,764,867,000","2,692,491,000","2,616,596,000","1,675,614,000","1,694,964,000","1,683,769,000","1,627,144,000","1,581,603,000","1,551,216,000","1,530,209,000","1,497,639,000","1,439,893,000","1,455,352,000","1,445,129,000","1,449,436,000","1,426,364,000","1,424,555,000","1,379,303,000","1,442,653,000","1,369,073,000","1,297,083,000","1,330,928,000","1,266,911,000","1,172,404,000","1,181,803,000","1,143,735,000","1,145,441,000","1,103,236,000"
	CurrentAssets,"640,710,000","567,716,000","586,903,000","551,379,000","577,327,000","465,960,000","437,979,000","612,858,000","530,782,000","387,839,000","411,950,000","380,048,000","333,202,000","333,841,000","342,374,000","330,014,000","315,014,000","299,507,000","289,933,000","276,409,000","273,509,000","264,026,000","291,769,000","305,282,000","351,896,000","345,215,000","361,871,000","318,092,000","401,982,000","334,129,000","287,809,000","340,772,000","303,727,000","231,627,000","239,268,000","202,382,000","232,921,000","203,121,000"
		CashCashEquivalentsAndShortTermInvestments,"324,301,000","245,287,000","260,218,000","220,909,000","256,019,000","169,697,000","137,518,000","328,116,000","247,101,000","85,314,000","79,912,000","58,639,000","19,502,000","1,588,000","17,175,000","23,174,000","21,356,000","19,479,000","18,892,000","14,814,000","21,326,000","12,465,000","50,290,000","78,444,000","145,650,000","136,069,000","132,000,000","97,258,000","177,719,000","130,513,000","118,447,000","184,273,000","149,048,000","77,652,000","91,735,000","65,628,000","100,795,000","67,211,000"
			CashAndCashEquivalents,"324,301,000","245,287,000","260,218,000","220,909,000","256,019,000","169,697,000","137,518,000","328,116,000","247,101,000","85,314,000","79,912,000","58,639,000","19,502,000","1,588,000","17,175,000","23,174,000","21,356,000","19,479,000","18,892,000","14,814,000","21,326,000","12,465,000","50,290,000","78,444,000","145,650,000","136,069,000","132,000,000","97,258,000","177,719,000","130,513,000","118,447,000","184,273,000","149,048,000","77,652,000","91,735,000","65,628,000","100,795,000","67,211,000"
		Receivables,"13,675,000","33,213,000","19,475,000","13,035,000","14,488,000","23,642,000","24,258,000","14,742,000","12,411,000","15,713,000","14,212,000","13,170,000","25,190,000","40,978,000","34,631,000","27,580,000","26,746,000","25,893,000","23,231,000","19,782,000","24,698,000","27,376,000","21,762,000","17,719,000","14,953,000","26,276,000","24,997,000","18,722,000","26,332,000","20,106,000","14,077,000","11,283,000","14,089,000","9,524,000","8,962,000","9,974,000","7,949,000","9,880,000"
			AccountsReceivable,"13,675,000","21,574,000","19,475,000","13,035,000","14,488,000","14,815,000","24,258,000","14,742,000","12,411,000","15,713,000","14,212,000","13,170,000","25,190,000","40,564,000","34,631,000","27,580,000","26,746,000","25,893,000","23,231,000","19,782,000","24,698,000","25,228,000","21,762,000","17,719,000","14,953,000","20,424,000","24,997,000","18,722,000","26,332,000","14,091,000","14,077,000","11,283,000","14,089,000","9,524,000","8,962,000","9,974,000","7,949,000","8,415,000"
				GrossAccountsReceivable,,"22,274,000",,,,"15,215,000",,,,,,,,"40,964,000",,,,"25,993,000",,,,"25,328,000","21,862,000","17,819,000","15,053,000","20,524,000","25,097,000","18,922,000","26,632,000","14,391,000","14,177,000","11,583,000","14,389,000","9,824,000","9,162,000","10,274,000","7,949,000","8,415,000"
				AllowanceForDoubtfulAccountsReceivable,,"-700,000",,,,"-400,000",,,,,,,,"-400,000",,,,"-100,000",,,,"-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-200,000","-300,000","-300,000","-100,000","-300,000","-300,000","-300,000","-200,000","-300,000",,
			TaxesReceivable,,"11,639,000",,,,"8,827,000",,,,"0",,,,"414,000",,,,,,,,"2,148,000",,,,"5,852,000",,,,"6,015,000",,,,,,,,"1,465,000"
		Inventory,"272,178,000","265,387,000","271,084,000","274,097,000","270,958,000","254,224,000","257,255,000","255,352,000","253,191,000","275,979,000","285,715,000","269,463,000","257,866,000","264,366,000","253,045,000","250,564,000","239,611,000","229,542,000","222,216,000","218,404,000","204,267,000","204,464,000","195,217,000","189,165,000","172,552,000","165,434,000","161,789,000","158,179,000","148,753,000","142,793,000","140,104,000","134,655,000","121,454,000","118,256,000","114,765,000","109,143,000","102,299,000","98,382,000"
