name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalAssets,"21,622,296,000","21,094,429,000","21,005,211,000","20,529,486,000","20,173,298,000","19,736,544,000","19,844,240,000","20,517,074,000","11,976,209,000","11,776,012,000","11,811,497,000","11,783,781,000","11,580,495,000","11,487,387,000","11,503,881,000","8,158,131,000","8,086,816,000","8,024,501,000","6,532,334,000","6,440,631,000","4,174,428,000","4,036,311,000","3,754,831,000","3,598,653,000","3,563,085,000","2,790,646,000","2,715,298,000","2,636,756,000","2,753,000,000","2,038,897,000","2,034,248,000","1,921,525,000","1,745,282,000","1,714,187,000","1,569,020,000","1,558,458,000","1,406,655,000","1,173,792,000","1,089,336,000","1,065,035,000","985,171,000","961,128,000","928,502,000","948,111,000","956,482,000","826,816,000","821,320,000","797,242,000","767,644,000","807,323,000","847,865,000","788,422,000","737,266,000","739,956,000","758,598,000","718,164,000","770,339,000","763,420,000","779,100,000","719,540,000","732,030,000","730,874,000","712,252,000","714,345,000","684,901,000","702,733,000","662,822,000","634,469,000","587,219,000","543,124,000","488,145,000","423,699,000","372,818,000","309,368,000","257,220,000","250,429,000","232,436,000","238,278,000","240,638,000","246,381,000","257,706,000","243,667,000","271,523,000","313,235,000","354,698,000","414,421,000","471,072,000","537,061,000","506,424,000","547,600,000","564,500,000","531,500,000","529,200,000","428,100,000","380,300,000","472,400,000","387,200,000","411,800,000","294,100,000","195,300,000"
TotalLiabilitiesNetMinorityInterest,"18,839,278,000","18,208,118,000","18,167,095,000","17,716,067,000","17,470,200,000","16,989,895,000","17,156,155,000","17,862,427,000","9,973,292,000","9,763,418,000","9,822,499,000","9,799,325,000","9,573,431,000","9,517,690,000","9,587,504,000","6,869,606,000","6,824,908,000","6,782,505,000","5,550,674,000","5,480,900,000","3,703,403,000","3,576,571,000","3,304,866,000","3,158,023,000","3,134,191,000","2,491,666,000","2,424,531,000","2,355,163,000","2,479,753,000","1,839,305,000","1,836,391,000","1,729,344,000","1,556,422,000","1,538,961,000","1,397,866,000","1,389,647,000","1,249,066,000","1,039,275,000","989,450,000","968,966,000","895,692,000","874,351,000","843,882,000","866,294,000","876,813,000","748,214,000","742,776,000","721,738,000","693,523,000","733,821,000","789,549,000","730,407,000","679,055,000","682,408,000","700,582,000","659,323,000","711,034,000","702,670,000","719,187,000","660,796,000","673,534,000","672,836,000","655,117,000","658,877,000","632,273,000","652,154,000","613,518,000","586,896,000","541,711,000","499,096,000","445,367,000","382,294,000","332,384,000","272,036,000","244,915,000","238,561,000","221,458,000","226,655,000","229,125,000","237,109,000","249,288,000","236,019,000","261,682,000","300,827,000","340,974,000","400,521,000","448,351,000","504,041,000","471,608,000","513,100,000","510,100,000","477,000,000","476,500,000","376,100,000","318,800,000","412,700,000","328,700,000","357,000,000","244,600,000","153,600,000"
TotalEquityGrossMinorityInterest,"2,783,018,000","2,886,311,000","2,838,116,000","2,813,419,000","2,703,098,000","2,746,649,000","2,688,085,000","2,654,647,000","2,002,917,000","2,012,594,000","1,988,998,000","1,984,456,000","2,007,064,000","1,969,697,000","1,916,377,000","1,288,525,000","1,261,908,000","1,241,996,000","981,660,000","959,731,000","471,025,000","459,740,000","449,965,000","440,630,000","428,894,000","298,980,000","290,767,000","281,593,000","273,247,000","199,592,000","197,857,000","192,181,000","188,860,000","175,226,000","171,154,000","168,811,000","157,589,000","134,517,000","99,886,000","96,069,000","89,479,000","86,777,000","84,620,000","81,817,000","79,669,000","78,602,000","78,544,000","75,504,000","74,121,000","73,502,000","58,316,000","58,015,000","58,211,000","57,548,000","58,016,000","58,841,000","59,305,000","60,750,000","59,913,000","58,744,000","58,496,000","58,038,000","57,135,000","55,468,000","52,628,000","50,579,000","49,304,000","47,573,000","45,508,000","44,028,000","42,778,000","41,405,000","40,434,000","37,332,000","12,305,000","11,868,000","10,978,000","11,623,000","11,513,000","9,272,000","8,418,000","7,648,000","9,841,000","12,408,000","13,724,000","13,900,000","22,721,000","33,020,000","34,816,000","34,500,000","54,400,000","54,500,000","52,700,000","52,000,000","61,500,000","59,700,000","58,500,000","54,800,000","49,500,000","41,700,000"
	StockholdersEquity,"2,783,018,000","2,886,311,000","2,838,116,000","2,813,419,000","2,703,098,000","2,746,649,000","2,688,085,000","2,654,647,000","2,002,917,000","2,012,594,000","1,988,998,000","1,984,456,000","2,007,064,000","1,969,697,000","1,916,377,000","1,288,525,000","1,261,908,000","1,241,996,000","981,660,000","959,731,000","471,025,000","459,740,000","449,965,000","440,630,000","428,894,000","298,980,000","290,767,000","281,593,000","273,247,000","199,592,000","197,857,000","192,181,000","188,860,000","175,226,000","171,154,000","168,811,000","157,589,000","134,517,000","99,886,000","96,069,000","89,479,000","86,777,000","84,620,000","81,817,000","79,669,000","78,602,000","78,544,000","75,504,000","74,121,000","73,502,000","58,316,000","58,015,000","58,211,000","57,548,000","58,016,000","58,841,000","59,305,000","60,750,000","59,913,000","58,744,000","58,496,000","58,038,000","57,135,000","55,468,000","52,628,000","50,579,000","49,304,000","47,573,000","45,508,000","44,028,000","42,778,000","41,405,000","40,434,000","37,332,000","12,305,000","11,868,000","10,978,000","11,623,000","11,513,000","9,272,000","8,418,000","7,648,000","9,841,000","12,408,000","13,724,000","13,900,000","22,721,000","33,020,000","34,816,000","34,500,000","54,400,000","54,500,000","52,700,000","52,000,000","61,500,000","59,700,000","58,500,000","54,800,000","49,500,000","41,700,000"
		CapitalStock,"933,000","929,000","929,000","931,000","931,000","931,000","930,000","930,000","586,000","586,000","584,000","595,000","617,000","617,000","617,000","459,000","472,000","458,000","397,000","396,000","275,000","274,000","273,000","273,000","273,000","215,000","215,000","215,000","214,000","169,000","171,000","171,000","172,000","166,000","166,000","166,000","154,000","137,000","103,000","103,000","103,000","103,000","101,000","101,000","101,000","100,000","100,000","100,000","100,000","100,000","49,000","49,000","47,000","48,000","49,000","49,000","49,000","53,000","52,000","52,000","52,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","67,000","67,000","67,000","67,000","67,000","100,000","100,000",,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0","0","0",,,"0",,,,,,"0",,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"933,000","929,000","929,000","931,000","931,000","931,000","930,000","930,000","586,000","586,000","584,000","595,000","617,000","617,000","617,000","459,000","472,000","458,000","397,000","396,000","275,000","274,000","273,000","273,000","273,000","215,000","215,000","215,000","214,000","169,000","171,000","171,000","172,000","166,000","166,000","166,000","154,000","137,000","103,000","103,000","103,000","103,000","101,000","101,000","101,000","100,000","100,000","100,000","100,000","100,000","49,000","49,000","47,000","48,000","49,000","49,000","49,000","53,000","52,000","52,000","52,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","53,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","13,000","67,000","67,000","67,000","67,000","67,000","100,000","100,000",,,,,,,,,
		AdditionalPaidInCapital,"2,348,727,000","2,351,294,000","2,347,626,000","2,352,112,000","2,348,445,000","2,354,871,000","2,351,532,000","2,348,415,000","1,596,680,000","1,594,434,000","1,590,168,000","1,618,137,000","1,676,024,000","1,674,274,000","1,671,673,000","1,067,907,000","1,065,218,000","1,063,974,000","817,809,000","815,329,000","345,888,000","345,138,000","343,231,000","342,388,000","341,660,000","221,487,000","220,992,000","220,759,000","218,528,000","147,474,000","150,062,000","149,942,000","152,325,000","143,322,000","143,014,000","142,759,000","128,075,000","107,453,000","76,414,000","76,258,000","76,239,000","76,310,000","76,517,000","76,509,000","76,326,000","79,942,000","79,933,000","79,917,000","79,928,000","79,907,000","64,648,000","64,590,000","64,373,000","64,680,000","64,548,000","64,493,000","64,416,000","66,417,000","66,371,000","66,332,000","66,801,000","67,306,000","67,618,000","67,618,000","67,618,000","67,198,000","67,567,000","67,553,000","67,564,000","67,564,000","67,564,000","67,546,000","67,546,000","67,546,000","43,328,000","43,328,000","43,328,000","43,328,000","43,328,000","43,328,000","43,328,000","42,628,000","42,628,000","42,629,000","42,575,000","42,575,000","42,575,000","42,575,000","42,575,000","42,500,000","42,200,000",,,,,,,,,
		RetainedEarnings,"577,591,000","541,950,000","488,385,000","433,852,000","368,911,000","330,555,000","289,960,000","247,078,000","361,242,000","396,051,000","368,051,000","343,366,000","325,363,000","300,407,000","260,764,000","232,372,000","205,069,000","177,149,000","160,978,000","140,746,000","126,570,000","117,049,000","105,098,000","95,869,000","85,500,000","76,946,000","68,881,000","61,044,000","53,220,000","51,431,000","47,540,000","42,090,000","37,447,000","34,815,000","30,611,000","27,545,000","27,794,000","25,822,000","22,011,000","18,549,000","12,738,000","10,046,000","7,491,000","5,031,000","4,246,000","-526,000","-2,126,000","-3,971,000","-4,308,000","-4,764,000","-4,487,000","-4,480,000","-3,767,000","-4,304,000","-4,409,000","-5,409,000","-4,165,000","-5,012,000","-5,674,000","-6,525,000","-7,686,000","-8,631,000","-9,908,000","-11,412,000","-14,319,000","-16,059,000","-17,760,000","-19,592,000","-21,646,000","-23,280,000","-24,596,000","-25,745,000","-27,095,000","-30,021,000","-30,757,000","-31,480,000","-32,344,000","-32,086,000","-31,909,000","-34,323,000","-34,576,000","-34,964,000","-32,904,000","-30,169,000","-28,918,000","-28,912,000","-19,990,000","-8,779,000","-7,826,000","-8,100,000","13,200,000","12,200,000","10,400,000","9,700,000","19,300,000","17,500,000","16,300,000","12,600,000","7,600,000","3,600,000"
		GainsLossesNotAffectingRetainedEarnings,"-144,233,000","-7,862,000","1,176,000","26,524,000","-15,189,000","60,292,000","45,663,000","58,224,000","44,409,000","21,523,000","30,195,000","22,358,000","5,060,000","-5,601,000","-16,677,000","-12,213,000","-8,851,000","415,000","2,476,000","3,260,000","-1,708,000","-2,721,000","1,363,000","2,100,000","1,461,000","332,000","679,000","-425,000","1,285,000","518,000","84,000","-22,000","-1,084,000","-3,077,000","-2,637,000","-1,659,000","1,566,000","1,105,000","1,358,000","1,159,000","399,000","318,000","511,000","176,000","-1,004,000","-914,000","637,000","-542,000","-1,599,000","-1,741,000","-1,894,000","-2,144,000","-2,442,000","-2,876,000","-2,172,000","-292,000","-995,000","-708,000","-836,000","-1,115,000","-671,000","-691,000","-628,000","-791,000","-724,000","-613,000","-556,000","-441,000","-463,000","-309,000","-243,000","-449,000","-70,000","-246,000","-279,000","7,000","-19,000","368,000","81,000","254,000","-347,000","-29,000","104,000","-65,000",,"170,000","69,000","-843,000",,,"-1,100,000",,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,300,000","42,300,000","42,300,000","42,200,000","42,200,000","42,200,000","42,200,000","41,900,000","38,100,000"
