name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
TotalRevenue,"92,149,000","22,439,000","25,230,000","22,286,000","22,194,000","20,442,000","22,144,000","20,373,000","14,049,000","16,821,000","19,811,000","16,182,000","16,317,000","14,991,000","15,624,000","13,381,000","13,663,000","12,712,000","13,769,000","11,683,000"
	OperatingRevenue,"92,149,000","22,439,000","25,230,000","22,286,000","22,194,000","20,442,000","22,144,000","20,373,000","14,049,000","16,821,000","19,811,000","16,182,000","16,317,000","14,991,000","15,624,000","13,381,000","13,663,000","12,712,000","13,769,000","11,683,000"
CostOfRevenue,"11,211,000","2,983,000","3,375,000","2,478,000","2,375,000","2,200,000","2,275,000","2,578,000","2,117,000","1,932,000","2,046,000","1,630,000","1,588,000","1,526,000","1,382,000","1,221,000","1,182,000","1,048,000","1,218,000","1,328,000"
GrossProfit,"80,938,000","19,456,000","21,855,000","19,808,000","19,819,000","18,242,000","19,869,000","17,795,000","11,932,000","14,889,000","17,765,000","14,552,000","14,729,000","13,465,000","14,242,000","12,160,000","12,481,000","11,664,000","12,551,000","10,355,000"
OperatingExpense,"137,901,000","36,324,000","35,786,000","33,007,000","32,784,000","29,817,000","27,740,000","26,470,000","22,071,000","26,771,000","26,250,000","25,133,000","22,867,000","22,264,000","18,549,000","15,204,000","14,178,000","14,581,000","14,192,000","15,394,000"
	SellingGeneralAndAdministration,"124,835,000","32,744,000","32,737,000","29,719,000","29,635,000","26,862,000","25,314,000","23,692,000","19,906,000","24,681,000","24,474,000","23,259,000","20,921,000","20,581,000","17,048,000","13,831,000","12,882,000","13,375,000","12,913,000","13,928,000"
		GeneralAndAdministrativeExpense,"26,268,000","7,139,000","6,384,000","6,194,000","6,551,000","5,940,000","5,332,000","4,920,000","4,151,000","5,400,000","5,208,000","6,816,000","4,194,000","4,766,000","4,441,000","3,226,000","2,564,000","2,408,000","2,254,000","4,071,000"
			OtherGandA,"26,268,000","7,139,000","6,384,000","6,194,000","6,551,000","5,940,000","5,332,000","4,920,000","4,151,000","5,400,000","5,208,000","6,816,000","4,194,000","4,766,000","4,441,000","3,226,000","2,564,000","2,408,000","2,254,000","4,071,000"
		SellingAndMarketingExpense,"98,567,000","25,605,000","26,353,000","23,525,000","23,084,000","20,922,000","19,982,000","18,772,000","15,755,000","19,281,000","19,266,000","16,443,000","16,727,000","15,815,000","12,607,000","10,605,000","10,318,000","10,967,000","10,659,000","9,857,000"
	ResearchAndDevelopment,"13,066,000","3,580,000","3,049,000","3,288,000","3,149,000","2,955,000","2,426,000","2,778,000","2,165,000","2,090,000","1,776,000","1,874,000","1,946,000","1,683,000","1,501,000","1,373,000","1,296,000","1,206,000","1,279,000","1,466,000"
OperatingIncome,"-56,963,000","-16,868,000","-13,931,000","-13,199,000","-12,965,000","-11,575,000","-7,871,000","-8,675,000","-10,139,000","-11,882,000","-8,485,000","-10,581,000","-8,138,000","-8,799,000","-4,307,000","-3,044,000","-1,697,000","-2,917,000","-1,641,000","-5,039,000"
NetNonOperatingInterestIncomeExpense,"-4,664,000","-488,000","-533,000","-2,614,000","-1,029,000","-1,003,000","-1,007,000","-910,000","-2,354,000","-733,000","-743,000","-631,000","-538,000","-486,000","-712,000","-1,213,000","-1,201,000","-1,213,000","-3,221,000","-961,000"
