name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
OperatingCashFlow,"803,300,000","312,300,000","151,600,000","261,000,000","78,400,000","-13,700,000","161,000,000","-163,800,000","-393,000,000","-235,800,000","501,300,000","459,600,000","122,500,000","-149,900,000","117,609,000","433,520,000","372,242,000","-85,433,000","363,638,000","356,888,000","130,699,000","-165,364,000","263,722,000","172,078,000","236,731,000","-20,597,000","320,025,000","-77,276,000","185,170,000","132,505,000","103,364,000","186,904,000","-94,514,000","260,571,000","148,748,000","182,782,000","-251,267,000","211,066,000","343,611,000","351,448,000","386,075,000","-268,701,000","-218,352,000","313,473,000"
	CashFlowFromContinuingOperatingActivities,"803,300,000","312,300,000","151,600,000","261,000,000","78,400,000","-13,700,000","161,000,000","-163,800,000","-393,000,000","-235,800,000","501,300,000","459,600,000","122,500,000","-149,900,000","117,609,000","433,520,000","372,242,000","-85,433,000","363,638,000","356,888,000","130,699,000","-165,364,000","263,722,000","172,078,000","236,731,000","-20,597,000","320,025,000","-77,276,000","185,170,000","132,505,000","103,364,000","186,904,000","-94,514,000","260,571,000","148,748,000","182,782,000","-251,267,000","211,066,000","343,611,000","351,448,000","386,075,000","-268,701,000","-218,352,000","313,473,000"
		NetIncomeFromContinuingOperations,"334,400,000","-3,300,000","189,100,000","78,700,000","69,900,000","-22,200,000","-286,000,000","-397,800,000","413,000,000","-1,062,500,000","69,100,000","86,300,000","-21,600,000","241,400,000","-346,673,000","84,599,000","395,554,000","41,811,000","260,386,000","347,226,000","-104,151,000","-20,030,000","71,762,000","56,444,000","120,648,000","-23,336,000","-121,541,000","55,495,000","158,460,000","103,119,000","-320,849,000","170,012,000","45,836,000","183,272,000","102,097,000","-64,894,000","107,171,000","69,711,000","264,263,000","186,563,000","555,742,000","-202,531,000","-184,480,000","306,397,000"
		OperatingGainsLosses,"-32,300,000","12,000,000","-9,400,000","-47,400,000","12,500,000","12,200,000","5,800,000","15,900,000","-456,900,000","35,300,000","13,100,000","-21,400,000","12,000,000","11,200,000","11,823,000","-31,900,000","12,440,000","11,924,000","11,078,000","10,589,000","36,041,000","11,443,000","12,085,000","18,698,000","10,897,000","7,680,000","7,771,000","6,305,000","5,813,000","6,089,000","5,405,000","5,942,000","5,739,000","4,619,000","3,939,000","4,134,000","4,290,000","4,182,000","3,272,000","3,198,000","3,945,000","-60,000","2,612,000","2,508,000"
			GainLossOnSaleOfPPE,,,,,,"-600,000","-8,400,000","1,700,000",,,"1,900,000","-32,600,000","800,000","0","-22,000","-43,745,000","594,000","79,000","518,000","28,000","29,000","883,000","-7,000","8,159,000","3,222,000","0","129,000","-142,000","-632,000","-359,000","-733,000","18,000","6,000","-186,000","-135,000","-48,000","0","0",,,"53,000","-2,503,000",,
			PensionAndEmployeeBenefitExpense,"49,900,000","11,900,000","12,800,000","12,700,000","12,500,000","12,800,000","14,200,000","14,200,000","14,200,000","13,100,000","11,200,000","11,200,000","11,200,000","11,200,000","11,845,000","11,845,000","11,846,000","11,845,000","10,560,000","10,561,000","10,561,000","10,560,000","12,092,000","10,539,000","7,675,000","7,680,000","7,642,000","6,447,000","6,445,000","6,448,000","6,138,000","5,924,000","5,733,000","4,805,000","4,074,000","4,182,000","4,290,000","4,182,000","3,171,000","3,178,000","3,892,000","2,443,000","2,612,000","2,508,000"
		DepreciationAmortizationDepletion,"486,700,000","124,600,000","122,600,000","120,300,000","119,200,000","121,700,000","189,200,000","137,900,000","131,000,000","123,000,000","116,200,000","112,900,000","109,800,000","108,600,000","100,933,000","95,380,000","94,290,000","87,993,000","84,808,000","80,457,000","71,068,000","63,527,000","62,037,000","58,388,000","53,928,000","58,595,000","55,495,000","50,670,000","50,947,000","49,892,000","46,662,000","70,110,000","36,589,000","34,848,000","31,584,000","29,064,000","29,211,000","28,142,000","26,506,000","25,664,000","23,728,000","21,752,000","19,097,000","17,779,000"
			DepreciationAndAmortization,"486,700,000","124,600,000","122,600,000","120,300,000","119,200,000","121,700,000","189,200,000","137,900,000","131,000,000","123,000,000","116,200,000","112,900,000","109,800,000","108,600,000","100,933,000","95,380,000","94,290,000","87,993,000","84,808,000","80,457,000","71,068,000","63,527,000","62,037,000","58,388,000","53,928,000","58,595,000","55,495,000","50,670,000","50,947,000","49,892,000","46,662,000","70,110,000","36,589,000","34,848,000","31,584,000","29,064,000","29,211,000","28,142,000","26,506,000","25,664,000","23,728,000","21,752,000","19,097,000","17,779,000"
		DeferredTax,"80,900,000","13,200,000","51,500,000","12,000,000","4,200,000","-7,700,000","-130,200,000","-16,600,000","138,100,000","-363,200,000","14,100,000","21,400,000","-10,300,000","78,500,000","-140,402,000","163,903,000","-15,512,000","10,859,000","-47,849,000","203,224,000","-72,944,000","-19,520,000","34,276,000","104,601,000","40,019,000","52,954,000","-53,310,000","-44,453,000","50,838,000","23,168,000","-120,105,000","32,638,000","2,130,000","32,960,000","18,024,000","-9,472,000","9,225,000","7,444,000",,,"0","0",,
			DeferredIncomeTax,"80,900,000","13,200,000","51,500,000","12,000,000","4,200,000","-7,700,000","-130,200,000","-16,600,000","138,100,000","-363,200,000","14,100,000","21,400,000","-10,300,000","78,500,000","-140,402,000","163,903,000","-15,512,000","10,859,000","-47,849,000","203,224,000","-72,944,000","-19,520,000","34,276,000","104,601,000","40,019,000","52,954,000","-53,310,000","-44,453,000","50,838,000","23,168,000","-120,105,000","32,638,000","2,130,000","32,960,000","18,024,000","-9,472,000","9,225,000","7,444,000",,,"0","0",,
		AssetImpairmentCharge,,,"0",,,,"91,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,"0","4,391,000",,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,"3,300,000","3,800,000","-500,000","3,100,000","196,000","-1,630,000","-4,140,000","-13,000","1,236,000","-473,000","-1,104,000","2,588,000","-5,978,000","-77,000","1,748,000","2,885,000","-1,202,000","-4,994,000","-1,949,000","-2,039,000","-2,765,000","-5,543,000","2,338,000","2,001,000","-1,573,000","2,363,000","-6,820,000","1,339,000",,,"-5,370,000","6,348,000",,
