name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,12/31/2003
			DuefromRelatedPartiesCurrent,"14,221,000","9,745,000","13,012,000","11,750,000","15,234,000","10,840,000","10,361,000","14,657,000","12,277,000","19,400,000","30,484,000","38,756,000","17,620,000","14,634,000","16,493,000","19,366,000","17,835,000","19,754,000","21,877,000","19,920,000","16,843,000","21,885,000","17,688,000","20,145,000","17,006,000","22,012,000","42,435,000","32,608,000","29,300,000","43,645,000","32,785,000","26,584,000","27,588,000","27,984,000","31,492,000","22,921,000","35,681,000","56,439,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,"30,100,000",,,,,,,,,,,,,,,,,"21,105,000","21,410,000","27,611,000","25,804,000","19,863,000","18,233,000","26,055,000","26,429,000","33,252,000","43,229,000","55,967,000","81,855,000","98,167,000","117,282,000","80,217,000","85,218,000",,,,"58,561,000","57,560,000","65,666,000","73,413,000","141,537,000","29,481,000",,,,"21,259,000","20,961,000","14,470,000","31,287,000","18,039,000","24,184,000"
		PrepaidAssets,"16,303,000","15,771,000","14,123,000","9,319,000","6,502,000","5,902,000","5,737,000","8,451,000","9,380,000","18,182,000","8,794,000","18,824,000","8,871,000","12,604,000","14,772,000","14,015,000","14,833,000","8,857,000","9,801,000","9,957,000","6,036,000","14,504,000","13,884,000","5,373,000","10,190,000","26,879,000","25,513,000","27,290,000","18,842,000","36,347,000","32,555,000","38,644,000","27,015,000","29,946,000","32,850,000","37,214,000","22,363,000","25,555,000","32,455,000","54,110,000","22,139,000","30,315,000","45,545,000","44,153,000","16,371,000","23,426,000","31,337,000","40,723,000","27,441,000","28,777,000","41,632,000","55,153,000","20,110,000","30,417,000","47,965,000","56,969,000","35,158,000","43,645,000","42,594,000","24,751,000","27,741,000","49,559,000","48,225,000","34,393,000","31,429,000","7,337,000","4,654,000","3,065,000","3,889,000","4,127,000","5,697,000","1,302,000"
		RestrictedCash,"4,417,000","4,417,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,459,000",,,,"24,026,000","30,763,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,328,000","6,820,000","3,196,000","11,662,000",,,,,,"0","1,432,000","267,000","0","0","11,004,000","2,007,000","0","0","12,442,000","5,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,328,000","6,820,000","3,196,000","11,662,000",,,,,,"0","1,432,000","267,000","0","0","11,004,000","2,007,000","0","0","12,442,000","5,784,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"77,658,000","21,086,000","52,327,000","14,021,000","2,701,000","2,752,000","12,354,000","17,770,000","64,039,000","7,266,000","23,150,000","22,089,000","16,959,000","60,687,000","791,000","1,582,000",,,"1,155,000","6,365,000","3,486,000",,"112,000","671,000","6,955,000","10,036,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"9,100,000","6,522,000","7,192,000","7,365,000","6,147,000","5,178,000","5,516,000","6,345,000","5,239,000","5,243,000","8,277,000","12,188,000","8,297,000","3,115,000","4,136,000","4,873,000","5,364,000","4,562,000","4,117,000","5,622,000","7,613,000","0","2,149,000","12,214,000","5,890,000","3,425,000","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","8,073,000","6,266,000","5,166,000","5,166,000","5,166,000","5,166,000","5,166,000","5,166,000","5,614,000","5,614,000"
	TotalNonCurrentAssets,"920,280,000","834,948,000","860,762,000","837,209,000","815,816,000","833,354,000","837,573,000","836,634,000","833,120,000","861,967,000","826,088,000","614,309,000","609,268,000","622,653,000","612,372,000","671,563,000","663,388,000","716,900,000","693,469,000","709,363,000","637,530,000","637,985,000","689,641,000","747,687,000","860,228,000","1,038,712,000","1,476,277,000","1,960,631,000","2,233,235,000","2,526,545,000","2,471,656,000","2,366,160,000","2,322,574,000","2,333,700,000","2,242,451,000","2,230,377,000","2,147,357,000","2,108,864,000","1,736,759,000","1,673,520,000","1,684,045,000","1,707,737,000","1,685,301,000","1,609,851,000","1,230,823,000","1,259,889,000","1,125,650,000","1,117,883,000","994,202,000","1,037,579,000","1,210,739,000","1,304,483,000","1,347,607,000","1,512,372,000","2,620,726,000","2,453,612,000","2,438,816,000","2,292,511,000","2,203,804,000","2,238,975,000","2,295,075,000","2,280,992,000","2,193,905,000","948,248,000","863,323,000","780,696,000","717,672,000","675,877,000","633,027,000","614,802,000","546,206,000","472,506,000"
		NetPPE,"742,296,000","675,854,000","664,625,000","668,440,000","680,187,000","698,387,000","706,647,000","725,609,000","742,789,000","756,734,000","731,190,000","524,512,000","514,765,000","515,421,000","522,781,000","576,073,000","573,352,000","579,016,000","555,254,000","550,681,000","538,114,000","547,053,000","586,559,000","655,836,000","807,279,000","990,049,000","1,440,415,000","1,925,027,000","2,201,200,000","2,493,857,000","2,438,285,000","2,323,794,000","2,262,400,000","2,275,824,000","2,190,643,000","2,178,710,000","2,099,341,000","2,060,455,000","1,693,990,000","1,625,738,000","1,634,793,000","1,658,106,000","1,634,903,000","1,560,633,000","1,192,122,000","1,220,028,000","1,088,541,000","1,072,731,000","956,861,000","994,796,000","1,170,641,000","1,260,976,000","1,315,220,000","1,481,341,000","2,589,501,000","2,424,185,000","2,409,166,000","2,262,731,000","2,187,051,000","2,220,464,000","2,281,442,000","2,265,786,000","2,170,817,000","933,372,000","845,030,000","769,282,000","704,451,000","664,476,000","621,605,000","604,213,000","532,438,000","459,622,000"
			GrossPPE,"8,758,970,000","8,667,854,000","8,632,614,000","8,615,611,000","8,602,434,000","8,599,865,000","8,587,079,000","8,586,239,000","8,579,910,000","8,560,449,000","8,502,459,000","8,261,727,000","8,218,622,000","8,190,099,000","8,166,969,000","8,189,495,000","8,151,755,000","8,123,875,000","8,065,626,000","8,028,824,000","7,980,252,000","7,953,402,000","7,958,236,000","7,922,125,000","7,916,204,000","7,923,296,000","8,278,490,000","8,231,146,000","8,156,739,000","8,068,935,000","7,887,830,000","7,649,868,000","7,465,366,000","7,360,528,000","7,141,411,000","7,030,683,000","6,858,539,000","6,716,296,000","6,250,538,000","6,110,234,000","6,038,211,000","5,978,516,000","5,874,972,000","5,723,646,000","5,279,255,000","5,241,423,000","5,043,392,000","4,958,531,000","4,772,765,000","4,747,776,000","4,837,147,000","4,847,344,000","4,823,973,000","4,798,239,000","4,526,323,000","4,256,806,000","4,097,879,000","3,815,475,000","3,586,247,000","3,502,121,000","3,442,511,000","3,308,101,000","3,082,452,000","1,762,866,000","1,609,451,000","1,486,865,000","1,379,571,000","1,296,194,000","1,203,716,000","1,147,367,000","1,034,964,000","848,068,000"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,512,578,000","4,244,512,000","4,087,145,000","3,805,208,000","3,575,536,000","3,490,357,000","3,431,197,000","3,297,153,000","3,068,714,000","1,752,770,000","1,600,161,000","1,479,832,000","1,372,586,000","1,289,452,000","1,197,074,000","1,140,740,000","1,029,489,000","842,846,000"
				MachineryFurnitureEquipment,"20,845,000","20,844,000",,,"20,845,000","20,847,000","20,387,000","20,387,000","20,387,000","20,317,000","20,247,000","20,228,000","20,228,000","20,228,000","20,227,000","21,831,000","21,831,000","21,831,000","21,803,000","21,751,000","21,751,000","20,898,000","20,898,000","20,873,000","20,802,000","20,802,000","21,372,000","23,981,000","23,495,000","23,269,000","22,128,000","21,660,000","21,633,000","21,431,000","21,325,000","20,848,000","21,949,000","21,786,000","20,912,000","20,169,000","20,001,000","19,500,000","16,158,000","16,018,000","15,921,000","15,841,000","15,485,000","15,248,000","15,177,000","15,080,000","15,019,000","14,850,000","14,634,000","14,370,000","13,745,000","12,294,000","10,734,000","10,267,000","10,711,000","11,764,000","11,314,000","10,948,000","13,738,000","10,096,000","9,290,000","7,033,000","6,985,000","6,742,000","6,642,000","6,627,000","5,475,000","5,222,000"
				OtherProperties,"10,604,000","10,602,000","10,689,000","10,783,000","11,218,000","11,509,000","12,343,000","12,546,000","12,745,000","7,936,000","10,239,000",,,,"8,146,742,000","8,167,664,000","8,129,924,000","8,102,044,000","8,043,823,000","8,007,073,000","7,958,501,000","7,932,504,000","7,937,338,000","7,901,252,000","7,895,402,000","7,902,494,000","8,257,118,000","8,207,165,000","8,133,244,000","8,045,666,000",,"7,628,208,000","7,443,733,000","7,339,097,000","7,120,086,000","7,009,835,000","6,836,590,000","6,694,510,000","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0"
			AccumulatedDepreciation,"-8,016,674,000","-7,992,000,000","-7,967,989,000","-7,947,171,000","-7,922,247,000","-7,901,478,000","-7,880,432,000","-7,860,630,000","-7,837,121,000","-7,803,715,000","-7,771,269,000","-7,737,215,000","-7,703,857,000","-7,674,678,000","-7,644,188,000","-7,613,422,000","-7,578,403,000","-7,544,859,000","-7,510,372,000","-7,478,143,000","-7,442,138,000","-7,406,349,000","-7,371,677,000","-7,266,289,000","-7,108,925,000","-6,933,247,000","-6,838,075,000","-6,306,119,000","-5,955,539,000","-5,575,078,000","-5,449,545,000","-5,326,074,000","-5,202,966,000","-5,084,704,000","-4,950,768,000","-4,851,973,000","-4,759,198,000","-4,655,841,000","-4,556,548,000","-4,484,496,000","-4,403,418,000","-4,320,410,000","-4,240,069,000","-4,163,013,000","-4,087,133,000","-4,021,395,000","-3,954,851,000","-3,885,800,000","-3,815,904,000","-3,752,980,000","-3,666,506,000","-3,586,368,000","-3,508,753,000","-3,316,898,000","-1,936,822,000","-1,832,621,000","-1,688,713,000","-1,552,744,000","-1,399,196,000","-1,281,657,000","-1,161,069,000","-1,042,315,000","-911,635,000","-829,494,000","-764,421,000","-717,583,000","-675,120,000","-631,718,000","-582,111,000","-543,154,000","-502,526,000","-388,446,000"
		InvestmentsAndAdvances,"2,209,000","5,044,000","6,026,000","7,204,000","6,945,000","4,481,000","4,843,000","5,671,000","7,139,000","7,898,000","6,545,000","4,884,000","5,845,000","5,861,000","4,860,000","4,949,000","4,980,000","2,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"-531,000","2,511,000","2,992,000","4,209,000","4,073,000","1,782,000","1,625,000","2,553,000","4,222,000","5,308,000","3,660,000","2,251,000","3,299,000","3,275,000","2,212,000","2,301,000","2,387,000","2,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,,,,,,,,,,,,,,,"2,648,000","2,648,000","2,593,000","2,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"-531,000","2,511,000","2,992,000","4,209,000","4,073,000","1,782,000","1,625,000","2,553,000","4,222,000","5,308,000","3,660,000","2,251,000","3,299,000","3,275,000","2,212,000","2,301,000","2,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,"2,593,000","2,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"2,740,000","2,533,000","3,034,000","2,995,000","2,872,000","2,699,000","3,218,000","3,118,000","2,917,000","2,590,000","2,885,000","2,633,000","2,546,000","2,586,000","2,648,000","2,648,000","2,593,000","2,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"49,550,000","34,435,000","44,920,000","21,005,000","1,731,000","2,762,000","3,692,000","3,486,000","2,847,000","2,653,000","0","0","4,169,000","21,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,"52,097,000","52,097,000","68,974,000","59,789,000","52,097,000","52,097,000","52,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"103,238,000","102,505,000","113,177,000","107,337,000","94,535,000","94,331,000","87,470,000","66,124,000","57,418,000","63,916,000","55,579,000","7,746,000","8,257,000","7,050,000","1,981,000","2,182,000","1,724,000",,,,,"0","12,395,000","8,463,000","32,553,000","27,595,000",,,,,,,,,,,,,,,,"0","0","0","0","2,819,000","0","5,975,000","0",,"8,362,000",,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"103,238,000","102,505,000","113,177,000","107,337,000","94,535,000","94,331,000","87,470,000","66,124,000","57,418,000","63,916,000","55,579,000",,,,,,,,,,,"0","12,395,000","8,463,000","32,553,000","27,595,000",,,,,,,,,,,,,,,,"0","0","0","0","2,819,000","0","5,975,000","0",,"8,362,000",,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,"0","0","0","0","6,925,000","6,925,000","6,925,000","6,925,000","6,925,000","11,627,000","11,627,000","6,925,000","6,925,000","6,925,000","6,925,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"22,987,000","17,110,000","32,014,000","33,223,000","32,418,000","33,393,000","34,921,000","35,744,000","22,927,000","23,841,000","25,849,000","77,988,000","77,564,000","73,171,000","73,104,000","78,914,000","78,131,000","76,351,000","79,193,000","82,783,000","39,627,000","38,835,000","38,590,000","31,291,000","20,396,000","21,068,000","35,862,000","35,604,000","32,035,000","32,688,000","33,371,000","42,366,000","60,174,000","57,876,000","51,808,000","51,667,000","48,016,000","48,409,000","42,769,000","47,782,000","49,252,000","49,631,000","50,398,000","49,218,000","38,701,000","37,042,000","37,109,000","45,152,000","37,341,000","42,783,000","40,098,000","43,507,000","32,387,000","31,031,000","31,225,000","29,427,000","29,650,000","29,780,000","16,753,000","18,511,000","13,633,000","15,206,000","23,088,000","14,876,000","18,293,000","11,414,000","13,221,000","11,401,000","11,422,000","10,589,000","13,768,000","12,884,000"
TotalLiabilitiesNetMinorityInterest,"1,599,532,000","1,440,387,000","1,540,235,000","1,398,815,000","1,158,268,000","1,148,868,000","1,148,966,000","1,129,968,000","1,191,240,000","1,253,084,000","1,284,910,000","1,202,790,000","1,215,150,000","1,173,662,000","1,562,125,000","1,465,561,000","1,486,825,000","1,481,088,000","1,484,642,000","1,472,928,000","1,487,310,000","1,488,763,000","1,510,594,000","1,831,157,000","2,013,259,000","1,734,513,000","2,075,722,000","2,085,765,000","2,082,103,000","2,199,799,000","2,101,830,000","1,996,385,000","1,947,280,000","1,966,692,000","1,830,668,000","1,837,836,000","1,798,059,000","1,807,800,000","1,335,672,000","1,277,651,000","1,297,925,000","1,324,351,000","1,295,202,000","1,279,192,000","987,913,000","1,002,351,000","970,966,000","914,851,000","889,952,000","967,883,000","1,238,548,000","1,354,048,000","1,449,414,000","1,483,959,000","2,011,449,000","1,816,325,000","1,702,670,000","1,670,994,000","1,434,609,000","1,414,816,000","1,438,776,000","1,566,768,000","1,413,000,000","571,378,000","522,526,000","521,137,000","417,103,000","381,426,000","345,446,000","400,906,000","296,293,000","332,274,000"
	CurrentLiabilities,"426,468,000","324,376,000","379,773,000","244,397,000","160,027,000","115,000,000","128,743,000","114,447,000","145,421,000","189,960,000","228,294,000","209,994,000","218,640,000","186,294,000","446,818,000","342,287,000","171,616,000","168,262,000","159,434,000","156,254,000","198,700,000","203,029,000","223,034,000","216,818,000","374,962,000","227,493,000","260,098,000","219,472,000","202,168,000","284,498,000","352,194,000","280,919,000","266,033,000","293,104,000","317,328,000","259,569,000","262,509,000","274,609,000","258,105,000","250,098,000","260,871,000","287,885,000","281,531,000","279,304,000","225,560,000","241,636,000","222,090,000","204,600,000","203,681,000","283,946,000","319,090,000","355,454,000","333,767,000","346,876,000","552,287,000","392,071,000","298,984,000","319,066,000","252,685,000","238,002,000","428,154,000","644,076,000","648,547,000","259,814,000","244,305,000","231,692,000","176,079,000","153,249,000","126,637,000","156,447,000","99,057,000","103,318,000"
		PayablesAndAccruedExpenses,"107,031,000","106,183,000","114,885,000","71,545,000","75,100,000","64,631,000","77,938,000","81,082,000","110,901,000","124,224,000","174,105,000","155,027,000","171,827,000","121,488,000","147,868,000","57,701,000","98,744,000","94,229,000","98,747,000","71,405,000","101,934,000","90,239,000","102,882,000","104,863,000","131,531,000","121,719,000","146,640,000","148,285,000","156,497,000","211,486,000","198,651,000","171,794,000","159,042,000","173,212,000","181,036,000","137,054,000","151,290,000","144,906,000","171,615,000","137,806,000","155,429,000","149,700,000","147,654,000","127,826,000","115,308,000","149,061,000","98,168,000","71,078,000","72,093,000","129,192,000","182,968,000","216,092,000","219,470,000","247,153,000","369,100,000","243,311,000","198,571,000","235,431,000","150,930,000","142,014,000","180,436,000","276,149,000","181,973,000","190,014,000","161,227,000","148,763,000","126,863,000","115,046,000","86,679,000","115,672,000","73,754,000","57,978,000"
			Payables,"75,893,000","82,614,000","78,782,000","54,687,000","43,867,000","48,765,000","44,511,000","63,497,000","80,014,000","107,623,000","142,395,000","137,047,000","136,630,000","102,694,000","126,514,000","46,464,000","77,444,000","83,665,000","72,197,000","58,283,000","81,398,000","81,039,000","83,309,000","92,852,000","92,045,000","109,797,000","107,469,000","135,165,000","128,277,000","194,109,000","159,621,000","140,495,000","115,344,000","145,212,000","129,988,000","123,070,000","112,223,000","124,151,000","139,284,000","121,826,000","100,380,000","119,995,000","117,360,000","104,495,000","71,189,000","123,234,000","75,854,000","61,096,000","49,599,000","115,683,000","159,084,000","205,373,000","198,849,000","228,899,000","340,084,000","195,854,000","157,564,000","170,103,000","123,566,000","131,181,000","172,436,000","247,324,000","169,936,000","177,959,000","155,843,000","143,049,000","119,626,000","109,135,000","76,069,000","107,220,000","73,336,000","57,213,000"
				AccountsPayable,"69,195,000","67,409,000","78,782,000","54,624,000","43,714,000","48,612,000","36,790,000","52,368,000","61,729,000","102,344,000","105,922,000","97,893,000","71,359,000","82,067,000","95,502,000","46,464,000","77,444,000","83,665,000","72,197,000","58,283,000","81,398,000","81,039,000","83,309,000","92,852,000","92,045,000","109,797,000","107,469,000","135,165,000","128,277,000","194,109,000","159,621,000","140,495,000","115,344,000","145,212,000","129,988,000","123,070,000","112,223,000","123,885,000","104,274,000","86,215,000","64,992,000","75,871,000","80,997,000","65,636,000","44,037,000","80,442,000","75,854,000","55,041,000","49,599,000","115,683,000","159,084,000","205,373,000","198,849,000","228,899,000","340,084,000","195,854,000","157,564,000","170,103,000","123,566,000","131,181,000","172,436,000","247,324,000","169,936,000","177,959,000","155,843,000","143,049,000","119,626,000","109,135,000","76,069,000","107,220,000","73,336,000","57,213,000"
