name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,000","190,000","191,000","191,000","3,612,000","3,612,000","3,573,000","190,000","190,000","189,000","185,000","50,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,000","190,000","191,000","191,000","3,612,000","3,612,000","3,573,000","190,000","190,000","189,000","185,000","50,000",,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,000","190,000","191,000","191,000","3,612,000","3,612,000","3,573,000","190,000","190,000","189,000","185,000","50,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,000","190,000","191,000","191,000","3,612,000","3,612,000","3,573,000","190,000","190,000","189,000","185,000","50,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-98,000",,,,
OperatingIncome,"-154,141,000","-40,539,000","-37,618,000","-37,157,000","-38,827,000","-40,036,000","-35,255,000","-33,098,000","-37,760,000","-46,154,000","-43,168,000","-37,944,000","-32,553,000","-28,780,000","-24,238,000","-21,987,000","-15,983,000","-13,730,000","-8,778,000","-4,462,000","-5,457,000","-3,686,000","-1,703,000","-379,000","-901,000","-2,971,000","-2,509,000","-1,673,000","79,000","52,000","825,000","1,502,000","503,000","-373,000","-1,803,000","2,313,000","3,189,000","2,653,000","2,760,000","2,764,000","2,425,000","2,156,000","2,552,000","865,000","1,606,000","2,033,000","1,418,000","1,951,000","842,000","889,000","1,275,000","1,385,000","426,000","-4,001,000","78,000","-236,000","1,092,000","695,000","-420,000","-3,390,000","-603,000","-2,267,000","-3,170,000","-2,912,000","-5,984,000","-6,957,000","-6,914,000","-5,757,000","-5,358,000","-7,290,000","-5,985,000","-3,820,000","-2,813,000","-1,547,000","-762,000","-111,000","-1,441,000","-1,708,000","-2,217,000","-2,470,000","-2,168,000","-3,323,000","-469,000","-1,763,000","-4,459,000","-10,953,000","-10,821,000","-10,962,000","-3,858,000","-9,615,000","-2,343,000","-1,567,000","-3,519,000","-8,544,000","-3,472,000","-3,953,000","-4,264,000","-323,000","-383,000","-385,000","2,318,000"
OtherIncomeExpense,"-21,629,000","-6,006,000","-5,866,000","-4,934,000","-4,823,000","-4,821,000","-4,669,000","-5,178,000","-3,925,000","-3,798,000","-3,623,000","-2,732,000","-1,564,000","885,000","579,000","635,000","719,000","609,000","-8,900,000","463,000","2,052,000","583,000","408,000","391,000","410,000","397,000","272,000","204,000","234,000","210,000","246,000","1,200,000","177,000","140,000","586,000","1,000","15,000","1,015,000","73,000","9,000","11,973,000","-363,000","49,000","-11,000","20,000","26,000","78,000","21,000","180,000","219,000","-258,000","-59,000","5,000","21,000","140,000","190,000","69,000","-1,610,000","1,809,000","671,000","979,000","3,197,000","112,000","184,000","243,000","311,000","125,000","189,000","222,000","118,000","145,000","71,000","224,000","15,000","8,000","858,000","-59,000","-2,070,000","-1,324,000","511,000","43,000","220,000","353,000","112,000","344,000","-33,042,000","460,000","-3,645,000","976,000","622,000","109,000","195,000","-8,219,000","164,000","249,000","303,000","293,000","423,000","515,000","480,000","100,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,"0","0",,,"0","-9,469,000",,,,,,,"0","0","0",,"0","0","1,000,000",,"0","0","0","0","1,000,000","0","0","11,965,000",,"49,000","-11,000","20,000","26,000","78,000","21,000","180,000","219,000","-258,000","-59,000","5,000","21,000","140,000","190,000","69,000","-1,610,000","1,809,000","671,000","979,000","3,197,000","112,000","184,000","243,000","311,000","125,000","189,000","222,000","118,000","145,000","71,000","224,000","15,000","8,000","858,000","-59,000","-2,070,000","-1,324,000","511,000","43,000","220,000","353,000","112,000","344,000","-33,042,000","460,000","-3,645,000","976,000","622,000","109,000","195,000","-8,219,000","164,000","249,000","303,000","293,000","423,000","515,000","480,000","100,000"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,097,000","1,340,000",,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,"0","0",,,"0","9,469,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-27,000","-16,000",,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","0","1,000,000",,"0","0","0","0","1,000,000","0","0","11,965,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-21,629,000","-6,006,000","-5,866,000","-4,934,000","-4,823,000","-4,821,000","-4,669,000","-5,178,000","-3,925,000","-3,798,000","-3,623,000","-2,732,000","-1,564,000","885,000","579,000","635,000","719,000","609,000","569,000","463,000","2,052,000","583,000","408,000","391,000","410,000","397,000","272,000","204,000","234,000","210,000","246,000","200,000","177,000","140,000","586,000","1,000","15,000","15,000","73,000","9,000","8,000","-363,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-175,770,000","-46,545,000","-43,484,000","-42,091,000","-43,650,000","-44,857,000","-39,924,000","-38,276,000","-41,685,000","-49,952,000","-46,791,000","-40,676,000","-34,117,000","-27,895,000","-23,659,000","-21,352,000","-15,264,000","-13,121,000","-17,678,000","-3,999,000","-3,405,000","-3,103,000","-1,295,000","12,000","-491,000","-2,574,000","-2,237,000","-1,469,000","313,000","262,000","1,071,000","2,702,000","680,000","-233,000","-1,217,000","2,314,000","3,204,000","3,668,000","2,833,000","2,773,000","14,398,000","1,793,000","2,601,000","854,000","1,626,000","2,059,000","1,496,000","1,972,000","1,022,000","1,108,000","1,017,000","1,326,000","431,000","-3,980,000","218,000","61,000","1,246,000",,,,,,,,,,,,,"-7,172,000",,,"-2,589,000",,,,,,,,"-2,125,000","-3,105,000","-334,000","-1,983,000","-4,447,000","-44,363,000","-10,754,000","-14,971,000","-3,213,000","-9,384,000","-2,234,000","-1,372,000","-11,738,000","-8,380,000","-3,223,000","-3,650,000","-3,971,000","100,000","132,000","95,000","2,418,000"
TaxProvision,"-387,000","-963,000","87,000","233,000","256,000","177,000","301,000","137,000","228,000","148,000","280,000","256,000","148,000","236,000","112,000","130,000","91,000","141,000","70,842,000","-3,453,000","-1,236,000","-178,000","30,000","-15,000","37,000","-1,498,000","-557,000","423,000","785,000","79,000","627,000","1,411,000","672,000","1,738,000","-1,306,000","826,000","1,065,000","2,007,000","913,000","1,032,000","5,781,000","-62,070,000","15,000","22,000","-321,000","48,000","0","3,000","4,000","-7,000","3,000","-10,000","17,000","-68,000","38,000","17,000","58,000",,,,,,,,,,,,,"-183,000",,,"-20,000",,,,,,,,,,,,,"5,000",,,"12,000","54,000",,"66,000",,,,,,"18,000",,,"-1,000,000"
NetIncomeCommonStockholders,"-175,383,000","-45,582,000","-43,571,000","-42,324,000","-43,906,000","-45,034,000","-40,225,000","-38,413,000","-41,913,000","-50,100,000","-47,071,000","-40,932,000","-34,265,000","-28,131,000","-23,771,000","-21,482,000","-15,355,000","-13,262,000","-88,520,000","-546,000","-2,169,000","-2,925,000","-1,325,000","27,000","-528,000","-1,076,000","-1,680,000","-1,892,000","-472,000","183,000","444,000","1,291,000","8,000","-1,945,000","89,000","2,231,000","2,139,000","1,661,000","1,920,000","1,741,000","8,617,000","63,863,000","2,586,000","832,000","1,947,000","2,011,000","1,496,000","1,969,000","1,018,000","1,115,000","1,014,000","1,336,000","414,000","-3,912,000","180,000","44,000","1,188,000","691,000","1,389,000","-2,558,000","508,000","1,597,000","-3,058,000","-2,728,000","-5,741,000","-6,646,000","-6,789,000","-5,568,000","-5,136,000","-6,989,000","-5,840,000","-3,749,000","-2,569,000","-1,532,000","-754,000","747,000","-1,500,000","-3,778,000","-3,541,000","-1,959,000","-2,125,000","-3,120,000","445,000","-1,983,000","-4,447,000","-44,368,000","-11,835,000","-14,971,000","-3,225,000","-9,438,000","-2,234,000","-1,438,000","-11,738,000","-8,380,000","-3,223,000","-3,650,000","-3,971,000","82,000","132,000","95,000","3,418,000"
	NetIncome,"-175,383,000","-45,582,000","-43,571,000","-42,324,000","-43,906,000","-45,034,000","-40,225,000","-38,413,000","-41,913,000","-50,100,000","-47,071,000","-40,932,000","-34,265,000","-28,131,000","-23,771,000","-21,482,000","-15,355,000","-13,262,000","-88,520,000","-546,000","-2,169,000","-2,925,000","-1,325,000","27,000","-528,000","-1,076,000","-1,680,000","-1,892,000","-472,000","183,000","444,000","1,291,000","8,000","-1,945,000","89,000","2,231,000","2,139,000","1,661,000","1,920,000","1,741,000","8,617,000","63,863,000","2,586,000","832,000","1,947,000","2,011,000","1,496,000","1,969,000","1,018,000","1,115,000","1,014,000","1,336,000","414,000","-3,912,000","180,000","44,000","1,188,000","691,000","1,389,000","-2,558,000","508,000","1,597,000","-3,058,000","-2,728,000","-5,741,000","-6,646,000","-6,789,000","-5,568,000","-5,136,000","-6,989,000","-5,840,000","-3,749,000","-2,569,000","-1,532,000","-754,000","747,000","-1,500,000","-3,778,000","-3,541,000","-1,959,000","-2,125,000","-3,120,000","445,000","-1,983,000","-4,447,000","-44,368,000","-11,835,000","-14,971,000","-3,225,000","-9,438,000","-2,234,000","-1,438,000","-11,738,000","-8,380,000","-3,223,000","-3,650,000","-3,971,000","82,000","132,000","95,000","3,418,000"
		NetIncomeIncludingNoncontrollingInterests,"-175,383,000","-45,582,000","-43,571,000","-42,324,000","-43,906,000","-45,034,000","-40,225,000","-38,413,000","-41,913,000","-50,100,000","-47,071,000","-40,932,000","-34,265,000","-28,131,000","-23,771,000","-21,482,000","-15,355,000","-13,262,000","-88,520,000","-546,000","-2,169,000","-2,925,000","-1,325,000","27,000","-528,000","-1,076,000","-1,680,000","-1,892,000","-472,000","183,000","444,000","1,291,000","8,000","-1,945,000","89,000","2,231,000","2,139,000","1,661,000","1,920,000","1,741,000","8,617,000","63,863,000","2,586,000","832,000","1,947,000","2,011,000","1,496,000","1,969,000","1,018,000","1,115,000","1,014,000","1,336,000","414,000","-3,912,000","180,000","44,000","1,188,000","691,000","1,389,000","-2,558,000","508,000","1,597,000","-3,058,000","-2,728,000","-5,741,000","-6,646,000","-6,789,000","-5,568,000","-5,136,000","-6,989,000","-5,840,000","-3,749,000","-2,569,000","-1,532,000","-754,000","747,000","-1,500,000","-3,778,000","-3,541,000","-1,959,000","-2,125,000","-3,120,000","445,000","-1,983,000","-4,447,000","-44,368,000","-11,835,000","-14,971,000","-3,225,000","-9,438,000","-2,234,000","-1,438,000","-11,738,000","-8,380,000","-3,223,000","-3,650,000","-3,971,000","82,000","132,000","95,000","3,418,000"
			NetIncomeContinuousOperations,"-175,383,000","-45,582,000","-43,571,000","-42,324,000","-43,906,000","-45,034,000","-40,225,000","-38,413,000","-41,913,000","-50,100,000","-47,071,000","-40,932,000","-34,265,000","-28,131,000","-23,771,000","-21,482,000","-15,355,000","-13,262,000","-88,520,000","-546,000","-2,169,000","-2,925,000","-1,325,000","27,000","-528,000","-1,076,000","-1,680,000","-1,892,000","-472,000","183,000","444,000","1,291,000","8,000","-1,971,000","89,000","1,488,000","2,139,000","1,661,000","1,920,000","1,741,000","8,617,000","63,863,000","2,586,000","832,000","1,947,000","2,011,000","1,496,000","1,969,000","1,018,000","1,115,000","1,014,000","1,336,000","414,000","-3,912,000","180,000","44,000","1,188,000","691,000","1,389,000","-2,558,000","508,000","1,597,000","-3,058,000","-2,728,000","-5,741,000","-6,646,000","-6,789,000","-5,568,000","-5,136,000","-6,989,000","-5,840,000","-3,749,000","-2,569,000","-1,532,000","-754,000","747,000","-1,500,000","-3,778,000","-3,541,000","-1,959,000","-2,125,000","-3,120,000","-334,000","-1,983,000","-4,447,000","-44,368,000","-10,754,000","-14,971,000","-3,225,000","-9,438,000","-2,234,000","-1,438,000","-11,738,000","-8,380,000","-3,223,000","-3,650,000","-3,971,000","82,000","132,000","95,000","3,418,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","26,000","0","743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-1,081,000",,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","779,000",,,,,,,,,,,,,,,,,,
