name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997
TotalRevenue,"638,130,000","181,372,000","156,874,000","151,557,000","148,327,000","144,719,000","136,685,000","129,133,000","121,807,000","121,478,000","118,567,000","109,517,000","96,675,000","93,767,000","89,912,000","85,682,000","83,225,000","79,344,000","75,575,000","72,483,000","69,098,000","66,488,000","63,676,000","63,183,000","60,041,000","57,333,000","53,168,000","50,942,000","47,892,000","43,530,000","41,372,000","39,598,000","37,913,000","35,786,000","32,745,000","30,815,000","30,004,000","28,651,000","27,340,000","26,371,000","25,252,000","24,199,000","23,278,000","19,819,000","18,507,000","18,184,000","17,778,000","17,367,000","16,834,000","15,867,000","15,944,000","16,027,000","15,558,000","15,765,000","16,203,000","16,425,000","16,281,000","16,332,000","15,804,000","14,768,000","14,742,000","14,388,000","13,223,000","13,248,000","12,271,000","10,341,000","8,483,000","7,063,000","6,005,000","3,911,000","2,964,000","2,533,000","2,067,000","1,970,000","3,289,000","2,426,000","1,623,000","2,907,000","2,386,000","2,442,000","3,268,000","2,221,000","4,944,000","3,926,000","3,600,000","4,409,000","4,104,000","3,892,000","5,823,000","6,542,000","6,238,000","6,710,000","5,894,000","5,500,000","10,079,000","9,003,000","7,100,000","12,129,000","15,138,000","10,894,000","11,615,000"
	OperatingRevenue,"602,357,000","172,789,000","149,396,000","142,376,000","137,796,000","133,753,000","127,107,000","120,942,000","114,183,000","89,319,000","118,567,000","109,517,000","96,675,000","93,767,000","89,912,000","85,682,000","83,225,000","79,344,000","75,575,000","72,483,000","69,098,000","66,488,000","63,676,000","63,183,000","60,041,000","57,333,000","53,168,000","50,942,000","47,892,000","43,530,000","41,372,000","39,598,000","37,913,000","35,786,000","32,745,000","30,815,000","30,004,000","28,651,000","27,340,000","26,371,000","25,252,000","24,199,000","23,278,000","19,819,000","18,507,000","18,184,000","17,778,000","17,367,000","16,834,000","15,867,000","15,944,000","16,027,000","15,558,000","15,765,000","16,203,000","16,425,000","16,281,000","16,332,000","15,804,000","14,768,000","14,742,000","14,388,000","13,223,000","13,248,000","12,271,000","10,341,000","8,483,000","7,063,000","6,005,000","3,911,000","2,964,000","2,533,000","2,067,000","1,970,000","3,289,000","2,426,000","1,623,000","2,907,000","2,386,000","2,442,000","3,268,000","2,221,000","4,944,000","3,926,000","3,600,000","4,409,000","4,104,000","3,892,000","5,823,000","6,542,000","6,238,000","6,710,000","5,894,000","5,500,000","10,079,000","9,003,000","7,100,000","12,129,000","15,138,000","10,894,000","11,615,000"
CostOfRevenue,"247,558,000","68,501,000","59,834,000","59,467,000","59,756,000","61,113,000","60,408,000","56,496,000","52,133,000","57,621,000","56,219,000","49,697,000","37,691,000","64,988,000","22,361,000","21,263,000","21,360,000","19,777,000","16,993,000","17,855,000","16,546,000","14,990,000","14,765,000","16,619,000","15,740,000","15,822,000","14,800,000","13,782,000","12,841,000","11,828,000","11,503,000","11,267,000","10,966,000","10,865,000","9,625,000","8,992,000","8,568,000","8,433,000","8,676,000","8,497,000","8,396,000","7,656,000","7,474,000","6,672,000","6,085,000","5,936,000","5,659,000","5,620,000","5,408,000","5,134,000","5,179,000","5,221,000","5,322,000","6,528,000","5,380,000","5,695,000","5,246,000","5,443,000","5,539,000","7,082,000","5,369,000","6,662,000","6,373,000","6,369,000","7,690,000","6,910,000","6,683,000","5,332,000","4,174,000","3,387,000","2,515,000","2,047,000","1,791,000","1,099,000","1,857,000","652,000","754,000","1,692,000","755,000","982,000","861,000","692,000","659,000","434,000","1,038,000","1,695,000","1,948,000","1,765,000","1,578,000","1,806,000","1,993,000","1,446,000","3,353,000","8,348,000","5,630,000","5,913,000","4,390,000","4,891,000","6,879,000","4,537,000","2,544,000"
GrossProfit,"390,572,000","112,871,000","97,040,000","92,090,000","88,571,000","83,606,000","76,277,000","72,637,000","69,674,000","63,857,000","62,348,000","59,820,000","58,984,000","28,779,000","67,551,000","64,419,000","61,865,000","59,567,000","58,582,000","54,628,000","52,552,000","51,498,000","48,911,000","46,564,000","44,301,000","41,511,000","38,368,000","37,160,000","35,051,000","31,702,000","29,869,000","28,331,000","26,947,000","24,921,000","23,120,000","21,823,000","21,436,000","20,218,000","18,664,000","17,874,000","16,856,000","16,543,000","15,804,000","13,147,000","12,422,000","12,248,000","12,119,000","11,747,000","11,426,000","10,733,000","10,765,000","10,806,000","10,236,000","9,237,000","10,823,000","10,730,000","11,035,000","10,889,000","10,265,000","7,686,000","9,373,000","7,726,000","6,850,000","6,879,000","4,581,000","3,431,000","1,800,000","1,731,000","1,831,000","524,000","449,000","486,000","276,000","871,000","1,432,000","1,774,000","869,000","1,215,000","1,631,000","1,460,000","2,407,000","1,529,000","4,285,000","3,492,000","2,562,000","2,714,000","2,156,000","2,127,000","4,245,000","4,736,000","4,245,000","5,264,000","2,541,000","-2,848,000","4,449,000","3,090,000","2,710,000","7,238,000","8,259,000","6,357,000","9,071,000"
OperatingExpense,"544,713,000","153,410,000","134,658,000","129,247,000","127,398,000","123,642,000","111,532,000","105,735,000","107,434,000","110,011,000","105,516,000","97,764,000","91,537,000","57,559,000","91,789,000","86,406,000","77,848,000","73,297,000","67,360,000","59,090,000","58,009,000","55,184,000","50,614,000","46,943,000","45,202,000","44,482,000","40,877,000","38,833,000","34,972,000","31,650,000","29,044,000","26,829,000","26,444,000","25,294,000","24,923,000","19,510,000","18,247,000","17,565,000","15,904,000","15,110,000","14,431,000","14,387,000","13,252,000","12,282,000","10,816,000","10,215,000","10,701,000","9,796,000","10,584,000","9,844,000","9,490,000","9,421,000","9,810,000","13,238,000","10,745,000","10,966,000","9,943,000","10,194,000","10,685,000","11,076,000","9,976,000","9,993,000","10,020,000","9,791,000","10,565,000","10,388,000","8,714,000","7,488,000","7,189,000","7,814,000","6,434,000","4,306,000","3,089,000","2,418,000","2,194,000","1,885,000","2,310,000","2,923,000","3,848,000","3,930,000","4,575,000","4,852,000","4,754,000","5,255,000","7,021,000","13,667,000","12,977,000","13,089,000","8,103,000","14,351,000","6,588,000","6,831,000","6,060,000","5,696,000","7,921,000","7,043,000","6,974,000","7,561,000","8,642,000","6,742,000","6,753,000"
	SellingGeneralAndAdministration,"432,326,000","122,824,000","106,747,000","100,749,000","102,006,000","98,371,000","87,830,000","84,168,000","85,940,000","89,856,000","85,646,000","78,330,000","73,206,000","39,415,000","74,913,000","72,473,000","64,738,000","63,281,000","58,833,000","50,779,000","50,066,000","48,042,000","43,519,000","40,438,000","38,492,000","38,372,000","34,473,000","32,387,000","29,892,000","27,302,000","25,176,000","23,333,000","23,038,000","21,962,000","21,598,000","16,870,000","15,911,000","15,391,000","13,787,000","13,080,000","12,605,000","12,544,000","11,297,000","10,742,000","9,409,000","9,024,000","9,570,000","8,525,000","9,358,000","8,536,000","8,251,000","8,156,000","8,573,000","11,700,000","9,562,000","9,667,000","8,751,000","9,023,000","9,604,000","10,050,000","8,919,000","9,121,000","8,833,000","8,498,000","9,205,000","8,712,000","7,244,000","6,042,000","5,865,000","6,749,000","5,650,000","3,622,000","2,512,000","1,893,000","1,672,000","1,229,000","1,266,000","1,383,000","2,023,000","1,852,000","2,183,000","1,956,000","2,269,000","2,367,000","2,962,000","5,189,000","4,497,000","4,728,000","3,699,000","10,389,000","3,545,000","3,786,000","3,587,000","3,651,000","5,409,000","4,290,000","4,362,000","4,723,000","5,358,000","3,760,000","3,540,000"
		GeneralAndAdministrativeExpense,"118,103,000","38,039,000","29,950,000","24,023,000","26,091,000","27,675,000","23,844,000","22,769,000","25,790,000","24,436,000","22,547,000","20,435,000","19,607,000","31,391,000","14,196,000","16,543,000","11,433,000","10,340,000","10,003,000","9,616,000","8,956,000","9,814,000","7,852,000","6,747,000","6,801,000","7,131,000","6,888,000","5,657,000","6,068,000","5,794,000","4,617,000","3,893,000","3,878,000","3,924,000","5,547,000","3,125,000","2,790,000","2,349,000","2,136,000","2,070,000","2,064,000","1,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"118,103,000","38,039,000","29,950,000","24,023,000","26,091,000","27,675,000","23,844,000","22,769,000","25,790,000","24,436,000","22,547,000","20,435,000","19,607,000","31,391,000","14,196,000","16,543,000","11,433,000","10,340,000","10,003,000","9,616,000","8,956,000","9,814,000","7,852,000","6,747,000","6,801,000","7,131,000","6,888,000","5,657,000","6,068,000","5,794,000","4,617,000","3,893,000","3,878,000","3,924,000","5,547,000","3,125,000","2,790,000","2,349,000","2,136,000","2,070,000","2,064,000","1,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"314,223,000","84,785,000","76,797,000","76,726,000","75,915,000","70,696,000","63,986,000","61,399,000","60,150,000","65,420,000","63,099,000","57,895,000","53,599,000","8,024,000","60,717,000","55,930,000","53,305,000","52,941,000","48,830,000","41,163,000","41,110,000","38,228,000","35,667,000","33,691,000","31,691,000","31,241,000","27,585,000","26,730,000","23,824,000","21,508,000","20,559,000","19,440,000","19,160,000","18,038,000","16,051,000","13,745,000","13,121,000","13,042,000","11,651,000","11,010,000","10,541,000","10,904,000",,,,,,,"9,358,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"112,387,000","30,586,000","27,911,000","28,498,000","25,392,000","25,271,000","23,702,000","21,567,000","21,494,000","20,155,000","19,870,000","19,434,000","18,331,000","18,144,000","16,876,000","13,933,000","13,110,000","10,016,000","8,527,000","8,311,000","7,943,000","7,142,000","7,095,000","6,505,000","6,710,000","6,110,000","6,404,000","6,446,000","5,080,000","4,348,000","3,868,000","3,496,000","3,406,000","3,332,000","3,325,000","2,640,000","2,336,000","2,174,000","2,117,000","2,030,000","1,826,000","1,843,000","1,955,000","1,540,000","1,407,000","1,191,000","1,131,000","1,271,000","1,226,000","1,308,000","1,239,000","1,265,000","1,237,000","1,538,000","1,183,000","1,299,000","1,192,000","1,171,000","1,081,000","1,026,000","1,057,000","872,000","1,187,000","1,293,000","1,360,000","1,676,000","1,470,000","1,446,000","1,324,000","1,065,000","784,000","684,000","577,000","525,000","522,000","656,000","1,044,000","1,540,000","1,825,000","2,078,000","2,392,000","2,705,000","2,295,000","2,697,000","3,868,000","4,866,000","4,868,000","4,788,000","4,214,000","3,772,000","2,854,000","2,860,000","2,423,000","2,045,000","2,512,000","2,753,000","2,710,000","2,838,000","3,284,000","2,982,000","3,213,000"
