name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989
		AssetImpairmentCharge,"77,000,000","77,000,000","0","0","0","0","50,000,000","47,000,000","33,000,000",,,,,,,,,,,"39,800,000","0","0","0","35,400,000","0","37,100,000","12,600,000","34,800,000","0","0","0","33,600,000","0","36,000,000","26,300,000","51,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"63,000,000","45,000,000","0","11,000,000","7,000,000","-19,000,000","-5,000,000","-13,000,000","16,000,000","92,000,000","15,000,000","-15,000,000","21,400,000","34,100,000","2,500,000","24,700,000","39,300,000","24,300,000","2,500,000","21,500,000","44,200,000","26,100,000","6,500,000","24,000,000","35,200,000","25,700,000","9,400,000","20,000,000","20,300,000","14,100,000","1,000,000","8,500,000","19,800,000","7,400,000","2,400,000","6,500,000","5,500,000","9,000,000","-500,000","-1,000,000","-5,500,000","12,400,000","-800,000","-4,300,000","4,100,000","5,800,000","7,900,000","21,600,000","25,500,000","33,400,000","25,900,000","93,100,000","42,600,000","56,100,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"81,000,000","26,000,000","18,000,000","18,000,000","19,000,000","30,000,000","15,000,000","18,000,000","15,000,000","29,000,000","19,000,000","19,000,000","18,600,000","24,100,000","20,300,000","21,000,000","23,000,000","23,100,000","16,700,000","17,400,000","18,400,000","14,100,000","18,200,000","18,800,000","19,800,000","14,500,000","17,500,000","18,400,000","19,000,000","10,600,000","18,100,000","17,900,000","15,900,000","21,500,000","23,200,000","18,000,000","17,700,000","22,700,000","22,300,000","18,400,000","18,400,000","18,200,000","19,500,000","18,200,000","17,700,000","18,100,000","15,000,000","9,700,000","9,800,000","11,600,000","40,100,000","6,600,000","7,600,000","10,600,000","45,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"-340,000,000","-151,000,000","-18,000,000","-77,000,000","-94,000,000","-154,000,000","-47,000,000","216,000,000","1,000,000","-20,000,000","154,000,000","113,000,000","-142,300,000","183,600,000","-106,300,000","103,600,000","26,500,000","-117,700,000","-19,500,000","-217,600,000","-53,900,000","16,200,000","-44,100,000","35,600,000","-141,400,000","20,200,000","-76,300,000","52,500,000","25,100,000","-134,100,000","96,700,000","-179,300,000","-80,000,000","40,600,000","-12,500,000","86,600,000","-84,500,000","110,800,000","-160,500,000","231,600,000","-393,900,000","104,000,000","-175,300,000","-207,700,000","-190,700,000","-116,400,000","-51,300,000","59,100,000","-1,300,000","190,000,000","95,300,000","82,800,000","-108,800,000","92,400,000","-102,400,000","-320,300,000","15,700,000","37,800,000","57,100,000","37,200,000","126,300,000","-67,900,000","57,400,000","120,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,"-243,100,000","-454,300,000",,,"-80,600,000","-446,800,000","952,300,000","93,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-35,200,000","8,200,000",,
		ChangeInWorkingCapital,"-3,056,000,000","-1,251,000,000","-4,151,000,000","1,868,000,000","478,000,000","-338,000,000","-1,612,000,000","1,725,000,000","1,954,000,000","-86,000,000","-1,723,000,000","1,724,000,000","627,700,000","-1,507,600,000","-2,507,100,000","256,400,000","-966,400,000","-1,665,300,000","-1,698,100,000","489,700,000","-116,400,000","-328,700,000","-1,336,900,000","1,520,100,000","776,000,000","-373,400,000","-1,608,600,000","1,805,300,000","482,900,000","-506,400,000","-1,541,900,000","1,983,600,000","501,500,000","-1,335,100,000","-1,804,400,000","1,371,800,000","566,400,000","-1,321,500,000","-2,032,400,000","947,700,000","-177,600,000","-1,647,200,000","-1,820,400,000","808,200,000","543,900,000","-679,300,000","-1,428,700,000","328,000,000","-203,500,000","-337,500,000","-1,014,600,000","777,100,000","1,082,000,000","-309,600,000","-2,045,600,000","248,100,000","830,400,000","-609,900,000","-1,430,700,000","732,400,000","653,500,000","-135,900,000","-1,188,400,000","717,000,000","522,600,000","-1,104,300,000","-1,345,200,000","812,800,000","169,200,000","-1,056,200,000","-765,200,000","-436,000,000","670,900,000","-1,159,400,000","-397,200,000","504,200,000","840,300,000","-612,300,000","-605,400,000","-39,400,000","756,200,000","-23,800,000","-305,000,000","967,200,000","758,600,000","-183,900,000","-1,047,800,000","218,900,000",,,,"430,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"423,700,000","202,200,000",,
			ChangeInReceivables,"558,000,000","-1,429,000,000","-106,000,000","1,413,000,000","680,000,000","-1,027,000,000","-97,000,000","1,383,000,000","1,117,000,000","-561,000,000","70,000,000","1,337,000,000","525,300,000","-2,224,000,000","-507,300,000","833,900,000","-270,900,000","-2,059,200,000","-34,900,000","252,200,000","-101,600,000","-1,051,400,000","61,900,000","923,300,000","723,400,000","-1,356,400,000","44,900,000","1,409,600,000","262,800,000","-1,133,000,000","605,600,000","744,900,000","-126,400,000","-1,746,000,000","228,600,000","505,600,000","-184,400,000","-2,000,900,000","432,900,000","-199,200,000","-486,800,000","-1,775,700,000","221,600,000","169,900,000","249,600,000","-1,118,400,000","-110,000,000","68,600,000","51,200,000","-1,014,800,000","-205,600,000","743,700,000","862,700,000","-841,600,000","-283,000,000","228,300,000","613,100,000","-1,322,800,000","53,000,000","705,900,000","594,700,000","-1,138,800,000","-30,700,000","614,900,000","159,500,000","-1,300,400,000","-177,900,000","661,000,000","71,900,000","-1,393,500,000","192,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,000,000","97,200,000",,
				ChangesInAccountReceivables,"558,000,000","-1,429,000,000","-106,000,000","1,413,000,000","680,000,000",,"-97,000,000",,,,,,,"-2,224,000,000","-507,300,000","833,900,000","-270,900,000","-2,059,200,000","-34,900,000","252,200,000","-101,600,000","-1,051,400,000","61,900,000","923,300,000","723,400,000","-1,356,400,000","44,900,000","1,409,600,000","262,800,000","-1,209,900,000","349,100,000","930,300,000","13,500,000","-1,819,500,000","126,700,000","730,300,000","-210,500,000","-2,124,900,000","94,900,000","139,300,000","-486,800,000","-1,775,700,000","221,600,000","169,900,000","249,600,000","-1,118,400,000","-110,000,000","68,600,000","51,200,000","-1,014,800,000","-205,600,000","743,700,000","862,700,000","-841,600,000","-283,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-3,569,000,000","-968,000,000","-1,297,000,000","-680,000,000","-624,000,000","-267,000,000","-926,000,000","398,000,000","495,000,000","146,000,000","-642,000,000","388,000,000","226,300,000","1,600,000","-1,395,900,000","-233,500,000","258,000,000","-558,000,000","-1,238,800,000","42,700,000","-257,600,000","-347,300,000","-743,100,000","274,000,000","25,700,000","159,500,000","-565,300,000","250,100,000","-8,600,000","-329,000,000","-603,900,000","805,000,000","165,300,000","-431,400,000","-836,800,000","225,800,000","280,900,000","-66,100,000","-1,169,000,000","522,000,000","-12,300,000","-570,800,000","-1,449,100,000","44,100,000","-151,000,000","-527,500,000","-1,096,100,000","15,200,000","-313,000,000","-406,700,000","-348,200,000","540,600,000","538,400,000","247,500,000","-874,000,000","17,500,000","104,900,000","-304,800,000","-1,013,000,000","107,900,000","219,400,000","-104,700,000","-579,800,000","355,300,000","224,400,000","-28,500,000","-629,200,000","422,100,000","236,200,000","-172,300,000","-810,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"206,400,000","132,500,000",,
			ChangeInPayablesAndAccruedExpense,"1,123,000,000","1,111,000,000","-1,554,000,000","1,142,000,000","424,000,000","1,023,000,000","-705,000,000","565,000,000","135,000,000","427,000,000","-1,134,000,000","352,000,000","-239,600,000","631,100,000","-697,500,000","509,300,000","-93,900,000","1,222,000,000","-915,100,000","651,800,000","212,600,000","821,300,000","-717,700,000","306,700,000","-94,100,000","501,700,000","-869,500,000","91,000,000","103,700,000","744,200,000","-1,442,500,000","176,500,000","265,100,000","808,400,000","-1,387,100,000","625,700,000","256,400,000","874,100,000","-1,539,100,000","664,200,000","506,600,000","745,800,000","-854,800,000","715,100,000","287,600,000","731,600,000","-447,300,000","437,800,000","161,300,000","875,500,000","-416,900,000","-265,900,000","-288,000,000","268,000,000","-882,400,000","192,300,000","153,200,000","735,400,000","-378,800,000","62,300,000","114,200,000","660,600,000","-418,500,000","-171,100,000","282,200,000","563,500,000","-519,300,000","51,100,000","19,300,000","656,700,000","-390,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156,300,000","-27,500,000",,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,100,000",,,,,,"88,900,000","-427,100,000","-164,900,000","-283,300,000","23,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"-1,168,000,000","35,000,000","-1,194,000,000","-7,000,000","-2,000,000","-67,000,000","116,000,000","-621,000,000","207,000,000","-98,000,000","-17,000,000","-353,000,000","115,700,000","83,700,000","93,600,000","-853,300,000","-859,600,000","-270,100,000","490,700,000","-457,000,000","30,200,000","248,700,000","62,000,000","16,100,000","121,000,000","321,800,000","-218,700,000","54,600,000","125,000,000","211,400,000","-101,100,000","257,200,000","197,500,000","33,900,000","190,900,000","14,700,000","213,500,000","-128,600,000","242,800,000","-39,300,000","-185,100,000","-46,500,000","261,900,000","-120,900,000","157,700,000","235,000,000","224,700,000","-193,600,000","-103,000,000","208,500,000","-43,900,000","-241,300,000","-31,100,000","16,500,000","-6,200,000","-190,000,000","-40,800,000","270,200,000","-79,800,000","-143,700,000","-274,800,000","447,000,000","-159,400,000","-585,200,000","-232,400,000","88,200,000","146,100,000","-38,100,000","-181,800,000","-94,800,000","243,100,000","-537,200,000","670,900,000","-1,159,400,000","-397,200,000","422,700,000","840,300,000","-612,300,000","-605,400,000",,"756,200,000","-23,800,000","-305,000,000",,"758,600,000","-183,900,000","-1,047,800,000",,,,,"-459,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
