name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989
OperatingCashFlow,"4,178,000,000","791,000,000","-2,553,000,000","3,412,000,000","2,528,000,000","1,643,000,000","143,000,000","3,426,000,000","3,281,000,000","1,284,000,000","-508,000,000","3,008,000,000","1,898,800,000","155,900,000","-1,650,700,000","2,495,000,000","547,000,000","75,100,000","-1,296,800,000","1,470,500,000","904,300,000","567,400,000","-742,400,000","2,444,400,000","1,632,300,000","465,200,000","-777,600,000","2,548,500,000","1,346,500,000","355,400,000","-510,100,000","2,843,800,000","1,514,000,000","-85,700,000","-746,200,000","2,666,500,000","1,744,200,000","93,000,000","-1,249,400,000","2,303,100,000","391,900,000","-300,500,000","-1,226,800,000","1,690,200,000","1,301,400,000","235,000,000","-900,300,000","1,194,100,000","671,500,000","734,900,000","-318,300,000","1,501,800,000","1,663,900,000","434,600,000","-1,615,500,000","1,006,400,000","1,465,200,000","302,400,000","-825,000,000","1,474,200,000","1,444,900,000","526,300,000","-686,000,000","1,311,100,000","1,055,000,000","-430,000,000","-962,900,000","1,343,700,000","623,400,000","-344,800,000","-405,700,000","998,800,000","1,072,200,000","-682,100,000","-226,400,000","1,340,700,000","1,087,800,000","-355,400,000","-537,400,000","1,199,700,000","903,800,000","117,900,000","-343,100,000","1,330,400,000","830,500,000","-56,100,000","-991,400,000","878,800,000","655,900,000","-38,100,000","-416,600,000","821,200,000","940,900,000","69,500,000","-397,100,000","675,300,000","384,000,000","-36,700,000","-605,700,000","855,700,000","465,100,000","33,900,000","-198,000,000","980,200,000","712,900,000","36,400,000","-385,100,000","911,200,000","292,200,000","-118,700,000","-245,300,000","457,200,000","533,700,000","-51,800,000","-220,300,000","609,800,000","482,600,000","-20,700,000","-237,600,000","592,400,000","279,400,000","-190,100,000","-323,400,000","581,900,000","373,900,000","-168,400,000","-174,400,000","470,800,000","303,500,000","-169,300,000","-207,900,000","634,800,000","357,500,000","-313,400,000","-258,400,000"
	CashFlowFromContinuingOperatingActivities,"4,178,000,000","791,000,000","-2,553,000,000","3,412,000,000","2,528,000,000","1,643,000,000","143,000,000","3,426,000,000","3,281,000,000","1,284,000,000","-508,000,000","3,008,000,000","1,898,800,000","155,900,000","-1,650,700,000","2,495,000,000","547,000,000","75,100,000","-1,296,800,000","1,470,500,000","904,300,000","567,400,000","-742,400,000","2,444,400,000","1,632,300,000","465,200,000","-777,600,000","2,548,500,000","1,346,500,000","355,400,000","-510,100,000","2,843,800,000","1,514,000,000","-85,700,000","-746,200,000","2,666,500,000","1,744,200,000","93,000,000","-1,249,400,000","2,303,100,000","391,900,000","-300,500,000","-1,226,800,000","1,690,200,000","1,301,400,000","235,000,000","-900,300,000","1,194,100,000","671,500,000","734,900,000","-318,300,000","1,501,800,000","1,663,900,000","434,600,000","-1,615,500,000","1,006,400,000","1,465,200,000","302,400,000","-825,000,000","1,474,200,000","1,444,900,000","526,300,000","-686,000,000","1,311,100,000","1,055,000,000","-430,000,000","-962,900,000","1,343,700,000","623,400,000","-344,800,000","-405,700,000","998,800,000","1,072,200,000","-682,100,000","-226,400,000","1,340,700,000","1,087,800,000","-355,400,000","-537,400,000","1,199,700,000","903,800,000","117,900,000","-343,100,000","1,330,400,000","830,500,000","-56,100,000","-991,400,000","878,800,000","655,900,000","-38,100,000","-416,600,000","821,200,000","940,900,000","69,500,000","-397,100,000","675,300,000","384,000,000","-36,700,000","-605,700,000","855,700,000","465,100,000","33,900,000","-198,000,000","980,200,000","712,900,000","36,400,000","-385,100,000","911,200,000","292,200,000","-118,700,000","-245,300,000","457,200,000","533,700,000","-51,800,000","-220,300,000","609,800,000","482,600,000","-20,700,000","-237,600,000","592,400,000","279,400,000","-190,100,000","-323,400,000","581,900,000","373,900,000","-168,400,000","-174,400,000","470,800,000","303,500,000","-169,300,000","-207,900,000","634,800,000","357,500,000","-313,400,000","-258,400,000"
		NetIncomeFromContinuingOperations,"5,952,000,000","2,097,000,000","904,000,000","1,283,000,000","1,668,000,000","1,790,000,000","1,224,000,000","758,000,000","811,000,000","666,000,000","518,000,000","722,000,000","899,100,000","1,136,300,000","499,600,000","784,400,000","911,300,000","1,209,600,000","-534,700,000","510,700,000","653,100,000","802,200,000","193,200,000","284,500,000","488,500,000","494,700,000","253,800,000","351,500,000","511,700,000","690,800,000","386,900,000","649,800,000","851,000,000","981,200,000","681,300,000","807,000,000","996,600,000","1,084,400,000","649,600,000","688,900,000","790,200,000","1,058,100,000","534,400,000","672,000,000","714,700,000","906,800,000","514,300,000","459,400,000","619,500,000","549,800,000","245,600,000","-222,800,000","420,100,000","472,300,000","203,900,000","345,100,000","575,200,000","763,400,000","369,100,000","422,200,000","537,200,000","623,600,000","238,700,000","277,300,000","436,000,000","744,600,000","235,900,000","232,900,000","387,100,000","604,000,000","222,800,000","356,700,000","401,300,000","477,300,000","170,800,000","70,700,000","247,500,000","256,900,000","68,000,000","68,000,000","147,600,000","141,700,000","-38,100,000","-320,100,000","71,900,000","127,800,000","56,400,000","71,100,000","171,700,000","205,000,000","37,700,000","-29,500,000","68,900,000","150,100,000","49,700,000","162,100,000","290,800,000","365,200,000","203,300,000","211,300,000","252,600,000","319,500,000","176,700,000","173,900,000","204,500,000","272,700,000","166,200,000","150,600,000","180,000,000","237,100,000","138,400,000","169,600,000","157,700,000","189,300,000","87,000,000","81,700,000","100,100,000","30,200,000","-27,600,000","4,200,000","9,100,000","44,000,000","-19,900,000","-81,500,000","31,300,000","73,100,000","-43,100,000","74,500,000","114,100,000","144,000,000","78,500,000","103,200,000","98,100,000","130,500,000","48,400,000"
		OperatingGainsLosses,"-337,000,000","-326,000,000","-2,000,000","-2,000,000","-7,000,000","-7,000,000","18,000,000","22,000,000","3,000,000",,,"4,000,000","18,600,000","-1,300,000","-7,300,000","-16,500,000","-17,200,000","-11,100,000","-6,600,000","-5,100,000","-99,900,000","-283,500,000","-1,000,000","-2,600,000","-4,600,000","5,900,000","-600,000","4,200,000","-14,000,000","-1,300,000","10,100,000","11,600,000","-10,200,000","4,900,000","3,000,000","1,300,000","-1,300,000","-6,500,000","15,600,000","9,100,000","-2,500,000","-5,500,000","700,000","10,000,000","-3,000,000","-4,500,000","8,600,000","-1,200,000","-5,500,000","-4,200,000","8,700,000","6,200,000","2,500,000","2,200,000","-3,900,000","130,600,000","-132,400,000",,,"11,800,000","-111,800,000","58,400,000","24,500,000","-16,600,000","-19,700,000","-343,700,000","5,500,000","19,300,000","400,000","1,600,000","700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-809,000,000","498,500,000","212,500,000","-285,600,000","-374,700,000","336,500,000","508,400,000","-236,300,000","-551,300,000","657,700,000","112,200,000","-355,800,000","-383,700,000","195,900,000","376,000,000","-241,100,000","-307,300,000","-18,200,000","382,500,000","-50,900,000","-210,000,000","315,400,000","270,300,000","-234,100,000","-303,500,000","279,000,000","342,600,000","-241,500,000","-131,300,000","469,800,000","189,300,000","-313,300,000","-286,400,000","87,200,000","-32,100,000","244,800,000","-306,800,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,"0","-11,900,000",,,"0","-93,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-337,000,000","-326,000,000","-2,000,000","-2,000,000","-7,000,000","-7,000,000","18,000,000","-2,000,000","3,000,000",,,"-1,000,000","18,600,000","-1,300,000","-7,300,000","-16,500,000","-5,300,000","2,100,000","-6,600,000","-5,100,000","-6,200,000","-2,100,000","-1,000,000","-2,600,000","-4,600,000","5,900,000","-600,000","4,200,000","-14,000,000","-1,300,000","10,100,000","11,600,000","-10,200,000","4,900,000","3,000,000","1,300,000","-1,300,000","-6,500,000","15,600,000","9,100,000","-2,500,000","-5,500,000","700,000","10,000,000","-3,000,000","-4,500,000","8,600,000","-1,200,000","-5,500,000","-4,200,000","8,700,000","6,200,000","2,500,000","2,200,000","-3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,929,000,000","447,000,000","486,000,000","481,000,000","515,000,000","516,000,000","538,000,000","504,000,000","547,000,000","529,000,000","538,000,000","497,000,000","505,500,000","513,200,000","503,300,000","482,300,000","494,000,000","487,600,000","463,200,000","436,500,000","435,900,000","427,400,000","415,700,000","401,400,000","396,600,000","387,600,000","374,200,000","353,200,000","346,300,000","340,000,000","342,900,000","349,100,000","327,100,000","287,200,000","343,100,000","299,100,000","286,800,000","277,300,000","277,100,000","261,500,000","244,000,000","255,400,000","243,300,000","237,000,000","229,200,000","229,700,000","219,000,000","221,900,000","229,500,000","222,000,000","241,400,000","220,100,000","222,500,000","213,800,000","216,900,000","204,100,000","218,800,000","208,400,000","199,700,000","190,900,000","186,100,000","181,700,000","185,700,000","188,900,000","170,600,000","170,700,000","161,200,000","164,700,000","158,000,000","153,500,000","160,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,400,000","44,000,000",,
			DepreciationAndAmortization,"1,929,000,000","447,000,000","486,000,000","481,000,000","515,000,000","516,000,000","538,000,000","504,000,000","547,000,000","529,000,000","538,000,000","497,000,000","505,500,000","513,200,000","503,300,000","482,300,000","494,000,000","487,600,000","463,200,000","436,500,000","435,900,000","427,400,000","415,700,000","401,400,000","396,600,000","387,600,000","374,200,000","353,200,000","346,300,000","340,000,000","342,900,000","349,100,000","327,100,000","287,200,000","343,100,000","299,100,000","286,800,000","277,300,000","277,100,000","261,500,000","244,000,000","255,400,000","243,300,000","237,000,000","229,200,000","229,700,000","219,000,000","221,900,000","229,500,000","222,000,000","241,400,000","220,100,000","222,500,000","213,800,000","216,900,000","204,100,000","218,800,000","208,400,000","199,700,000","190,900,000","186,100,000","181,700,000","185,700,000","188,900,000","170,600,000","170,700,000","161,200,000","164,700,000","158,000,000","153,500,000","160,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,400,000","44,000,000",,
		DeferredTax,"-191,000,000","-173,000,000","210,000,000","-170,000,000","-58,000,000","-175,000,000","-38,000,000","149,000,000","-99,000,000","-32,000,000","-29,000,000","-133,000,000","-49,800,000","-226,500,000","-55,700,000","839,100,000","36,500,000","124,600,000","479,700,000","177,600,000","22,900,000","-106,400,000","6,000,000","127,200,000","62,200,000","-147,100,000","240,400,000","-91,400,000","-44,800,000","-58,300,000","176,100,000","-31,000,000","-111,100,000","-129,400,000","-8,600,000","24,600,000","-93,400,000","-83,200,000","-20,600,000","113,500,000","-81,200,000","-95,900,000","-28,200,000","156,800,000","-14,500,000","-125,200,000","-185,100,000","68,400,000","-2,500,000","69,800,000","39,300,000","249,500,000","-4,600,000","-103,200,000","29,900,000","232,800,000","-42,500,000","-80,400,000","-20,200,000","79,700,000","53,600,000","-133,600,000","-3,900,000","23,900,000","-90,500,000","102,700,000","-20,300,000","114,000,000","-91,300,000","-47,700,000","-24,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,500,000","37,100,000",,
			DeferredIncomeTax,"-191,000,000","-173,000,000","210,000,000","-170,000,000","-58,000,000","-175,000,000","-38,000,000","149,000,000","-99,000,000","-32,000,000","-29,000,000","-133,000,000","-49,800,000","-226,500,000","-55,700,000","839,100,000","36,500,000","124,600,000","479,700,000","177,600,000","22,900,000","-106,400,000","6,000,000","127,200,000","62,200,000","-147,100,000","240,400,000","-91,400,000","-44,800,000","-58,300,000","176,100,000","-31,000,000","-111,100,000","-129,400,000","-8,600,000","24,600,000","-93,400,000","-83,200,000","-20,600,000","113,500,000","-81,200,000","-95,900,000","-28,200,000","156,800,000","-14,500,000","-125,200,000","-185,100,000","68,400,000","-2,500,000","69,800,000","39,300,000","249,500,000","-4,600,000","-103,200,000","29,900,000","232,800,000","-42,500,000","-80,400,000","-20,200,000","79,700,000","53,600,000","-133,600,000","-3,900,000","23,900,000","-90,500,000","102,700,000","-20,300,000","114,000,000","-91,300,000","-47,700,000","-24,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,500,000","37,100,000",,
