name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"-80,272,000","-17,575,000","-38,243,000","-46,171,000","21,717,000","4,505,000","14,901,000","3,842,000","-1,624,000","15,535,000","12,024,000","15,843,000","-4,706,000","-9,113,000","-4,850,000","-6,392,000","2,289,000","16,936,000","3,794,000","-3,005,000","-6,489,000","2,440,000","5,672,000","-694,000","-909,000","6,022,000","-4,402,000","-2,304,000","-8,533,000","-3,523,000"
	CashFlowFromContinuingOperatingActivities,"-80,272,000","-17,575,000","-38,243,000","-46,171,000","21,717,000","4,505,000","14,901,000","3,842,000","-1,624,000","15,535,000","12,024,000","15,843,000","-4,706,000","-9,113,000","-4,850,000","-6,392,000","2,289,000","16,936,000","3,794,000","-3,005,000","-6,489,000","2,440,000","5,672,000","-694,000","-909,000","6,022,000","-4,402,000","-2,304,000","-8,533,000","-3,523,000"
		NetIncomeFromContinuingOperations,"-964,985,000","-221,627,000","-291,396,000","-224,109,000","-227,853,000","-206,542,000","-179,351,000","-116,914,000","-99,923,000","-94,791,000","-90,247,000","-87,734,000","-92,579,000","-36,503,000","-47,158,000","-27,056,000","-24,006,000","-23,729,000","-18,919,000","-23,453,000","-7,109,000","-14,227,000","-12,608,000","-11,254,000","-10,994,000","-6,468,000","-8,260,000","-9,008,000","-9,576,000","-8,660,000"
		OperatingGainsLosses,,,"0","-21,000","21,384,000","7,602,000",,,,,,,"915,000","670,000","419,000","407,000",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"266,889,000","68,103,000","68,709,000","70,264,000","59,813,000","59,592,000","51,590,000","33,298,000","32,533,000","32,239,000","31,135,000","29,685,000","28,362,000","21,248,000","7,849,000","6,854,000","5,761,000","5,631,000","5,358,000","4,926,000","4,525,000","3,955,000","3,023,000","2,007,000","1,705,000","1,580,000","1,410,000","1,183,000","944,000","689,000"
			DepreciationAndAmortization,"266,889,000","68,103,000","68,709,000","70,264,000","59,813,000","59,592,000","51,590,000","33,298,000","32,533,000","32,239,000","31,135,000","29,685,000","28,362,000","21,248,000","7,849,000","6,854,000","5,761,000","5,631,000","5,358,000","4,926,000","4,525,000","3,955,000","3,023,000","2,007,000","1,705,000","1,580,000","1,410,000","1,183,000","944,000","689,000"
				Depreciation,,"68,103,000","68,709,000","70,264,000","59,813,000","59,592,000","51,590,000","33,298,000","32,533,000","32,239,000","31,135,000","29,685,000","28,362,000","21,248,000",,,,,,,,,,,,,,,,
		DeferredTax,,,"-1,667,000",,,,"-15,743,000","-359,000","-195,000","-162,000","254,000","-1,805,000","-2,550,000","-51,644,000",,,,,,,,,,,"12,000","0","0","0","0","-108,000"
			DeferredIncomeTax,,,"-1,667,000",,,,"-15,743,000","-359,000","-195,000","-162,000","254,000","-1,805,000","-2,550,000","-51,644,000",,,,,,,,,,,"12,000","0","0","0","0","-108,000"
		AmortizationOfSecurities,"42,630,000","10,712,000","11,278,000","11,046,000","9,594,000","4,240,000","3,880,000",,,,"-338,000","-1,215,000","-1,589,000","-1,359,000","-651,000","-608,000",,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,,,,,,,,"524,000","245,000","187,000","1,172,000","333,000","182,000","465,000","0","70,000","26,000","523,000","42,000","61,000","85,000","26,000","0","87,000","0"
		ProvisionandWriteOffofAssets,,"2,558,000",,"3,704,000","5,682,000","1,985,000","4,822,000","1,302,000","2,945,000","4,170,000",,,"686,000","11,000","1,024,000","1,111,000","1,140,000","375,000","173,000","125,000","210,000","72,000","128,000","170,000","544,000","303,000","383,000","-46,000","138,000","230,000"
