name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,01/31/2010,10/31/2009,07/31/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000
TotalAssets,"740,490,000","718,272,000","717,323,000","719,192,000","715,572,000","694,271,000","691,585,000","686,791,000","712,885,000","667,200,000","645,110,000","680,064,000","707,042,000","725,740,000","741,849,000","751,523,000","764,771,000","767,034,000","773,879,000","785,059,000","782,450,000","750,320,000","780,353,000","821,494,000","851,417,000","829,862,000","572,031,000","592,780,000","460,887,000","453,009,000","517,113,000","538,250,000","531,940,000","541,043,000","571,815,000","571,561,000","574,658,000","562,300,000","589,538,000","579,173,000","568,040,000","565,906,000","584,929,000","594,333,000","600,076,000","560,612,000","591,250,000","578,828,000","520,381,000","543,600,000","510,232,000","516,566,000","680,847,000","664,491,000","644,260,000","1,334,822,000","1,289,653,000","1,278,666,000","1,216,815,000","1,202,152,000","1,164,045,000","1,174,541,000","1,116,986,000","1,100,211,000","1,077,189,000","1,135,110,000","1,137,026,000","929,522,000","970,875,000","950,614,000","923,786,000","665,863,000","681,282,000","690,454,000","674,246,000","689,140,000","700,597,000","693,191,000","678,365,000","697,631,000","698,968,000","670,136,000","664,054,000","645,859,000","706,493,000","756,331,000","712,940,000"
	CurrentAssets,"298,920,000","260,079,000","249,047,000","244,575,000","234,505,000","209,253,000","207,306,000","197,421,000","231,818,000","173,198,000","190,326,000","185,985,000","195,947,000","177,859,000","189,678,000","188,377,000","188,147,000","179,170,000","191,801,000","196,329,000","194,034,000","176,932,000","203,974,000","219,423,000","221,902,000","201,607,000","172,250,000","189,566,000","202,351,000","193,466,000","260,429,000","262,793,000","259,875,000","204,885,000","236,283,000","214,052,000","215,159,000","202,447,000","250,870,000","241,936,000","228,799,000","229,994,000","245,073,000","250,671,000","250,910,000","310,527,000","338,623,000","321,644,000","258,516,000","276,205,000","225,560,000","192,254,000","249,643,000","219,875,000","195,181,000","576,497,000","519,414,000","497,998,000","475,584,000","450,609,000","418,596,000","431,730,000","377,380,000","357,793,000","328,185,000","383,687,000","383,448,000","356,334,000","375,734,000","354,577,000","301,962,000","232,731,000","243,700,000","245,112,000","222,532,000","235,801,000","246,538,000","219,218,000","217,126,000","236,878,000","239,233,000","235,824,000","232,293,000","235,946,000","241,098,000","257,009,000","224,870,000"
		CashCashEquivalentsAndShortTermInvestments,"38,900,000","31,719,000","40,061,000","43,663,000","49,258,000","43,426,000","51,621,000","41,073,000","80,252,000","23,114,000","30,868,000","10,651,000","20,262,000","17,456,000","29,003,000","12,400,000","10,098,000","13,757,000","17,455,000","15,791,000","14,513,000","14,074,000","25,526,000","32,183,000","29,001,000","27,748,000","23,125,000","27,011,000","60,030,000","63,924,000","120,384,000","134,230,000","126,984,000","25,807,000","49,736,000","16,073,000","9,628,000","4,558,000","71,255,000","62,292,000","54,145,000","81,722,000","89,619,000","62,420,000","57,727,000","182,466,000","187,178,000","168,738,000","127,420,000","123,634,000","99,896,000","75,355,000","67,413,000","53,932,000","40,450,000","217,588,000","143,672,000","103,961,000","157,505,000","105,708,000","61,151,000","62,306,000","54,762,000","49,681,000","8,827,000","16,830,000","28,191,000","41,743,000","39,071,000","5,290,000","10,182,000","22,108,000","10,831,000","806,000","5,425,000","18,283,000","1,340,000","3,898,000","25,178,000","29,573,000","31,805,000","17,332,000","18,879,000","22,409,000","32,552,000","23,340,000","21,955,000"
			CashAndCashEquivalents,"38,900,000","31,719,000","40,061,000","43,663,000","49,258,000","43,426,000","51,621,000","41,073,000","80,252,000","23,114,000","30,868,000","10,651,000","20,262,000","17,456,000","29,003,000","12,400,000","10,098,000","13,757,000","17,455,000","15,791,000","14,513,000","14,074,000","25,526,000","32,183,000","29,001,000","27,748,000","23,125,000","27,011,000","60,030,000","63,924,000","120,384,000","134,230,000","126,984,000","25,807,000","49,736,000","16,073,000","9,628,000","4,558,000","71,255,000","62,292,000","54,145,000","81,722,000","89,619,000","62,420,000","57,727,000","182,466,000","187,178,000","168,738,000","127,420,000","123,634,000","99,896,000","75,355,000","67,413,000","53,932,000","40,450,000","172,838,000","103,672,000","63,961,000","117,505,000","105,708,000","61,151,000","62,306,000","54,762,000","49,681,000","8,827,000","16,830,000","28,191,000","41,743,000","39,071,000","5,290,000","10,182,000","22,108,000","10,831,000","806,000","5,425,000","18,283,000","1,340,000","3,898,000","25,178,000","29,573,000","31,805,000","17,332,000","18,879,000","22,409,000","32,552,000","23,340,000","21,955,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,750,000","40,000,000","40,000,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"118,195,000","99,355,000","108,309,000","98,286,000","96,521,000","82,538,000","88,287,000","84,479,000","66,892,000","64,036,000","82,946,000","82,302,000","80,646,000","71,678,000","84,014,000","80,236,000","76,594,000","62,119,000","79,411,000","78,046,000","79,735,000","62,754,000","83,625,000","83,089,000","83,734,000","65,762,000","64,080,000","62,523,000","50,210,000","39,334,000","55,193,000","55,973,000","52,335,000","72,459,000","98,833,000","99,051,000","95,584,000","78,000,000","85,644,000","88,348,000","81,622,000","59,847,000","81,969,000","100,829,000","99,286,000","49,388,000","87,007,000","79,539,000","56,671,000","80,171,000","71,354,000","40,494,000","101,211,000","99,077,000","85,834,000","189,754,000","204,149,000","211,685,000","160,086,000","184,311,000","184,413,000","194,590,000","153,465,000","152,072,000","171,584,000","211,332,000","196,600,000","176,358,000","185,670,000","195,813,000","149,735,000","123,185,000","123,492,000","125,917,000","103,710,000","116,122,000","136,725,000","113,290,000","91,007,000","109,706,000","97,999,000","104,600,000","94,579,000","98,465,000","99,019,000","115,504,000","91,816,000"
			AccountsReceivable,"118,195,000","99,355,000","107,725,000","98,286,000","96,521,000","82,538,000","88,287,000","84,479,000","66,892,000","64,036,000","82,745,000","82,302,000","80,646,000","71,678,000","83,828,000","80,236,000","76,594,000","62,119,000","79,221,000","78,046,000","79,735,000","62,754,000","83,384,000","83,089,000","83,734,000","65,762,000","64,156,000","62,523,000","50,210,000","39,334,000","55,274,000","55,973,000","52,335,000","72,459,000","97,354,000","99,051,000","95,584,000","78,000,000","85,644,000","88,348,000","81,622,000","59,847,000","81,969,000","100,829,000","99,286,000","49,388,000","87,007,000","79,539,000","56,671,000","80,171,000","71,354,000","40,494,000","101,211,000","99,077,000","85,834,000","189,754,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"118,953,000","99,876,000",,"98,638,000","96,654,000","82,734,000",,"84,823,000","67,307,000","64,585,000",,"82,804,000","81,071,000","72,146,000",,"80,683,000","77,066,000","62,496,000",,"78,450,000","80,134,000","63,030,000",,"83,617,000","84,587,000","66,679,000",,"63,312,000","50,892,000","40,052,000",,"56,865,000","53,181,000","73,234,000",,"99,846,000","96,386,000","79,181,000","86,670,000","89,804,000","82,759,000","61,260,000","83,031,000","101,974,000","100,564,000","50,419,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-758,000","-521,000",,"-352,000","-133,000","-196,000",,"-344,000","-415,000","-549,000",,"-502,000","-425,000","-468,000",,"-447,000","-472,000","-377,000",,"-404,000","-399,000","-276,000",,"-528,000","-853,000","-917,000",,"-789,000","-682,000","-718,000",,"-892,000","-846,000","-775,000",,"-795,000","-802,000","-1,181,000","-1,026,000","-1,456,000","-1,137,000","-1,413,000","-1,062,000","-1,145,000","-1,278,000","-1,031,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,"924,000",,,,"161,000",,,,"594,000",,,,"511,000",,,,"523,000",,,,"492,000",,,,"597,000",,,,"617,000",,,,"2,040,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
