name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
OperatingCashFlow,"37,132,000","4,061,000","17,972,000","7,793,000","7,900,000","2,982,000","4,965,000","13,179,000","5,774,000","-2,565,000"
	CashFlowFromContinuingOperatingActivities,"37,132,000","4,061,000","17,972,000","7,793,000","7,900,000","2,982,000","4,965,000","13,179,000","5,774,000","-2,565,000"
		NetIncomeFromContinuingOperations,"356,000","2,212,000","4,259,000","-2,961,000","-3,154,000","1,045,000","-2,075,000","1,601,000","625,000","-675,000"
		OperatingGainsLosses,,,"0","0",,,,,,"98,000"
			GainLossOnSaleOfPPE,,,,,,"0",,,,"98,000"
		DepreciationAmortizationDepletion,"30,792,000","7,791,000","7,591,000","7,891,000","7,519,000","7,032,000","6,596,000","5,959,000","6,011,000","5,996,000"
			DepreciationAndAmortization,"30,792,000","7,791,000","7,591,000","7,891,000","7,519,000","7,032,000","6,596,000","5,959,000","6,011,000","5,996,000"
		DeferredTax,"-4,081,000","-2,127,000","-1,784,000","3,076,000","-3,246,000","-616,000","-2,624,000","-442,000","-881,000","952,000"
			DeferredIncomeTax,"-4,081,000","-2,127,000","-1,784,000","3,076,000","-3,246,000","-616,000","-2,624,000","-442,000","-881,000","952,000"
		AssetImpairmentCharge,"1,343,000","161,000","509,000","241,000","432,000","226,000","298,000","380,000","455,000","441,000"
		StockBasedCompensation,"4,455,000","1,502,000","1,167,000","922,000","864,000","710,000","763,000","447,000","276,000","392,000"
		OtherNonCashItems,"2,005,000","955,000","1,120,000","63,000","185,000","259,000","259,000","264,000","275,000","274,000"
		ChangeInWorkingCapital,"-3,925,000","-6,433,000","5,110,000","-1,439,000","-887,000","-5,674,000","1,463,000","4,970,000","-889,000","-10,043,000"
			ChangeInReceivables,"-2,234,000","-2,601,000","1,456,000","-1,300,000","211,000","-4,792,000","1,266,000","2,613,000","-4,491,000","-2,919,000"
				ChangesInAccountReceivables,"-2,234,000","-2,601,000","1,456,000","-1,300,000","211,000","-4,792,000","1,266,000","2,613,000","-4,491,000","-2,919,000"
			ChangeInPrepaidAssets,"148,000","-386,000","-180,000","392,000","322,000","-549,000","-196,000","-143,000","582,000","-886,000"
			ChangeInPayablesAndAccruedExpense,"-1,382,000","-4,359,000","3,473,000","-2,882,000","2,386,000","-250,000","-5,268,000","7,200,000","1,205,000","-4,864,000"
				ChangeInPayable,"-2,411,000","-1,215,000","1,858,000","-3,188,000","134,000","-1,050,000","-3,565,000","5,072,000","860,000","-1,076,000"
					ChangeInAccountPayable,"-2,411,000","-1,215,000","1,858,000","-3,188,000","134,000","-1,050,000","-3,565,000","5,072,000","860,000","-1,076,000"
				ChangeInAccruedExpense,"1,029,000","-3,144,000","1,615,000","306,000","2,252,000","800,000","-1,703,000","2,128,000","345,000","-3,788,000"
			ChangeInOtherCurrentAssets,"-1,202,000","-1,288,000","-46,000","27,000","105,000","-179,000","3,740,000","-3,838,000","186,000","234,000"
			ChangeInOtherCurrentLiabilities,"-1,189,000","-428,000","-2,273,000","1,074,000","120,000","-55,000","-286,000","575,000","-27,000","-187,000"
