name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"1,958,386,000","1,927,109,000","1,914,756,000","1,914,427,000","1,606,283,000","1,569,731,000"
	CurrentAssets,"263,297,000","266,520,000","328,326,000","364,060,000","109,578,000","76,280,000"
		CashCashEquivalentsAndShortTermInvestments,"113,990,000","148,029,000","212,123,000","276,187,000","39,494,000","18,829,000"
			CashAndCashEquivalents,"113,990,000","148,029,000","212,123,000","276,187,000","39,494,000","18,829,000"
		Receivables,"94,991,000","94,695,000","70,059,000","60,069,000","47,768,000","46,934,000"
			AccountsReceivable,"94,991,000","76,078,000","70,059,000","60,069,000","47,768,000","43,706,000"
			OtherReceivables,,"18,617,000",,,,"3,228,000"
		PrepaidAssets,"54,316,000","19,454,000","46,144,000","27,804,000","22,316,000","10,517,000"
		OtherCurrentAssets,,"4,342,000",,,,
	TotalNonCurrentAssets,"1,695,089,000","1,660,589,000","1,586,430,000","1,550,367,000","1,496,705,000","1,493,451,000"
		NetPPE,"170,927,000","152,242,000","115,049,000","91,799,000","70,802,000","59,349,000"
			GrossPPE,"196,180,000","171,768,000","129,125,000","101,910,000","77,843,000","63,781,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"49,956,000","42,324,000","29,742,000","20,982,000","16,543,000","14,475,000"
				OtherProperties,"1,018,000","1,018,000","3,868,000","2,603,000","2,601,000","2,143,000"
				ConstructionInProgress,"35,682,000","40,619,000","19,890,000","22,092,000","13,611,000","7,577,000"
				Leases,"109,524,000","87,807,000","75,625,000","56,233,000","45,088,000","39,586,000"
			AccumulatedDepreciation,"-25,253,000","-19,526,000","-14,076,000","-10,111,000","-7,041,000","-4,432,000"
		GoodwillAndOtherIntangibleAssets,"1,520,483,000","1,504,899,000","1,467,993,000","1,455,268,000","1,422,977,000","1,431,455,000"
			Goodwill,"1,229,303,000","1,204,544,000","1,160,011,000","1,138,734,000","1,099,675,000","1,098,659,000"
			OtherIntangibleAssets,"291,180,000","300,355,000","307,982,000","316,534,000","323,302,000","332,796,000"
		NonCurrentPrepaidAssets,"3,679,000","3,448,000","3,388,000","3,300,000","2,926,000","2,647,000"
TotalLiabilitiesNetMinorityInterest,"415,868,000","382,081,000","369,887,000","369,795,000","652,274,000","571,895,000"
	CurrentLiabilities,"125,597,000","116,752,000","105,205,000","112,558,000","96,757,000","75,921,000"
		PayablesAndAccruedExpenses,"110,150,000","100,664,000","89,008,000","99,121,000","76,937,000","60,397,000"
			Payables,"15,136,000","25,862,000","3,074,000","9,958,000","5,913,000","13,863,000"
				AccountsPayable,"15,136,000","24,609,000","3,074,000","9,958,000","5,913,000","13,417,000"
				TotalTaxPayable,,,,,,"446,000"
				OtherPayable,,"1,253,000",,,,
			CurrentAccruedExpenses,"95,014,000","74,802,000","85,934,000","89,163,000","71,024,000","46,534,000"
				InterestPayable,,,,,,"1,011,000"
		CurrentDebtAndCapitalLeaseObligation,,"1,323,000",,,,
			CurrentDebt,,"1,323,000",,,,
				OtherCurrentBorrowings,,"1,323,000",,,,
		OtherCurrentLiabilities,"15,447,000","14,765,000","16,197,000","13,437,000","19,820,000","15,524,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"290,271,000","265,329,000","264,682,000","257,237,000","555,517,000","495,974,000"
		LongTermDebtAndCapitalLeaseObligation,"177,380,000","157,416,000","157,447,000","157,067,000","387,298,000","362,534,000"
			LongTermDebt,"177,380,000","157,416,000","157,447,000","157,067,000","387,298,000","362,534,000"
		NonCurrentDeferredLiabilities,"54,281,000","54,281,000","81,226,000","81,219,000","81,226,000","81,226,000"
			NonCurrentDeferredTaxesLiabilities,"54,281,000","54,281,000","81,226,000","81,219,000","81,226,000","81,226,000"
		PreferredSecuritiesOutsideStockEquity,,"0",,,"71,750,000","35,000,000"
		OtherNonCurrentLiabilities,"58,610,000","53,632,000","26,009,000","18,951,000","15,243,000","17,214,000"
TotalEquityGrossMinorityInterest,"1,542,518,000","1,545,028,000","1,544,869,000","1,544,632,000","954,009,000","997,836,000"
	StockholdersEquity,"1,542,518,000","1,545,028,000","1,544,869,000","1,544,632,000","954,009,000","997,836,000"
		CapitalStock,"3,744,000","3,743,000","3,742,000","3,742,000","1,010,509,000","1,009,509,000"
			PreferredStock,"0","0","0","0",,
			CommonStock,"3,744,000","3,743,000","3,742,000","3,742,000","1,010,509,000","1,009,509,000"
		AdditionalPaidInCapital,"1,958,174,000","1,898,357,000","1,790,169,000","1,669,480,000","2,057,000","1,452,000"
		RetainedEarnings,"-419,400,000","-357,072,000","-249,042,000","-128,590,000","-58,557,000","-13,125,000"
TotalCapitalization,"1,719,898,000","1,702,444,000","1,702,316,000","1,701,699,000","1,341,307,000","1,360,370,000"
CommonStockEquity,"1,542,518,000","1,545,028,000","1,544,869,000","1,544,632,000","954,009,000","997,836,000"
NetTangibleAssets,"22,035,000","40,129,000","76,876,000","89,364,000","-468,968,000","-433,619,000"
WorkingCapital,"137,700,000","149,768,000","223,121,000","251,502,000","12,821,000","359,000"
InvestedCapital,"1,719,898,000","1,703,767,000","1,702,316,000","1,701,699,000","1,341,307,000","1,360,370,000"
TangibleBookValue,"22,035,000","40,129,000","76,876,000","89,364,000","-468,968,000","-433,619,000"
TotalDebt,"177,380,000","158,739,000","157,447,000","157,067,000","387,298,000","362,534,000"
NetDebt,"63,390,000","10,710,000",,,"347,804,000","343,705,000"
ShareIssued,"374,323,000","374,255,000","374,149,000","374,149,000","373,648,648","373,648,648"
OrdinarySharesNumber,"374,323,000","374,255,000","374,149,000","374,149,000","373,648,648","373,648,648"
