name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991
TotalAssets,"2,209,699,000","2,112,676,000","1,962,428,000","1,841,473,000","1,768,015,000","1,779,008,000","1,746,231,000","1,870,760,000","1,834,356,000","1,651,207,000","1,670,632,000","1,633,927,000","1,559,657,000","1,539,231,000","1,517,682,000","1,432,296,000","1,358,083,000","1,365,641,000","1,344,432,000","1,312,261,000","1,244,483,000","1,309,992,000","1,320,868,000","1,283,174,000","1,245,231,000","1,262,909,000","1,244,286,000","1,192,048,000","1,141,699,000","1,127,622,000","1,140,567,000","1,085,063,000","1,021,645,000","1,017,326,000","1,038,123,000","1,024,600,000","1,011,395,000","1,034,462,000","1,080,030,000","1,067,031,000","887,187,000","916,220,000","908,372,000","887,515,000","857,711,000","860,951,000","865,039,000","851,833,000","852,278,000","869,546,000","941,758,000","948,429,000","941,250,000","972,298,000","1,020,432,000","1,019,948,000","983,094,000","983,349,000","978,664,000","949,334,000","934,723,000","938,716,000","971,044,000","942,323,000","907,624,000","916,402,000","889,841,000","842,215,000","801,916,000","806,745,000","784,827,000","736,215,000","703,180,000","697,225,000","720,196,000","689,905,000","728,831,000","756,372,000","738,272,000","718,481,000","699,644,000","723,153,000","751,867,000","779,687,000","777,721,000","797,124,000","805,538,000","772,730,000","747,698,000","731,929,000","732,800,000","709,400,000","704,800,000","710,604,000","732,300,000","719,900,000","683,200,000","698,339,000","744,200,000","799,800,000","822,200,000","843,200,000","923,800,000","920,200,000","934,100,000","985,837,000","964,200,000","587,000,000","567,600,000","569,045,000","577,900,000","475,000,000","462,700,000","447,700,000","461,300,000","439,000,000","431,400,000","428,300,000","448,500,000","439,800,000","447,800,000","447,100,000"
	CurrentAssets,"860,579,000","776,053,000","953,126,000","843,531,000","768,719,000","758,168,000","730,240,000","902,043,000","869,531,000","664,402,000","657,988,000","651,450,000","606,542,000","649,226,000","631,574,000","590,066,000","532,136,000","522,349,000","519,027,000","501,684,000","464,063,000","521,989,000","532,874,000","547,879,000","533,760,000","552,083,000","580,482,000","561,905,000","529,023,000","514,989,000","524,513,000","477,224,000","432,946,000","418,485,000","434,650,000","405,293,000","378,751,000","386,050,000","408,039,000","398,540,000","430,513,000","445,086,000","445,401,000","434,617,000","409,189,000","399,684,000","402,387,000","390,447,000","382,692,000","384,742,000","389,858,000","395,297,000","397,124,000","408,190,000","443,192,000","446,900,000","411,259,000","382,417,000","373,742,000","350,066,000","341,937,000","350,957,000","380,888,000","379,630,000","352,855,000","352,541,000","320,463,000","297,293,000","274,916,000","273,682,000","251,100,000","212,740,000","188,215,000","176,577,000","185,816,000","179,167,000","180,684,000","208,372,000","194,306,000","183,721,000","181,163,000","166,960,000","187,252,000","196,518,000","210,381,000","234,453,000","267,179,000","252,623,000","245,852,000","243,099,000","242,400,000","223,700,000","225,500,000","229,700,000","249,500,000","237,500,000","218,100,000","236,896,000","263,900,000","266,600,000","260,500,000","259,105,000","302,700,000","296,500,000","294,300,000","322,487,000","325,500,000","186,400,000","184,200,000","185,799,000","199,400,000","165,200,000","166,400,000","150,600,000","158,600,000","140,000,000","137,600,000","124,500,000","139,000,000","130,000,000","127,400,000","118,600,000"
		CashCashEquivalentsAndShortTermInvestments,"101,132,000","124,959,000","468,496,000","422,586,000","360,858,000","369,362,000","351,056,000","574,009,000","530,975,000","318,488,000","308,095,000","299,388,000","254,624,000","296,992,000","253,315,000","227,320,000","179,321,000","177,173,000","166,086,000","156,717,000","139,237,000","171,118,000","189,741,000","216,317,000","204,396,000","226,570,000","261,213,000","245,852,000","212,002,000","202,951,000","203,240,000","165,165,000","131,688,000","141,260,000","136,184,000","118,432,000","104,962,000","119,756,000","119,073,000","100,237,000","183,683,000","175,255,000","168,091,000","152,413,000","129,093,000","141,866,000","145,257,000","143,944,000","123,058,000","133,193,000","190,252,000","191,367,000","188,539,000","218,735,000","231,439,000","225,125,000","196,971,000","173,178,000","147,428,000","136,424,000","126,655,000","140,326,000","145,606,000","157,639,000","129,186,000","127,006,000","105,304,000","89,202,000","72,215,000","70,873,000","45,282,000","17,129,000","8,023,000","5,251,000","2,988,000","2,954,000","4,041,000","39,644,000","12,550,000","10,192,000","3,856,000","14,860,000","13,134,000","3,709,000","19,983,000","36,742,000","6,839,000","4,473,000","4,232,000","4,319,000","4,400,000","4,400,000","4,300,000","4,543,000","4,400,000","6,300,000","-4,000,000","7,203,000",,,"700,000","1,806,000","100,000","600,000","400,000","16,945,000","200,000","5,400,000","8,800,000","3,458,000","20,500,000","17,600,000","15,700,000","7,000,000","12,000,000","13,700,000","15,300,000","5,600,000","13,400,000","13,100,000","13,700,000","7,500,000"
			CashAndCashEquivalents,"64,108,000","76,620,000","408,207,000","362,619,000","301,542,000","303,954,000","267,645,000","406,290,000","352,165,000","201,909,000","183,838,000","181,731,000","138,399,000","190,186,000","177,436,000","159,307,000","124,652,000","120,772,000","109,034,000","102,569,000","82,253,000","114,280,000","130,395,000","152,236,000","134,788,000","164,973,000","191,646,000","192,016,000","166,022,000","157,042,000","159,382,000","129,150,000","95,728,000","105,354,000","107,611,000","88,553,000","75,071,000","90,702,000","71,341,000","53,618,000","138,516,000","141,295,000","137,099,000","114,834,000","86,784,000","102,578,000","99,506,000","80,457,000","49,246,000","39,332,000","58,887,000","62,318,000","58,001,000","100,880,000","157,453,000","205,900,000","196,971,000","93,805,000","6,066,000","6,412,000","6,253,000","5,009,000","13,273,000","14,576,000","7,823,000","5,767,000","11,225,000","17,633,000","1,568,000","70,873,000","45,282,000","17,129,000","8,023,000","5,251,000","2,988,000","2,954,000","4,041,000","39,644,000","12,550,000","10,192,000","3,856,000","14,860,000","13,134,000","3,709,000","19,983,000","36,742,000","6,839,000","4,473,000","4,232,000","4,319,000","4,400,000","4,400,000","4,300,000","4,543,000","4,400,000","6,300,000","-4,000,000","7,203,000",,,"700,000","1,806,000","100,000","600,000","400,000","16,945,000","200,000","5,400,000","8,800,000","3,458,000","20,500,000","17,600,000","15,700,000","7,000,000","12,000,000","13,700,000","15,300,000","5,600,000","13,400,000","13,100,000","13,700,000","7,500,000"
				CashFinancial,"63,578,000","72,790,000","279,661,000","284,265,000","236,380,000","240,687,000","236,838,000","353,358,000","224,193,000","166,619,000","159,249,000","145,629,000","104,896,000","124,938,000","126,607,000","106,924,000","93,022,000","86,510,000","67,140,000","64,143,000","61,067,000","92,520,000","102,598,000","92,503,000","87,820,000","110,279,000","146,530,000","138,441,000","103,579,000","99,615,000","108,473,000","62,863,000","54,880,000","63,547,000","64,557,000",,"39,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"530,000","3,830,000","128,546,000","78,354,000","65,162,000","63,267,000","30,807,000","52,932,000","127,972,000","35,290,000","24,589,000","36,102,000","33,503,000","65,248,000","50,829,000","52,383,000","31,630,000","34,262,000","41,894,000","38,426,000","21,186,000","21,760,000","27,797,000","59,733,000","46,968,000","54,694,000","45,116,000","53,575,000","62,443,000","57,427,000","50,909,000","66,287,000","40,848,000","41,807,000","43,054,000",,"35,356,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"37,024,000","48,339,000","60,289,000","59,967,000","59,316,000","65,408,000","83,411,000","167,719,000","178,810,000","116,579,000","124,257,000","117,657,000","116,225,000","106,806,000","75,879,000","68,013,000","54,669,000","56,401,000","57,052,000","54,148,000","56,984,000","56,838,000","59,346,000","64,081,000","69,608,000","61,597,000","69,567,000","53,836,000","45,980,000","45,909,000","43,858,000","36,015,000","35,960,000","35,906,000","28,573,000","29,879,000","29,891,000","29,054,000","47,732,000","46,619,000","45,167,000","33,960,000","30,992,000","37,579,000","42,309,000","39,288,000","45,751,000","63,487,000","73,812,000","93,861,000","131,365,000","129,049,000","130,538,000","117,855,000","73,986,000","19,225,000","0","79,373,000","141,362,000","130,012,000","120,402,000","135,317,000","132,333,000","143,063,000","121,363,000","121,239,000","94,079,000","71,569,000","70,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"698,309,000","595,438,000","438,833,000","373,782,000","358,008,000","335,213,000","338,224,000","289,947,000","294,059,000","301,353,000","311,057,000","313,297,000","311,778,000","316,197,000","341,204,000","328,660,000","308,628,000","298,565,000","317,278,000","301,908,000","277,618,000","273,977,000","265,243,000","246,121,000","233,650,000","242,815,000","249,775,000","252,122,000","237,004,000","234,638,000","249,243,000","243,770,000","228,810,000","209,812,000","222,478,000","212,783,000","196,047,000","187,170,000","216,772,000","209,209,000","157,739,000","157,203,000","171,485,000","178,075,000","169,390,000","153,583,000","153,354,000","143,740,000","123,052,000","122,208,000","132,199,000","126,232,000","117,596,000","118,063,000","156,065,000","164,443,000","154,430,000","150,528,000","170,153,000","157,695,000","153,852,000","152,128,000","178,183,000","163,996,000","160,147,000","165,510,000","166,149,000","155,474,000","148,482,000","150,812,000","162,039,000","151,052,000","133,041,000","132,320,000","140,845,000","134,919,000","132,624,000","130,769,000","141,689,000","130,588,000","124,348,000","116,430,000","149,668,000","163,405,000","164,457,000","173,485,000","210,962,000","197,335,000","189,333,000","187,837,000","194,000,000","174,500,000","167,700,000","172,476,000","187,600,000","178,300,000","167,500,000","175,693,000","195,600,000","192,700,000","185,800,000","186,065,000","203,900,000","202,400,000","199,500,000","205,196,000","242,400,000","132,500,000","128,100,000","136,144,000","138,700,000","109,800,000","110,700,000","104,600,000","110,800,000","94,200,000","90,600,000","89,100,000","97,600,000","89,800,000","85,700,000","84,600,000"
			AccountsReceivable,"676,200,000","582,344,000","425,006,000","360,498,000","344,242,000","320,870,000","323,760,000","273,135,000","278,783,000","282,579,000","292,935,000","296,090,000","294,853,000","297,051,000","323,212,000","309,112,000","289,366,000","279,074,000","301,941,000","282,856,000","258,931,000","260,643,000","256,316,000","238,775,000","226,796,000","236,097,000","242,656,000","245,039,000","230,715,000","228,056,000","243,099,000","236,201,000","221,870,000","202,540,000","212,946,000","206,168,000","190,036,000","180,631,000","216,772,000","209,209,000","157,739,000","149,665,000","171,485,000","178,075,000","169,390,000","153,583,000","153,354,000","143,740,000","123,052,000","122,208,000","132,199,000","126,232,000","117,596,000","118,063,000","156,065,000","164,443,000","154,430,000","150,528,000","170,153,000","157,695,000","153,852,000","152,128,000","178,183,000","163,996,000","160,147,000","165,510,000","166,149,000","155,474,000","148,482,000","150,812,000","162,039,000","151,052,000","133,041,000","132,320,000","140,845,000","134,919,000","132,624,000","130,769,000","141,689,000","130,588,000","124,348,000","116,430,000","149,668,000",,"164,457,000","173,485,000",,,,"187,837,000",,,,,,,,,,,,,,,,,,,,"136,144,000",,,,,,,,,,,,
				GrossAccountsReceivable,"691,937,000","595,570,000","431,853,000","360,894,000","351,978,000","328,721,000","331,103,000","280,265,000","284,894,000","288,027,000","298,483,000","302,328,000","301,508,000","304,431,000","330,687,000","317,169,000","297,203,000","286,731,000","308,254,000","288,902,000","264,214,000","266,080,000","261,434,000","243,564,000","231,195,000","240,922,000","247,967,000","251,022,000","236,368,000","233,787,000","248,712,000","241,149,000","226,386,000","207,073,000","217,591,000","211,607,000","195,396,000","185,880,000","222,808,000","213,693,000","162,791,000","155,622,000","178,956,000","185,026,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
