name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
TotalRevenue,"498,340,000","194,391,000","162,950,000","71,465,000","69,532,000","69,375,000","68,361,000","65,067,000","63,305,000","69,912,000","75,233,000","74,943,000","81,480,000","83,515,000","86,939,000","85,747,000","91,736,000","89,763,000","88,919,000","87,138,000","92,649,000","90,112,000","88,875,000","89,122,000","87,575,000","88,550,000","89,295,000","87,147,000","83,735,000","86,828,000","87,449,000","88,576,000","40,843,000","42,660,000","35,622,230","32,671,623","30,984,716","32,073,115","26,296,604","25,430,702","25,130,790","26,397,994","26,672,414","25,461,283","25,330,656","24,445,022","25,903,496","25,155,856","24,801,116","25,555,634","28,796,576","25,927,804","30,149,095","30,418,628","39,842,305","35,001,137","34,821,100","33,035,766","38,534,285","33,946,485","35,821,059","30,452,947","39,485,640","33,068,435","30,940,724","28,433,058","32,531,239","24,418,066","22,741,533","19,674,016","22,523,710","11,943,428","7,879,000","15,444,000","9,285,765","7,372,289","6,870,157"
	OperatingRevenue,"498,340,000","194,391,000","162,950,000","71,465,000","69,532,000","69,375,000","68,361,000","65,067,000","63,305,000","69,912,000","75,233,000","74,943,000","81,480,000","83,515,000","69,014,000","67,562,000","74,072,000","71,390,000","70,667,000","69,481,000","74,128,000","71,542,000","71,084,000","71,591,000","70,569,000","70,395,000","70,951,000","70,360,000","67,246,000","68,213,000","69,759,000","70,971,000","32,528,000","33,497,000","28,550,619","26,413,686","25,275,448","26,360,583","6,118,249","25,430,702","25,130,790","26,397,994","26,672,414","25,461,283","25,330,656","24,445,022","25,903,496","25,155,856","24,801,116","25,555,634","28,796,576","25,927,804","30,149,095","30,418,628","39,842,305","35,001,137","34,821,100","33,035,766","39,385,648","33,994,509","35,920,638","30,523,243","39,550,109","33,140,696","30,238,465","28,433,058","32,505,014","24,494,451","22,868,089","19,674,016","21,807,959","11,943,428","7,921,508","15,444,000","9,285,765","7,372,289","6,870,157"
CostOfRevenue,"138,209,000","52,787,000","47,539,000","19,106,000","18,777,000","19,669,000","19,878,000","19,692,000","17,573,000","19,735,000","20,638,000","20,681,000","21,397,000","21,637,000","23,199,000","23,297,000","23,013,000","23,224,000","23,489,000","22,685,000","23,367,000","23,283,000","22,980,000","22,606,000","21,849,000","23,327,000","24,537,000","22,039,000","21,556,000","22,745,000","22,545,000","22,482,000","11,194,000","12,428,000","10,724,984","9,172,854","8,742,355","8,888,389","8,058,810","7,552,563","7,491,816","8,548,101","8,064,635","8,112,945","8,295,487","8,272,869","18,531,404","5,643,438","8,534,320","9,708,984","11,241,786","9,545,069","12,719,344","13,943,681","16,860,243","6,139,131","7,024,400","3,764,234","10,950,145","6,539,643","9,521,852","5,065,374","13,021,605","7,795,070","7,899,325","7,185,364","10,203,261","4,355,163","4,390,955","2,908,384","6,938,833","2,879,544","1,240,376",,"3,254,885","3,154,618","3,848,007"
GrossProfit,"360,131,000","141,604,000","115,411,000","52,359,000","50,755,000","49,706,000","48,483,000","45,375,000","45,732,000","50,177,000","54,595,000","54,262,000","60,083,000","61,878,000","63,740,000","62,450,000","68,723,000","66,539,000","65,430,000","64,453,000","69,282,000","66,829,000","65,895,000","66,516,000","65,726,000","65,223,000","64,758,000","65,108,000","62,179,000","64,083,000","64,904,000","66,094,000","29,649,000","30,232,000","24,897,246","23,498,769","22,242,361","23,184,726","18,237,794","17,878,139","17,638,974","17,849,893","18,607,779","17,348,338","17,035,169","16,172,153","7,372,092","19,512,418","16,266,796","15,846,650","17,554,790","16,382,735","17,429,751","16,474,947","22,982,062","28,862,006","27,796,700","29,271,532","27,584,140","27,406,842","26,299,207","25,387,573","26,464,035","25,273,365","23,041,399","21,247,694","22,327,978","20,062,903","18,350,578","16,765,632","15,584,877","9,063,884","6,638,624",,"6,030,880","4,217,671","3,022,150"
OperatingExpense,"331,347,000","134,813,000","120,143,000","38,434,000","37,957,000","37,910,000","42,672,000","40,435,000","37,987,000","38,394,000","38,456,000","38,694,000","41,750,000","41,412,000","41,255,000","41,723,000","46,004,000","44,501,000","46,118,000","48,224,000","48,198,000","51,300,000","48,314,000","50,624,000","51,468,000","47,531,000","42,862,000","47,108,000","45,778,000","45,441,000","43,124,000","48,322,000","22,050,000","20,546,000","15,994,574","17,508,448","15,991,737","13,895,170","11,514,376","12,891,386","12,329,986","11,552,112","10,821,396","10,199,363","11,307,142","11,025,325","1,074,419","15,149,458","13,420,182","9,920,825","9,474,974","9,253,913","10,276,146","8,854,908","18,218,310","17,552,155","17,134,822","17,511,003","16,220,090","15,704,236","16,359,402","16,904,567","17,225,422","13,342,055","15,841,794","14,494,833","14,015,227","11,277,608","10,372,058","10,476,216","11,203,708","7,007,938","4,867,554","-9,096,000","3,834,018","2,666,113","2,368,266"
	SellingGeneralAndAdministration,"40,017,000","13,309,000","10,308,000","8,241,000","8,159,000","7,276,000","10,854,000","6,482,000","6,578,000","6,926,000","7,691,000","6,709,000","7,037,000","6,777,000","4,956,000","4,865,000","5,553,000","5,945,000","5,360,000","5,431,000","5,488,000","5,470,000","5,375,000","5,081,000","7,627,000","5,291,000","4,578,000","4,559,000","4,566,000","5,006,000","3,685,000","3,939,000","2,313,000","3,106,000","2,141,730","2,114,828","1,815,940","2,141,613","1,862,785","1,647,116","1,843,087","1,823,720","1,619,726","1,402,299","1,413,918","1,848,452","1,480,980","1,260,314","1,254,792","1,375,970","1,432,151","1,388,645","1,547,357","1,343,470","1,461,951","1,452,845","1,259,407","1,709,949","1,540,623","1,702,354","1,628,848","1,427,076","1,072,282","1,305,599","1,601,176","1,343,537","1,706,052","1,112,313","1,277,102","1,165,774","1,200,641","929,989","738,483","1,763,000","1,942,567","308,888","427,232"
		GeneralAndAdministrativeExpense,"40,017,000","13,309,000","10,308,000","8,241,000","8,159,000","7,276,000","10,854,000","6,482,000","6,578,000","6,926,000","7,691,000","6,709,000","7,037,000","6,777,000","4,956,000","4,865,000","5,553,000","5,945,000","5,360,000","5,431,000","5,488,000","5,470,000","5,375,000","5,081,000","7,627,000","5,291,000","4,578,000","4,559,000","4,566,000","5,006,000","3,685,000","3,939,000","2,313,000","3,106,000","2,141,730","2,114,828","1,815,940","2,141,613","1,862,783",,,,,,,,,,,,,,,,,,"1,259,407","1,709,949","1,540,623","1,702,354","1,628,848","1,427,076","1,072,282","1,305,599","1,601,176","1,343,537","1,706,052","1,112,313","1,277,102","1,165,774","1,200,641","929,989","738,483","1,763,000",,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,259,407","1,709,949","1,540,623","1,702,354","1,628,848","1,427,076","1,072,282","1,305,599","1,601,176","1,343,537","1,706,052","1,112,313","1,277,102","1,165,774","-276,471","9,887,482","738,483","1,763,000",,,
			OtherGandA,"40,017,000","13,309,000","10,308,000","8,241,000","8,159,000","7,276,000","10,854,000","6,482,000","6,578,000","6,926,000","7,691,000","6,709,000","7,037,000","6,777,000","4,956,000","4,865,000","5,553,000","5,945,000","5,360,000","5,431,000","5,488,000","5,470,000","5,375,000","5,081,000","7,627,000","5,291,000","4,578,000","4,559,000","4,566,000","5,006,000","3,685,000","3,939,000","2,313,000","3,106,000","2,141,730","2,114,828","1,815,940","2,141,613","1,862,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,957,493",,,,,
	DepreciationAmortizationDepletionIncomeStatement,"291,330,000","121,504,000","109,835,000","30,193,000","29,798,000","30,634,000","31,818,000","33,953,000","31,409,000","31,468,000","30,765,000","31,985,000","34,713,000","34,635,000","36,299,000","36,858,000","40,451,000","38,556,000","40,758,000","42,793,000","42,710,000","45,830,000","42,939,000","45,543,000","43,841,000","42,240,000","43,116,000","42,549,000","41,212,000","40,435,000","39,439,000","44,383,000","19,737,000","17,440,000","13,852,844","15,393,620","14,175,797","11,753,557","9,651,591","11,244,270","10,486,899","9,728,392","9,201,670","8,797,064","9,893,224","9,176,873","9,290,845","10,731,138","12,165,390","8,544,855","8,042,823","7,865,268","8,728,789","7,511,438","10,531,077","8,295,167","8,466,474","8,153,857","7,926,333","7,041,516","8,133,718","8,749,203","7,091,643","7,209,586","7,842,914","7,522,235","5,787,559","5,568,967","5,485,927","4,948,683","6,176,751","2,819,318","1,542,273",,"748,661","878,943","736,184"
		DepreciationAndAmortizationInIncomeStatement,"291,330,000","121,504,000","109,835,000","30,193,000","29,798,000","30,634,000","31,818,000","33,953,000","31,409,000","31,468,000","30,765,000","31,985,000","34,713,000","34,635,000","36,299,000","36,858,000","40,451,000","38,556,000","40,758,000","42,793,000","42,710,000","45,830,000","42,939,000","45,543,000","43,841,000","42,240,000","43,116,000","42,549,000","41,212,000","40,435,000","39,439,000","44,383,000","19,737,000","17,440,000","13,852,844","15,393,620","14,175,797","11,753,557","9,651,591","11,244,270","10,486,899","9,728,392","9,201,670","8,797,064","9,893,224","9,176,873","9,290,845","10,731,138","12,165,390","8,544,855","8,042,823","7,865,268","8,728,789","7,511,438","10,531,077","8,295,167","8,466,474","8,153,857","7,926,333","7,041,516","8,133,718","8,749,203","7,091,643","7,209,586","7,842,914","7,522,235","5,787,559","5,568,967","5,485,927","4,948,683","6,176,751","2,819,318","1,542,273",,"748,661","878,943","736,184"
	OtherTaxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,158,006",,,,"2,735,820",,,,,,,"-28,175,170","-23,374,473","-25,881,254","-22,445,504","-28,320,671","-22,073,907","-23,741,119","-21,592,224","-24,218,488","-15,632,771","-15,542,682","-13,384,600",,,"-6,107,930","-10,859,000",,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,751,817","7,804,143","7,408,941","7,647,197","34,928,304","30,334,839","32,478,090","29,173,792","37,382,168","26,900,777","30,138,823","27,221,285","30,740,104","20,229,099","19,151,711","17,746,359","-18,898,768","3,258,631","8,694,728",,"1,142,790","1,478,282","1,204,850"
OperatingIncome,"28,784,000","6,791,000","-4,732,000","13,925,000","12,798,000","11,796,000","5,811,000","4,940,000","7,745,000","11,783,000","16,139,000","15,568,000","18,333,000","20,466,000","22,485,000","20,727,000","22,719,000","22,038,000","19,312,000","16,229,000","21,084,000","15,529,000","17,581,000","15,892,000","14,258,000","17,692,000","21,896,000","18,000,000","16,401,000","18,642,000","21,780,000","17,772,000","7,599,000","9,686,000","8,902,672","5,990,321","6,250,624","9,289,556","6,723,418","4,986,753","5,308,988","6,297,781","7,786,383","7,148,975","5,728,027","5,146,828","6,297,673","4,362,960","2,846,614","5,925,825","8,079,816","7,128,822","7,153,605","7,620,039","4,763,752","11,309,851","10,661,878","11,760,529","11,364,050","11,702,606","9,939,805","8,483,006","9,238,613","11,931,310","7,199,605","6,752,861","8,312,751","8,785,295","7,978,520","6,289,416","4,381,169","2,055,946","1,771,070","24,540,000","2,196,862","1,551,558","653,884"
NetNonOperatingInterestIncomeExpense,"-73,719,000","-25,514,000","-23,061,000","-12,878,000","-12,266,000","-12,242,000","-12,284,000","-12,550,000","-13,271,000","-12,293,000","-12,384,000","-14,302,000","-16,124,000","-16,459,000","-17,644,000","-16,058,000","-16,746,000","-16,337,000","-16,452,000","-16,372,000","-16,433,000","-16,445,000","-17,613,000","-17,139,000","-15,500,000","-15,325,000","-15,437,000","-13,881,000","-13,181,000","-13,933,000","-15,222,000","-15,386,000","-7,522,000","-7,383,000","-7,004,658","-7,600,413","-7,752,529","-7,131,775","-6,495,927","-6,481,825","-6,398,553","-6,604,828","-6,981,496","-6,567,870","-5,840,521","-5,901,625","-7,219,072","-6,978,767","-7,237,738","-7,096,863","-6,567,135","-6,815,787","-6,991,624","-6,776,508","-7,254,291","-7,512,825","-7,351,499","-7,253,566",,,,,,,,,,,,,,,,,,,
