name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2007,06/30/2007,03/31/2007
TotalAssets,"4,123,226,000","4,133,746,000","4,134,063,000","4,120,513,000","4,142,130,000","4,179,179,000","4,134,125,000","4,151,733,000","4,001,863,000","4,006,108,000","4,020,076,000","4,062,908,000","4,082,663,000","4,039,599,000","4,028,188,000","4,089,511,000","4,112,793,000","4,112,292,000","4,189,578,000","4,306,579,000","4,440,004,000","4,505,529,000","4,743,943,000","4,905,368,000","4,923,913,000","4,893,968,000","4,908,264,000","4,796,721,000","4,701,173,000","4,629,941,000","4,678,837,000","4,653,337,000","4,626,690,000","4,661,811,000","4,629,304,000","4,630,487,000","4,624,493,000","4,442,296,000","2,568,800,000","2,647,618,000","2,663,488,000"
TotalLiabilitiesNetMinorityInterest,"3,764,670,000","3,726,150,000","3,728,193,000","3,721,405,000","3,754,241,000","3,739,005,000","3,699,318,000","3,662,674,000","3,527,042,000","3,532,997,000","3,546,028,000","3,598,675,000","3,632,894,000","3,603,385,000","3,600,524,000","3,651,664,000","3,679,916,000","3,680,166,000","3,749,406,000","3,867,110,000","3,999,052,000","4,070,879,000","4,305,427,000","4,469,458,000","4,491,660,000","4,467,419,000","4,491,382,000","4,386,694,000","4,297,454,000","4,232,047,000","4,287,929,000","4,267,655,000","4,246,844,000","4,286,874,000","4,258,089,000","4,263,226,000","4,260,688,000","4,082,932,000","2,276,624,000","2,356,528,000","2,373,303,000"
TotalEquityGrossMinorityInterest,"358,556,000","407,596,000","405,870,000","399,108,000","387,889,000","440,174,000","434,807,000","489,059,000","474,821,000","473,111,000","474,048,000","464,233,000","449,769,000","436,214,000","427,664,000","437,847,000","432,877,000","432,126,000","440,172,000","439,469,000","440,952,000","434,650,000","438,516,000","435,910,000","432,253,000","426,549,000","416,882,000","410,027,000","403,719,000","397,894,000","390,908,000","385,682,000","379,846,000","374,937,000","371,215,000","367,261,000","363,805,000","359,364,000","292,176,000","291,090,000","290,185,000"
	StockholdersEquity,"358,556,000","407,596,000","405,870,000","399,108,000","387,889,000","440,174,000","434,807,000","489,059,000","474,821,000","473,111,000","474,048,000","464,233,000","449,769,000","436,214,000","427,664,000","437,847,000","432,877,000","432,126,000","440,172,000","439,469,000","440,952,000","434,650,000","438,516,000","435,910,000","432,253,000","426,549,000","416,882,000","410,027,000","403,719,000","397,894,000","390,908,000","385,682,000","379,846,000","374,937,000","371,215,000","367,261,000","363,805,000","359,364,000","292,176,000","291,090,000","290,185,000"
		CapitalStock,"24,987,000","26,431,000","26,461,000","26,467,000","26,468,000","26,385,000","26,387,000","26,385,000","26,386,000","26,334,000","26,334,000","26,334,000","26,308,000","26,270,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000",,,
			CommonStock,"24,987,000","26,431,000","26,461,000","26,467,000","26,468,000","26,385,000","26,387,000","26,385,000","26,386,000","26,334,000","26,334,000","26,334,000","26,308,000","26,270,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000","26,258,000",,,
			OtherCapitalStock,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"121,045,000","143,988,000","144,153,000","143,874,000","143,582,000","143,457,000","143,244,000","143,016,000","142,792,000","142,492,000","142,380,000","142,268,000","142,183,000","142,175,000","142,178,000","142,178,000","142,178,000","142,178,000","142,178,000","142,178,000",,,,,,,,,,,,,,,,,,,"156,782,000","156,782,000","156,782,000"
		RetainedEarnings,"244,798,000","235,475,000","229,865,000","218,692,000","213,260,000","254,611,000","251,669,000","309,347,000","304,892,000","304,158,000","300,552,000","292,951,000","285,124,000","277,835,000","274,429,000","281,958,000","274,759,000","265,930,000","270,604,000","271,033,000","414,694,000","408,392,000","412,258,000","409,652,000","405,995,000","400,291,000","390,624,000","383,769,000","377,461,000","371,636,000","364,650,000","359,424,000","353,588,000","348,679,000","344,957,000","341,003,000","337,547,000","333,106,000","135,394,000","134,308,000","133,403,000"
		GainsLossesNotAffectingRetainedEarnings,"-32,274,000","1,702,000","5,391,000","10,075,000","4,579,000","15,721,000","13,507,000","10,311,000","751,000","127,000","4,782,000","2,680,000","-3,846,000","-10,066,000","-15,201,000","-12,547,000","-10,318,000","-2,240,000","1,132,000",,,,,,,,,,,,,,,,,,,,,,
