name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"486,611,000","494,483,000","501,020,000","511,503,000","535,088,000","539,971,000","551,442,000","427,278,000","456,677,000","513,307,000","518,738,000","507,899,000","444,991,000","436,967,000","429,176,000","281,440,000","280,469,000","288,683,000","292,629,000","297,982,000","210,727,000","227,654,000","230,960,000","240,929,000","250,383,000","263,722,000","271,155,000","279,523,000","275,289,000","300,125,000","181,952,000","181,727,000","186,455,000","179,828,000","162,037,000","152,747,000","152,396,000","146,479,000","141,148,000","125,762,000","118,651,000","121,259,000","112,463,000","106,240,000","100,872,000","98,128,000","86,477,000","93,905,000","91,585,000","85,329,000","85,905,000","80,559,000","77,566,000","76,594,000","78,314,000","73,706,000","74,821,000","68,980,123","64,417,751","29,539,811","25,701,568","63,046,409","50,289,643"
	CurrentAssets,"286,798,000","283,529,000","368,130,000","374,876,000","394,145,000","394,300,000","405,219,000","289,313,000","320,596,000","385,945,000","389,327,000","395,250,000","329,172,000","346,143,000","338,595,000","189,787,000","187,175,000","202,056,000","204,123,000","244,238,000","157,417,000","173,657,000","179,313,000","189,331,000","197,839,000","211,041,000","216,951,000","224,604,000","220,422,000","240,289,000","107,936,000","105,448,000","107,861,000","137,129,000","141,807,000","131,821,000","131,403,000","127,426,000","124,413,000","111,612,000","107,303,000","110,674,000","102,258,000","96,734,000","91,976,000","89,490,000","80,444,000","86,816,000","84,429,000","78,627,000","80,609,000","75,327,000","72,605,000","71,396,000","73,333,000","68,612,000","68,560,000","63,324,051","58,783,446","22,706,660","20,608,857","58,529,166","47,268,180"
		CashCashEquivalentsAndShortTermInvestments,"217,393,000","227,553,000","308,642,000","318,326,000","323,929,000","329,134,000","322,352,000","220,157,000","251,782,000","306,077,000","319,162,000","329,562,000","272,636,000","295,476,000","281,889,000","141,867,000","148,146,000","160,505,000","157,359,000","203,969,000","117,868,000","134,035,000","146,160,000","145,105,000","153,651,000","164,270,000","157,445,000","157,028,000","154,147,000","161,019,000","40,413,000","30,034,000","47,040,000","44,688,000","90,774,000","88,227,000","82,462,000","83,558,000","72,644,000","71,162,000","70,913,000","68,457,000","66,403,000","64,396,000","61,864,000","55,918,000","53,063,000","60,771,000","61,335,000","62,449,000","55,937,000","53,746,000","52,020,000","51,979,000","48,052,000","48,816,000","45,483,000","44,377,863","40,011,604","4,168,465","5,568,985","42,540,180","38,489,803"
			CashAndCashEquivalents,"217,393,000","227,553,000","308,642,000","318,326,000","323,929,000","329,134,000","322,352,000","220,157,000","251,782,000","306,077,000","319,162,000","329,562,000","272,636,000","295,476,000","281,889,000","141,867,000","148,146,000","160,505,000","157,359,000","197,969,000","111,868,000","118,039,000","95,208,000","103,151,000","118,700,000","161,770,000","134,948,000","145,831,000","141,660,000","161,019,000","40,413,000","30,034,000","47,040,000","44,688,000","90,774,000","88,227,000","82,462,000","83,558,000","72,644,000","71,162,000","70,913,000","68,457,000","66,403,000","64,396,000","61,499,000","55,845,000","53,063,000","60,771,000","61,335,000","62,449,000","55,937,000","53,746,000","52,020,000","51,979,000","48,052,000","48,816,000","45,483,000","44,377,863","40,011,604","4,168,465","5,568,985","42,540,180","38,489,803"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"0","0","6,000,000","6,000,000","15,996,000","50,952,000","41,954,000","34,951,000","2,500,000","22,497,000","11,197,000","12,487,000",,,,,,,,,,,,,"0","0","0","365,000","73,000",,,,,,,,,,,,,,,,,
		Receivables,"52,803,000","40,581,000","43,125,000","41,295,000","53,665,000","49,578,000","67,940,000","54,677,000","53,591,000","65,074,000","55,986,000","53,069,000","45,598,000","41,822,000","46,170,000","39,349,000","29,031,000","32,484,000","34,641,000","33,258,000","32,744,000","33,285,000","26,443,000","36,770,000","37,985,000","39,115,000","50,490,000","60,213,000","58,232,000","71,095,000","52,111,000","62,047,000","50,501,000","46,566,000","44,627,000","37,553,000","42,742,000","38,801,000","46,953,000","36,528,000","27,865,000","33,864,000","27,722,000","24,839,000","22,875,000","27,402,000","19,591,000","20,957,000","18,999,000","12,035,000","20,050,000","17,672,000","17,628,000","16,179,000","21,758,000","16,856,000","19,803,000","14,896,176","14,921,151","16,010,472","12,139,158","13,788,989","7,429,022"
			AccountsReceivable,"52,803,000","38,398,000","43,125,000","41,295,000","53,665,000","50,257,000","67,940,000","54,677,000","53,591,000","59,606,000","55,986,000","53,069,000","45,598,000","41,822,000","46,170,000","39,349,000","29,031,000","32,484,000","34,641,000","33,258,000","32,744,000","33,285,000","26,443,000","36,770,000","37,985,000","39,115,000","50,490,000","60,213,000","58,232,000","71,095,000","52,111,000","62,047,000","50,501,000","46,566,000","44,627,000","37,553,000","42,742,000","38,801,000","46,953,000","36,528,000","27,865,000","33,864,000","27,722,000","24,839,000","22,875,000","27,402,000","19,591,000","20,957,000","18,999,000","12,035,000","20,050,000","17,672,000","17,628,000","16,179,000","21,758,000","16,856,000","19,803,000","14,896,176","14,921,151","16,010,472","12,139,158","13,788,989","7,429,022"
				GrossAccountsReceivable,"53,842,000","41,787,000","44,168,000","42,477,000","57,228,000","50,257,000",,"59,659,000","56,401,000","59,606,000","56,954,000","54,046,000","46,572,000","42,800,000","47,151,000","40,332,000","29,791,000","33,244,000","35,401,000","34,018,000","33,504,000","34,045,000","26,803,000","37,217,000","38,475,000","39,701,000","51,490,000","61,147,000","58,946,000","71,963,000","52,881,000","62,863,000","51,361,000","47,626,000","45,347,000","38,243,000","43,442,000","39,561,000","47,813,000","37,388,000","28,775,000","34,994,000","28,672,000","25,789,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,039,000","-1,206,000","-1,043,000","-1,182,000","-3,563,000","-4,122,000",,"-4,982,000","-2,810,000","-214,000","-968,000","-977,000","-974,000","-978,000","-981,000","-983,000","-760,000","-760,000","-760,000","-760,000","-760,000","-760,000","-360,000","-447,000","-490,000","-586,000","-1,000,000","-934,000","-714,000","-868,000","-770,000","-816,000","-860,000","-1,060,000","-720,000","-690,000","-700,000","-760,000","-860,000","-860,000","-910,000","-1,130,000","-950,000","-950,000",,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"3,389,000",,,,"3,443,000",,,,"5,682,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,"-1,206,000",,,,"-4,122,000",,,,"-214,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"10,719,000","9,623,000","10,513,000","9,376,000","10,668,000","9,647,000","9,010,000","8,591,000","9,394,000","9,038,000","8,764,000","7,692,000","6,444,000","4,756,000","7,123,000","5,518,000","7,294,000","9,067,000","12,123,000","7,011,000","6,805,000","6,337,000","6,710,000","7,456,000","6,203,000","7,656,000","8,916,000","7,263,000","7,943,000","8,075,000","13,090,000","10,866,000","7,842,000","6,157,000","6,406,000","6,041,000","6,199,000","5,067,000","4,816,000","3,922,000","8,525,000","8,353,000","8,133,000","7,499,000","7,237,000","6,170,000","7,717,000","5,015,000","4,095,000","4,143,000","4,622,000","3,909,000","2,957,000","3,238,000","3,523,000","443,000","3,274,000","4,050,012","3,850,691","2,527,723","2,900,714","2,199,997","1,349,355"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000","100,000","100,000","100,000","2,322,000","2,501,000","2,478,000","39,718,000",,,,,,,,,,,,,"73,000","73,000",,,,,,,,,,,,,,,
		CurrentDeferredAssets,"5,883,000","5,772,000","5,850,000","5,879,000","5,883,000","5,941,000","5,917,000","5,888,000","5,829,000","5,756,000","5,415,000","4,927,000","4,494,000","4,089,000","3,413,000","3,053,000","2,704,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,497,000",,,,,,,
	TotalNonCurrentAssets,"199,813,000","210,954,000","132,890,000","136,627,000","140,943,000","145,671,000","146,223,000","137,965,000","136,081,000","127,362,000","129,411,000","112,649,000","115,819,000","90,824,000","90,581,000","91,653,000","93,294,000","86,627,000","88,506,000","53,744,000","53,310,000","53,997,000","51,647,000","51,598,000","52,544,000","52,681,000","54,204,000","54,919,000","54,867,000","59,836,000","74,016,000","76,279,000","78,594,000","42,699,000","20,230,000","20,926,000","20,993,000","19,053,000","16,735,000","14,150,000","11,348,000","10,585,000","10,205,000","9,506,000","8,896,000","8,638,000","6,033,000","7,089,000","7,156,000","6,702,000","5,296,000","5,232,000","4,961,000","5,198,000","4,981,000","5,094,000","6,261,000","5,656,072","5,634,305","6,833,151","5,092,711","4,517,243","3,021,463"
