name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
TotalRevenue,"1,447,547,000","210,226,000","805,676,000","219,188,000","212,457,000","190,580,000","213,701,000","154,440,000","156,173,000","175,175,000","284,161,000","231,172,000","431,316,000","353,890,000","464,693,000","257,160,000","181,005,000","161,679,000","300,983,000","258,736,000","308,639,000","231,762,000","282,382,000","240,806,000","272,151,000","239,666,000","229,393,000","203,442,000","209,163,000","155,090,000","207,053,000","119,228,000","209,631,000","98,653,000","133,953,000","103,514,000","147,052,000","90,091,000","108,369,000","94,815,000","93,939,000","79,765,000","84,878,000","86,890,000","50,823,000","53,101,000","50,838,000","32,460,000","30,629,000","28,790,000","30,968,000","30,260,000"
	OperatingRevenue,"1,298,634,000","190,689,000","774,039,000","162,838,000","171,068,000","167,337,000","190,745,000","118,692,000","127,489,000","118,521,000","246,490,000","172,610,000","383,606,000","321,832,000","432,280,000","216,812,000","152,023,000","134,939,000","267,131,000","236,660,000","286,611,000","204,324,000","258,065,000","223,016,000","253,876,000","222,901,000","210,871,000","180,681,000","188,323,000","135,833,000","185,647,000","101,224,000","193,176,000","84,680,000","119,395,000","86,253,000","130,232,000","78,531,000","42,543,000","94,815,000","93,939,000","79,765,000","84,878,000","86,890,000","50,823,000","48,577,000","50,838,000","32,460,000","30,629,000","23,971,000","30,968,000","30,260,000"
CostOfRevenue,"904,289,000","119,603,000","524,843,000","132,401,000","125,798,000","144,852,000","114,081,000","92,618,000","95,120,000","195,687,000","157,559,000","137,566,000","339,157,000","238,853,000","324,289,000","157,088,000","132,234,000","105,912,000","196,453,000","175,732,000","196,270,000","142,934,000","173,869,000","158,400,000","162,929,000","141,197,000","137,209,000","121,708,000","138,049,000","98,815,000","125,412,000","78,891,000","94,460,000","67,620,000","83,557,000","74,372,000","85,436,000","62,753,000","65,248,000","61,110,000","60,665,000","55,781,000","57,108,000","67,199,000","33,286,000","38,669,000","111,347,000","0","25,999,000","23,111,000","103,271,000","0"
GrossProfit,"543,258,000","90,623,000","280,833,000","86,787,000","86,659,000","45,728,000","99,620,000","61,822,000","61,053,000","-20,512,000","126,602,000","93,606,000","92,159,000","115,037,000","140,404,000","100,072,000","48,771,000","55,767,000","104,530,000","83,004,000","112,369,000","88,828,000","108,513,000","82,406,000","109,222,000","98,469,000","92,184,000","81,734,000","71,114,000","56,275,000","81,641,000","40,337,000","115,171,000","31,033,000","50,396,000","29,142,000","61,616,000","27,338,000","43,121,000","33,705,000","33,274,000","23,984,000","27,770,000","19,691,000","17,537,000","14,432,000","-60,509,000","32,460,000","4,630,000","5,679,000","-72,303,000","30,260,000"
OperatingExpense,"293,656,000","77,958,000","71,284,000","76,793,000","69,265,000","80,804,000","81,251,000","75,939,000","69,455,000","106,103,000","108,384,000","71,168,000","58,616,000","61,288,000","70,150,000","57,760,000","57,066,000","53,228,000","61,002,000","58,869,000","58,236,000","43,489,000","49,141,000","45,958,000","35,586,000","45,978,000","51,993,000","45,190,000","45,542,000","39,818,000","44,497,000","16,487,000","23,390,000","17,086,000","6,966,000","18,442,000","13,826,000","18,044,000","16,180,000","16,343,000","14,217,000","14,880,000","14,201,000","17,473,000","11,848,000","8,442,000","442,786,000","33,078,000","9,092,000","8,686,000","429,897,000","72,687,000"
	SellingGeneralAndAdministration,"86,115,000","25,891,000","20,857,000","19,033,000","20,334,000","21,766,000","24,647,000","23,441,000","22,233,000","39,081,000","68,328,000","32,519,000","30,072,000","25,332,000","32,830,000","20,645,000","26,886,000","24,264,000","26,459,000","22,362,000","22,944,000","18,117,000","25,083,000","21,128,000","20,053,000","20,324,000","24,250,000","18,526,000","19,606,000","18,963,000","24,431,000","14,759,000","17,497,000","16,882,000","14,156,000","11,914,000","6,769,000","11,171,000","8,527,000","9,339,000","8,160,000","9,822,000","11,601,000","9,990,000","8,359,000","5,232,000","20,783,000","248,000","4,861,000","4,135,000","22,285,000","278,000"
		GeneralAndAdministrativeExpense,"86,115,000","25,891,000","20,857,000","19,033,000","20,334,000","21,766,000","24,647,000","23,441,000","22,233,000","39,081,000","68,328,000","32,519,000","30,072,000","25,332,000","32,830,000","20,645,000","26,886,000","24,264,000","26,459,000","22,362,000","22,944,000","18,117,000","25,083,000","21,128,000","20,053,000","20,324,000","24,250,000","18,526,000","19,606,000","18,963,000","24,431,000","14,759,000","17,497,000","16,882,000","14,156,000","11,914,000","6,769,000","11,171,000","8,527,000","9,339,000","8,160,000","9,822,000",,"9,990,000","8,359,000","5,232,000",,,"4,861,000","4,135,000",,
			OtherGandA,"86,115,000","25,891,000","20,857,000","19,033,000","20,334,000","21,766,000","24,647,000","23,441,000","22,233,000","39,081,000","68,328,000","32,519,000","30,072,000","25,332,000","32,830,000","20,645,000","26,886,000","24,264,000","26,459,000","22,362,000","22,944,000","18,117,000","25,083,000","21,128,000","20,053,000","20,324,000","24,250,000","18,526,000","19,606,000","18,963,000","24,431,000","14,759,000","17,497,000","16,882,000","14,156,000","11,914,000","6,769,000","11,171,000",,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,"5,702,000","8,765,000","7,218,000","7,188,000","6,078,000","5,717,000","5,866,000","4,716,000","4,205,000","6,598,000","4,716,000","6,339,000","4,531,000","5,990,000","7,639,000","5,594,000","6,243,000","6,874,000",,"5,299,000",,,,,,,,,,,,,,,"248,000",,,,"278,000"
	DepreciationAmortizationDepletionIncomeStatement,"204,385,000","48,593,000","49,705,000","56,299,000","49,788,000","49,308,000","56,472,000","52,395,000","46,963,000","61,637,000","40,656,000","40,093,000","38,918,000","36,131,000","38,167,000","31,123,000","29,087,000","28,188,000","36,059,000","35,899,000","34,770,000","25,524,000","24,618,000","23,322,000","24,952,000","22,972,000","27,420,000","24,998,000","25,069,000","21,510,000","20,958,000","13,018,000","11,473,000","10,509,000","10,635,000","9,986,000","6,780,000","6,444,000","6,714,000","6,764,000","5,893,000","5,058,000","3,190,000","7,208,000","3,185,000","3,199,000","4,028,000","4,109,000","3,975,000","4,450,000","4,620,000","4,434,000"
