name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
MarketCap,"1,981,542,171","4,762,529,100","4,505,724,600","3,064,908,000","3,003,886,560","3,528,659,400","1,394,798,700","268,228,800","257,306,000","175,259,340","282,800,250"
PeRatio,"19.886","51.742","54.088","52.262","67.452","104.537","68.297","13.263","13.049","7.067","10.114"
ForwardPeRatio,"13.908","45.455","39.216","30.488","45.872","60.241","51.546","12.739","15.221",,"17.889"
PsRatio,"8.811","22.84","23.702","20.991","22.788","30.718","17.137","3.402","3.38","2.203","3.549"
PbRatio,"1.281","2.96","4.203","3.521","4.209","11.99","4.932","1","1.068","0.771","1.288"
