name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,12/31/2017
		PayablesAndAccruedExpenses,"710,000,000","666,000,000","527,000,000","525,000,000","502,000,000","509,000,000","530,000,000","527,000,000","539,000,000","582,000,000","704,000,000","642,000,000","634,000,000","571,888,000","473,669,000","508,382,000"
			Payables,"526,000,000","466,000,000","465,000,000","470,000,000","445,000,000","442,000,000","457,000,000","477,000,000","494,000,000","538,000,000","509,000,000","463,000,000","450,000,000","458,375,000","355,863,000","392,083,000"
				AccountsPayable,"507,000,000","442,000,000","428,000,000","427,000,000","416,000,000","405,000,000","416,000,000","429,000,000","466,000,000","520,000,000","483,000,000","425,000,000","431,000,000","441,453,000","335,644,000","375,782,000"
				TotalTaxPayable,"19,000,000","24,000,000","37,000,000","43,000,000","29,000,000","37,000,000","41,000,000","48,000,000","28,000,000","18,000,000","26,000,000","38,000,000","19,000,000","16,922,000","20,219,000","16,301,000"
			CurrentAccruedExpenses,"184,000,000","200,000,000","62,000,000","55,000,000","57,000,000","67,000,000","73,000,000","50,000,000","45,000,000","44,000,000","195,000,000","179,000,000","184,000,000","113,513,000","117,806,000","116,299,000"
		CurrentDebtAndCapitalLeaseObligation,"52,000,000","32,000,000","46,000,000","31,000,000","17,000,000","1,000,000","46,000,000","31,000,000","61,000,000","62,000,000","47,000,000","32,000,000","36,000,000","675,000","679,000","3,204,000"
			CurrentDebt,"52,000,000","32,000,000","46,000,000","31,000,000","17,000,000","1,000,000","46,000,000","31,000,000","61,000,000","62,000,000","47,000,000","32,000,000","36,000,000","675,000","679,000","3,204,000"
		OtherCurrentLiabilities,,,"141,000,000","153,000,000","163,000,000","181,000,000","155,000,000","162,000,000","200,000,000","185,000,000",,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,158,000,000","1,178,000,000","1,204,000,000","1,203,000,000","1,238,000,000","1,268,000,000","1,363,000,000","1,530,000,000","1,485,000,000","1,276,000,000","1,248,000,000","1,269,000,000","1,305,000,000","166,904,000","166,898,000","443,444,000"
		LongTermDebtAndCapitalLeaseObligation,"995,000,000","1,014,000,000","1,027,000,000","1,040,000,000","1,054,000,000","1,068,000,000","1,082,000,000","1,095,000,000","1,298,000,000","1,125,000,000","1,141,000,000","1,154,000,000","1,167,000,000","23,529,000","23,389,000","23,529,000"
			LongTermDebt,"995,000,000","1,014,000,000","1,027,000,000","1,040,000,000","1,054,000,000","1,068,000,000","1,082,000,000","1,095,000,000","1,298,000,000","1,125,000,000","1,141,000,000","1,154,000,000","1,167,000,000","23,529,000","23,389,000","23,529,000"
		NonCurrentDeferredLiabilities,"12,000,000","13,000,000","18,000,000","16,000,000","23,000,000","28,000,000","39,000,000","41,000,000","46,000,000","47,000,000","11,000,000","28,000,000","51,000,000","16,372,000","13,826,000","14,157,000"
			NonCurrentDeferredTaxesLiabilities,"12,000,000","13,000,000","18,000,000","16,000,000","23,000,000","28,000,000","39,000,000","41,000,000","46,000,000","47,000,000","11,000,000","28,000,000","51,000,000","16,372,000","13,826,000","14,157,000"
		PreferredSecuritiesOutsideStockEquity,,"23,000,000","23,000,000","23,000,000","36,000,000","36,000,000","103,000,000","253,000,000","9,000,000","10,000,000","10,000,000","13,000,000","17,000,000","92,432,000","91,637,000","366,554,000"
		OtherNonCurrentLiabilities,"151,000,000","151,000,000","136,000,000","124,000,000","125,000,000","136,000,000","139,000,000","141,000,000","132,000,000","94,000,000","86,000,000","74,000,000","70,000,000","34,571,000","38,046,000","39,204,000"
TotalEquityGrossMinorityInterest,"1,550,000,000","1,534,000,000","1,502,000,000","1,502,000,000","1,520,000,000","1,537,000,000","1,416,000,000","1,276,000,000","1,202,000,000","1,256,000,000","1,329,000,000","2,247,000,000","2,294,000,000","1,493,617,000","1,513,270,000","1,212,940,000"
	StockholdersEquity,"1,528,000,000","1,511,000,000","1,502,000,000","1,502,000,000","1,520,000,000","1,537,000,000","1,416,000,000","1,276,000,000","1,202,000,000","1,256,000,000","1,329,000,000","2,247,000,000","2,294,000,000","1,493,617,000","1,513,270,000","1,212,940,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000",,,
		AdditionalPaidInCapital,"2,691,000,000","2,670,000,000","2,659,000,000","2,641,000,000","2,637,000,000","2,629,000,000","2,567,000,000","2,404,000,000","2,390,000,000","2,381,000,000","2,369,000,000","2,357,000,000","2,396,000,000",,,
		RetainedEarnings,"-1,083,000,000","-1,081,000,000","-1,078,000,000","-1,074,000,000","-1,043,000,000","-1,027,000,000","-1,061,000,000","-1,022,000,000","-1,073,000,000","-1,040,000,000","-939,000,000","-33,000,000","-21,000,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-81,000,000","-79,000,000","-80,000,000","-66,000,000","-75,000,000","-66,000,000","-91,000,000","-107,000,000","-116,000,000","-86,000,000","-102,000,000","-78,000,000","-82,000,000","-82,214,000","-73,366,000","-43,036,000"
			OtherEquityAdjustments,,,,,,,,,,,,,,"-82,214,000","-73,366,000","-43,036,000"
		OtherEquityInterest,,,,,,,,,,,,,,"1,575,831,000","1,586,636,000","1,255,976,000"
	MinorityInterest,"22,000,000","23,000,000",,,,,,,,,,,,,,
TotalCapitalization,"2,523,000,000","2,525,000,000","2,529,000,000","2,542,000,000","2,574,000,000","2,605,000,000","2,498,000,000","2,371,000,000","2,500,000,000","2,381,000,000","2,470,000,000","3,401,000,000","3,461,000,000","1,517,146,000","1,536,659,000","1,236,469,000"
CommonStockEquity,"1,528,000,000","1,511,000,000","1,502,000,000","1,502,000,000","1,520,000,000","1,537,000,000","1,416,000,000","1,276,000,000","1,202,000,000","1,256,000,000","1,329,000,000","2,247,000,000","2,294,000,000","1,493,617,000","1,513,270,000","1,212,940,000"
NetTangibleAssets,"-153,000,000","-175,000,000","-224,000,000","-169,000,000","-183,000,000","-205,000,000","-279,000,000","-450,000,000","-557,000,000","-541,000,000","-506,000,000","-572,000,000","-539,000,000","535,642,000","586,451,000","249,295,000"
WorkingCapital,"655,000,000","653,000,000","637,000,000","710,000,000","740,000,000","740,000,000","769,000,000","764,000,000","660,000,000","511,000,000","493,000,000","498,000,000","549,000,000","514,042,000","563,473,000","565,340,000"
InvestedCapital,"2,575,000,000","2,557,000,000","2,575,000,000","2,573,000,000","2,591,000,000","2,606,000,000","2,544,000,000","2,402,000,000","2,561,000,000","2,443,000,000","2,517,000,000","3,433,000,000","3,497,000,000","1,517,821,000","1,537,338,000","1,239,673,000"
TangibleBookValue,"-153,000,000","-175,000,000","-224,000,000","-169,000,000","-183,000,000","-205,000,000","-279,000,000","-450,000,000","-557,000,000","-541,000,000","-506,000,000","-572,000,000","-539,000,000","535,642,000","586,451,000","249,295,000"
TotalDebt,"1,047,000,000","1,046,000,000","1,073,000,000","1,071,000,000","1,071,000,000","1,069,000,000","1,128,000,000","1,126,000,000","1,359,000,000","1,187,000,000","1,188,000,000","1,186,000,000","1,203,000,000","24,204,000","24,068,000","26,733,000"
NetDebt,"930,000,000","863,000,000","886,000,000","841,000,000","860,000,000","779,000,000","773,000,000","712,000,000","1,154,000,000","1,057,000,000","1,120,000,000","1,131,000,000","1,130,000,000","880,000","2,264,000","10,077,000"
ShareIssued,"139,143,360","138,011,969","137,731,865","137,359,704","136,342,036","136,017,964","127,363,432","112,674,657","111,854,439","111,620,507","112,054,273","111,932,491","111,576,343","111,193,212","111,193,212","111,193,212"
OrdinarySharesNumber,"139,143,360","138,011,969","137,731,865","137,359,704","136,342,036","136,017,964","127,363,432","112,674,657","111,854,439","111,620,507","112,054,273","111,932,491","111,576,343","111,193,212","111,193,212","111,193,212"
