name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
OperatingCashFlow,"563,358,000","145,527,000","147,847,000","130,447,000","139,537,000","122,071,000","129,717,000","61,368,000","75,379,000","38,348,000","73,490,000","39,022,000","44,798,000","15,256,000","21,569,000","-3,220,000","14,018,000","4,782,000","-3,273,073","984,479","581,224","345,370","266,064","178,726","35,261","-48,622","6,066","1,096"
	CashFlowFromContinuingOperatingActivities,"563,358,000","145,527,000","147,847,000","130,447,000","139,537,000","122,071,000","129,717,000","61,368,000","75,379,000","38,348,000","73,490,000","39,022,000","44,798,000","15,256,000","21,569,000","-3,220,000","14,018,000","4,782,000","-3,273,073","984,479","581,224","345,370","266,064","178,726","35,261","-48,622","6,066","1,096"
		NetIncomeFromContinuingOperations,"206,868,000","51,171,000","74,223,000","61,103,000","20,371,000","4,447,000","46,468,000","16,252,000","12,833,000","-3,674,000","10,631,000","762,000","-11,775,000","-11,161,000","-10,387,000","-36,729,000","379,000","-6,835,000","-150,047,582","116,321","-75,467","194,728","277,264","190,936","141,204","-46,744","-6,015","-14,793"
		OperatingGainsLosses,"-18,630,000","-3,146,000","-587,000","-10,316,000","-4,581,000","22,200,000","-5,841,000","37,813,000","-1,182,000","-2,089,000","-1,914,000","-2,997,000","5,441,000","-4,180,000","-475,000","-4,370,000","-2,849,000","-3,202,000",,,,,,,,,,
			GainLossOnSaleOfPPE,"-21,279,000","-3,232,000","-848,000","-10,534,000","-6,665,000","-8,128,000","-5,368,000","-4,390,000","-1,386,000","-2,980,000","-3,107,000","-3,194,000","-1,471,000","-3,888,000","-1,684,000","-3,765,000","-2,938,000","-4,491,000",,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"445,000","86,000","261,000","218,000","-120,000","-64,000","-473,000","-198,000","204,000","891,000","-318,000","197,000","-332,000","-292,000","1,209,000","-605,000","89,000","1,289,000",,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","-610,000","27,207,000",,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"325,167,000","81,820,000","82,666,000","75,056,000","85,625,000","74,855,000","75,523,000","72,508,000","49,153,000","49,764,000","48,724,000","48,235,000","47,604,000","44,873,000","44,880,000","39,646,000","25,637,000","26,304,000",,,,,,,,,,
			DepreciationAndAmortization,"325,167,000","81,820,000","82,666,000","75,056,000","85,625,000","74,855,000","75,523,000","72,508,000","49,153,000","49,764,000","48,724,000","48,235,000","47,604,000","44,873,000","44,880,000","39,646,000","25,637,000","26,304,000",,,,,,,,,,
		DeferredTax,"40,868,000","12,362,000","8,423,000","3,751,000","16,332,000","8,057,000","12,169,000","-67,932,000","-76,000","684,000","-168,000","-1,266,000","-1,568,000","378,000","-25,852,000","-7,274,000","-6,646,000","-420,000",,,,,,,,,,
			DeferredIncomeTax,"40,868,000","12,362,000","8,423,000","3,751,000","16,332,000","8,057,000","12,169,000","-67,932,000","-76,000","684,000","-168,000","-1,266,000","-1,568,000","378,000","-25,852,000","-7,274,000","-6,646,000","-420,000",,,,,,,,,,
		AssetImpairmentCharge,,,"0","0",,,"0","0","57,000","0","1,932,000","0","2,786,000","2,290,000",,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"38,276,000","8,601,000","11,530,000","9,751,000","8,394,000","8,516,000","10,409,000","13,062,000","5,730,000","3,392,000","2,679,000","5,520,000","3,371,000","2,926,000","2,220,000","3,154,000","649,000","1,633,000",,,,,,,,,,
		StockBasedCompensation,"27,628,000","6,395,000","4,510,000","7,685,000","9,038,000","4,951,000","2,921,000","2,944,000","2,227,000","1,787,000","1,683,000","1,812,000","1,901,000","1,290,000","1,214,000","1,050,000","1,054,000","121,000",,,,,,,,,,
		OtherNonCashItems,"14,871,000","4,403,000","3,479,000","3,472,000","3,517,000","3,565,000","3,538,000","3,648,000","3,003,000","2,896,000","2,718,000","2,965,000","2,915,000","2,852,000","2,851,000","2,279,000","1,264,000","1,258,000",,,,,,,,,"0","5,000"
		ChangeInWorkingCapital,"-71,690,000","-16,079,000","-36,397,000","-20,055,000","841,000","-4,520,000","-15,470,000","-16,927,000","3,634,000","-14,412,000","7,205,000","-16,009,000","-5,877,000","-24,012,000","5,518,000","-976,000","-5,470,000","-14,077,000","-25,155,491","868,158","656,691","150,642","-11,200","-12,210","-105,943","-1,878","12,081","10,889"
			ChangeInReceivables,"-117,458,000","-12,064,000","-11,461,000","-43,268,000","-50,665,000","341,000","-11,449,000","-20,983,000","5,073,000","636,000","737,000","-20,201,000","-17,713,000","-26,471,000","-10,223,000","-14,605,000","-10,887,000","-737,000",,,,,,,,,,
				ChangesInAccountReceivables,"-117,458,000","-12,064,000","-11,461,000","-43,268,000","-50,665,000","341,000","-11,449,000","-20,983,000","5,073,000","636,000","737,000","-20,201,000","-17,713,000","-26,471,000","-10,223,000","-14,605,000","-10,887,000","-737,000",,,,,,,,,,
			ChangeInInventory,"-13,753,000","-7,122,000","-1,772,000","1,224,000","-6,083,000","-2,452,000","1,335,000","920,000","239,000","281,000","585,000","-755,000","2,224,000","-1,185,000","-688,000","-995,000","462,000","-20,000",,,,,,,,,,
			ChangeInPrepaidAssets,"-8,713,000","-9,042,000","206,000","-6,886,000","7,009,000","2,995,000","-6,762,000","8,835,000","-919,000","-5,701,000","9,971,000","-1,014,000","-672,000","-48,000","8,243,000","455,000","-1,122,000","840,000","-11,972,709","-3,888","25,798","25,799","25,800",,,,,
			ChangeInPayablesAndAccruedExpense,"39,382,000","-1,239,000","-20,811,000","17,647,000","40,391,000","-9,702,000","-1,176,000","-9,733,000","-3,714,000","-13,300,000","175,000","196,000","791,000","-514,000","2,131,000","13,683,000","4,057,000","-16,807,000","17,512,218","872,046","630,893","124,843","-37,000","87,032","-105,943","-1,878","12,081","10,889"
				ChangeInPayable,"39,165,000","-1,239,000","-18,560,000","15,295,000","43,669,000","-13,096,000","3,044,000","-1,323,000","-8,007,000","-9,760,000","-2,459,000","2,955,000","-685,000","5,054,000","-2,493,000","-128,000","10,978,000","-22,819,000","38,143,218","872,046",,,,,,"-1,878",,
