name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015
TotalAssets,"3,104,399,000","3,086,180,000","2,824,983,000","2,664,081,000","2,483,898,000","2,251,759,000","2,210,874,000","2,225,830,000","2,288,782,000","2,245,277,000","2,281,350,000","2,274,394,000","2,149,554,000","2,177,148,000","2,236,252,000","2,245,870,000","1,454,511,000","1,418,351,000","1,430,727,000","1,409,395,000","1,393,265,000","1,394,727,000","1,414,713,000","1,281,996,000","1,251,861,000","1,187,407,000","1,121,166,000","1,139,894,000","1,154,576,000"
	CurrentAssets,"1,423,127,000","1,391,636,000","1,365,093,000","1,192,529,000","1,102,252,000","906,107,000","874,403,000","878,863,000","930,950,000","789,009,000","829,676,000","811,012,000","802,306,000","805,089,000","848,906,000","844,362,000","633,836,000","593,632,000","599,365,000","579,233,000","555,186,000","543,528,000","553,954,000","503,048,000","482,690,000","437,064,000","421,934,000","426,097,000","426,980,000"
		CashCashEquivalentsAndShortTermInvestments,"101,916,000","86,975,000","59,310,000","43,590,000","167,012,000","150,573,000","118,168,000","139,709,000","210,909,000","40,949,000","36,269,000","24,123,000","47,338,000","74,347,000","52,878,000","36,865,000","36,437,000","28,939,000","19,781,000","19,736,000","14,561,000","10,602,000","16,387,000","9,828,000","19,072,000","7,383,000","9,420,000","13,167,000","12,284,000"
			CashAndCashEquivalents,"101,916,000","86,975,000","59,310,000","43,590,000","167,012,000","150,573,000","118,168,000","139,709,000","210,909,000","40,949,000","36,269,000","24,123,000","47,338,000","74,347,000","52,878,000","36,865,000","36,437,000","28,939,000","19,781,000","19,736,000","14,561,000","10,602,000","16,387,000","9,828,000","19,072,000","7,383,000","9,420,000","13,167,000","12,284,000"
		Receivables,"750,046,000","700,255,000","732,272,000","656,878,000","558,661,000","410,125,000","434,836,000","430,931,000","405,254,000","434,801,000","480,321,000","473,411,000","445,771,000","410,017,000","479,327,000","474,394,000","346,450,000","319,025,000","354,394,000","341,302,000","334,235,000","310,093,000","324,622,000","295,105,000","274,926,000","229,967,000","238,915,000","236,339,000","244,525,000"
			AccountsReceivable,"675,724,000","604,321,000","614,309,000","563,604,000","488,002,000","398,794,000","423,603,000","422,477,000","405,254,000","434,801,000","480,321,000","473,411,000","445,771,000","410,017,000","479,327,000","474,394,000","346,450,000","319,025,000","354,394,000","341,302,000","328,988,000","310,093,000","324,622,000","295,105,000","270,257,000","229,967,000","238,915,000","236,339,000","214,321,000"
				GrossAccountsReceivable,"759,392,000","709,938,000",,,"564,943,000","416,145,000","440,109,000",,"410,395,000","440,401,000","486,735,000","480,094,000","452,203,000","417,980,000","487,343,000","482,376,000","356,083,000","330,606,000","365,975,000","352,259,000","338,839,000","320,056,000","334,741,000","304,537,000","278,864,000","239,346,000","248,010,000","245,204,000","222,954,000"
				AllowanceForDoubtfulAccountsReceivable,"-9,346,000","-9,683,000",,,"-6,282,000","-6,020,000","-5,273,000",,"-5,141,000","-5,600,000","-6,414,000","-6,683,000","-6,432,000","-7,963,000","-8,016,000","-7,982,000","-9,633,000","-11,581,000","-11,581,000","-10,957,000","-9,851,000","-9,963,000","-10,119,000","-9,432,000","-8,607,000","-9,379,000","-9,095,000","-8,865,000","-8,633,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,"1,520,000",,,,"695,000",,,,"2,350,000"
			OtherReceivables,"83,668,000","105,617,000","125,337,000","100,263,000","76,941,000","17,351,000","16,506,000","13,743,000",,,,,,,,,,,,,"3,727,000",,,,"3,974,000",,,,"27,854,000"
			ReceivablesAdjustmentsAllowances,"-9,346,000","-9,683,000","-7,374,000","-6,989,000","-6,282,000","-6,020,000","-5,273,000","-5,289,000",,,,,,,,,,,,,,,,,,,,,
		Inventory,"550,953,000","585,351,000","552,180,000","470,249,000","357,054,000","327,725,000","302,357,000","287,266,000","299,815,000","296,117,000","293,465,000","295,553,000","290,829,000","308,115,000","300,737,000","315,968,000","239,223,000","227,564,000","209,932,000","203,181,000","200,234,000","205,007,000","192,422,000","186,006,000","165,766,000","160,842,000","148,003,000","147,183,000","147,603,000"
		PrepaidAssets,"20,212,000","19,055,000","21,331,000","21,812,000","19,525,000","17,684,000","19,042,000","20,957,000","14,972,000","17,142,000","19,621,000","17,925,000","18,368,000","12,610,000","15,964,000","17,135,000","11,726,000","18,104,000","15,258,000","15,014,000","2,875,000","17,826,000","20,523,000","12,109,000","2,077,000","28,507,000","15,099,000","19,377,000","2,107,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,"11,047,000","10,365,000","10,497,000","10,031,000","9,836,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,"11,047,000","10,365,000","10,497,000","10,031,000","9,836,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,"948,000",,,,"2,598,000",,,,"8,721,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,"2,333,000",,,,"7,204,000",,,,"1,904,000"
	TotalNonCurrentAssets,"1,681,272,000","1,694,544,000","1,459,890,000","1,471,552,000","1,381,646,000","1,345,652,000","1,336,471,000","1,346,967,000","1,357,865,000","1,456,268,000","1,451,674,000","1,463,382,000","1,347,281,000","1,372,059,000","1,387,346,000","1,401,508,000","820,708,000","824,719,000","831,362,000","830,162,000","838,079,000","851,199,000","860,759,000","778,948,000","769,171,000","750,343,000","699,232,000","713,797,000","727,596,000"
