name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
TotalRevenue,"4,198,068,000","1,010,731,000","1,076,970,000","1,110,480,000","999,887,000","583,833,000","609,322,000","564,017,000","353,525,000","271,421,000","274,019,325","282,179,339","266,704,945","157,033,632","150,406,272","157,236,070","130,542,808","61,962,531","46,413,227","48,105,769","39,574,311","22,011,237","17,997,715","15,756,956","13,282,028","7,142,812","6,413,480","7,419,103","5,584,963","3,449,241","3,557,536","3,877,289","3,550,011","2,384,069","2,492,608","3,069,592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"4,198,068,000","1,010,731,000","1,076,970,000","1,110,480,000","999,887,000","583,833,000","609,322,000","564,017,000","353,525,000","271,421,000","274,019,325","282,179,339","266,704,945","157,033,632","150,406,272","157,236,070","130,542,808","61,962,531","46,413,227","48,105,769","39,574,311","22,011,237","17,997,715","15,756,956","13,282,028","7,142,812","6,413,480","7,419,103","5,584,963","3,449,241","3,557,536","3,877,289","3,550,011","2,384,069","2,492,608","3,069,592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"3,872,059,000","927,267,000","993,885,000","1,030,937,000","919,970,000","530,347,000","558,935,000","517,169,000","319,164,000","243,406,000","249,612,194","259,140,641","244,586,510","142,542,405","140,154,844","145,740,264","118,119,212","55,701,516","41,983,904","43,291,473","35,048,967","19,279,626","15,857,969","13,294,452","11,463,125","6,110,987","5,456,187","6,354,951","4,767,527","2,877,744","2,874,893","3,225,542","2,978,108","2,021,207","2,065,915","2,615,845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"326,009,000","83,464,000","83,085,000","79,543,000","79,917,000","53,486,000","50,387,000","46,848,000","34,361,000","28,015,000","24,407,131","23,038,698","22,118,435","14,491,227","10,251,428","11,495,806","12,423,596","6,261,015","4,429,323","4,814,296","4,525,344","2,731,611","2,139,746","2,462,504","1,818,903","1,031,825","957,293","1,064,152","817,436","571,497","682,643","651,747","571,903","362,862","426,693","453,747","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"292,344,000","79,022,000","81,542,000","68,376,000","63,404,000","48,557,000","42,553,000","31,625,000","26,042,000","27,804,000","23,287,536","24,680,953","24,275,464","20,589,622","15,467,557","16,125,909","14,295,984","16,926,910","21,898,037","12,591,531","1,267,626","2,775,034","6,879,353","17,110,339","7,818,001","1,645,676","1,972,036","-446,695","5,810,943","572,896","618,341","602,347","534,105","480,930","595,917","1,109,163","33,164","14,100","11,133","12,412","6,929","4,235","12,014","10,540","7,794","5,899","22,288","14,210","5,870","17,810","6,421"
	SellingGeneralAndAdministration,"292,344,000","79,022,000","81,542,000","68,376,000","63,404,000","48,557,000","42,553,000","31,625,000","26,042,000","27,804,000","23,287,536","24,680,953","24,275,464","20,589,622","15,467,557","16,125,909","14,295,984","16,926,910","21,898,037","12,591,531","1,267,626","2,775,034","6,879,353","17,110,339","7,818,001","1,645,676","1,972,036","-446,695","5,810,943","572,896","618,341","602,347","534,105","480,930","595,917","1,109,163","33,164","14,100","11,133","12,412","6,929","4,235","12,014","10,540","7,794","5,899","22,288","14,210","-6,734","17,810","6,421"
		GeneralAndAdministrativeExpense,"278,721,000","75,322,000","78,063,000","64,615,000","60,721,000","46,300,000","40,656,000","30,130,000","25,155,000","26,860,000","22,532,427","23,597,497","23,204,363","19,700,772","14,636,583","15,351,430","13,585,616","16,281,113","21,356,493","12,211,079","918,803","2,473,812","6,666,905","16,951,371","7,695,716","1,568,533","1,926,954","-523,706","5,767,937","526,539","592,097","582,522","518,603","466,482","599,247","1,087,666","33,164","14,100","11,133","12,412","6,929","4,235","12,014","10,540","7,794","5,899","22,288","14,210","-6,734","17,810","6,421"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,832","76,603","73,881",,,,,,,"13,310",,"7,292",,"-1,331","9,800","9,847","6,898","5,002","8,216","14,158","3,111","12,240","2,026"
			OtherGandA,"278,721,000","75,322,000","78,063,000","64,615,000","60,721,000","46,300,000","40,656,000","30,130,000","25,155,000","26,860,000","22,532,427","23,597,497","23,204,363","19,700,772","14,636,583","15,351,430","13,585,616","16,281,113","21,356,493","12,211,079","918,803","2,473,812","6,666,905","16,951,371","7,695,716","1,568,533","1,926,954","-523,706","5,767,937","526,539","592,097","582,522","518,603","466,482","599,247","1,087,666","33,164","14,100","11,133","5,120","25,245","5,566","2,214","693","896","897","14,072","52","-9,845","5,570","4,395"
		SellingAndMarketingExpense,"13,623,000","3,700,000","3,479,000","3,761,000","2,683,000","2,257,000","1,897,000","1,495,000","887,000","944,000","755,109","1,083,456","1,071,101","888,850","830,974","774,479","710,368","645,797","541,544","380,452","348,823","301,222","212,448","158,968","122,285","77,143","45,082","77,011","43,006","46,357","26,244","19,825","15,502","14,448","-3,330","21,497",,,,,,,,,,,,,,,
