name,ttm
OperatingCashFlow,"71,676,846"
FinancingCashFlow,"92,879,093"
EndCashPosition,"164,649,969"
	ChangesInCash,"164,555,939"
	BeginningCashPosition,"94,030"
IssuanceOfCapitalStock,"94,027,287"
FreeCashFlow,"71,676,846"
