name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalRevenue,"1,153,223,000","320,940,000","286,800,000","285,051,000","260,432,000","237,662,000","206,293,000","196,549,000","185,628,000"
	OperatingRevenue,"1,153,223,000","320,940,000","286,800,000","285,051,000","260,432,000","237,662,000","206,293,000","196,549,000","185,628,000"
CostOfRevenue,"818,001,000","263,349,000","218,396,000","183,945,000","152,311,000","134,791,000","123,810,000","114,849,000","109,732,000"
GrossProfit,"335,222,000","57,591,000","68,404,000","101,106,000","108,121,000","102,871,000","82,483,000","81,700,000","75,896,000"
OperatingExpense,"408,103,000","117,580,000","100,012,000","117,192,000","73,319,000","70,862,000","54,891,000","46,416,000","51,324,000"
	SellingGeneralAndAdministration,"389,004,000","111,734,000","95,420,000","113,019,000","68,831,000","66,516,000","49,999,000","42,073,000","47,157,000"
	DepreciationAmortizationDepletionIncomeStatement,"19,099,000","5,846,000","4,592,000","4,173,000","4,488,000","4,346,000","4,892,000","4,343,000","4,167,000"
		DepreciationAndAmortizationInIncomeStatement,"19,099,000","5,846,000","4,592,000","4,173,000","4,488,000","4,346,000","4,892,000","4,343,000","4,167,000"
OperatingIncome,"-72,881,000","-59,989,000","-31,608,000","-16,086,000","34,802,000","32,009,000","27,592,000","35,284,000","24,572,000"
NetNonOperatingInterestIncomeExpense,"-23,909,000","-4,647,000","-5,140,000","-6,734,000","-7,388,000","-6,194,000","-5,934,000","-6,016,000","-6,716,000"
	InterestExpenseNonOperating,"23,909,000","4,647,000","5,140,000","6,734,000","7,388,000","6,194,000","5,934,000","6,016,000","6,716,000"
OtherIncomeExpense,"504,000","5,033,000","-3,834,000","-1,772,000","1,077,000","-2,607,000","4,867,000","950,000","4,174,000"
	GainOnSaleOfSecurity,"2,148,000","4,945,000","-1,857,000","-1,934,000","994,000","-2,668,000","4,821,000","938,000","4,148,000"
	OtherNonOperatingIncomeExpenses,"-1,644,000","88,000","-1,977,000","162,000","83,000","61,000","46,000","12,000","26,000"
PretaxIncome,"-96,286,000","-59,603,000","-40,582,000","-24,592,000","28,491,000","23,208,000","26,525,000","30,218,000","22,030,000"
TaxProvision,"5,826,000","301,000","-5,457,000","643,000","10,339,000","4,623,000","6,921,000","8,336,000","1,865,000"
NetIncomeCommonStockholders,"-158,343,000","-59,904,000","-94,767,000","-25,235,000","18,152,000","15,174,000","-22,185,000","21,882,000","20,165,000"
	NetIncome,"-102,112,000","-59,904,000","-35,125,000","-25,235,000","18,152,000","18,585,000","19,604,000","21,882,000","20,165,000"
		NetIncomeIncludingNoncontrollingInterests,"-102,112,000","-59,904,000","-35,125,000","-25,235,000","18,152,000","18,585,000","19,604,000","21,882,000","20,165,000"
			NetIncomeContinuousOperations,"-102,112,000","-59,904,000","-35,125,000","-25,235,000","18,152,000","18,585,000","19,604,000","21,882,000","20,165,000"
	OtherunderPreferredStockDividend,,"0",,,,"3,411,000",,,
DilutedNIAvailtoComStockholders,"-158,343,000","-59,904,000","-94,767,000","-25,235,000","18,152,000","15,174,000","-22,185,000","21,882,000","20,165,000"
BasicEPS,,"-0.2","-0.12","-0.1","0.059","0.05",,"0.071","0.066"
DilutedEPS,,"-0.2","-0.12","-0.1","0.054","0.045",,"0.065","0.06"
BasicAverageShares,,"306,189,816","305,121,815","241,351,052","306,237,601","306,237,601",,"306,237,601","306,237,601"
DilutedAverageShares,,"306,189,816","305,121,815","241,351,052","335,207,367","335,207,367",,"335,207,367","335,207,367"
TotalOperatingIncomeAsReported,"-72,881,000","-59,989,000","-31,608,000","-16,086,000","34,802,000","32,009,000","27,592,000","35,284,000","24,572,000"
TotalExpenses,"1,226,104,000","380,929,000","318,408,000","301,137,000","225,630,000","205,653,000","178,701,000","161,265,000","161,056,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-102,112,000","-59,904,000","-35,125,000","-25,235,000","18,152,000","18,585,000","19,604,000","21,882,000","20,165,000"
NormalizedIncome,"-103,400,800","-62,871,000","-33,517,707.974","-23,823,180","17,518,822","20,722,068","16,040,912.95","21,202,888","16,369,580"
InterestExpense,"23,909,000","4,647,000","5,140,000","6,734,000","7,388,000","6,194,000","5,934,000","6,016,000","6,716,000"
NetInterestIncome,"-23,909,000","-4,647,000","-5,140,000","-6,734,000","-7,388,000","-6,194,000","-5,934,000","-6,016,000","-6,716,000"
EBIT,"-72,377,000","-54,956,000","-35,442,000","-17,858,000","35,879,000","29,402,000","32,459,000","36,234,000","28,746,000"
EBITDA,"-41,151,000"
ReconciledCostOfRevenue,"805,874,000","260,613,000","215,162,000","180,457,000","149,642,000","132,253,000","121,501,000","112,571,000","109,732,000"
ReconciledDepreciation,"31,226,000","8,582,000","7,826,000","7,661,000","7,157,000","6,884,000","7,201,000","6,621,000","4,167,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-102,112,000","-59,904,000","-35,125,000","-25,235,000","18,152,000","18,585,000","19,604,000","21,882,000","20,165,000"
TotalUnusualItemsExcludingGoodwill,"2,148,000","4,945,000","-1,857,000","-1,934,000","994,000","-2,668,000","4,821,000","938,000","4,148,000"
TotalUnusualItems,"2,148,000","4,945,000","-1,857,000","-1,934,000","994,000","-2,668,000","4,821,000","938,000","4,148,000"
NormalizedEBITDA,"-43,299,000","-51,319,000","-25,759,000","-8,263,000","42,042,000","38,954,000","34,839,000","41,917,000","28,765,000"
TaxRateForCalcs,"0.4","0.4","0.134","0.27","0.363","0.199","0.261","0.276","0.085"
TaxEffectOfUnusualItems,"859,200","1,978,000","-249,707.974","-522,180","360,822","-530,932","1,257,912.95","258,888","352,580"
