name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
TotalRevenue,"1,887,000","1,887,000","0","0","0","0","0","0","36,000","58,000","49,000","296,000","13,000"
	OperatingRevenue,"1,887,000","1,887,000","0","0","0","0","0","0","36,000","58,000","49,000","296,000","13,000"
CostOfRevenue,"1,456,000","1,456,000","0","0",,"0","0","0","30,000","43,000","44,000","141,000","24,000"
GrossProfit,"431,000","431,000","0","0",,"0","0","0","6,000","15,000","5,000","155,000","-11,000"
OperatingExpense,"724,676,000","151,740,000","162,713,000","271,825,000","138,398,000","120,590,000","132,365,000","117,299,000","86,648,000","32,012,000","27,935,000","13,175,000","17,198,000"
	SellingGeneralAndAdministration,"412,331,000","77,183,000","71,547,000","192,929,000","70,672,000","65,427,000","64,838,000","65,826,000","44,147,000","7,935,000","5,154,000","3,693,000","5,344,000"
	ResearchAndDevelopment,"312,345,000","74,557,000","91,166,000","78,896,000","67,726,000","55,163,000","67,527,000","51,473,000","42,501,000","24,077,000","22,781,000","9,482,000","11,854,000"
OperatingIncome,"-724,245,000","-151,309,000","-162,713,000","-271,825,000","-138,398,000","-120,590,000","-132,365,000","-117,299,000","-86,642,000","-31,997,000","-27,930,000","-13,020,000","-17,209,000"
NetNonOperatingInterestIncomeExpense,"-683,000","-211,000","-262,000","-118,000","-92,000","-9,000","-57,000","172,000","23,000","62,000","374,000","411,000","338,000"
	InterestIncomeNonOperating,,,,,,,"-57,000","172,000","23,000","62,000","374,000","411,000","338,000"
	InterestExpenseNonOperating,"683,000","211,000","262,000","118,000","92,000","9,000","53,000",,,,,,
OtherIncomeExpense,"7,382,000","1,399,000","4,072,000","5,524,000","-3,613,000","1,170,000","-15,010,000","-340,000","-23,000","-1,210,000","1,278,000","-2,759,000","107,000"
	GainOnSaleOfSecurity,"1,666,000","-434,000","144,000","4,467,000","-2,511,000","951,000","0",,,"-1,324,000","0","-2,844,000","98,000"
	SpecialIncomeCharges,,,"0",,,,"-14,415,000",,,,,,
		ImpairmentOfCapitalAssets,,,"0",,,,"14,415,000",,,,,,
	OtherNonOperatingIncomeExpenses,"5,716,000","1,833,000","3,928,000","1,057,000","-1,102,000","219,000","-595,000","-340,000","-23,000","114,000","1,278,000","85,000","9,000"
