name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003
OperatingCashFlow,"1,036,021,000","287,465,000","223,168,000","265,580,000","259,808,000","203,880,000","187,965,000","191,194,000","202,817,000","189,256,000","163,220,000","181,059,000","194,068,000","169,339,000","148,768,000","189,285,000","168,134,000","171,608,000","147,746,000","160,580,000","175,928,000","113,121,000","153,104,000","146,489,000","144,204,000","95,466,000","81,048,000","102,994,000","95,848,000","87,439,000","81,017,000","88,805,000","103,187,000","64,572,000","72,675,000","72,033,000","75,435,000","51,116,000","62,918,000","60,340,000","51,831,000","40,790,000","43,507,000","35,464,000","35,191,000","30,002,000","30,085,000","28,659,000","30,056,000","16,015,000","15,073,000","16,960,000","30,514,000","18,618,000","22,269,000","25,868,000","24,328,000","24,199,000","22,480,000","26,947,000","26,243,000","25,662,000","13,804,000","24,452,000","21,234,000","15,030,000","27,434,000","-17,108,000","1,189,000","3,256,000","9,042,000","-8,271,000","-3,958,000","-2,971,000","-247,000","-9,410,000"
	CashFlowFromContinuingOperatingActivities,"1,036,021,000","287,465,000","223,168,000","265,580,000","259,808,000","203,880,000","187,965,000","191,194,000","202,817,000","189,256,000","163,220,000","181,059,000","194,068,000","169,339,000","148,768,000","189,285,000","168,134,000","171,608,000","147,746,000","160,580,000","175,928,000","113,121,000","153,104,000","146,489,000","144,204,000","95,466,000","81,048,000","102,994,000","95,848,000","87,439,000","81,017,000","88,805,000","103,187,000","64,572,000","72,675,000","72,033,000","75,435,000","51,116,000","62,918,000","60,340,000","51,831,000","40,790,000","43,507,000","35,464,000","35,191,000","30,002,000","30,085,000","28,659,000","30,056,000","16,015,000","15,073,000","16,960,000","30,514,000","18,618,000","22,269,000","25,868,000","24,328,000","24,199,000","22,480,000","26,947,000","26,243,000","25,662,000","13,804,000","24,452,000","21,234,000","15,030,000","27,434,000","-17,108,000","1,189,000","3,256,000","9,042,000","-8,271,000","-3,958,000","-2,971,000","-247,000","-9,410,000"
		NetIncomeFromContinuingOperations,"879,974,000","217,717,000","283,858,000","199,820,000","178,579,000","215,501,000","166,309,000","123,854,000","111,257,000","116,162,000","120,279,000","115,995,000","112,689,000","102,160,000","109,250,000","139,687,000","102,713,000","95,430,000","229,315,000","101,075,000","94,098,000","89,734,000","90,416,000","127,226,000","90,040,000","89,407,000","11,744,000","78,200,000","60,956,000","58,636,000","49,486,000","59,193,000","46,008,000","41,209,000","82,172,000","32,352,000","37,101,000","33,931,000","38,873,000","41,553,000","24,745,000","22,518,000","18,414,000","17,352,000",,,"10,788,000","9,482,000","7,925,000","5,179,000","7,438,000","7,574,000","-6,681,000","30,762,000","18,960,000","12,327,000","8,901,000","6,700,000","9,591,000","11,338,000","8,695,000","6,470,000","6,739,000","4,307,000","3,092,000","738,000","-247,000","-2,859,000","-1,220,000","-640,000","-317,000","-5,077,000","-7,036,000","-6,032,000","-8,527,000","-3,811,000"
		OperatingGainsLosses,,,"-76,877,000","0","-6,251,000","-63,883,000",,,,,"0","0",,,"0",,,,"-118,808,000","0",,,"-3,418,000","-37,509,000","-8,270,000","-28,467,000","0","-1,501,000","0","-2,857,000",,,,,"-960,000",,,,,"-12,043,000","-403,000","589,000","2,343,000","-504,000","3,856,000","1,313,000","1,892,000","3,735,000","1,744,000","1,351,000","951,000","1,529,000","-3,497,000","-20,943,000","-6,105,000","2,220,000","3,271,000","1,415,000",,,,,,,,,,,,,,"-1,920,000",,,,
			GainLossOnInvestmentSecurities,,,"-76,877,000","0","0","-63,883,000",,,,,"0","0",,,"0",,,,"-118,808,000","0",,,"-3,418,000","-37,509,000","-8,270,000","-28,467,000","0","-1,501,000","0","-2,857,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1,415,000",,,,,,,,,,,,,,"-1,920,000",,,,
			EarningsLossesFromEquityInvestments,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,456,000","-403,000","589,000","2,343,000","-504,000","3,856,000","1,313,000","1,892,000","1,735,000","1,744,000","1,351,000","1,303,000","1,529,000","1,596,000","1,540,000","1,865,000","2,220,000",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"251,186,000","67,906,000","62,194,000","61,516,000","59,570,000","58,599,000","56,739,000","56,412,000","56,018,000","55,275,000","54,741,000","56,051,000","54,406,000","54,659,000","53,126,000","52,283,000","51,892,000","51,749,000","49,157,000","48,075,000","46,632,000","49,432,000","49,158,000","46,555,000","43,950,000","42,897,000","40,766,000","30,711,000","31,552,000","30,428,000","29,181,000","29,249,000","28,271,000","28,375,000","25,994,000","23,428,000","22,785,000","23,025,000","21,535,000","19,768,000","16,626,000","16,524,000","15,973,000","14,364,000","14,092,000","13,585,000","13,209,000","12,519,000","12,202,000","12,419,000","13,243,000","13,797,000","12,840,000","12,523,000","13,933,000","12,355,000","11,697,000","11,581,000","11,284,000","10,598,000","9,123,000","8,796,000","9,586,000","9,253,000","9,057,000","9,276,000","9,527,000","9,535,000","6,213,000","5,730,000","4,729,000","5,057,000","2,551,000","3,215,000","2,219,000","1,688,000"
			DepreciationAndAmortization,"251,186,000","67,906,000","62,194,000","61,516,000","59,570,000","58,599,000","56,739,000","56,412,000","56,018,000","55,275,000","54,741,000","56,051,000","54,406,000","54,659,000","53,126,000","52,283,000","51,892,000","51,749,000","49,157,000","48,075,000","46,632,000","49,432,000","49,158,000","46,555,000","43,950,000","42,897,000","40,766,000","30,711,000","31,552,000","30,428,000","29,181,000","29,249,000","28,271,000","28,375,000","25,994,000","23,428,000","22,785,000","23,025,000","21,535,000","19,768,000","16,626,000","16,524,000","15,973,000","14,364,000","14,092,000","13,585,000","13,209,000","12,519,000","12,202,000","12,419,000","13,243,000","13,797,000","12,840,000","12,523,000","13,933,000","12,355,000","11,697,000","11,581,000","11,284,000","10,598,000","9,123,000","8,796,000","9,586,000","9,253,000","9,057,000","9,276,000","9,527,000","9,535,000","6,213,000","5,730,000","4,729,000","5,057,000","2,551,000","3,215,000","2,219,000","1,688,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"695,000","1,440,000","1,930,000","3,624,000","1,487,000","1,131,000","1,102,000","1,031,000","976,000","1,097,000","1,250,000","899,000","1,097,000","998,000","883,000","956,000","932,000",,,,,"928,000","632,000",,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,
