name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
OperatingCashFlow,"958,479,000","578,660,000","61,824,000","74,216,000","243,779,000","-1,559,315,000","157,069,000","142,513,000","261,711,000","461,330,000","172,445,000","159,841,000","248,099,000","396,145,000","164,684,000","89,366,000","283,929,000","578,129,000","173,238,000","121,529,000","193,558,000","435,040,000","116,963,000","170,392,000","168,822,000","385,283,000","70,493,000","118,937,000","176,734,000","513,433,000","27,415,000","109,776,000","139,229,000","456,681,000","34,300,000","103,552,000","133,234,000","346,483,000","29,858,000","68,111,000","158,083,000","376,014,000","-15,291,000","63,282,000","81,091,000","392,647,000","45,824,000","131,912,000","111,106,000","388,302,000","95,156,000","94,639,000","209,972,000","463,907,000","150,715,000","-46,448,000","-61,811,000","417,755,000","61,437,000","-5,575,000","40,743,000","346,958,000","164,969,000","88,006,000","75,052,000","343,760,000","-195,369,000","-466,000","-12,683,000","332,189,000","67,904,000","-88,528,000","68,659,000","279,100,000","11,503,000","-67,841,000","-66,496,000","196,038,000","-12,250,000","-5,435,000","48,815,000","196,249,000","56,602,000","-62,523,000","30,490,000","129,660,000","-14,632,000","-63,221,000","5,023,000","149,394,000","-37,000,000","-22,100,000","33,500,000","94,100,000","-20,800,000","-7,100,000","8,700,000","105,900,000","-15,800,000","14,900,000","28,200,000","29,600,000","-4,000,000","-1,400,000","8,800,000","45,500,000","11,600,000","-9,500,000","10,500,000","41,200,000","16,300,000","-7,800,000","8,900,000","42,200,000","-2,100,000"
	CashFlowFromContinuingOperatingActivities,"958,479,000","578,660,000","61,824,000","74,216,000","243,779,000","-1,559,315,000","157,069,000","142,513,000","261,711,000","461,330,000","172,445,000","159,841,000","248,099,000","396,145,000","164,684,000","89,366,000","283,929,000","578,129,000","173,238,000","121,529,000","193,558,000","435,040,000","116,963,000","170,392,000","168,822,000","385,283,000","70,493,000","118,937,000","176,734,000","513,433,000","27,415,000","109,776,000","139,229,000","456,681,000","34,300,000","103,552,000","133,234,000","346,483,000","29,858,000","68,111,000","158,083,000","376,014,000","-15,291,000","63,282,000","81,091,000","392,647,000","45,824,000","131,912,000","111,106,000","388,302,000","95,156,000","94,639,000","209,972,000","463,907,000","150,715,000","-46,448,000","-61,811,000","417,755,000","61,437,000","-5,575,000","40,743,000","346,958,000","164,969,000","88,006,000","75,052,000","343,760,000","-195,369,000","-466,000","-12,683,000","332,189,000","67,904,000","-88,528,000","68,659,000","279,100,000","11,503,000","-67,841,000","-66,496,000","196,038,000","-12,250,000","-5,435,000","48,815,000","196,249,000","56,602,000","-62,523,000","30,490,000","129,660,000","-14,632,000","-63,221,000","5,023,000","149,394,000","-37,000,000","-22,100,000","33,500,000","94,100,000","-20,800,000","-7,100,000","8,700,000","105,900,000","-15,800,000","14,900,000","28,200,000","29,600,000","-4,000,000","-1,400,000","8,800,000","45,500,000","11,600,000","-9,500,000","10,500,000","41,200,000","16,300,000","-7,800,000","8,900,000","42,200,000","-2,100,000"
		NetIncomeFromContinuingOperations,"725,339,000","324,999,000","249,209,000","48,720,000","102,411,000","296,754,000","217,678,000","65,333,000","117,791,000","239,646,000","178,673,000","58,406,000","80,466,000","214,888,000","157,646,000","38,747,000","71,193,000","178,992,000","314,132,000","35,853,000","70,808,000","151,797,000","125,032,000","34,240,000","71,193,000","141,810,000","102,861,000","23,515,000","56,281,000","137,684,000","97,595,000","23,713,000","45,721,000","133,367,000","87,016,000","7,536,000","30,565,000","116,425,000","80,465,000","-1,901,000","31,132,000","109,111,000","68,507,000",,"-566,000","132,209,000","73,997,000","1,537,000","-3,154,000","114,126,000","93,330,000","-15,952,000","1,964,000","129,003,000","75,963,000","1,582,000","-6,588,000","111,534,000","73,803,000","-5,914,000","-13,360,000","106,505,000","81,261,000","6,059,000","-18,145,000","88,796,000","71,027,000","-16,802,000","4,486,000","88,502,000","59,599,000","-6,384,000","4,765,000","58,305,000","29,541,000","-2,436,000","-201,000","48,532,000","25,793,000","-5,609,000","3,254,000","41,378,000","20,633,000","-7,556,000","-3,400,000","44,074,000","22,972,000","-3,583,000","-4,396,000","29,597,000","14,300,000","-21,200,000","-5,300,000","28,800,000","15,400,000","-3,900,000","1,700,000","37,400,000","20,100,000","-100,000","500,000","14,500,000","8,900,000","-4,000,000","300,000","18,400,000","9,200,000","-1,600,000","100,000","13,900,000","6,500,000","-4,400,000","-1,200,000","13,200,000","7,100,000"
		OperatingGainsLosses,,"4,662,000","-8,834,000",,"1,855,000","-1,138,000","-816,000",,"-15,000","-2,833,000","4,143,000",,"-1,643,000","2,125,000","-2,458,000",,"100,000","-1,218,000","2,030,000","-25,661,000","-1,096,000","22,788,000","-6,610,000",,"-17,885,000","17,023,000","-7,495,000",,"15,955,000","-8,263,000","-20,828,000",,"2,322,000","6,313,000","-5,477,000",,"8,323,000","932,000","-15,641,000",,,,,,,,,,"2,195,000",,,,,,"7,683,000","-18,259,000","5,914,000","2,447,000","4,406,000","-8,623,000","8,487,000","4,754,000","4,718,000","6,417,000","4,476,000","3,907,000","3,680,000","4,720,000","4,278,000","2,338,000","977,000","-367,000","-2,263,000","-802,000","-5,040,000","-482,000","5,692,000","-705,000","-2,617,000","-9,724,000","1,757,000","-5,502,000","522,000",,,"725,000","750,000","-5,062,000","6,000","1,090,000","1,200,000","1,800,000","900,000","1,100,000","1,000,000","-1,800,000","2,700,000","800,000","800,000","-10,200,000","1,100,000","1,000,000","1,100,000","1,200,000","1,300,000","1,400,000","200,000","1,000,000","1,100,000","1,100,000","2,400,000","900,000","500,000","1,100,000","1,100,000"
			GainLossOnInvestmentSecurities,,"4,662,000","-8,834,000",,"1,855,000","-1,138,000","-816,000",,"-15,000","-2,833,000","4,143,000",,"-1,643,000","2,125,000","-2,458,000",,"100,000","-1,218,000","2,030,000","-25,661,000","-1,096,000","22,788,000","-6,610,000",,"-17,885,000","17,023,000","-7,495,000",,"15,955,000","-8,263,000","-20,828,000",,"2,322,000","6,313,000","-5,477,000",,"8,323,000","932,000","-15,641,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"505,286,000","133,374,000","127,856,000","124,708,000","119,348,000","118,636,000","115,285,000","111,746,000","107,104,000","105,916,000","105,062,000","100,919,000","97,700,000","96,772,000","96,065,000","92,657,000","90,671,000","89,381,000","88,374,000","84,800,000","80,023,000","77,667,000","77,143,000","75,443,000","73,797,000","72,291,000","71,565,000","71,093,000","68,731,000","68,313,000","67,868,000","68,556,000","64,183,000","61,527,000","60,690,000","60,424,000","58,310,000","58,245,000","60,628,000","62,383,000","61,459,000","61,924,000","60,811,000","61,508,000","58,480,000","57,188,000","56,207,000","56,810,000","53,308,000","53,140,000","53,875,000","56,485,000","54,220,000","53,463,000","53,134,000","52,824,000","50,395,000","48,834,000","48,536,000","49,872,000","49,004,000","51,101,000","49,078,000","48,434,000","46,863,000","47,263,000","43,407,000","44,600,000","43,605,000","45,549,000","44,251,000","26,963,000","23,937,000","23,067,000","24,145,000","22,245,000","24,868,000","20,887,000","21,194,000","21,115,000","22,293,000","20,039,000","20,474,000","20,587,000","18,197,000","15,905,000","15,781,000","15,727,000","15,138,000",,,,,,,,,,,,"5,800,000","6,200,000","6,200,000",,,,,,,,,,,,
			DepreciationAndAmortization,"505,286,000","133,374,000","127,856,000","124,708,000","119,348,000","118,636,000","115,285,000","111,746,000","107,104,000","105,916,000","105,062,000","100,919,000","97,700,000","96,772,000","96,065,000","92,657,000","90,671,000","89,381,000","88,374,000","84,800,000","80,023,000","77,667,000","77,143,000","75,443,000","73,797,000","72,291,000","71,565,000","71,093,000","68,731,000","68,313,000","67,868,000","68,556,000","64,183,000","61,527,000","60,690,000","60,424,000","58,310,000","58,245,000","60,628,000","62,383,000","61,459,000","61,924,000","60,811,000","61,508,000","58,480,000","57,188,000","56,207,000","56,810,000","53,308,000","53,140,000","53,875,000","56,485,000","54,220,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"66,752,000","28,309,000","11,813,000","11,160,000","15,470,000","64,138,000","64,587,000","17,326,000","6,370,000","63,938,000","46,726,000","11,784,000","23,335,000","56,546,000","40,339,000","25,159,000","23,982,000","59,083,000","-108,735,000","38,927,000","39,599,000","81,416,000","67,241,000","22,514,000","38,586,000","73,157,000","59,299,000","28,259,000","33,335,000","75,874,000","55,418,000","39,495,000","30,747,000","72,583,000","47,127,000","10,971,000","23,474,000","60,940,000","45,951,000","-16,394,000","18,661,000","62,010,000","40,042,000","1,865,000","186,000","71,879,000","43,423,000","10,406,000","142,228,000","31,265,000","12,832,000","67,101,000","-35,234,000","70,717,000","27,175,000","20,076,000","5,587,000","60,299,000","11,978,000","24,855,000","-35,489,000","58,886,000","13,869,000","50,018,000","-22,039,000","37,751,000","20,448,000","-5,034,000","-24,902,000","34,297,000","8,308,000","31,247,000","-4,331,000","-9,266,000","19,347,000","44,719,000","-5,764,000","4,368,000","10,544,000","-3,945,000","26,359,000","-14,326,000","6,421,000","18,692,000","30,827,000","-26,412,000","-4,606,000","7,706,000","6,558,000","-4,513,000","8,500,000","25,600,000","2,000,000","2,100,000","2,200,000","-3,800,000","100,000","-100,000","-200,000","2,300,000","1,900,000","800,000","800,000","3,600,000","600,000","900,000","800,000","4,000,000","-400,000","-400,000","-400,000","2,600,000","100,000","0","-2,500,000"
			DeferredIncomeTax,"66,752,000","28,309,000","11,813,000","11,160,000","15,470,000","64,138,000","64,587,000","17,326,000","6,370,000","63,938,000","46,726,000","11,784,000","23,335,000","56,546,000","40,339,000","25,159,000","23,982,000","59,083,000","-108,735,000","38,927,000","39,599,000","81,416,000","67,241,000","22,514,000","38,586,000","73,157,000","59,299,000","28,259,000","33,335,000","75,874,000","55,418,000","39,495,000","30,747,000","72,583,000","47,127,000","10,971,000","23,474,000","60,940,000","45,951,000","-16,394,000","18,661,000","62,010,000","40,042,000","1,865,000","186,000","71,879,000","43,423,000","10,406,000","142,228,000","31,265,000","12,832,000","67,101,000","-35,234,000","70,717,000","27,175,000","20,076,000","5,587,000","60,299,000","11,978,000","24,855,000","-35,489,000","58,886,000","13,869,000","50,018,000","-22,039,000","37,751,000","20,448,000","-5,034,000","-24,902,000","34,297,000","8,308,000","31,247,000","-4,331,000","-9,266,000","19,347,000","44,719,000","-5,764,000","4,368,000","10,544,000","-3,945,000","26,359,000","-14,326,000","6,421,000","18,692,000","30,827,000","-26,412,000","-4,606,000","7,706,000","6,558,000","-4,513,000","8,500,000","25,600,000","2,000,000","2,100,000","2,200,000","-3,800,000","100,000","-100,000","-200,000","2,300,000","1,900,000","800,000","800,000","3,600,000","600,000","900,000","800,000","4,000,000","-400,000","-400,000","-400,000","2,600,000","100,000","0","-2,500,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,288,000","0",,,"0","10,988,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
