name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"442,296,000","114,984,000","111,656,000","110,718,000","104,938,000","98,236,000","99,544,000","94,605,000","91,271,000","89,245,000","86,072,000","82,439,000","78,375,000","74,614,000"
	OperatingRevenue,"442,296,000","114,984,000","111,656,000","110,718,000","104,938,000","98,236,000","99,544,000","94,605,000","91,271,000","89,245,000","86,072,000","82,439,000","78,375,000","74,614,000"
CostOfRevenue,"169,825,000","44,866,000","43,642,000","43,938,000","37,379,000","36,933,000","36,212,000","47,968,000","41,745,000","39,462,000","30,272,000","27,433,000","27,109,000","25,564,000"
GrossProfit,"272,471,000","70,118,000","68,014,000","66,780,000","67,559,000","61,303,000","63,332,000","46,637,000","49,526,000","49,783,000","55,800,000","55,006,000","51,266,000","49,050,000"
OperatingExpense,"277,089,000","69,650,000","68,028,000","70,394,000","69,017,000","59,159,000","60,839,000","96,642,000","78,527,000","78,028,000","51,696,000","42,679,000","43,616,000","41,276,000"
	SellingGeneralAndAdministration,"217,221,000","56,209,000","54,387,000","56,895,000","49,730,000","45,002,000","46,738,000","77,466,000","62,302,000","61,969,000","40,619,000","33,093,000","33,934,000","31,495,000"
		GeneralAndAdministrativeExpense,"110,914,000","28,757,000","26,055,000","31,237,000","24,865,000","24,852,000","25,620,000","48,043,000","37,758,000","37,636,000","21,656,000","17,263,000","16,647,000","15,448,000"
			OtherGandA,"110,914,000","28,757,000","26,055,000","31,237,000","24,865,000","24,852,000","25,620,000","48,043,000","37,758,000","37,636,000","21,656,000","17,263,000","16,647,000","15,448,000"
		SellingAndMarketingExpense,"106,307,000","27,452,000","28,332,000","25,658,000","24,865,000","20,150,000","21,118,000","29,423,000","24,544,000","24,333,000","18,963,000","15,830,000","17,287,000","16,047,000"
	ResearchAndDevelopment,"42,192,000","9,633,000","10,754,000","9,879,000","11,926,000","11,459,000","11,143,000","16,501,000","13,617,000","13,079,000","8,508,000","7,271,000","7,205,000","7,573,000"
	DepreciationAmortizationDepletionIncomeStatement,"11,811,000","2,960,000","2,891,000","3,082,000","2,878,000","2,827,000","2,909,000","2,735,000","2,505,000","2,869,000","2,468,000","2,311,000","2,172,000","2,045,000"
