name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"933,166,000","863,784,000","847,816,000","857,802,000","843,448,000","869,821,000","879,594,000","879,695,000","404,125,000","405,919,000","402,409,000","390,250,000","443,908,000","439,831,000","424,818,000","401,803,000","392,589,000","383,858,000","281,021,000","267,878,000","249,563,000","255,898,000","254,969,000","259,267,000","249,263,000","242,379,000","236,132,000","233,550,000","250,658,000","249,570,000","259,976,000","255,237,000","260,960,000","261,311,000"
	CurrentAssets,"324,747,000","235,791,000","201,521,000","186,213,000","168,354,000","184,225,000","184,532,000","181,156,000","180,377,000","172,911,000","154,386,000","139,861,000","195,498,000","195,415,000","190,960,000","167,055,000","159,257,000","147,850,000","136,611,000","125,623,000","106,683,000","110,819,000","110,465,000","113,023,000","100,038,000","90,101,000","83,435,000","78,990,000","90,504,000","81,235,000","89,353,000","81,729,000","84,823,000","79,245,000"
		CashCashEquivalentsAndShortTermInvestments,"105,355,000","98,508,000","91,475,000","91,500,000","68,861,000","79,612,000","87,994,000","90,309,000","95,713,000","92,919,000","78,062,000","56,885,000","112,061,000","113,401,000","104,584,000","86,464,000","73,739,000","76,290,000","68,077,000","57,154,000","40,882,000","51,178,000","53,195,000","54,851,000","38,880,000","28,596,000","21,922,000","22,200,000","30,743,000","19,739,000","27,127,000","16,022,000","17,010,000","18,578,000"
			CashAndCashEquivalents,"105,355,000","98,508,000","91,475,000","91,500,000","68,861,000","79,612,000","87,994,000","90,309,000","95,713,000","92,919,000","78,062,000","56,885,000","112,061,000","113,401,000","104,584,000","86,464,000","73,739,000","76,290,000","68,077,000","57,154,000","40,882,000","51,178,000","53,195,000","54,851,000","38,880,000","28,596,000","21,922,000","22,200,000","30,743,000","19,739,000","27,127,000","16,022,000","17,010,000","18,578,000"
		Receivables,"172,283,000","89,336,000","64,054,000","54,892,000","58,991,000","54,002,000","49,206,000","46,883,000","44,883,000","43,529,000","40,632,000","45,527,000","45,021,000","43,753,000","47,135,000","44,192,000","47,834,000","40,259,000","41,713,000","43,246,000","39,927,000","36,818,000","34,844,000","39,457,000","39,896,000","37,293,000","39,724,000","36,817,000","38,558,000","41,787,000","41,608,000","43,132,000","43,727,000","39,235,000"
			AccountsReceivable,"172,283,000","89,336,000","64,054,000","54,892,000","58,991,000","54,002,000","49,206,000","46,883,000","44,883,000","43,529,000","40,632,000","45,527,000","45,021,000","43,753,000","47,135,000","44,192,000","47,834,000","40,259,000","41,713,000","43,246,000","39,927,000","36,818,000","34,844,000","39,457,000","39,896,000","37,293,000","39,724,000","36,817,000","38,401,000","41,540,000","41,160,000","42,536,000","43,252,000","38,910,000"
				GrossAccountsReceivable,,,,,,"55,090,000",,,,"44,471,000",,,,"44,872,000",,,,"41,236,000",,,,"37,787,000","35,751,000","40,446,000","40,947,000","38,193,000","40,058,000","37,319,000","38,872,000","42,140,000","41,585,000","42,957,000","43,611,000","39,210,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,"-1,088,000",,,,"-942,000",,,,"-1,119,000",,,,"-977,000",,,,"-969,000","-907,000","-989,000","-1,051,000","-900,000","-334,000","-502,000","-471,000","-600,000","-425,000","-421,000","-359,000","-300,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,000","247,000","448,000","596,000","475,000","325,000"
		Inventory,"34,249,000","35,129,000","33,949,000","31,719,000","30,357,000","35,744,000","37,623,000","35,334,000","30,814,000","29,180,000","30,596,000","32,414,000","32,044,000","33,019,000","34,572,000","31,474,000","32,086,000","26,080,000","23,032,000","21,151,000","19,790,000","17,640,000","16,057,000","14,433,000","15,541,000","15,622,000","16,579,000","15,396,000","16,153,000","15,582,000","16,425,000","16,301,000","18,495,000","18,310,000"
			RawMaterials,"13,861,000","15,505,000","15,173,000","14,578,000","15,297,000","16,000,000","15,774,000","15,629,000","11,607,000","11,417,000","12,168,000","11,647,000","11,521,000","11,100,000","11,896,000","10,631,000","11,178,000","10,447,000","10,699,000","9,261,000","9,483,000","9,658,000","6,951,000","7,062,000","6,801,000","7,506,000","7,172,000","6,535,000","5,690,000","6,043,000","5,713,000","5,437,000","5,910,000","7,063,000"
			WorkInProcess,"13,071,000","13,042,000","11,560,000","11,687,000","8,606,000","11,212,000","14,330,000","12,991,000","12,445,000","9,450,000","8,658,000","9,513,000","9,007,000","4,261,000","7,168,000","7,984,000","10,310,000","5,509,000","5,571,000","5,932,000","4,237,000","3,965,000","4,597,000","2,712,000","4,273,000","2,407,000","4,129,000","1,732,000","2,549,000","1,788,000","4,410,000","4,982,000","6,659,000","5,849,000"
			FinishedGoods,"7,317,000","6,582,000","7,216,000","5,454,000","6,454,000","8,532,000","7,519,000","6,714,000","6,762,000","8,313,000","9,770,000","11,254,000","11,516,000","17,658,000","15,508,000","12,859,000","10,598,000","10,124,000","6,762,000","5,958,000","6,070,000","4,017,000","4,509,000","4,659,000","4,467,000","5,709,000","5,278,000","7,129,000","7,914,000","7,751,000","6,302,000","5,882,000","5,926,000","5,398,000"
		PrepaidAssets,,"10,113,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255,000","256,000","12,000","13,000","12,000","18,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"255,000","256,000","12,000","13,000","12,000","18,000"
		AssetsHeldForSaleCurrent,,"0","0","0","0","5,242,000",,,,,,,,,,,,,,,,"0",,"0","0","4,644,000",,,,,,,,
		OtherCurrentAssets,"12,860,000","2,705,000","12,043,000","8,102,000","10,145,000","9,625,000","9,709,000","8,630,000","8,967,000","7,283,000","5,096,000","5,035,000","6,372,000","5,242,000","4,669,000","4,925,000","5,598,000","5,221,000","3,789,000","4,072,000","6,084,000","5,183,000","6,369,000","4,282,000","5,721,000","3,946,000","5,210,000","4,577,000","4,795,000","3,871,000","4,181,000","6,261,000","5,579,000","3,104,000"
	TotalNonCurrentAssets,"608,419,000","627,993,000","646,295,000","671,589,000","675,094,000","685,596,000","695,062,000","698,539,000","223,748,000","233,008,000","248,023,000","250,389,000","248,410,000","244,416,000","233,858,000","234,748,000","233,332,000","236,008,000","144,410,000","142,255,000","142,880,000","145,079,000","144,504,000","146,244,000","149,225,000","152,278,000","152,697,000","154,560,000","160,154,000","168,335,000","170,623,000","173,508,000","176,137,000","182,066,000"
		NetPPE,"116,959,000","125,560,000","116,441,000","118,493,000","118,381,000","120,171,000","122,381,000","122,903,000","108,613,000","116,497,000","113,531,000","113,117,000","112,211,000","107,888,000","99,407,000","96,817,000","93,777,000","92,999,000","94,516,000","91,863,000","92,086,000","94,187,000","84,980,000","84,422,000","85,324,000","86,517,000","92,393,000","92,867,000","92,102,000","96,014,000","96,072,000","96,381,000","96,339,000","97,653,000"
			GrossPPE,"208,945,000","214,475,000","202,441,000","201,221,000","197,921,000","196,583,000","211,094,000","208,287,000","191,256,000","208,152,000","203,409,000","200,794,000","197,420,000","190,627,000","179,713,000","177,636,000","176,565,000","189,272,000","187,894,000","183,110,000","179,426,000","176,691,000","157,154,000","155,391,000","154,341,000","153,777,000","159,926,000","158,802,000","158,953,000","157,446,000","155,414,000","153,928,000","154,439,000","153,792,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
