name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
OperatingCashFlow,"261,187,000","52,711,000","49,245,000","61,891,000","97,340,000","40,672,000","79,383,000","22,504,000","74,319,000","62,218,000","71,521,000","45,222,000","57,163,000","54,652,000","58,815,000","40,955,000","54,517,000","26,195,000","59,976,000","52,941,000","57,100,000","60,637,000","62,565,000","45,573,000","76,961,000","47,439,000","56,266,000","24,903,000","80,949,000","41,890,000","49,637,000","41,298,000","51,412,000","51,538,000","51,970,000","45,478,000","14,220,000","47,311,000","52,162,000","27,782,000","68,107,000","43,787,000","47,277,000","12,369,000","59,545,000","32,952,000","60,884,000","16,997,000","42,822,000","35,733,000","56,788,000","9,598,000","60,321,000","68,110,000","56,403,000","41,841,000","40,530,000","43,090,000","42,119,000","30,648,000","29,946,000","34,988,000","26,565,000","26,795,000","30,405,000","29,386,000","19,722,000","16,105,000","35,205,000","24,912,000","16,430,000","29,027,000","21,589,000","17,448,000","14,326,000","23,089,000","15,214,000","15,154,000","20,411,000","12,635,000","17,122,000","12,074,000","16,517,000","11,768,000","14,725,000","7,865,000","7,992,000","6,598,000","8,936,000","11,500,000","10,996,000","5,400,000","9,400,000","6,500,000","5,541,000","2,900,000","3,700,000","1,000,000","2,616,000","200,000","200,000","200,000","200,000","300,000","0","300,000","200,000","100,000","300,000","100,000","300,000","100,000","100,000","200,000","200,000","100,000","200,000","-100,000","300,000","300,000","100,000","-200,000"
	CashFlowFromContinuingOperatingActivities,"261,187,000","52,711,000","49,245,000","61,891,000","97,340,000","40,672,000","79,383,000","22,504,000","74,319,000","62,218,000","71,521,000","45,222,000","57,163,000","54,652,000","58,815,000","40,955,000","54,517,000","26,195,000","59,976,000","52,941,000","57,100,000","60,637,000","62,565,000","45,573,000","76,961,000","47,439,000","56,266,000","24,903,000","80,949,000","41,890,000","49,637,000","41,298,000","51,412,000","51,538,000","51,970,000","45,478,000","14,220,000","47,311,000","52,162,000","27,782,000","68,107,000","43,787,000","47,277,000","12,369,000","59,545,000","32,952,000","60,884,000","16,997,000","42,822,000","35,733,000","56,788,000","9,598,000","60,321,000","68,110,000","56,403,000","41,841,000","40,530,000","43,090,000","42,119,000","30,648,000","29,946,000","34,988,000","26,565,000","26,795,000","30,405,000","29,386,000","19,722,000","16,105,000","35,205,000","24,912,000","16,430,000","29,027,000","21,589,000","17,448,000","14,326,000","23,089,000","15,214,000","15,154,000","20,411,000","12,635,000","17,122,000","12,074,000","16,517,000","11,768,000","14,725,000","7,865,000","7,992,000","6,598,000","8,936,000","11,500,000","10,996,000","5,400,000","9,400,000","6,500,000","5,541,000","2,900,000","3,700,000","1,000,000","2,616,000","200,000","200,000","200,000","200,000","300,000","0","300,000","200,000","100,000","300,000","100,000","300,000","100,000","100,000","200,000","200,000","100,000","200,000","-100,000","300,000","300,000","100,000","-200,000"
		NetIncomeFromContinuingOperations,"148,481,000","60,824,000","14,965,000","28,794,000","43,898,000","-6,079,000","83,549,000","-31,342,000","25,121,000","25,550,000","44,877,000","23,246,000","109,563,000","22,318,000","18,456,000","20,322,000","21,085,000","18,780,000","11,356,000","22,682,000","19,207,000","23,088,000","26,603,000","29,272,000","-48,316,000","8,096,000","62,617,000","94,294,000","17,232,000","14,735,000","5,937,000","24,548,000","9,050,000","5,671,000","92,672,000","-2,000,000","-4,405,000","15,277,000","22,268,000","-20,765,000","11,861,000","6,977,000","-87,215,000","7,470,000","-26,007,000","-18,566,000","16,752,000","8,926,000","9,151,000","10,675,000","9,546,000","15,536,000","18,051,000","18,166,000","21,471,000","12,949,000","12,853,000","11,395,000","9,929,000","11,431,000","7,877,000","5,547,000","9,587,000","20,587,000","9,116,000","9,937,000","10,282,000","10,589,000","9,120,000","9,040,000","9,446,000","9,750,000","8,843,000","8,993,000","8,070,000","8,582,000","6,238,000","7,987,000","5,759,000","6,164,000","6,041,000","5,337,000","5,900,000","5,222,000","5,181,000","3,832,000","4,089,000","3,794,000","3,754,000","3,650,000","3,986,000","4,100,000","3,700,000","4,200,000","2,896,000","1,400,000","900,000","-500,000","-1,267,000","100,000","100,000","100,000","100,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000",,,,"0","0","0","100,000"
		OperatingGainsLosses,"-26,857,000","-28,237,000","15,194,000","1,191,000","-14,515,000","33,166,000","-55,551,000","56,433,000",,,"-20,761,000","0",,,"-2,367,000","0","23,000","4,000","-3,896,000","-1,222,000","433,000","-4,692,000","-6,810,000","-35,590,000","319,000","1,551,000","-64,000,000","-85,760,000","-329,000","-3,986,000","152,000","-10,482,000","360,000","-74,000","-80,752,000","337,000","2,012,000","-1,973,000","14,000","-20,349,000","82,000","-4,138,000","24,773,000","361,000","-2,608,000","-2,701,000","-6,402,000","-3,261,000","-335,000","-325,000",,,,,"-10,592,000","-4,151,000","156,000","-46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,913,000","82,000","-4,138,000","-3,362,000","-1,299,000","-166,000","-2,701,000","4,000","-3,261,000","-335,000","-325,000","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-94,659,000","-28,579,000","-25,879,000","32,000",,,"-30,204,000","53,196,000",,,"-20,761,000","0",,,"-2,367,000","0","23,000","4,000","-4,409,000","-1,222,000","433,000","-4,692,000","-7,232,000","-35,624,000","319,000","1,551,000","-64,047,000","-15,000","1,000","-3,986,000","-41,000","-10,658,000","0","4,000","-9,004,000","0","-329,000","-2,354,000",,,,,,"-10,000",,,,,,,,,,,,,,"-46,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,"57,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"147,639,000","34,871,000","36,968,000","37,200,000","38,600,000","37,876,000","37,167,000","35,789,000","34,060,000","33,015,000","33,217,000","35,159,000","35,298,000","35,229,000","36,623,000","34,756,000","33,649,000","34,035,000","34,538,000","35,015,000","33,378,000","33,570,000","33,441,000","32,528,000","33,772,000","35,129,000","36,834,000","38,993,000","34,313,000","32,091,000","31,871,000","30,780,000","31,738,000","44,101,000","31,817,000","29,712,000","29,462,000","28,782,000","29,170,000","31,248,000","32,295,000","31,705,000","33,631,000","36,646,000","32,672,000","33,645,000","35,989,000","31,397,000","30,180,000","28,253,000","29,599,000","26,898,000","28,664,000","26,650,000","27,702,000","23,716,000","26,158,000","25,328,000","26,965,000","26,605,000","27,429,000","26,626,000","20,081,000","21,906,000","18,750,000","19,337,000","15,604,000","18,027,000","15,258,000","14,666,000","13,859,000","11,802,000","15,884,000","10,359,000","10,387,000","9,463,000","9,228,000","8,063,000","8,510,000","7,138,000","6,707,000","6,641,000","5,867,000","5,252,000","4,810,000","5,047,000","4,502,000","4,295,000","4,307,000","3,873,000","2,575,000","3,300,000","3,200,000","3,000,000","-1,015,000","4,900,000","1,400,000","1,000,000","867,000","100,000","200,000","100,000","200,000","100,000","200,000","100,000","100,000","100,000",,,"200,000","100,000","100,000","100,000","100,000","100,000","0","100,000","0",,,
			DepreciationAndAmortization,"147,639,000","34,871,000","36,968,000","37,200,000","38,600,000","37,876,000","37,167,000","35,789,000","34,060,000","33,015,000","33,217,000","35,159,000","35,298,000","35,229,000","36,623,000","34,756,000","33,649,000","34,035,000","34,538,000","35,015,000","33,378,000","33,570,000","33,441,000","32,528,000","33,772,000","35,129,000","36,834,000","38,993,000","34,313,000","32,091,000","31,871,000","30,780,000","31,738,000","44,101,000","31,817,000","29,712,000","29,462,000","28,782,000","29,170,000","31,248,000","32,295,000","31,705,000","33,631,000","36,646,000","32,672,000","33,645,000","35,989,000","31,397,000","30,180,000","28,253,000","29,599,000","26,898,000","28,664,000","26,650,000","27,702,000","23,716,000","26,158,000","25,328,000","26,965,000","26,605,000","27,429,000","26,626,000","20,081,000","21,906,000","18,750,000","19,337,000","15,604,000","18,027,000","15,258,000","14,666,000","13,859,000","11,802,000","15,884,000","10,359,000","10,387,000","9,463,000","9,228,000","8,063,000","8,510,000","7,138,000","6,707,000","6,641,000","5,867,000","5,252,000","4,810,000","5,047,000","4,502,000","4,295,000","4,307,000","3,873,000","2,575,000","3,300,000","3,200,000","3,000,000","-1,015,000","4,900,000","1,400,000","1,000,000","867,000","100,000","200,000","100,000","200,000","100,000","200,000","100,000","100,000","100,000",,,"200,000","100,000","100,000","100,000","100,000","100,000","0","100,000","0",,,
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,349,000","29,281,000","27,030,000","28,309,000","25,983,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
