name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
TotalAssets,"2,160,004,000","2,060,191,000","2,078,810,000","2,092,629,000","2,055,571,000","1,984,474,000","2,007,480,000","2,002,163,000","2,238,995,000","1,968,104,000","1,957,644,000","2,120,279,000","2,055,341,000","2,103,390,000","2,128,102,000","2,177,027,000","2,107,503,000","2,077,982,000","2,220,995,000","2,221,625,000","2,175,201,000","2,188,143,000","2,213,158,000","2,318,627,000","2,333,741,000","2,338,696,000","2,421,203,000","2,090,172,000","2,032,253,000","1,989,386,000","2,066,220,000","1,977,394,000","1,951,384,000","1,932,833,000","1,986,789,000","1,942,917,000","1,946,710,000","1,921,524,000","1,982,218,000","1,826,748,000","1,857,944,000","1,873,857,000","1,977,477,000","2,005,069,000","1,853,358,000","1,901,418,000","1,902,902,000","1,956,085,000","2,024,970,000","2,024,318,000","2,029,410,000","2,108,589,000","2,246,569,000","2,407,825,000","2,641,799,000","3,146,371,000","3,367,025,000","3,657,893,000","3,930,021,000","4,191,242,000","4,191,024,000","4,313,348,000","4,559,431,000","4,383,609,000","4,111,743,000","3,852,719,000","3,770,516,000","3,467,666,000","3,131,149,000","3,161,938,000","3,149,462,000","2,976,031,000","2,764,900,000","2,450,391,000","2,212,034,000","2,040,773,000","1,953,434,000","1,889,507,000","1,892,847,000","1,736,838,000","1,018,456,000","1,005,338,000","995,289,000","870,746,000","786,832,000","729,692,000","698,879,000","725,969,000","673,803,000","628,100,000","594,600,000","622,600,000","608,400,000","589,400,000","525,600,000","481,800,000","476,400,000","462,800,000","399,600,000","416,400,000","379,200,000","372,900,000","356,600,000","383,500,000","358,300,000","350,400,000","345,200,000","353,700,000","333,800,000","314,200,000","314,900,000","313,000,000","290,000,000","274,500,000","245,300,000"
	CurrentAssets,"1,908,375,000","1,799,104,000","1,811,359,000","1,823,625,000","1,783,672,000","1,703,840,000","1,722,335,000","1,703,982,000","1,937,645,000","1,658,367,000","1,658,372,000","1,807,795,000","1,751,523,000","1,838,505,000","1,870,179,000","1,944,572,000","1,879,226,000","1,848,507,000","1,883,827,000","1,877,165,000","1,828,646,000","1,845,215,000","1,866,073,000","1,944,031,000","1,958,688,000","1,964,993,000","2,040,872,000","2,033,797,000","1,982,392,000","1,912,745,000","1,979,066,000","1,886,152,000","1,862,469,000","1,830,589,000","1,883,286,000","1,838,617,000","1,843,722,000","1,815,839,000","1,883,578,000","1,731,701,000","1,764,500,000","1,773,675,000","1,884,720,000","1,907,346,000","1,759,159,000","1,801,728,000","1,820,313,000","1,867,770,000","1,928,419,000","1,910,123,000","1,913,583,000","1,972,716,000","2,096,391,000","2,247,438,000","2,456,347,000","2,541,377,000","2,765,788,000","2,966,262,000","3,344,944,000","3,588,127,000","3,672,493,000","3,922,245,000","4,118,503,000","3,964,468,000","3,650,784,000","3,593,286,000","3,540,043,000","3,128,709,000","2,805,626,000","2,710,820,000","2,735,549,000","2,599,178,000","2,405,389,000","2,091,665,000","1,862,858,000","1,687,269,000","1,609,769,000","1,541,118,000","1,543,451,000","1,414,537,000","966,027,000","961,357,000","925,336,000","821,291,000","742,927,000","683,804,000","652,750,000","684,475,000","631,210,000","585,000,000","559,700,000","584,800,000","573,000,000","552,700,000","489,700,000","444,300,000","431,400,000","426,000,000","370,300,000","391,700,000","359,900,000","354,300,000","340,400,000","364,800,000","338,100,000","332,500,000","328,500,000","333,700,000","312,500,000","302,500,000","303,300,000","300,900,000","277,500,000","264,900,000","236,700,000"
		CashCashEquivalentsAndShortTermInvestments,"163,905,000","157,701,000","246,715,000","358,334,000","355,533,000","244,628,000","327,693,000","152,266,000","294,265,000","41,277,000","106,741,000","68,491,000","86,441,000","84,399,000","139,805,000","136,298,000","158,787,000","177,812,000","292,147,000","168,381,000","138,809,000","158,623,000","228,871,000","127,209,000","134,933,000","144,881,000","251,583,000","128,752,000","146,261,000","138,680,000","324,154,000","206,482,000","299,620,000","382,560,000","504,459,000","298,346,000","425,660,000","396,696,000","487,795,000","231,616,000","257,028,000","272,524,000","370,403,000","274,645,000","382,196,000","451,744,000","537,121,000","471,958,000","524,468,000","432,725,000","507,339,000","464,949,000","559,527,000","436,856,000","584,334,000","314,202,000","273,670,000","236,540,000","454,337,000","123,909,000","218,841,000","150,285,000","162,570,000","24,366,000","15,183,000","12,149,000","297,098,000","8,098,000","15,930,000","91,107,000","320,880,000","199,627,000","89,559,000","102,267,000","73,372,000","15,356,000","18,818,000","80,570,000","124,989,000","5,682,000",,,"41,678,000","11,911,000",,,,,"6,305,000",,,,"1,600,000",,"67,600,000",,"25,500,000",,"1,300,000",,"5,600,000","3,200,000","12,900,000","1,000,000","13,600,000","3,900,000","40,400,000","4,600,000","3,500,000","2,400,000","36,000,000","16,500,000","4,600,000","1,600,000","800,000"
			CashAndCashEquivalents,"163,905,000","157,701,000","246,715,000","358,334,000","355,533,000","244,628,000","327,693,000","152,266,000","294,265,000","41,277,000","106,741,000","68,491,000","86,441,000","84,399,000","139,805,000","136,298,000","158,787,000","177,812,000","292,147,000","168,381,000","138,809,000","158,623,000","228,871,000","127,209,000","134,933,000","144,881,000","251,583,000","128,752,000","146,261,000","138,680,000","324,154,000","206,482,000","299,620,000","382,560,000","504,459,000","298,346,000","425,660,000","396,696,000","487,795,000","231,616,000","257,028,000","272,524,000","370,403,000","274,645,000","382,196,000","451,744,000","537,121,000","471,958,000","524,468,000","432,725,000","507,339,000","464,949,000","559,527,000","436,856,000","584,334,000","314,202,000","273,670,000","236,540,000","454,337,000","123,909,000","218,841,000","150,285,000","162,570,000","24,366,000","15,183,000","12,149,000","297,098,000","8,098,000","15,930,000","91,107,000","320,880,000","199,627,000","89,559,000","102,267,000","73,372,000","15,356,000","18,818,000","80,570,000","124,989,000","5,682,000",,,"41,678,000","11,911,000",,,,,"6,305,000",,,,"1,600,000",,"67,600,000",,"25,500,000",,"1,300,000",,"5,600,000","3,200,000","12,900,000","1,000,000","13,600,000","3,900,000","40,400,000","4,600,000","3,500,000","2,400,000","36,000,000","16,500,000","4,600,000","1,600,000","800,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,305,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"34,155,000","30,406,000","35,614,000","32,530,000","26,361,000","27,802,000","29,069,000","27,070,000","29,798,000","24,051,000","31,330,000","20,287,000","18,486,000","19,349,000","24,647,000","28,124,000","30,295,000","31,892,000","36,411,000","40,196,000","44,069,000","52,085,000","53,518,000","66,126,000","55,824,000","50,824,000","52,798,000","45,144,000","35,926,000","32,362,000","34,475,000","33,753,000","31,724,000","23,887,000","25,155,000","29,146,000","27,583,000","25,997,000","30,971,000","27,408,000","24,100,000","31,048,000","33,126,000","35,020,000","37,059,000","33,511,000","40,331,000","74,846,000","42,407,000","138,420,000","38,327,000","40,142,000","41,166,000","204,697,000","220,055,000","197,636,000","220,258,000","150,256,000","109,482,000","115,150,000","66,093,000","78,834,000","333,571,000","118,329,000","126,664,000","127,257,000","161,880,000","133,617,000","74,505,000","34,234,000","70,574,000","46,682,000","41,975,000","28,990,000","66,003,000","17,557,000","49,136,000","42,008,000","54,329,000","45,668,000","23,507,000","23,738,000","38,921,000","24,146,000","23,673,000","15,436,000","23,087,000","14,688,000","13,301,000","9,300,000","21,500,000","21,700,000","18,400,000","12,500,000","16,900,000","8,800,000","6,300,000","2,100,000","7,100,000","3,600,000","4,800,000","3,500,000","6,500,000","4,400,000","2,500,000","3,800,000","2,800,000","3,200,000","1,200,000","1,500,000","8,300,000","7,000,000","4,100,000","3,400,000","2,300,000"
			AccountsReceivable,"24,289,000","20,802,000","25,685,000","23,028,000","17,158,000","18,599,000","19,817,000","17,846,000","20,574,000","19,439,000","26,395,000","20,287,000","18,486,000","19,349,000","24,647,000","28,005,000","30,183,000","31,804,000","36,323,000","39,816,000","43,781,000","51,797,000","53,226,000","65,905,000","55,603,000","50,555,000","52,379,000","44,882,000","35,880,000","32,316,000","34,429,000","28,999,000","28,911,000","21,074,000","22,342,000","26,066,000","25,070,000","23,484,000","24,599,000","25,010,000","21,701,000","27,967,000","28,303,000","32,185,000","34,236,000","27,546,000","32,647,000","33,910,000","33,644,000","29,534,000","28,405,000","26,185,000","29,042,000","31,545,000","46,555,000","53,092,000","62,108,000","49,489,000","45,501,000","72,941,000","66,093,000","78,834,000","333,571,000","118,329,000","126,664,000","127,257,000","161,880,000","133,617,000","74,505,000","34,234,000","70,574,000","46,682,000","41,975,000","28,990,000","66,003,000","17,557,000","49,136,000","42,008,000","54,329,000","45,668,000","23,507,000","23,738,000","38,921,000","24,146,000","23,673,000","15,436,000",,,,,,,,,,,,,,,"4,800,000","3,500,000",,,,,,,,,,,,,
				GrossAccountsReceivable,"24,579,000","21,092,000","25,975,000","23,320,000","17,506,000","18,947,000","20,175,000","18,144,000","20,883,000","19,752,000","26,699,000","20,645,000","18,859,000","19,727,000","25,025,000","28,397,000","30,529,000","32,133,000","36,653,000","39,992,000","43,974,000","52,147,000","53,580,000","66,771,000","56,475,000","51,476,000","53,431,000","46,174,000","37,185,000","33,583,000","35,674,000","30,277,000","30,189,000","22,569,000","23,993,000","28,111,000","27,121,000","25,668,000","26,834,000","27,204,000","25,800,000","31,842,000","32,175,000","35,913,000","37,786,000","31,122,000","36,214,000",,,,"35,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-290,000","-290,000","-290,000","-292,000","-348,000","-348,000","-358,000","-298,000","-309,000","-313,000","-304,000","-358,000","-373,000","-378,000","-378,000","-392,000","-346,000","-329,000","-330,000","-176,000","-193,000","-350,000","-354,000","-866,000","-872,000","-921,000","-1,052,000","-1,292,000","-1,305,000","-1,267,000","-1,245,000","-1,278,000","-1,278,000","-1,495,000","-1,651,000","-2,045,000","-2,051,000","-2,184,000","-2,235,000","-2,194,000","-4,099,000","-3,875,000","-3,872,000","-3,728,000","-3,550,000","-3,576,000","-3,567,000",,,,"-7,545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"9,866,000","9,604,000","9,929,000","9,502,000","9,203,000","9,203,000","9,252,000","9,224,000","9,224,000","4,612,000","4,935,000",,,,"0","119,000","112,000","88,000","88,000","380,000","288,000","288,000","292,000","221,000","221,000","269,000","419,000","262,000","46,000","46,000","46,000","4,754,000","2,813,000","2,813,000","2,813,000","3,080,000","2,513,000","2,513,000","6,372,000","2,398,000","2,399,000","3,081,000","4,823,000","2,835,000","2,823,000","5,965,000","7,684,000","40,936,000","8,763,000","108,886,000","9,922,000","13,957,000","12,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
