name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004
OperatingCashFlow,"6,448,000,000","3,676,000,000","1,982,000,000","404,000,000","386,000,000","3,228,000,000","2,174,000,000","339,000,000","429,000,000","1,859,000,000","1,632,000,000","298,000,000","436,000,000","1,965,000,000","1,331,000,000","143,000,000","458,000,000","1,466,000,000","1,051,320,000","125,792,000","331,269,000","1,229,584,000","706,146,000","154,312,000","250,678,000","1,051,062,000","459,410,000","117,907,000","304,411,000","730,857,000","332,223,000","122,511,000","245,893,000","473,087,000","271,238,000","137,859,000","183,183,000","283,189,000","281,573,000","105,915,000","136,197,000","213,212,000","240,347,000","128,709,000","82,933,000","139,518,000","165,762,000","74,040,000","76,096,000","143,183,000","91,560,000","35,520,000","45,855,000","97,976,000","75,529,000","17,121,000","53,075,000","83,832,000","80,793,000","51,998,000","34,654,000","36,830,000","38,159,000","30,627,000","30,022,000","12,416,000","39,340,000","24,571,000","14,072,000","17,910,000","21,128,000","13,150,000","14,935,000","6,659,000"
	CashFlowFromContinuingOperatingActivities,"6,448,000,000","3,676,000,000","1,982,000,000","404,000,000","386,000,000","3,228,000,000","2,174,000,000","339,000,000","429,000,000","1,859,000,000","1,632,000,000","298,000,000","436,000,000","1,965,000,000","1,331,000,000","143,000,000","458,000,000","1,466,000,000","1,051,320,000","125,792,000","331,269,000","1,229,584,000","706,146,000","154,312,000","250,678,000","1,051,062,000","459,410,000","117,907,000","304,411,000","730,857,000","332,223,000","122,511,000","245,893,000","473,087,000","271,238,000","137,859,000","183,183,000","283,189,000","281,573,000","105,915,000","136,197,000","213,212,000","240,347,000","128,709,000","82,933,000","139,518,000","165,762,000","74,040,000","76,096,000","143,183,000","91,560,000","35,520,000","45,855,000","97,976,000","75,529,000","17,121,000","53,075,000","83,832,000","80,793,000","51,998,000","34,654,000","36,830,000","38,159,000","30,627,000","30,022,000","12,416,000","39,340,000","24,571,000","14,072,000","17,910,000","21,128,000","13,150,000","14,935,000","6,659,000"
		NetIncomeFromContinuingOperations,"1,003,000,000","28,000,000","-28,000,000","468,000,000","535,000,000","469,000,000","267,000,000","1,081,000,000","2,625,000,000","99,000,000","-248,000,000","-109,000,000","91,000,000","392,000,000","362,000,000","105,000,000","299,000,000","344,000,000","67,555,000","51,394,000","17,736,000","-9,207,000","-51,440,000","-37,309,000","229,622,000","38,759,000","-25,509,000","-25,157,000","-852,000","4,092,000","-65,765,000","-38,924,000","-61,088,000","-96,911,000","-116,623,000","-124,434,000","76,603,000","-67,721,000","-20,844,000","-220,297,000","-9,829,000","-19,475,000","-4,078,000","-3,756,000","-4,268,000","530,000","10,870,000","22,368,000","16,583,000","19,876,000","22,415,000","21,443,000","21,841,000","18,993,000","13,753,000","10,124,000","9,996,000","9,555,000","7,379,000","6,512,000","3,735,000","730,000","516,000","339,000","-145,000","-229,000","5,957,000","13,097,000","5,040,000","4,380,000","3,586,000","2,153,000","1,170,000","437,000"
		OperatingGainsLosses,"-930,000,000","-7,000,000","-34,000,000","-363,000,000","-526,000,000","-288,000,000","-260,000,000","-1,036,000,000","-682,000,000","-192,000,000","-31,000,000","-6,000,000","57,000,000","-281,000,000","-125,000,000","-63,000,000","-143,000,000","-211,000,000","132,975,000","117,677,000","107,868,000","106,142,000","101,014,000","92,397,000","88,783,000","75,650,000","79,220,000","64,228,000","76,679,000","40,538,000","71,212,000","51,086,000","61,661,000","68,384,000","54,689,000","48,008,000","46,189,000","45,667,000","43,719,000",,"35,783,000",,,,,,,,,,,,,,"-4,754,000","3,611,000","1,412,000","1,514,000","1,775,000","-147,000","854,000","718,000","715,000","561,000","-7,146,000","8,090,000","-2,419,000","1,166,000","1,140,000","795,000","1,721,000","1,268,000","1,270,000","870,000"
			GainLossOnSaleOfBusiness,,,,,,,"0","0","0",,"0","0","166,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"-7,086,000","-14,706,000",,,"0","-15,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-930,000,000","-7,000,000","-34,000,000","-363,000,000","-526,000,000","-288,000,000","-260,000,000","-1,036,000,000","-682,000,000","-192,000,000","-31,000,000","-6,000,000","-109,000,000","-281,000,000","-125,000,000","-63,000,000","-143,000,000","-211,000,000",,,,,"0","-833,000",,"-12,864,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,"-1,036,000,000","-682,000,000","-192,000,000","-31,000,000","-6,000,000","-109,000,000","-281,000,000","-125,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"3,519,000,000","906,000,000","931,000,000","963,000,000","719,000,000","685,000,000","869,000,000","670,000,000","649,000,000","658,000,000","633,000,000","608,000,000","457,000,000","437,000,000","273,000,000","256,000,000","252,000,000","181,000,000","187,689,000","187,546,000","192,257,000","185,108,000","180,766,000","169,346,000","149,361,000","132,772,000","131,912,000","134,236,000","131,675,000","127,927,000","117,938,000","111,954,000","107,596,000","110,808,000","114,813,000","114,347,000","77,966,000","62,297,000","57,395,000","59,960,000","49,999,000","49,441,000","45,901,000","41,553,000","40,239,000","29,593,000","23,738,000","19,710,000","17,793,000","14,505,000","15,287,000","13,601,000","12,144,000","12,145,000","26,351,000","22,694,000","22,777,000","22,881,000","19,036,000","17,802,000","15,689,000","13,887,000","10,513,000","9,166,000","8,754,000","7,452,000","6,197,000","5,119,000","4,794,000","4,523,000","4,795,000","5,055,000","4,554,000","4,341,000"
			DepreciationAndAmortization,"3,519,000,000","906,000,000","931,000,000","963,000,000","719,000,000","685,000,000","869,000,000","670,000,000","649,000,000","658,000,000","633,000,000","608,000,000","457,000,000","437,000,000","273,000,000","256,000,000","252,000,000","181,000,000","187,689,000","187,546,000","192,257,000","185,108,000","180,766,000","169,346,000","149,361,000","132,772,000","131,912,000","134,236,000","131,675,000","127,927,000","117,938,000","111,954,000","107,596,000","110,808,000","114,813,000","114,347,000","77,966,000","62,297,000","57,395,000","59,960,000","49,999,000","49,441,000","45,901,000","41,553,000","40,239,000","29,593,000","23,738,000","19,710,000","17,793,000","14,505,000","15,287,000","13,601,000","12,144,000","12,145,000","26,351,000","22,694,000","22,777,000","22,881,000","19,036,000","17,802,000","15,689,000","13,887,000","10,513,000","9,166,000","8,754,000","7,452,000","6,197,000","5,119,000","4,794,000","4,523,000","4,795,000","5,055,000","4,554,000","4,341,000"
