name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"11,764,000,000","3,375,000,000","3,477,000,000","2,827,000,000","2,085,000,000","2,318,000,000","1,785,000,000","1,586,000,000","1,274,000,000","1,657,000,000","1,929,000,000","1,699,000,000","1,798,000,000","2,199,000,000","2,607,000,000","2,759,000,000","2,317,000,000","2,139,000,000","2,337,000,000","2,055,000,000","1,949,000,000","2,121,000,000","413,000,000","366,000,000","368,000,000","370,000,000","407,000,000","421,000,000","436,000,000","549,000,000","731,000,000","827,000,000","834,000,000","1,096,000,000","824,000,000","704,000,000","704,000,000","731,000,000","430,800,000","350,800,000","338,400,000","530,900,000","387,200,000","383,300,000","361,600,000","465,300,000","348,400,000","239,900,000","255,000,000","403,700,000","300,300,000","205,700,000","475,300,000","240,600,000","378,500,000","426,800,000","332,500,000","374,800,000","270,900,000","188,600,000","186,900,000","240,100,000","478,700,000","102,000,000","95,000,000","120,000,000","414,800,000","123,467,000","150,200,000","127,400,000"
	OperatingRevenue,"11,764,000,000","3,375,000,000","3,477,000,000","2,827,000,000","2,085,000,000","2,318,000,000","1,785,000,000","1,586,000,000","1,274,000,000","1,657,000,000","1,929,000,000","1,699,000,000","1,798,000,000","2,199,000,000","2,607,000,000","2,759,000,000","2,317,000,000","2,139,000,000","2,337,000,000","2,055,000,000","1,949,000,000","2,121,000,000","413,000,000","366,000,000","368,000,000","370,000,000","407,000,000","421,000,000","436,000,000","549,000,000","731,000,000","827,000,000","834,000,000","1,096,000,000","824,000,000","704,000,000","704,000,000","731,000,000","430,800,000","350,800,000","338,400,000","530,900,000","418,400,000","331,200,000","361,600,000","465,300,000","356,900,000","239,900,000","255,000,000","403,700,000","366,100,000","205,700,000","475,300,000","240,600,000","378,500,000","426,800,000","332,500,000","374,800,000","270,900,000","188,600,000","186,900,000","240,100,000","478,700,000","102,000,000","95,000,000","120,000,000","414,800,000","123,467,000","150,200,000","127,400,000"
CostOfRevenue,"10,666,000,000","3,165,000,000","2,969,000,000","2,600,000,000","1,932,000,000","2,128,000,000","1,497,000,000","1,310,000,000","1,067,000,000","1,245,000,000","1,654,000,000","1,408,000,000","1,457,000,000","1,907,000,000","2,094,000,000","2,425,000,000","2,025,000,000","1,863,000,000","2,043,000,000","1,789,000,000","1,651,000,000","1,781,000,000","285,000,000","259,000,000","261,000,000","263,000,000","289,000,000","311,000,000","335,000,000","431,000,000","603,000,000","687,000,000","704,000,000","911,000,000","680,000,000","592,000,000","596,000,000","606,000,000","299,800,000","303,700,000","303,900,000","457,500,000","351,300,000","288,800,000","296,000,000","399,100,000","314,900,000","219,400,000","226,300,000","351,800,000","277,100,000","170,300,000","398,500,000","192,000,000","194,300,000","249,400,000","298,800,000","340,300,000","319,400,000","163,300,000","171,500,000","217,500,000","455,300,000","83,700,000","78,700,000","106,400,000","373,900,000","111,800,000","134,800,000","112,300,000"
GrossProfit,"1,098,000,000","210,000,000","508,000,000","227,000,000","153,000,000","190,000,000","288,000,000","276,000,000","207,000,000","412,000,000","275,000,000","291,000,000","341,000,000","292,000,000","513,000,000","334,000,000","292,000,000","276,000,000","294,000,000","266,000,000","298,000,000","340,000,000","128,000,000","107,000,000","107,000,000","107,000,000","118,000,000","110,000,000","101,000,000","118,000,000","128,000,000","140,000,000","130,000,000","185,000,000","144,000,000","112,000,000","108,000,000","125,000,000","131,000,000","47,100,000","34,500,000","73,400,000","35,900,000","94,500,000","65,600,000","66,200,000","33,500,000","20,500,000","28,700,000","51,900,000","23,200,000","35,400,000","76,800,000","48,600,000","184,200,000","177,400,000","33,700,000","34,500,000","-48,500,000","25,300,000","15,400,000","22,600,000","23,400,000","18,300,000","16,300,000","13,600,000","40,900,000","11,667,000","15,400,000","15,100,000"
OperatingExpense,"897,000,000","207,000,000","241,000,000","233,000,000","216,000,000","187,000,000","243,000,000","216,000,000","204,000,000","212,000,000","257,000,000","253,000,000","251,000,000","250,000,000","298,000,000","268,000,000","258,000,000","223,000,000","232,000,000","237,000,000","254,000,000","239,000,000","66,000,000","74,000,000","69,000,000","69,000,000","83,000,000","78,000,000","74,000,000","68,000,000","80,000,000","70,000,000","71,000,000","62,000,000","79,000,000","70,000,000","67,000,000","65,000,000","84,900,000","25,900,000","20,600,000","37,100,000","30,600,000","29,800,000","28,700,000","28,900,000","26,700,000","17,800,000","26,900,000","26,400,000","26,300,000","24,300,000","46,600,000","16,200,000","31,700,000","25,000,000","199,400,000","51,100,000","-68,900,000","21,400,000","11,400,000","8,200,000","12,700,000","7,400,000","6,500,000","7,100,000","21,000,000","5,667,000","7,800,000","8,200,000"
	SellingGeneralAndAdministration,"240,000,000","55,000,000","65,000,000","63,000,000","57,000,000","38,000,000","80,000,000","66,000,000","51,000,000","56,000,000","74,000,000","66,000,000","68,000,000","67,000,000","77,000,000","70,000,000","70,000,000","59,000,000","88,000,000","69,000,000","71,000,000","62,000,000","24,000,000","22,000,000","21,000,000","21,000,000","21,000,000","21,000,000","22,000,000","21,000,000","16,000,000","17,000,000","15,000,000","16,000,000","15,000,000","15,000,000","16,000,000","16,000,000","11,800,000","11,100,000","11,000,000","11,900,000","10,300,000","9,400,000","8,600,000","9,000,000","8,700,000","8,200,000","8,200,000","8,600,000","8,700,000","7,900,000","15,700,000","5,800,000","18,400,000","16,200,000","5,300,000","5,500,000","-14,000,000","13,500,000","6,900,000","4,800,000","8,900,000","4,400,000","3,600,000","4,100,000","17,400,000","2,733,000","0","0"
		GeneralAndAdministrativeExpense,"240,000,000","55,000,000","65,000,000","63,000,000","57,000,000","38,000,000","80,000,000","66,000,000","51,000,000","56,000,000","74,000,000","66,000,000","68,000,000","67,000,000","77,000,000","70,000,000","70,000,000","59,000,000","88,000,000","69,000,000","71,000,000","62,000,000","24,000,000","22,000,000","21,000,000","21,000,000","21,000,000","21,000,000","22,000,000","21,000,000","16,000,000","17,000,000","15,000,000","16,000,000","15,000,000","15,000,000","16,000,000","16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"240,000,000","55,000,000","65,000,000","63,000,000","57,000,000","38,000,000","80,000,000","66,000,000","51,000,000","56,000,000","74,000,000","66,000,000","68,000,000","67,000,000","77,000,000","70,000,000","70,000,000","59,000,000","88,000,000","69,000,000","71,000,000","62,000,000","24,000,000","22,000,000","21,000,000","21,000,000","21,000,000","21,000,000","22,000,000","21,000,000","16,000,000","17,000,000","15,000,000","16,000,000","15,000,000","15,000,000","16,000,000","16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,800,000","9,600,000","25,200,000","20,400,000","20,600,000","20,100,000","19,900,000","18,000,000","19,200,000","18,700,000","17,800,000","17,600,000","16,400,000","30,900,000","10,400,000","10,200,000","8,800,000","9,000,000","8,500,000","8,600,000","7,900,000","4,500,000","3,400,000","3,900,000","3,000,000","2,900,000","3,000,000","2,900,000","2,933,000","2,900,000","3,000,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,800,000","9,600,000","25,200,000","20,400,000","20,600,000","20,100,000","19,900,000","18,000,000","19,200,000","18,700,000","17,800,000","17,600,000","16,400,000","30,900,000","10,400,000","10,200,000","8,800,000","9,000,000","8,500,000","8,600,000","7,900,000","4,500,000","3,400,000","3,900,000","3,000,000","2,900,000","3,000,000","2,900,000","2,933,000","2,900,000","3,000,000"
