name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"143,000,000","156,625,000","165,531,000","168,206,000","169,662,000","179,314,000","183,828,000","187,523,000","126,745,000","137,402,000","138,569,000","142,652,000","38,668,000","40,881,000"
	CurrentAssets,"127,768,000","143,326,000","154,456,000","158,537,000","163,895,000","173,328,000","177,697,000","181,095,000","120,284,000","112,490,000","131,987,000","135,876,000","29,052,000","36,662,000"
		CashCashEquivalentsAndShortTermInvestments,"93,602,000","110,231,000","122,769,000","128,142,000","136,072,000","147,482,000","153,910,000","157,858,000","97,619,000","90,689,000","112,277,000","118,247,000","15,509,000","24,990,000"
			CashAndCashEquivalents,"93,602,000","110,231,000","105,642,000","101,849,000","94,575,000","69,466,000","62,468,000","73,442,000","27,552,000","39,181,000","112,277,000","118,247,000","15,509,000","24,990,000"
			OtherShortTermInvestments,,"0","17,127,000","26,293,000","41,497,000","78,016,000","91,442,000","84,416,000","70,067,000","51,508,000",,,,
		Receivables,"13,876,000","11,832,000","10,976,000","11,747,000","11,106,000","9,070,000","9,398,000","7,753,000","8,670,000","8,601,000","6,932,000","5,417,000","4,096,000","4,520,000"
			AccountsReceivable,"13,876,000","11,832,000","10,976,000","11,747,000","11,106,000","9,070,000","9,398,000","7,753,000","8,670,000","8,601,000","6,932,000","5,417,000","4,096,000","4,520,000"
				GrossAccountsReceivable,,"11,838,000",,,,"9,083,000",,,,"8,646,000",,,,"6,405,000"
				AllowanceForDoubtfulAccountsReceivable,,"-6,000",,,,"-13,000",,,,"-45,000",,,,"-1,885,000"
		Inventory,"17,726,000","17,851,000","16,049,000","12,771,000","11,960,000","9,989,000","10,946,000","11,621,000","12,101,000","10,322,000","9,275,000","8,963,000","8,056,000","5,744,000"
			RawMaterials,"3,031,000","2,447,000","2,195,000","2,153,000","2,208,000","1,785,000","1,725,000","1,736,000","1,539,000",,"1,029,000","866,000","2,147,000","1,054,000"
			FinishedGoods,"14,708,000","15,437,000","13,876,000","10,662,000","10,369,000","10,599,000","9,221,000","9,885,000","10,562,000",,"8,246,000","8,097,000","5,909,000","4,690,000"
			OtherInventories,,,"1,000",,,,,,,,,,,
			InventoriesAdjustmentsAllowances,"-13,000","-33,000","-23,000","-44,000","-617,000","-2,395,000",,,,,,,,
		PrepaidAssets,"2,564,000","3,412,000","4,662,000","5,877,000","4,757,000","6,787,000","3,443,000","3,863,000","1,894,000","2,878,000","3,503,000","3,249,000","1,391,000","1,408,000"
	TotalNonCurrentAssets,"15,232,000","13,299,000","11,075,000","9,669,000","5,767,000","5,986,000","6,131,000","6,428,000","6,461,000","24,912,000","6,582,000","6,776,000","9,616,000","4,219,000"
		NetPPE,"9,866,000","7,697,000","5,132,000","3,428,000","2,777,000","2,844,000","2,824,000","2,885,000","2,707,000","2,734,000","2,697,000","2,743,000","2,846,000","2,880,000"
			GrossPPE,,"11,027,000",,,,"5,176,000",,,,,,,,"3,826,000"
				Properties,,"0",,,,"0",,,,,,,,"0"
				MachineryFurnitureEquipment,,"1,289,000",,,,"952,000",,,,,,,,"593,000"
				OtherProperties,,"2,945,000",,,,"1,699,000",,,,,,,,"1,217,000"
				ConstructionInProgress,,"4,743,000",,,,"482,000",,,,,,,,"38,000"
				Leases,,"2,050,000",,,,"2,043,000",,,,,,,,"1,978,000"
			AccumulatedDepreciation,,"-3,330,000",,,,"-2,332,000",,,,,,,,"-946,000"
		InvestmentsAndAdvances,,,,,,"0","0","0","0","18,224,000",,,,
		OtherNonCurrentAssets,"5,366,000","5,602,000","5,943,000","6,241,000","2,990,000","3,142,000","3,307,000","3,543,000","3,754,000","3,954,000","3,885,000","4,033,000","6,770,000","1,339,000"
TotalLiabilitiesNetMinorityInterest,"75,293,000","77,385,000","77,352,000","72,068,000","68,508,000","71,814,000","64,090,000","60,443,000","62,788,000","65,511,000","61,126,000","58,275,000","196,742,000","54,108,000"
	CurrentLiabilities,"29,499,000","26,086,000","20,919,000","16,663,000","16,214,000","19,555,000","15,054,000","11,684,000","14,319,000","16,932,000","12,441,000","9,488,000","10,792,000","8,838,000"
		PayablesAndAccruedExpenses,"17,148,000","20,371,000","19,058,000","14,639,000","14,167,000","17,679,000","12,732,000","9,620,000","10,622,000","16,932,000","11,357,000","8,501,000","10,792,000","8,838,000"
			Payables,"2,926,000","2,379,000","4,908,000","1,958,000","2,923,000","2,598,000","2,046,000","2,542,000","3,194,000","1,898,000","1,965,000","1,189,000","3,134,000","1,252,000"
				AccountsPayable,"2,926,000","2,379,000","4,908,000","1,958,000","2,923,000","2,598,000","2,046,000","2,542,000","3,194,000","1,898,000","1,965,000","1,189,000","3,134,000","1,252,000"
			CurrentAccruedExpenses,"14,222,000","17,992,000","14,150,000","12,681,000","11,244,000","15,081,000","10,686,000","7,078,000","7,428,000","15,034,000","9,392,000","7,312,000","7,658,000","7,586,000"
		CurrentProvisions,"481,000","359,000","410,000","588,000","639,000","820,000","1,109,000","920,000","2,735,000",,,,,
		CurrentDebtAndCapitalLeaseObligation,"11,348,000","5,199,000","1,003,000","958,000","872,000","850,000","829,000","809,000","788,000",,"749,000","730,000",,
			CurrentDebt,"9,829,000","3,905,000",,,,,,,,,,,,
				LineOfCredit,"9,829,000","3,905,000",,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"1,519,000","1,294,000","1,003,000","958,000","872,000","850,000","829,000","809,000","788,000",,"749,000","730,000",,
		CurrentDeferredLiabilities,"522,000","157,000","448,000","478,000","536,000","206,000","384,000","335,000","174,000",,"335,000","257,000",,
			CurrentDeferredRevenue,"522,000","157,000","448,000","478,000","536,000","206,000","384,000","335,000","174,000",,"335,000","257,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"45,794,000","51,299,000","56,433,000","55,405,000","52,294,000","52,259,000","49,036,000","48,759,000","48,469,000","48,579,000","48,685,000","48,787,000","185,950,000","45,270,000"
		LongTermDebtAndCapitalLeaseObligation,"38,901,000","44,786,000","48,652,000","48,614,000","48,574,000","48,533,000","45,160,000","45,066,000","44,972,000","44,879,000","44,785,000","44,690,000","44,597,000","44,201,000"
			LongTermDebt,"38,901,000","44,786,000","48,652,000","48,614,000","48,574,000","48,533,000","45,160,000","45,066,000","44,972,000","44,879,000","44,785,000","44,690,000","44,597,000","44,201,000"
		DerivativeProductLiabilities,,,,,,,,,,"0","0","0","31,803,000","0"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","105,265,000","0"
		OtherNonCurrentLiabilities,"6,893,000","6,513,000","7,781,000","6,791,000","3,720,000","3,726,000","3,876,000","3,693,000","3,497,000","3,700,000","3,900,000","4,097,000","4,285,000","1,069,000"
TotalEquityGrossMinorityInterest,"67,707,000","79,240,000","88,179,000","96,138,000","101,154,000","107,500,000","119,738,000","127,080,000","63,957,000","71,891,000","77,443,000","84,377,000","-158,074,000","-13,227,000"
	StockholdersEquity,"67,707,000","79,240,000","88,179,000","96,138,000","101,154,000","107,500,000","119,738,000","127,080,000","63,957,000","71,891,000","77,443,000","84,377,000","-158,074,000","-13,227,000"
		CapitalStock,"35,000","35,000","35,000","35,000","34,000","34,000","34,000","34,000","31,000","31,000","31,000","31,000","1,000","24,000"
			PreferredStock,"0","0",,"0","0","0","0","0","0","0","0","0",,
			CommonStock,"35,000","35,000","35,000","35,000","34,000","34,000","34,000","34,000","31,000","31,000","31,000","31,000","1,000","24,000"
		AdditionalPaidInCapital,"373,053,000","367,907,000","362,152,000","356,224,000","350,699,000","346,318,000","341,687,000","338,550,000","264,951,000","263,384,000","260,647,000","259,574,000","5,194,000","125,860,000"
		RetainedEarnings,"-305,381,000","-288,702,000","-274,009,000","-260,124,000","-249,585,000","-238,891,000","-222,135,000","-211,820,000","-201,467,000","-191,526,000","-183,235,000","-175,228,000","-163,269,000","-139,111,000"
		GainsLossesNotAffectingRetainedEarnings,,"0","1,000","3,000","6,000","39,000","152,000","316,000","442,000","2,000",,,,
TotalCapitalization,"106,608,000","124,026,000","136,831,000","144,752,000","149,728,000","156,033,000","164,898,000","172,146,000","108,929,000","116,770,000","122,228,000","129,067,000","-113,477,000","30,974,000"
CommonStockEquity,"67,707,000","79,240,000","88,179,000","96,138,000","101,154,000","107,500,000","119,738,000","127,080,000","63,957,000","71,891,000","77,443,000","84,377,000","-158,074,000","-13,227,000"
CapitalLeaseObligations,"1,519,000","1,294,000","1,003,000","958,000","872,000","850,000","829,000","809,000","788,000",,"749,000","730,000",,
NetTangibleAssets,"67,707,000","79,240,000","88,179,000","96,138,000","101,154,000","107,500,000","119,738,000","127,080,000","63,957,000","71,891,000","77,443,000","84,377,000","-158,074,000","-13,227,000"
WorkingCapital,"98,269,000","117,240,000","133,537,000","141,874,000","147,681,000","153,773,000","162,643,000","169,411,000","105,965,000","95,558,000","119,546,000","126,388,000","18,260,000","27,824,000"
InvestedCapital,"116,437,000","127,931,000","136,831,000","144,752,000","149,728,000","156,033,000","164,898,000","172,146,000","108,929,000","116,770,000","122,228,000","129,067,000","-113,477,000","30,974,000"
TangibleBookValue,"67,707,000","79,240,000","88,179,000","96,138,000","101,154,000","107,500,000","119,738,000","127,080,000","63,957,000","71,891,000","77,443,000","84,377,000","-158,074,000","-13,227,000"
TotalDebt,"50,249,000","49,985,000","49,655,000","49,572,000","49,446,000","49,383,000","45,989,000","45,875,000","45,760,000","44,879,000","45,534,000","45,420,000","44,597,000","44,201,000"
NetDebt,,,,,,,,,"17,420,000","5,698,000",,,"29,088,000","19,211,000"
ShareIssued,"35,073,602","34,980,896","34,854,822","34,623,409","34,438,290","34,249,649","33,889,077","33,610,099","31,395,637","31,255,267","30,775,980","30,747,714","30,207,942","28,711,568"
OrdinarySharesNumber,"35,073,602","34,980,896","34,854,822","34,623,409","34,438,290","34,249,649","33,889,077","33,610,099","31,395,637","31,255,267","30,775,980","30,747,714","30,207,942","28,711,568"
