name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000
OperatingCashFlow,"411,127,000","63,788,000","115,980,000","149,504,000","81,855,000","53,115,000","204,018,000","101,232,000","130,021,000","11,403,000","128,644,000","25,291,000","230,901,000","-2,538,000","91,327,000","84,143,000","98,289,000","38,817,000","85,741,000","89,041,000","85,159,000","33,432,000","57,079,000","71,938,000","61,199,000","17,339,000","52,218,000","32,586,000","36,246,000","-132,000","35,203,000","67,751,000","11,057,000","12,412,000","34,709,000","32,438,000","34,820,000","7,435,000","38,341,000","33,315,000","43,132,000","374,000","44,516,000","49,598,000","52,045,000","11,127,000","39,984,000","45,102,000","27,789,000","28,023,000","11,318,000","-793,000","3,212,000","-9,544,000","22,999,000","11,743,000","30,700,000","-1,060,000","35,141,000","24,350,000","48,502,000","25,261,000","47,859,000","20,846,000","27,755,000","439,000","23,494,000","3,933,000","4,062,000","19,927,000","16,179,000","6,806,000","21,098,000","11,060,000","14,258,000","1,719,000","10,562,000","4,305,000","10,893,000","6,376,000","17,713,000","4,654,000","7,214,000","3,280,000","28,032,000","25,842,000","8,898,000","17,186,000"
	CashFlowFromContinuingOperatingActivities,"411,127,000","63,788,000","115,980,000","149,504,000","81,855,000","53,115,000","204,018,000","101,232,000","130,021,000","11,403,000","128,644,000","25,291,000","230,901,000","-2,538,000","91,327,000","84,143,000","98,289,000","38,817,000","85,741,000","89,041,000","85,159,000","33,432,000","57,079,000","71,938,000","61,199,000","17,339,000","52,218,000","32,586,000","36,246,000","-132,000","35,203,000","67,751,000","11,057,000","12,412,000","34,709,000","32,438,000","34,820,000","7,435,000","38,341,000","33,315,000","43,132,000","374,000","44,516,000","49,598,000","52,045,000","11,127,000","39,984,000","45,102,000","27,789,000","28,023,000","11,318,000","-793,000","3,212,000","-9,544,000","24,454,000","11,655,000","29,782,000","-736,000","32,451,000","24,598,000","47,710,000","25,261,000","47,859,000","22,174,000","28,007,000","-1,141,000","21,812,000","2,461,000","4,062,000","19,927,000","16,179,000","6,806,000","21,098,000","11,060,000","14,258,000","1,719,000","10,562,000","4,305,000","10,893,000","6,376,000","17,713,000","4,654,000","7,214,000","3,280,000","28,032,000","25,842,000","8,898,000","17,186,000"
		NetIncomeFromContinuingOperations,"450,155,000","125,705,000","118,219,000","117,461,000","88,770,000","84,676,000","86,624,000","79,303,000","68,036,000","61,006,000","57,438,000","40,767,000","123,997,000","32,658,000","80,784,000","48,060,000","54,349,000","57,562,000","-28,341,000","40,902,000","39,991,000","32,514,000","26,098,000","21,947,000","32,890,000","16,212,000","17,573,000","23,403,000","24,448,000","14,872,000","9,312,000","-1,068,000","-14,669,000","14,312,000","20,541,000","17,807,000","19,781,000","16,397,000","11,256,000","18,037,000","21,673,000","17,859,000","40,161,000","21,988,000","32,522,000","29,575,000","26,864,000","22,766,000","18,746,000","16,746,000","10,092,000","-7,614,000","-22,492,000","-37,745,000","-131,798,000","-393,002,000","6,659,000","1,139,000","10,782,000","8,417,000","14,777,000","10,383,000","16,099,000","17,821,000","18,193,000","11,353,000","-18,324,000","-10,095,000","-7,930,000","7,109,000","4,475,000","5,739,000","8,935,000","9,175,000","5,023,000","1,637,000","2,313,000","3,957,000","647,000","-5,642,000","4,852,000","5,226,000","-1,386,000","-5,916,000","-1,708,000","8,428,000","13,784,000","18,112,000"
		OperatingGainsLosses,,,"0","0","23,338,000",,,,,,,,,,"2,319,000",,,,"20,687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,286,000","-627,000","-130,000","711,000","-1,317,000","488,000","848,000","-76,000","541,000","-1,995,000","1,750,000","-1,000,000","708,000","-6,112,000","-31,000","630,000","-5,000","-5,180,000","3,121,000","37,607,000","27,131,000","12,088,000","-1,041,000","896,000","426,000","2,664,000","895,000","-75,000","-811,000","3,074,000","339,000","324,000","4,615,000","4,089,000","90,000","-482,000","2,250,000","4,410,000","-1,060,000","2,655,000","1,379,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-221,000","203,000","257,000","11,000","-372,000","39,000","352,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-717,000","-469,000","-191,000",,,"449,000","496,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"140,757,000","36,556,000","35,041,000","34,684,000","34,476,000","33,966,000","33,282,000","32,526,000","33,855,000","36,859,000","36,380,000","34,458,000","35,187,000","35,378,000","33,930,000","37,956,000","27,816,000","27,566,000","26,055,000","25,836,000","25,418,000","24,922,000","25,241,000","24,769,000","24,887,000","24,989,000","25,666,000","25,029,000","25,333,000","25,626,000","25,845,000","27,258,000","20,433,000","10,168,000","10,014,000","9,548,000","9,670,000","9,583,000","9,486,000","9,738,000","9,446,000","8,937,000","9,009,000","9,268,000","9,279,000","9,508,000","10,094,000","9,578,000","10,530,000","10,996,000","11,864,000","12,178,000","12,834,000","13,251,000","13,070,000","11,334,000","10,636,000","11,303,000","11,182,000","11,067,000","10,673,000","10,854,000","10,654,000","10,432,000","11,758,000","10,817,000","14,049,000","10,036,000","8,172,000","5,888,000","5,749,000","5,807,000","6,340,000","6,080,000","6,465,000","6,607,000","6,772,000","6,804,000","6,829,000","6,775,000","7,369,000","6,618,000","7,306,000","6,871,000","6,335,000","5,933,000","5,955,000","6,037,000"
			DepreciationAndAmortization,"140,757,000","36,556,000","35,041,000","34,684,000","34,476,000","33,966,000","33,282,000","32,526,000","33,855,000","36,859,000","36,380,000","34,458,000","35,187,000","35,378,000","33,930,000","37,956,000","27,816,000","27,566,000","26,055,000","25,836,000","25,418,000","24,922,000","25,241,000","24,769,000","24,887,000","24,989,000","25,666,000","25,029,000","25,333,000","25,626,000","25,845,000","27,258,000","20,433,000","10,168,000","10,014,000","9,548,000","9,670,000","9,583,000","9,486,000","9,738,000","9,446,000","8,937,000","9,009,000","9,268,000","9,279,000","9,508,000","10,094,000","9,578,000","10,530,000","10,996,000","11,864,000","12,178,000","12,834,000","13,251,000","13,070,000","11,334,000","10,636,000","11,303,000","11,182,000","11,067,000","10,673,000","10,854,000","10,654,000","10,432,000","11,758,000","10,817,000","14,049,000","10,036,000","8,172,000","5,888,000","5,749,000","5,807,000","6,340,000","6,080,000","6,465,000","6,607,000","6,772,000","6,804,000","6,829,000","6,775,000","7,369,000","6,618,000","7,306,000","6,871,000","6,335,000","5,933,000","5,955,000","6,037,000"
				Depreciation,"92,121,000","23,905,000","22,801,000","22,841,000","22,574,000","22,095,000","21,366,000","20,777,000","20,639,000","20,648,000","20,352,000","19,306,000","18,596,000","16,721,000","16,880,000","16,537,000","15,802,000","15,897,000","15,035,000","14,785,000","14,411,000","13,977,000","14,303,000","13,795,000","13,825,000","13,700,000","14,225,000","13,356,000","13,405,000","13,319,000","13,632,000","14,130,000","11,043,000","7,832,000","7,656,000","7,205,000","7,311,000","7,296,000","7,151,000","7,349,000","7,026,000","6,487,000","6,547,000","6,763,000","6,710,000","6,819,000","7,322,000","6,755,000","7,166,000","6,724,000","7,262,000","7,455,000","7,903,000","8,270,000","7,982,000","6,476,000","6,084,000","6,216,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"48,636,000","12,651,000","12,240,000","11,843,000","11,902,000","11,871,000","11,916,000","11,749,000","13,216,000","16,211,000","16,028,000","15,152,000","16,591,000","18,657,000","17,050,000","21,419,000","12,014,000","11,669,000","11,020,000","11,051,000","11,007,000","10,945,000","10,938,000","10,974,000","11,062,000","11,289,000","11,441,000","11,673,000","11,928,000","12,307,000","12,213,000","13,128,000","9,390,000","2,336,000","2,358,000","2,343,000","2,359,000","2,287,000","2,335,000","2,389,000","2,420,000","2,450,000","2,462,000","2,505,000","2,569,000","2,689,000","2,772,000","2,823,000","3,364,000","4,272,000","4,602,000","4,723,000","4,931,000","4,981,000","5,088,000","4,858,000","4,552,000","5,087,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
