name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011
TotalAssets,"6,605,000,000","5,815,000,000","5,585,000,000","5,540,000,000","5,380,000,000","5,267,000,000","5,123,000,000","5,121,000,000","4,977,000,000","5,438,000,000","5,497,000,000","5,470,000,000","5,423,000,000","4,879,000,000","5,148,000,000","5,006,000,000","4,919,000,000","8,344,000,000","8,307,000,000","8,311,000,000","8,454,000,000","8,701,000,000","8,997,001,000","8,761,554,000","8,802,642,000","6,247,583,000","6,179,593,000","3,578,343,000","2,210,405,000","2,197,481,000","1,299,813,000","459,353,000","454,163,000","390,084,000","385,386,000","386,264,000","384,923,000","355,800,000","307,185,000","242,763,000","256,167,000","231,316,000"
	CurrentAssets,"2,024,000,000","1,192,000,000","1,256,000,000","1,199,000,000","1,000,000,000","847,000,000","687,000,000","642,000,000","469,000,000","924,000,000","975,000,000","1,098,000,000","1,010,000,000","905,000,000","1,331,000,000","1,235,000,000","1,220,000,000","4,544,000,000","5,262,000,000","5,284,000,000","1,203,000,000","1,389,000,000","1,061,253,000","1,030,475,000","1,197,255,000","1,014,151,000","1,049,869,000","905,649,000","211,920,000","225,141,000","156,856,000","172,389,000","200,052,000","138,222,000","133,192,000","131,775,000","132,330,000","103,105,000","236,513,000","156,189,000","173,097,000","147,412,000"
		CashCashEquivalentsAndShortTermInvestments,"104,000,000","25,000,000","88,000,000","87,000,000","95,000,000","97,000,000","63,000,000","33,000,000","31,000,000","21,000,000","13,000,000","36,000,000","23,000,000","56,000,000","15,000,000","19,000,000","98,000,000","28,000,000","86,000,000","97,000,000","74,000,000","119,000,000","80,565,000","83,175,000","76,529,000","61,783,000","47,773,000","62,771,000","50,971,000","67,151,000","10,601,000","6,769,000","5,957,000","8,150,000","17,917,000","16,488,000","9,325,000","6,752,000","195,487,000","1,145,000","2,000","240,000"
			CashAndCashEquivalents,"104,000,000","25,000,000","88,000,000","87,000,000","95,000,000","97,000,000","63,000,000","33,000,000","31,000,000","21,000,000","13,000,000","36,000,000","23,000,000","56,000,000","15,000,000","19,000,000","98,000,000","28,000,000","86,000,000","97,000,000","74,000,000","119,000,000","80,565,000","83,175,000","76,529,000","61,783,000","47,773,000","62,771,000","50,971,000","67,151,000","10,601,000","6,769,000","5,957,000","8,150,000","17,917,000","16,488,000","9,325,000","6,752,000","14,810,000","1,145,000","2,000","240,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180,677,000",,,
		Receivables,"738,000,000","538,000,000","549,000,000","502,000,000","421,000,000","306,000,000","258,000,000","276,000,000","173,000,000","411,000,000","454,000,000","575,000,000","492,000,000","411,000,000","761,000,000","692,000,000","611,000,000","696,000,000","591,000,000","546,000,000","455,000,000","542,000,000","394,287,000","392,816,000","319,133,000","268,067,000","343,062,000","260,122,000","99,215,000","100,798,000","117,081,000","125,939,000","157,961,000","118,884,000","99,558,000","91,502,000","98,850,000","92,551,000","38,189,000","143,275,000","160,745,000","138,313,000"
			AccountsReceivable,"590,000,000","428,000,000","436,000,000","388,000,000","295,000,000","239,000,000","213,000,000","208,000,000","126,000,000","337,000,000","335,000,000","400,000,000","350,000,000","299,000,000","453,000,000","388,000,000","289,000,000","285,000,000","258,000,000","244,000,000","242,000,000","361,000,000","266,504,000","239,811,000","173,119,000","153,580,000","223,156,000","202,747,000","56,987,000","56,006,000","69,436,000","74,121,000","98,085,000","68,473,000","63,035,000","40,160,000","41,470,000","32,906,000","17,164,000","40,398,000","45,024,000","30,810,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,444,000","69,975,000",,"98,332,000","69,328,000","63,482,000","40,532,000","41,738,000","33,111,000","17,331,000","40,818,000","45,239,000","30,963,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,220,000","-491,000",,"-457,000","-323,000","-355,000","-286,000","-189,000","-103,000","-167,000","-420,000","-215,000","-153,000"
			DuefromRelatedPartiesCurrent,"13,000,000","12,000,000","9,000,000","8,000,000","11,000,000","11,000,000","6,000,000","6,000,000","11,000,000","12,000,000","4,000,000","2,000,000","2,000,000","37,000,000","134,000,000","163,000,000","160,000,000","155,000,000","140,000,000","148,000,000","13,000,000","3,000,000",,,"1,565,000","8,074,000","25,222,000","33,138,000","33,511,000","36,716,000","47,597,000","51,727,000","60,086,000","49,879,000","36,431,000","51,256,000","57,301,000","59,543,000",,"102,654,000",,
