name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,04/30/1994,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,04/30/1989
TotalAssets,"1,145,312,000","1,044,631,000","976,852,000","900,750,000","822,159,000","741,937,000","716,344,000","698,988,000","667,324,000","597,893,000","575,367,000","548,779,000","492,542,000","493,555,000","487,396,000","472,502,000","455,584,000","456,337,000","444,007,000","437,763,000","424,258,000","434,651,000","435,239,000","426,701,000","406,296,000","424,283,000","403,663,000","411,712,000","400,361,000","409,696,000","391,574,000","379,936,000","363,297,000","382,831,000","376,465,000","368,910,000","358,265,000","360,064,000","329,858,000","320,604,000","310,940,000","314,513,000","301,023,000","288,030,000","276,409,000","276,895,000","269,203,000","261,979,000","251,272,000","248,680,000","240,478,000","231,313,000","219,624,000","218,274,000","213,839,000","212,728,000","200,589,000","195,140,000","185,295,000","174,272,000","173,598,000","175,494,000","180,736,000","185,064,262","177,613,203","168,401,708","159,594,112","155,122,656","143,668,258","137,464,966","131,712,000","125,223,965","117,241,451","112,295,583","111,958,276","107,308,362","101,840,582","97,999,258","102,382,848","99,700,704","128,142,362","122,366,373","113,693,669","302,162,819","302,520,116","296,059,364","306,540,900","294,970,688","290,907,319","270,400,000","177,600,000","169,600,000","168,100,000","163,500,000","116,400,000","108,100,000","93,700,000","38,400,000","35,500,000","37,100,000","38,200,000","39,600,000","43,400,000","49,900,000","39,300,000","39,600,000","39,600,000","40,000,000","54,500,000","53,100,000","31,000,000","4,500,000","4,700,000","5,200,000","5,400,000","6,900,000","9,700,000","9,800,000","10,400,000","10,900,000","11,600,000","12,200,000","12,500,000","12,300,000","11,700,000","6,600,000"
	CurrentAssets,,"932,821,000","871,613,000","798,729,000","719,762,000","640,075,000","614,934,000","596,993,000","569,654,000","531,470,000","511,265,000","485,333,000","463,650,000","464,526,000","458,886,000","443,853,000","426,635,000","426,781,000","414,869,000","407,782,000","393,764,000","402,983,000","401,433,000","392,164,000","371,186,000","388,314,000","368,490,000","377,006,000","366,043,000","375,445,000","357,330,000","345,599,000","329,029,000","349,239,000","343,563,000","337,406,000","327,729,000","331,057,000","301,354,000","292,439,000","283,038,000","287,110,000","274,225,000","261,947,000","250,522,000","251,625,000","244,860,000","238,223,000","228,195,000","227,604,000","219,442,000","210,973,000","199,923,000","198,858,000","194,596,000","193,942,000","182,094,000","176,814,000","167,148,000","156,702,000","156,360,000","159,086,000","164,503,000","169,172,132","162,177,351","153,988,145","146,254,127","142,463,304","132,363,600","127,365,818","123,732,000","118,439,125","111,684,694","106,901,830","106,904,061","102,451,758","97,361,450","93,924,944","98,196,198","95,453,048","89,186,165","86,737,885","84,443,546","276,588,408","276,652,193","242,228,063","245,091,699","222,081,857","229,568,216","216,200,000","141,500,000","129,100,000","126,600,000","128,300,000","84,300,000","77,300,000","68,300,000","26,000,000","26,300,000","28,200,000","36,700,000","38,200,000","24,900,000","32,000,000","1,500,000","1,900,000","1,500,000","3,100,000","2,600,000","2,100,000","3,000,000","1,600,000","1,600,000","1,800,000","1,800,000","3,000,000","4,000,000","3,800,000","4,000,000","4,300,000","4,400,000","4,500,000","4,800,000","4,500,000","3,600,000","1,800,000"
		CashCashEquivalentsAndShortTermInvestments,"6,916,000","2,603,000","2,124,000","2,719,000","2,893,000","4,161,000","19,533,000","50,618,000","59,560,000","2,083,000","2,474,000","1,640,000","1,752,000","1,624,000","679,000","841,000","1,022,000","534,000","358,000","501,000","434,000","254,000","170,000","371,000","602,000","590,000","1,386,000","735,000","790,000","1,564,000","257,000","309,000","289,000","256,000","341,000","288,000","272,000","865,000","400,000","199,000","276,000","409,000","330,000","219,000","223,000","427,000","226,000","278,000","268,000","341,000","229,000","238,000","168,000","332,000","211,000","267,000","153,000","183,000","375,000","238,000","257,000","304,000","38,000","307,381","254,824","274,870","319,611","810,235","459,177","1,101,503","566,000","586,426","1,128,349","1,177,712","1,563,163","664,731","783,786","874,032","516,945","1,041,361","1,229,920","698,826","1,285,934","8,997,211","2,193,342","1,780,980","2,375,314","4,053,609","9,843,310","5,100,000","11,500,000","2,200,000","12,900,000","3,700,000","1,700,000","3,800,000","6,500,000","16,000,000","19,100,000","11,900,000","21,100,000","21,700,000","6,200,000","600,000","700,000","400,000","300,000","200,000","1,700,000","900,000","1,800,000","100,000","200,000","200,000","200,000","600,000","600,000","300,000","600,000","1,000,000","600,000","700,000","900,000","700,000","700,000","300,000"
			CashAndCashEquivalents,"6,916,000","2,603,000","2,124,000","2,719,000","2,893,000","4,161,000","19,533,000","50,618,000","59,560,000","2,083,000","2,474,000","1,640,000","1,752,000","1,624,000","679,000","841,000","1,022,000","534,000","358,000","501,000","434,000","254,000","170,000","371,000","602,000","590,000","1,386,000","735,000","790,000","1,564,000","257,000","309,000","289,000","256,000","341,000","288,000","272,000","865,000","400,000","199,000","276,000","409,000","330,000","219,000","223,000","427,000","226,000","278,000","268,000","341,000","229,000","238,000","168,000","332,000","211,000","267,000","153,000","183,000","375,000","238,000","257,000","304,000","38,000","307,381","254,824","274,870","319,611","810,235","459,177","1,101,503","566,000","586,426","1,128,349","1,177,712","1,563,163","664,731","783,786","595,561","516,945","1,041,361","1,229,920","698,826","1,285,934","2,206,844","2,193,342","1,780,980","2,375,314","4,053,609","9,843,310","5,100,000","11,500,000","2,200,000","12,900,000","3,700,000","1,700,000","3,800,000","6,500,000","16,000,000","19,100,000","11,900,000","21,100,000","21,700,000","6,200,000","600,000","700,000","400,000","300,000","200,000","1,700,000","900,000","1,800,000","100,000","200,000","200,000","200,000","600,000","600,000","300,000","600,000","1,000,000","600,000","700,000","900,000","700,000","700,000","300,000"
				CashFinancial,,"2,603,000","2,124,000","2,719,000",,"4,161,000","19,533,000","50,618,000","59,560,000","2,083,000","2,474,000","1,640,000","1,752,000","1,624,000","679,000","841,000","1,022,000","534,000","358,000","501,000","434,000","254,000","170,000","371,000","602,000","590,000","1,386,000","735,000","790,000","1,564,000","257,000","309,000","289,000","256,000","341,000","288,000","272,000","865,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"278,471",,,,,,"6,790,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,,"801,496,000","752,591,000","692,122,000","628,486,000","561,949,000","523,100,000","485,199,000","469,239,000","470,641,000","455,876,000","434,198,000","419,781,000","419,015,000","414,233,000","400,726,000","387,256,000","383,222,000","378,911,000","372,237,000","359,259,000","365,854,000","365,223,000","354,705,000","337,403,000","342,193,000","329,178,000","334,109,000","326,791,000","331,566,000","320,867,000","308,760,000","295,129,000","311,629,000","310,261,000","303,085,000","292,223,000","292,292,000","272,133,000","263,011,000","253,975,000","255,587,000","244,923,000","233,026,000","224,658,000","223,592,000","219,340,000","215,549,000","206,384,000","206,902,000","200,518,000","193,390,000","182,819,000","181,187,000","176,094,000","177,509,000","167,577,000","161,836,000","152,499,000","143,385,000","141,821,000","144,878,000","148,421,000","155,168,216","150,197,053","142,948,732","136,013,987","132,828,800","123,623,012","119,564,562","116,147,000","110,842,701","104,193,412","100,817,168","100,061,809","96,633,004","92,168,623","88,061,704","93,085,552","89,288,611","84,163,978","81,855,733","72,139,740","214,297,376","218,248,390","212,567,477","207,737,814","196,550,378","5,489,686","177,000,000","103,900,000","99,500,000","91,000,000","95,300,000","50,200,000","44,300,000","2,300,000","900,000","800,000","700,000","300,000","300,000","9,800,000","100,000","700,000","1,000,000","300,000","1,400,000","900,000","200,000","1,000,000","1,300,000","1,100,000","1,100,000","1,100,000","1,700,000","1,800,000","1,800,000","1,800,000","1,700,000","2,300,000","2,600,000","2,700,000","2,500,000","2,100,000","600,000"
			AccountsReceivable,,"801,457,000","752,591,000","692,122,000","628,486,000","561,949,000","522,453,000","485,199,000","469,239,000","469,858,000","454,334,000","434,198,000","417,834,000","417,369,000","412,149,000","400,705,000","385,806,000","382,733,000","378,911,000","372,237,000","359,259,000","365,854,000","365,223,000","354,705,000","336,509,000","341,110,000","328,928,000","334,109,000","326,146,000","331,566,000","320,867,000","308,760,000","295,129,000","311,629,000","310,045,000","303,085,000","289,833,000","290,286,000",,"329,935,000",,,"243,522,000","294,375,000",,"221,769,000","1,213,000","1,057,000","961,000","1,093,000","854,000","810,000","778,000","844,000",,"893,000","4,233,000","6,645,000","3,603,000","1,897,000","2,627,000","844,000","909,000","870,057","818,029","751,330","708,938","693,019","524,046","591,021","576,000","503,314","509,752",,"158,228",,"161,816","87,418,869","92,437,868","7,266,452","7,627,362","71,421,600","71,104,159","4,841,853","6,642,760","212,567,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"1,101,497,000","1,033,423,000","970,811,000","893,996,000","812,904,000","747,529,000","695,418,000","646,006,000","624,280,000","610,140,000","589,815,000","563,692,000","545,676,000","545,349,000","538,277,000","523,152,000","503,627,000","500,001,000","494,829,000","485,970,000","468,952,000","477,672,000","476,563,000","462,727,000","438,994,000","445,338,000","429,362,000","429,691,000","419,370,000","426,839,000","413,327,000","398,286,000","381,162,000","402,571,000","390,744,000","381,893,000","365,178,000","365,852,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-247,207,000","-231,966,000","-218,220,000","-201,874,000","-184,418,000","-185,580,000","-172,965,000","-160,807,000","-155,041,000","-140,282,000","-135,481,000","-129,494,000","-127,842,000","-127,980,000","-126,128,000","-122,447,000","-117,821,000","-117,268,000","-115,918,000","-113,733,000","-109,693,000","-111,818,000","-111,340,000","-108,022,000","-102,485,000","-104,228,000","-100,434,000","-95,582,000","-93,224,000","-95,273,000","-92,460,000","-89,526,000","-86,033,000","-90,942,000","-80,699,000","-78,808,000","-75,345,000","-75,566,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
