name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"352,275,636","727,212,278","746,774,534","1,195,869,288"
EnterpriseValue,"197,136,636","552,888,278","548,531,534","1,209,245,288"
PbRatio,"3.391","5.952","9.844",
EnterprisesValueEBITDARatio,"-15.708","-33.795","11.918","-39.832"
