name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
TotalAssets,"2,673,667,000","2,698,531,000","2,638,275,000","1,679,954,000","1,601,862,000","1,602,333,000","1,426,412,000","828,221,000","805,889,000","807,267,000","724,932,000","692,448,000","392,686,000","322,932,000","311,327,000","352,715,000","208,865,000","178,812,000"
	CurrentAssets,"1,755,570,000","1,775,624,000","1,798,428,000","852,241,000","837,061,000","832,907,000","1,182,306,000","584,401,000","561,564,000","566,803,000","535,300,000","528,730,000","232,179,000","207,299,000","194,643,000","226,231,000","86,924,000","61,082,000"
		CashCashEquivalentsAndShortTermInvestments,"1,481,853,000","1,514,064,000","1,536,422,000","639,479,000","638,794,000","673,593,000","1,064,077,000","474,411,000","450,535,000","466,950,000","446,563,000","441,584,000","146,878,000","142,322,000","138,093,000","173,108,000","12,622,000","14,075,000"
			CashAndCashEquivalents,"1,481,853,000","1,514,064,000","1,536,422,000","639,479,000","638,794,000","673,593,000","1,064,077,000","474,411,000","450,535,000","466,950,000","446,563,000","441,584,000","146,878,000","142,322,000","138,093,000","173,108,000","12,622,000","14,075,000"
		Receivables,"115,048,000","115,720,000","97,585,000","86,063,000","91,014,000","76,420,000","63,591,000","60,562,000","54,385,000","52,064,000","49,814,000","44,324,000","46,619,000","40,557,000","35,073,000","28,838,000","33,464,000","26,909,000"
			AccountsReceivable,"115,048,000","115,720,000","97,585,000","86,063,000","91,014,000","76,420,000","63,591,000","60,562,000","54,385,000","52,064,000","49,814,000","44,324,000","46,619,000","40,557,000","35,073,000","28,838,000","33,464,000","26,909,000"
				GrossAccountsReceivable,"121,327,000","121,962,000","103,891,000","92,393,000","96,688,000","80,996,000","65,440,000","62,851,000","56,923,000","53,513,000","50,739,000","45,236,000","47,441,000","41,078,000","35,900,000","29,960,000","34,770,000","28,480,000"
				AllowanceForDoubtfulAccountsReceivable,"-6,279,000","-6,242,000","-6,306,000","-6,330,000","-5,674,000","-4,576,000","-1,849,000","-2,289,000","-2,538,000","-1,449,000","-925,000","-912,000","-822,000","-521,000","-827,000","-1,122,000","-1,306,000","-1,571,000"
		PrepaidAssets,"16,324,000","11,366,000","29,491,000","25,985,000","27,329,000","16,525,000","15,851,000","15,528,000","16,383,000","11,261,000","11,492,000","9,886,000","11,195,000","9,903,000","9,014,000","5,680,000","7,366,000","5,321,000"
		RestrictedCash,"102,059,000","100,209,000","117,584,000","83,280,000","64,716,000","50,551,000","25,297,000","21,523,000","28,096,000","24,383,000","16,665,000","24,278,000","19,365,000","13,113,000","11,099,000","17,910,000","31,414,000","13,082,000"
		CurrentDeferredAssets,"17,296,000","16,364,000","15,735,000","14,781,000","12,957,000","12,245,000","11,035,000","10,293,000","9,676,000","9,279,000","8,402,000","7,365,000","6,915,000","643,000","0",,"2,022,000","1,575,000"
		OtherCurrentAssets,"22,990,000","17,901,000","1,611,000","2,653,000","2,251,000","3,573,000","2,455,000","2,084,000","2,489,000","2,866,000","2,364,000","1,293,000","1,207,000","761,000","1,364,000","695,000","36,000","120,000"
	TotalNonCurrentAssets,"918,097,000","922,907,000","839,847,000","827,713,000","764,801,000","769,426,000","244,106,000","243,820,000","244,325,000","240,464,000","189,632,000","163,718,000","160,507,000","115,633,000","116,684,000","126,484,000","121,941,000","117,730,000"
		NetPPE,"92,593,000","90,849,000","89,443,000","87,794,000","86,492,000","87,033,000","83,940,000","85,744,000","88,114,000","84,318,000","34,537,000","34,148,000","33,819,000","33,373,000","33,113,000","32,437,000","30,579,000","25,394,000"
			GrossPPE,"134,582,000","129,153,000","125,087,000","120,409,000","118,036,000","116,092,000","110,314,000","111,217,000","112,485,000","107,536,000","56,488,000","54,051,000","52,179,000","49,748,000","47,796,000","45,500,000","42,430,000","40,816,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"61,255,000","54,722,000","48,466,000","41,386,000","37,822,000","33,844,000","30,709,000","29,809,000","29,526,000","29,231,000","28,414,000","26,332,000","25,071,000","22,960,000","22,127,000","21,554,000","19,236,000","20,477,000"
				OtherProperties,"43,225,000","44,385,000","46,798,000","49,161,000","50,145,000","52,320,000","50,387,000","51,924,000","53,929,000","49,321,000","34,537,000","34,148,000","33,819,000","33,373,000",,,,
				Leases,"30,102,000","30,046,000","29,823,000","29,862,000","30,069,000","29,928,000","29,218,000","29,484,000","29,030,000","28,984,000","28,074,000","27,719,000","27,108,000","26,788,000","25,669,000","23,946,000","23,194,000","20,339,000"
			AccumulatedDepreciation,"-41,989,000","-38,304,000","-35,644,000","-32,615,000","-31,544,000","-29,059,000","-26,374,000","-25,473,000","-24,371,000","-23,218,000","-21,951,000","-19,903,000","-18,360,000","-16,375,000","-14,683,000","-13,063,000","-11,851,000","-15,422,000"
		GoodwillAndOtherIntangibleAssets,"761,206,000","769,199,000","692,185,000","686,345,000","594,799,000","599,747,000","119,809,000","120,517,000","121,984,000","124,156,000","125,469,000","103,746,000","105,282,000","80,671,000","82,241,000","93,251,000","90,692,000","91,556,000"
			Goodwill,"671,431,000","672,381,000","603,768,000","596,674,000","520,120,000","513,234,000","101,670,000","101,198,000","101,035,000","101,224,000","100,926,000","78,981,000","78,842,000","61,300,000","61,444,000","70,692,000","72,855,000","72,482,000"
			OtherIntangibleAssets,"89,775,000","96,818,000","88,417,000","89,671,000","74,679,000","86,513,000","18,139,000","19,319,000","20,949,000","22,932,000","24,543,000","24,765,000","26,440,000","19,371,000","20,797,000","22,559,000","17,837,000","19,074,000"
		NonCurrentDeferredAssets,"53,471,000","52,155,000","47,896,000","45,862,000","40,273,000","38,625,000","34,806,000","33,063,000","30,990,000","29,137,000","27,206,000","23,454,000","19,582,000",,,,,
		OtherNonCurrentAssets,"10,827,000","10,704,000","10,323,000","7,712,000","43,237,000","44,021,000","5,551,000","4,496,000","3,237,000","2,853,000","2,420,000","2,370,000","1,824,000","1,589,000","1,330,000","796,000","670,000","780,000"
TotalLiabilitiesNetMinorityInterest,"1,637,459,000","1,672,077,000","1,602,827,000","574,605,000","520,416,000","522,173,000","359,722,000","328,019,000","329,595,000","343,545,000","261,063,000","240,320,000","223,713,000","213,379,000","189,078,000","210,561,000","245,174,000","572,404,000"
	CurrentLiabilities,"558,097,000","567,673,000","539,020,000","470,195,000","389,464,000","378,948,000","296,152,000","265,477,000","267,803,000","271,727,000","231,947,000","220,553,000","203,371,000","185,673,000","161,621,000","159,892,000","165,103,000","136,862,000"
		PayablesAndAccruedExpenses,"170,555,000","194,670,000","175,778,000","153,948,000","101,135,000","110,410,000","67,425,000","219,117,000","52,995,000","65,766,000","58,816,000","48,812,000","44,938,000","40,591,000","40,768,000","36,351,000","34,395,000","38,164,000"
			Payables,"21,785,000","20,609,000","26,084,000","21,289,000","23,280,000","24,618,000","19,607,000","17,039,000","18,526,000","14,328,000","13,446,000","10,086,000","11,438,000","6,674,000","7,438,000","9,446,000","9,449,000","10,866,000"
				AccountsPayable,"18,211,000","16,683,000","18,741,000","17,477,000","18,361,000","20,280,000","16,642,000","14,345,000","15,289,000","11,693,000","10,962,000","8,197,000","9,536,000","4,847,000","6,058,000","8,531,000","8,593,000","9,822,000"
				TotalTaxPayable,"3,574,000","3,926,000","7,343,000","3,812,000","4,919,000","4,338,000","2,965,000","2,694,000","3,237,000","2,635,000","2,484,000","1,889,000","1,902,000","1,827,000","1,380,000","915,000","856,000","1,044,000"
			CurrentAccruedExpenses,"148,770,000","174,061,000","149,694,000","132,659,000","77,855,000","85,792,000","47,818,000","202,078,000","34,469,000","51,438,000","45,370,000","38,726,000","33,500,000","33,917,000","33,330,000","26,905,000","24,946,000","27,298,000"
				InterestPayable,"414,000","944,000","333,000",,,,,,,,,,,,,,,
		CurrentProvisions,"2,471,000","2,401,000","1,725,000","1,744,000","1,633,000","1,563,000","2,372,000","2,223,000","2,240,000","2,238,000","1,361,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"3,463,000","7,113,000","2,944,000","6,530,000","3,617,000","5,927,000","2,397,000","4,913,000","2,582,000","4,716,000","1,908,000","3,991,000","1,990,000","6,473,000",,,,
