name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"682,363,654","184,398,000","184,722,200","183,392,700","129,850,586","96,572,168","75,181,143","68,182,301","57,391,784","74,378,319","71,486,350","74,110,376","69,391,315","77,389,597","86,692,209","69,092,740","74,938,700","79,370,609","74,587,441","62,710,903","53,631,224","45,855,057","41,835,941","35,788,181","25,590,434","21,278,288","25,740,856","29,127,482","22,657,372","26,331,166","31,089,603","29,846,038","42,380,059","45,795,391","46,998,612","38,978,418","44,240,145","72,222,353","42,802,955","46,854,671","48,537,233","52,616,400","70,010,899","80,323,369","76,405,388","86,692,775","72,353,918","72,825,583","65,612,840","54,243,725","42,024,017","41,551,805","53,021,338","55,977,666","59,962,501","51,553,232","37,223,200","36,686,016","35,612,521","33,955,704","28,338,047","26,908,532","28,393,932","28,358,830","24,105,383","23,790,052","24,312,564","21,137,615","10,615,879",
	OperatingRevenue,"682,363,654","184,398,000","184,722,200","183,392,700","129,850,586","96,572,168","75,181,143","68,182,301","57,391,784","74,378,319","71,486,350","74,110,376","69,391,315","77,389,597","86,692,209","69,092,740","74,938,700","79,370,609","74,587,441","62,710,903","53,631,224","45,855,057","41,835,941","35,788,181","25,590,434","21,278,288","25,740,856","29,127,482","22,657,372","26,331,166","31,089,603","29,846,038","42,380,059","45,795,391","46,998,612","38,978,418","44,240,145","72,222,353","42,802,955","46,854,671","48,537,233","52,616,400","70,010,899","80,323,369","76,405,388","86,692,775","72,353,918","72,825,583","65,612,840","54,243,725","42,024,017","41,551,805","53,021,338","55,977,666","59,962,501","51,553,232","37,223,200","36,686,016","35,612,521","33,955,704","28,338,047","26,908,532","28,393,932","28,358,830","24,105,383","23,790,052","24,312,564","21,137,615","10,615,879",
CostOfRevenue,"338,851,742","108,833,000","79,843,510","82,692,729","67,482,540","69,119,964","58,464,858","59,054,756","61,222,579","68,771,889","63,251,322","60,801,527","61,806,365","66,898,860","64,750,065","51,615,361","57,162,798","63,137,728","59,897,207","56,206,282","47,154,643","42,675,006","47,270,660","42,592,602","37,367,104","40,609,901","45,824,382","41,715,228","36,958,882","38,900,021","34,665,892","49,515,497","47,346,169","45,492,609","43,911,505","48,853,863","47,394,623","47,635,646","106,324,113","28,831,457","30,758,182","30,050,339","33,892,222","45,054,638","40,444,867","51,219,593","31,811,086","23,351,734","16,052,945","15,362,733","12,662,198","11,493,889","12,933,808","13,071,197","11,338,294","9,344,348","7,596,479","7,991,261","7,393,813","6,647,223","6,856,581","6,245,898","5,819,577","6,118,038","4,919,422","4,704,997","4,204,305","3,732,726","3,066,188",
GrossProfit,"343,511,912","75,565,000","104,878,690","100,699,971","62,368,046","27,452,204","16,716,285","9,127,545","-3,830,795","5,606,430","8,235,028","13,308,849","7,584,950","10,490,737","21,942,144","17,477,379","17,775,902","16,232,881","14,690,234","6,504,621","6,476,581","3,180,051","-5,434,719","-6,804,421","-11,776,670","-19,331,613","-20,083,526","-12,587,746","-14,301,510","-12,568,855","-3,576,289","-19,669,459","-4,966,110","302,782","3,087,107","-9,875,445","-3,154,478","24,586,707","-63,521,158","18,023,214","17,779,051","22,566,061","36,118,677","35,268,731","35,960,521","35,473,182","40,542,832","49,473,849","49,559,895","38,880,992","29,361,819","30,057,916","40,087,530","42,906,469","48,624,207","42,208,884","29,626,721","28,694,755","28,218,708","27,308,481","21,481,466","20,662,634","22,574,355","22,240,792","19,185,961","19,085,055","20,108,259","17,404,889","7,549,691",
OperatingExpense,"39,501,304","10,187,000","12,102,271","8,739,609","8,472,098","8,659,326","8,807,919","7,995,715","6,767,403","7,961,072","11,265,435","8,450,831","8,040,811","8,409,919","8,464,401","8,882,790","8,895,505","9,913,964","8,136,572","8,620,938","8,589,979","7,778,821","1,606,933","5,219,157","5,114,109","10,965,603","5,711,924","4,420,097","4,355,499","4,938,998","4,685,382","6,566,185","3,143,152","3,122,933","5,148,033","2,946,267","4,815,997","3,116,337","-52,736,413","25,886,640","28,847,177","30,068,017","26,456,545","27,452,801","25,679,129","31,055,269","25,691,542","27,896,603","26,016,447","23,193,793","18,930,618","18,934,180","19,984,432","19,193,944","28,318,172","15,658,625","12,153,915","12,385,198","10,840,479","8,933,521","7,744,483","9,821,106","15,233,081","10,324,351","7,990,655","6,557,747","6,128,881","8,428,032","16,499,499","806,213"
	SellingGeneralAndAdministration,"37,516,889","10,054,000","11,601,672","7,948,037","7,912,970","7,698,210","8,807,919","7,995,715","6,767,403","7,961,072","10,140,435","8,450,831","8,040,811","8,409,919","8,464,401","8,882,790","8,895,505","9,913,964","8,136,572","8,620,938","8,589,979","7,778,821","1,606,933","5,219,157","5,114,109","10,965,603","5,711,924","4,420,097","4,355,499","4,938,998","4,685,382","6,566,185","3,143,152","3,122,933","5,148,033","2,946,267","4,815,997","3,116,337","5,513,943","6,497,598","9,419,220","10,634,660","7,341,025","8,283,432","8,038,757","13,896,425","9,183,354","10,993,761","10,479,379","9,487,423","6,929,762","7,839,942","9,041,185","8,903,028","18,088,230","6,666,748","4,762,933","5,049,159","2,731,760","1,570,980","1,573,174","1,643,820","1,856,467","1,266,905","1,114,024","985,479","1,237,909","833,384","663,034","806,213"
		GeneralAndAdministrativeExpense,"37,516,889","10,054,000","11,601,672","7,948,037","7,912,970","7,698,210","8,807,919","7,995,715","6,767,403","7,961,072","10,140,435","8,450,831","8,040,811","8,409,919","8,464,401","8,882,790","8,895,505","9,913,964","8,136,572","8,620,938","8,589,979","7,778,821","1,606,933","5,219,157","5,114,109","10,965,603","5,711,924","4,420,097","4,355,499","4,938,998","4,685,382","6,566,185","3,143,152","3,122,933","5,148,033","2,946,267","4,815,997","3,116,337","5,513,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"37,516,889","10,054,000","11,601,672","7,948,037","7,912,970","7,698,210","8,807,919","7,995,715","6,767,403","7,961,072","10,140,435","8,450,831","8,040,811","8,409,919","8,464,401","8,882,790","8,895,505","9,913,964","8,136,572","8,620,938","8,589,979","7,778,821","1,606,933","5,219,157","5,114,109","10,965,603","5,711,924","4,420,097","4,355,499","4,938,998","4,685,382","6,566,185","3,143,152","3,122,933","5,148,033","2,946,267","4,815,997","3,116,337","5,513,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,"9,272,460","9,276,415","9,196,289","8,980,992","8,020,597","7,492,808","9,979,264","9,854,228","9,654,129","9,396,701","10,261,067","11,284,454","10,898,049","10,557,171","8,781,846",,"19,353,495","19,077,813","19,484,373","19,366,495","19,159,955","18,936,577","19,338,072","19,389,042","19,427,957","19,433,357","19,624,596","18,660,293","17,640,372","17,158,844","16,508,188","17,193,853","15,537,068","13,706,370","12,000,856","11,094,238","10,943,247","10,290,916","10,229,942","8,991,877","7,390,982","7,336,039","7,356,135","7,241,927","6,046,953","5,790,631","6,074,496","5,980,747","4,937,661","4,819,582","4,532,712","3,858,943","2,020,572",
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,"9,272,460","9,276,415","9,196,289","8,980,992","8,020,597","7,492,808","9,979,264","9,854,228","9,654,129","9,396,701","10,261,067","11,284,454","10,898,049","10,557,171","8,781,846",,"19,353,495","19,077,813","19,484,373","19,366,495","19,159,955","18,936,577","19,338,072","19,389,042","19,427,957","19,433,357","19,624,596","18,660,293","17,640,372","17,158,844","16,508,188","17,193,853","15,537,068","13,706,370","12,000,856","11,094,238","10,943,247","10,290,916","10,229,942","8,991,877","7,390,982","7,336,039","7,356,135","7,241,927","6,046,953","5,790,631","6,074,496","5,980,747","4,937,661","4,819,582","4,532,712","3,858,943","2,020,572",
