name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
OperatingCashFlow,"1,652,038,000","277,685,000","451,938,000","400,368,000","522,047,000","327,875,000","525,802,000","468,369,000","485,710,000","226,660,000","401,873,000","284,632,000","476,612,000","350,700,000","351,475,000","360,761,000","436,098,000","236,990,000","341,754,000","162,239,000","300,246,000","219,066,000","280,811,000","235,822,000","216,268,000","179,361,000","260,025,000","184,056,000","216,229,000","138,922,000","183,321,000","157,303,000","198,853,000","116,411,000","202,310,000","178,573,000","186,466,000","89,041,000","186,412,000","125,336,000","160,663,000","70,537,000","120,858,000","90,375,000","125,234,000","64,489,000","118,708,000","97,249,000","85,872,000","57,200,000","65,085,000","75,242,000","102,104,000","41,378,000","94,271,000","50,183,000","55,808,000","17,546,000","28,056,000","22,445,000","29,948,000","25,206,000","40,934,000","17,611,000","29,599,000","14,857,000","18,546,000","29,984,000","22,610,000","11,708,000","13,087,000","16,543,000","8,381,000","6,627,000","8,085,000"
	CashFlowFromContinuingOperatingActivities,"1,652,038,000","277,685,000","451,939,000","400,367,000","522,047,000","327,875,000","525,802,000","468,369,000","485,710,000","226,660,000","401,873,000","284,632,000","476,612,000","350,700,000","351,475,000","360,761,000","436,098,000","236,990,000","341,754,000","162,239,000","300,246,000","219,066,000","280,811,000","235,822,000","216,268,000","179,361,000","260,025,000","184,056,000","216,229,000","138,922,000","183,321,000","157,303,000","198,853,000","116,411,000","202,310,000","178,573,000","186,466,000","89,041,000","186,412,000","125,336,000","160,663,000","70,537,000","120,858,000","90,375,000","125,234,000","64,489,000","118,708,000","97,249,000","85,872,000","57,200,000","65,085,000","75,242,000","102,104,000","41,378,000","94,271,000","50,183,000","55,808,000","17,546,000","28,056,000","22,445,000","29,948,000","25,206,000","40,934,000","17,611,000","29,599,000","14,857,000","18,546,000","29,984,000","22,610,000","11,708,000","13,087,000","16,543,000","8,381,000","6,627,000","8,085,000"
		NetIncomeFromContinuingOperations,"1,429,646,000","76,910,000","1,090,397,000","136,541,000","125,798,000","394,676,000","59,508,000","-1,454,000","75,978,000","228,698,000","349,326,000","67,574,000","61,324,000","120,997,000","52,597,000","90,264,000","88,159,000","110,095,000","79,658,000","12,475,000","79,571,000","84,563,000","96,140,000","222,435,000","50,944,000","62,333,000","-16,573,000","57,842,000","137,997,000","122,325,000","-34,795,000","130,161,000","61,332,000","46,717,000","55,667,000","153,480,000","59,621,000","51,681,000","55,895,000","56,921,000","53,968,000","49,263,000","47,197,000","37,689,000","38,228,000","39,012,000","36,298,000","23,626,000","19,902,000","25,586,000","24,897,000","23,945,000","21,203,000","21,189,000","24,538,000","18,185,000","13,830,000","11,108,000","5,613,000","5,135,000","7,758,000","22,086,000","6,423,000","14,787,000","5,095,000","5,087,000","4,602,000","4,425,000","4,335,000","2,739,000","-5,359,000","3,359,000","3,096,000","3,461,000","3,886,000"
		OperatingGainsLosses,"-1,144,456,000","-12,593,000","-1,038,972,000","-40,249,000","-52,642,000","-292,543,000","17,098,000","44,915,000","-9,989,000","-224,911,000","-255,040,000","3,513,000","-20,927,000","-77,049,000","-5,417,000","-34,032,000","-24,509,000","-46,382,000","-36,369,000","-17,319,000","-8,467,000","-4,501,000","-5,529,000","-173,134,000","-4,132,000","-4,211,000","-3,791,000","-3,962,000","-79,904,000","-22,438,000","-19,107,000","-96,758,000","-19,129,000","-4,195,000","-3,512,000","-117,228,000","-2,330,000","-2,335,000","-20,306,000","555,000","11,505,000","111,000","204,000","-149,000","-10,000","311,000","285,000","865,000","1,238,000","-978,000","2,051,000","-16,000","259,000","-116,000","-1,111,000","802,000",,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-1,049,644,000","-2,770,000","-1,047,010,000","635,000","-499,000","-333,921,000","-1,423,000","-10,148,000","-17,621,000","-304,539,000","-267,389,000","262,000","261,000","-67,235,000","255,000","-26,277,000","-13,935,000","-38,972,000","-30,445,000","-9,449,000","-79,000","823,000","195,000","-169,000,000","0","-1,097,000","-322,000","207,000","-76,669,000","-17,820,000","-14,551,000","-93,498,000","-15,945,000","-1,906,000","-555,000","-90,254,000","1,250,000","1,625,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-146,272,000","-60,958,000","7,713,000","-40,884,000","-52,143,000","23,031,000","-31,055,000","2,056,000","7,632,000","78,996,000","-22,718,000","3,251,000","-23,470,000","-11,622,000","-7,240,000","-7,755,000","-10,574,000","-7,410,000","-5,924,000","-5,880,000","-8,388,000","-5,324,000","-4,742,000","-4,152,000","-4,132,000","-4,078,000","-3,321,000","-4,169,000","-3,383,000","-4,618,000","-3,776,000","-3,455,000","-3,477,000","-2,581,000","-2,957,000","-2,174,000","-2,330,000","-2,335,000","-20,306,000","555,000","11,505,000","111,000","204,000","-140,000","-58,000","-208,000","240,000","-61,000","45,000","-978,000","2,051,000","-16,000","259,000","-116,000","-1,111,000","802,000",,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,499,031,000","382,132,000","378,883,000","369,035,000","368,981,000","369,733,000","359,915,000","365,842,000","349,165,000","291,457,000","196,794,000","203,316,000","201,810,000","207,552,000","200,096,000","191,445,000","192,303,000","186,431,000","185,767,000","145,104,000","132,318,000","131,807,000","131,224,000","132,845,000","127,472,000","127,175,000","118,235,000","119,692,000","115,071,000","111,696,000","115,559,000","115,620,000","113,883,000","111,142,000","105,885,000","101,710,000","96,711,000","93,286,000","41,229,000","106,951,000","83,889,000","83,995,000","78,339,000","73,383,000","95,021,000","55,745,000","74,569,000","68,328,000","57,440,000","55,249,000","50,296,000","48,486,000","47,065,000","44,165,000","45,026,000","44,273,000","47,059,000","26,233,000","24,042,000","21,961,000","18,448,000","16,829,000","17,130,000","14,371,000","11,452,000","9,842,000","10,250,000","9,169,000","7,530,000","6,801,000","5,983,000","4,930,000","4,101,000","3,240,000","3,149,000"
			DepreciationAndAmortization,"1,499,031,000","382,132,000","378,883,000","369,035,000","368,981,000","369,733,000","359,915,000","365,842,000","349,165,000","291,457,000","196,794,000","203,316,000","201,810,000","207,552,000","200,096,000","191,445,000","192,303,000","186,431,000","185,767,000","145,104,000","132,318,000","131,807,000","131,224,000","132,845,000","127,472,000","127,175,000","118,235,000","119,692,000","115,071,000","111,696,000","115,559,000","115,620,000","113,883,000","111,142,000","105,885,000","101,710,000","96,711,000","93,286,000","41,229,000","106,951,000","83,889,000","83,995,000","78,339,000","73,383,000","95,021,000","55,745,000","74,569,000","68,328,000","57,440,000","55,249,000","50,296,000","48,486,000","47,065,000","44,165,000","45,026,000","44,273,000","47,059,000","26,233,000","24,042,000","21,961,000","18,448,000","16,829,000","17,130,000","14,371,000","11,452,000","9,842,000","10,250,000","9,169,000","7,530,000","6,801,000","5,983,000","4,930,000","4,101,000","3,240,000","3,149,000"
				Depreciation,,,,,,"369,733,000","272,918,000","275,680,000","247,051,000","214,889,000","196,794,000","203,316,000","201,810,000","207,552,000","200,096,000","191,445,000","192,303,000","186,431,000","185,767,000","145,104,000","132,318,000","131,807,000","131,224,000","132,845,000","127,472,000","127,175,000","118,235,000","119,692,000","115,071,000","111,696,000","115,559,000","115,620,000","113,883,000","111,142,000","105,885,000","101,710,000","96,711,000","93,286,000","89,325,000","83,869,000","73,654,000","69,216,000","65,525,000","62,979,000","60,961,000","57,559,000","58,512,000","54,323,000","47,915,000","46,025,000","41,971,000","40,225,000","38,677,000","35,955,000","34,041,000","30,563,000",,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,"2,137,000","86,997,000","90,162,000","102,114,000","76,568,000","4,109,000","2,825,000","3,953,000","6,210,000","6,522,000","6,556,000","6,792,000","6,660,000","6,627,000","-879,000","-1,952,000","-2,026,000","-2,048,000","-2,041,000","-1,996,000","-2,266,000","-2,480,000","-2,173,000","-2,359,000","-2,324,000","-2,273,000","-2,370,000","-2,552,000","-2,788,000","-2,888,000","-2,746,000","-3,040,000","-3,045,000","-58,358,000","23,082,000","10,235,000","14,779,000","12,814,000","10,404,000","34,060,000","-1,814,000","16,057,000","14,005,000","9,525,000","9,224,000","8,325,000","8,261,000","8,388,000","8,210,000","10,985,000","13,710,000",,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,"2,137,000","86,997,000","90,162,000","102,114,000","76,568,000","4,109,000","2,825,000","3,953,000","6,210,000","6,522,000","6,556,000","6,792,000","6,660,000","6,627,000","-879,000","-1,952,000","-2,026,000","-2,048,000","-2,041,000","-1,996,000","-2,266,000","-2,480,000","-2,173,000","-2,359,000","-2,324,000","-2,273,000","-2,370,000","-2,552,000","-2,788,000","-2,888,000","-2,746,000","-3,040,000","-3,045,000","-58,358,000","23,082,000","10,235,000","14,779,000","12,814,000","10,404,000","34,060,000","-1,814,000","16,057,000","14,005,000","9,525,000","9,224,000","8,325,000","8,261,000","8,388,000","8,210,000","10,985,000","13,710,000",,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,106,000","8,050,000","3,624,000","5,590,000","9,835,000","-13,131,000","22,618,000","4,439,000","7,238,000","7,996,000","6,196,000","5,881,000","5,692,000","5,437,000","4,294,000","3,517,000","5,158,000","6,670,000","-57,000","-57,000","-2,757,000","1,291,000","1,294,000","1,167,000","858,000","891,000","697,000","692,000","748,000","674,000","669,000","1,283,000","2,078,000","221,000","105,000","306,000"
		AssetImpairmentCharge,,,,,,,"-424,000","6,780,000","22,000","113,000","1,767,000","-1,000","4,712,000","10,273,000","1,095,000","1,140,000","152,000","431,000","1,000","32,043,000","24,000","0","1,247,000","-22,000","0","-1,000","75,419,000","51,000","-29,000","-30,000","115,203,000","14,088,000","651,000","0","612,000","813,000","484,000","-36,000","0","923,000","591,000","0","452,000","0","-3,000","169,000","635,000","60,000","165,000","2,000","94,000","404,000","0","285,000","27,000","749,000",,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,"811,000","1,764,000","757,000","3,148,000","288,000","-2,942,000","-1,280,000","6,093,000","3,710,000","474,000","2,614,000","-494,000","544,000","1,235,000","-1,245,000","-1,310,000","-2,606,000","4,180,000","1,959,000","-1,931,000","-1,197,000","778,000","-176,000","137,000","-1,350,000","1,122,000","-626,000","1,580,000","307,000","1,666,000","-1,106,000","1,100,000",,,"-837,000","1,025,000",,,"-376,000","-919,000","848,000","-586,000","190,000","106,000","315,000","162,000","147,000","-42,000","-68,000","-770,000",,,,,,,,,,,,,,,,,,,
