name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
MarketCap,"340,641,603","319,124,000","337,610,000","506,905,000","413,580,000","394,792,000","315,780,000","369,816,000","338,124,000","216,217,500","278,983,000","242,890,000","311,491,200"
EnterpriseValue,"53,441,603","-37,676,000","12,710,000","212,505,000","148,480,000","135,392,000","113,280,000","218,516,000","210,024,000","112,717,500","203,283,000","198,490,000","301,291,200"
PeRatio,"18.662","16.779","16.023","24.058","19.261","18.814","7.737","9.951","14.573","6.661","5.974","4.506","5.606"
ForwardPeRatio,"11.933",,,,,,"11.933",,,"9.718","12.547",,
PsRatio,"0.562","0.533","0.577","0.849","0.682","0.678","0.598","0.741","0.723","0.464","0.598","0.533","0.69"
PbRatio,"3.304","3.237","3.513","5.639","4.983","0.907","4.296","5.578","5.78","0.779","5.694","5.212","1.94"
EnterprisesValueRevenueRatio,"0.087","-0.238","0.082","1.45","0.964","0.896","0.77","1.445","1.268","0.953","1.801","1.705","2.551"
EnterprisesValueEBITDARatio,"0.303","-0.906","0.279","4.765","3.344","3.07","2.973","5.546","3.854","3.248","6.495","6.508","10.283"
