name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"169,523,000","17,011,000","68,589,000","51,534,000","32,389,000","40,367,000","58,157,000","42,179,000","47,455,000","8,318,000","41,852,000","32,801,000","33,402,000","4,713,000","33,853,000","35,192,000","37,864,000","1,349,000","32,552,000","33,605,000","29,186,000","4,052,000","32,890,000","27,301,000","17,436,000","-12,480,000","29,720,000"
	CashFlowFromContinuingOperatingActivities,"169,523,000","17,011,000","68,589,000","51,534,000","32,389,000","40,367,000","58,157,000","42,179,000","47,455,000","8,318,000","41,852,000","32,801,000","33,402,000","4,713,000","33,853,000","35,192,000","37,864,000","1,349,000","32,552,000","33,605,000","29,186,000","4,052,000","32,890,000","27,301,000","17,436,000","-12,480,000","29,720,000"
		NetIncomeFromContinuingOperations,"247,253,000","37,557,000","80,195,000","84,820,000","44,681,000","64,585,000","54,633,000","44,599,000","4,968,000","38,613,000","28,437,000","32,273,000","27,453,000","20,407,000","22,915,000","32,572,000","23,103,000","44,618,000","17,833,000","18,234,000","25,612,000","16,626,000","17,063,000","24,358,000","16,391,000","15,670,000","20,334,000"
		OperatingGainsLosses,"-95,717,000","-22,363,000","-26,696,000","-28,624,000","-18,034,000","-17,479,000","-18,152,000","-17,979,000","21,203,000","-5,919,000","-4,454,000","-8,637,000","-6,213,000","2,894,000","-4,934,000","-16,409,000","114,000","-4,036,000","-2,895,000","-4,252,000","-5,919,000","-3,919,000","-3,085,000","-3,831,000","-1,966,000","-353,000","-4,017,000"
			GainLossOnInvestmentSecurities,"-16,421,000","-3,418,000","-14,071,000","-1,176,000","2,244,000","4,088,000",,,,"0","0",,,"0","0",,,,,,,,,,,"0","-8,256,000"
			EarningsLossesFromEquityInvestments,"-79,296,000","-18,945,000","-12,625,000","-27,448,000","-20,278,000","-21,567,000","-11,923,000","-17,979,000","21,203,000","-5,919,000","-4,454,000","-3,664,000","-6,213,000","2,894,000","-4,934,000","-5,276,000","114,000","-4,036,000","-2,895,000","-4,252,000","-5,919,000","-3,919,000","-3,085,000","-3,831,000","-1,966,000","-353,000","1,391,000"
		DepreciationAmortizationDepletion,"5,495,000","1,751,000","1,292,000","1,074,000","1,378,000","1,152,000","1,005,000","973,000","1,004,000","912,000","771,000","806,000","802,000","1,220,000","618,000","631,000","510,000","495,000","486,000","473,000","437,000","475,000","467,000","485,000","488,000","501,000","513,000"
			DepreciationAndAmortization,"5,495,000","1,751,000","1,292,000","1,074,000","1,378,000","1,152,000","1,005,000","973,000","1,004,000","912,000","771,000","806,000","802,000","1,220,000","618,000","631,000","510,000","495,000","486,000","473,000","437,000","475,000","467,000","485,000","488,000","501,000","513,000"
		DeferredTax,"23,944,000","4,003,000","3,611,000","8,370,000","7,960,000","-6,355,000","4,676,000","9,344,000","-638,000","732,000","2,469,000","1,824,000","2,904,000","2,720,000","16,079,000","2,283,000","583,000","70,000","20,000,000","1,010,000","1,903,000",,,,"-410,000",,
			DeferredIncomeTax,"23,944,000","4,003,000","3,611,000","8,370,000","7,960,000","-6,355,000","4,676,000","9,344,000","-638,000","732,000","2,469,000","1,824,000","2,904,000","2,720,000","16,079,000","2,283,000","583,000","70,000","20,000,000","1,010,000","1,903,000",,,,"-410,000",,
		UnrealizedGainLossOnInvestmentSecurities,"-47,487,000","287,000","-19,936,000","-24,383,000","-3,455,000",,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,404,000","1,698,000","1,711,000","1,654,000","2,341,000","1,769,000","1,759,000","1,803,000","1,748,000","1,939,000","1,761,000","1,756,000","1,727,000","1,605,000","1,595,000","1,595,000","1,587,000","1,272,000","1,284,000","1,572,000","1,416,000","1,175,000","1,169,000","1,243,000","1,094,000","911,000","940,000"
		OtherNonCashItems,"50,560,000","10,564,000","23,250,000","11,231,000","5,515,000","5,750,000","4,852,000","-213,000","239,000","3,610,000","4,221,000","2,005,000","2,997,000","2,453,000","-4,743,000","3,818,000","2,961,000","2,505,000","-859,000","5,347,000","5,390,000","7,638,000","3,937,000","2,385,000","1,164,000","855,000","6,312,000"
		ChangeInWorkingCapital,"-21,929,000","-16,486,000","5,162,000","-2,608,000","-7,997,000","-2,826,000","9,384,000","3,652,000","18,931,000","-30,062,000","8,647,000","2,774,000","3,732,000","-26,586,000","2,323,000","10,702,000","9,006,000","-43,575,000","-3,297,000","11,221,000","347,000","-17,969,000","13,339,000","2,251,000","675,000","-30,064,000","5,638,000"
