name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,10/31/1989,10/31/1988,10/31/1987,10/31/1986,10/31/1985
TotalAssets,"11,778,000,000","11,662,500,000","9,606,200,000","9,610,600,000","9,013,800,000","8,921,900,000","6,737,500,000","6,748,400,000","6,510,000,000","6,548,500,000","6,274,500,000","6,172,800,000","6,203,400,000","6,298,600,000","6,112,800,000","6,256,900,000","6,414,400,000","6,268,600,000","4,858,700,000","4,782,800,000","4,749,800,000","4,656,700,000","4,475,918,000","4,592,675,000","4,601,253,000","4,401,802,000","4,460,610,000","4,422,682,000","4,392,660,000","4,335,744,000","4,458,340,000","3,367,374,000","3,221,982,000","3,114,755,000","3,137,261,000","3,006,908,000","2,966,732,000","2,969,544,000","2,941,384,000","2,883,918,000","2,628,561,000","2,599,267,000","2,624,518,000","2,615,334,000","2,625,192,000","2,571,938,000","2,525,018,000","2,503,040,000","2,509,225,000","2,521,400,000","2,551,907,000","2,581,435,000","2,546,331,000","2,551,020,000","2,587,616,000","2,675,526,000","2,629,658,000","2,584,942,000","2,560,271,000","2,541,065,000","2,509,749,000","2,468,996,000","2,352,601,000","2,328,504,000","2,290,825,000","2,268,258,000","2,179,830,000","2,176,645,000","2,161,287,000","2,145,515,000","811,561,000","772,193,000","744,753,000","725,537,000","705,564,000","657,109,000","600,165,000","596,968,000","571,115,000","552,640,000","531,931,000","389,940,000","396,849,000","364,641,000","331,091,000","321,490,000","322,565,000","296,517,000","293,414,000","289,900,000","285,900,000","282,000,000","274,800,000","289,600,000","296,000,000","281,600,000","267,000,000","251,400,000","175,300,000","173,700,000","129,200,000","102,800,000","102,900,000","95,000,000","93,500,000","85,300,000","92,000,000","93,300,000","89,200,000","89,000,000","95,100,000","96,600,000","95,900,000","98,500,000","109,500,000","127,700,000","144,800,000","153,100,000","173,900,000","193,900,000","174,600,000","194,100,000","187,600,000","186,500,000","202,900,000","211,100,000","217,400,000","288,000,000","1,137,600,000","1,357,800,000","851,400,000","545,600,000"
	CurrentAssets,"1,738,200,000","1,698,100,000","1,465,300,000","1,474,600,000","1,322,600,000","1,297,400,000","1,274,200,000","1,321,300,000","1,166,200,000","1,149,900,000","1,163,400,000","1,150,800,000","1,136,600,000","1,193,000,000","1,090,900,000","1,188,800,000","1,272,400,000","1,175,500,000","953,200,000","932,100,000","958,300,000","883,900,000","934,458,000","929,639,000","915,115,000","844,504,000","841,818,000","814,692,000","799,966,000","787,109,000","791,617,000","895,813,000","764,680,000","701,094,000","747,241,000","706,007,000","675,788,000","680,848,000","657,860,000","628,106,000","576,283,000","555,263,000","540,347,000","543,636,000","538,435,000","503,343,000","491,340,000","491,270,000","493,449,000","496,408,000","503,878,000","518,015,000","524,532,000","536,530,000","526,032,000","568,668,000","556,666,000","526,340,000","517,522,000","511,097,000","498,543,000","494,199,000","456,951,000","456,232,000","440,501,000","449,343,000","443,714,000","438,312,000","434,407,000","438,970,000","304,498,000","267,453,000","254,251,000","275,836,000","264,224,000","235,033,000","210,563,000","214,165,000","198,910,000","198,269,000","198,594,000","148,981,000","155,205,000","133,460,000","128,045,000","120,047,000","112,685,000","104,759,000","99,615,000","92,700,000","100,500,000","96,600,000","87,600,000","110,300,000","116,100,000","95,000,000","83,100,000","82,900,000","68,600,000","89,100,000","45,900,000","40,500,000","42,500,000","37,500,000","36,300,000","35,300,000","41,200,000","42,600,000","39,100,000","38,400,000","43,500,000","44,700,000","43,200,000","44,800,000","51,900,000","68,500,000","84,700,000","100,500,000","120,200,000","142,200,000","151,300,000","183,300,000","173,900,000","172,300,000","177,200,000","187,400,000","197,100,000","276,800,000","787,200,000","606,000,000","346,400,000","348,800,000"
		CashCashEquivalentsAndShortTermInvestments,"399,200,000","280,700,000","95,900,000","112,200,000","105,900,000","119,100,000","115,900,000","127,400,000","79,800,000","76,800,000","89,000,000","112,700,000","104,600,000","146,600,000","77,700,000","155,600,000","164,900,000","91,700,000","88,800,000","46,000,000","121,300,000","91,100,000","100,817,000","62,613,000","44,464,000","16,047,000","16,426,000","17,005,000","17,911,000","16,428,000","25,222,000","173,786,000","82,659,000","28,828,000","77,393,000","25,482,000","14,441,000","14,445,000","12,840,000","12,732,000","7,745,000","7,681,000","5,175,000","7,872,000","8,430,000","3,320,000","3,573,000","3,240,000","9,829,000","1,822,000","3,932,000","3,790,000","4,472,000","1,885,000","1,944,000","3,438,000","1,911,000","2,586,000","3,226,000","8,061,000","12,033,000","23,544,000","8,224,000","12,724,000","16,555,000","24,597,000","30,826,000","18,049,000","17,119,000","28,494,000","41,197,000","27,262,000","23,103,000","50,311,000","53,179,000","36,774,000","16,364,000","12,077,000","13,005,000","13,946,000","21,049,000","9,873,000","20,910,000","16,108,000","16,235,000","17,958,000","14,608,000","9,428,000","4,747,000","2,700,000","20,900,000","11,700,000","5,400,000","5,800,000","7,300,000","10,100,000","1,500,000","8,800,000","18,200,000","43,300,000","1,500,000","2,600,000","6,800,000","3,100,000","1,900,000","3,700,000","11,200,000","8,800,000","4,500,000","4,700,000","10,300,000","9,700,000","9,100,000","5,900,000","10,100,000","14,100,000","25,000,000","30,500,000","38,100,000","40,100,000","32,000,000","58,200,000","76,700,000","103,000,000","127,900,000","137,100,000","172,800,000","196,900,000","55,300,000","28,500,000","39,400,000","125,200,000"
			CashAndCashEquivalents,"399,200,000","280,700,000","95,900,000","112,200,000","105,900,000","119,100,000","115,900,000","127,400,000","79,800,000","76,800,000","89,000,000","112,700,000","104,600,000","146,600,000","77,700,000","155,600,000","164,900,000","91,700,000","88,800,000","46,000,000","121,300,000","91,100,000","100,817,000","62,613,000","44,464,000","16,047,000","16,426,000","17,005,000","17,911,000","16,428,000","25,222,000","173,786,000","82,659,000","28,828,000","77,393,000","25,482,000","14,441,000","14,445,000","12,840,000","12,732,000","7,745,000","7,681,000","5,175,000","7,872,000","8,430,000","3,320,000","3,573,000","3,240,000","9,829,000","1,822,000","3,932,000","3,790,000","4,472,000","1,885,000","1,944,000","3,438,000","1,911,000","2,586,000","3,226,000","8,061,000","12,033,000","23,544,000","8,224,000","12,724,000","16,555,000","24,597,000","30,826,000","18,049,000","17,119,000","28,494,000","39,368,000","26,075,000","20,731,000","45,324,000","47,433,000","30,798,000","11,895,000","9,054,000","10,255,000","8,790,000","17,033,000","4,867,000","12,928,000","11,268,000","11,897,000","11,980,000","14,608,000","9,428,000","4,747,000","2,700,000","20,900,000","11,700,000","5,400,000","5,800,000","7,300,000","10,100,000","1,500,000","8,800,000","18,200,000","43,300,000","1,500,000","2,600,000","6,800,000","3,100,000","1,900,000","3,700,000","11,200,000","8,800,000","4,500,000","4,700,000","10,300,000","9,700,000","9,100,000","5,900,000","10,100,000","14,100,000","25,000,000","30,500,000","38,100,000","40,100,000","32,000,000","58,200,000","76,700,000","103,000,000","127,900,000","137,100,000","172,800,000","196,900,000","55,300,000","28,500,000","39,400,000","125,200,000"
				CashFinancial,"399,200,000","280,700,000","95,900,000","112,200,000","105,900,000","119,100,000",,,"79,800,000","76,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,829,000","1,187,000","2,372,000","4,987,000","5,746,000","5,976,000","4,469,000","3,023,000","2,750,000","5,156,000","4,016,000","5,006,000","7,982,000","4,840,000","4,338,000","5,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"532,000,000","525,900,000","515,300,000","535,100,000","490,100,000","461,200,000","435,400,000","450,500,000","368,800,000","408,000,000","435,300,000","404,700,000","396,200,000","389,700,000","374,700,000","375,600,000","432,600,000","413,800,000","316,600,000","335,900,000","311,200,000","290,900,000","291,370,000","307,341,000","298,825,000","278,891,000","282,918,000","280,160,000","267,183,000","275,899,000","276,280,000","261,964,000","239,769,000","235,288,000","229,537,000","247,296,000","224,489,000","241,168,000","234,297,000","228,593,000","202,882,000","200,160,000","214,779,000","218,416,000","203,764,000","189,462,000","197,490,000","190,055,000","174,291,000","174,945,000","170,941,000","170,276,000","156,409,000","158,764,000","159,158,000","180,492,000","176,268,000","164,167,000","164,493,000","164,332,000","156,772,000","156,815,000","146,584,000","149,923,000","148,230,000","155,001,000","152,610,000","164,710,000","155,181,000","145,308,000","99,269,000","92,301,000","84,682,000","86,078,000","84,607,000","80,006,000","76,792,000","83,886,000","74,545,000","69,779,000","66,313,000","56,016,000","55,318,000","43,053,000","40,417,000","33,735,000","33,058,000","30,628,000","31,476,000","28,500,000","26,800,000","26,600,000","24,700,000","23,700,000","24,400,000","40,300,000","40,800,000","38,200,000","27,500,000","27,300,000","26,400,000","22,300,000","21,700,000","21,500,000","22,100,000","19,200,000","17,700,000","20,700,000","21,600,000","20,000,000","18,300,000","19,100,000","19,200,000","17,100,000","14,300,000","19,100,000","20,200,000","31,100,000","27,600,000","27,700,000","21,100,000","29,500,000","17,300,000","21,500,000","11,300,000","12,500,000","14,800,000","39,200,000","227,000,000","301,700,000","167,400,000","119,500,000"
			AccountsReceivable,"532,000,000","525,900,000","515,300,000","535,100,000","490,100,000","461,200,000","435,400,000","450,500,000","368,800,000","408,000,000","435,300,000","404,700,000","396,200,000","389,700,000","374,700,000","375,600,000","432,600,000","413,800,000","316,600,000","335,900,000","311,200,000","290,900,000","291,370,000","307,341,000","298,825,000","278,891,000","282,918,000","280,160,000","267,183,000","275,899,000","276,280,000","261,964,000","239,769,000","235,288,000","229,537,000","247,296,000","224,489,000","241,168,000","234,297,000","228,593,000","202,882,000","200,160,000","214,779,000","218,416,000","203,764,000","189,462,000","197,490,000","190,055,000","174,291,000","174,945,000","170,941,000","170,276,000","156,409,000","158,764,000","159,158,000","180,492,000","176,268,000","164,167,000","164,493,000","164,332,000","156,772,000","156,815,000","146,584,000","149,923,000","148,230,000","155,001,000","152,610,000","164,710,000","155,181,000","145,308,000","99,269,000","92,301,000","84,682,000","86,078,000","84,607,000","80,006,000","76,792,000","83,886,000","74,545,000","69,779,000","66,313,000","56,016,000","55,318,000","43,053,000","40,417,000","33,735,000","33,058,000",,"31,476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"545,800,000","537,200,000","524,500,000","544,200,000","500,800,000","473,100,000","445,600,000","462,400,000","382,200,000","423,200,000","451,700,000","421,800,000","413,400,000","409,400,000","393,700,000","394,100,000","447,600,000","425,600,000","327,400,000","345,900,000","320,600,000","299,800,000","299,887,000","315,442,000","306,590,000","286,186,000","288,874,000","285,639,000","272,633,000","281,660,000","282,305,000","267,223,000","245,592,000","240,966,000","234,798,000","252,412,000","229,623,000","245,873,000","238,671,000","232,695,000","207,206,000","204,971,000","219,605,000",,"208,639,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,800,000","-11,300,000","-9,200,000","-9,100,000","-10,700,000","-11,900,000","-10,200,000","-11,900,000","-13,400,000","-15,200,000","-16,400,000","-17,100,000","-17,200,000","-19,700,000","-19,000,000","-18,500,000","-15,000,000","-11,800,000","-10,800,000","-10,000,000","-9,400,000","-8,900,000","-8,517,000","-8,101,000","-7,765,000","-7,295,000","-5,956,000","-5,479,000","-5,450,000","-5,761,000","-6,025,000","-5,259,000","-5,823,000","-5,678,000","-5,261,000","-5,116,000","-5,134,000","-4,705,000","-4,374,000","-4,102,000","-4,324,000","-4,811,000","-4,826,000",,"-4,875,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
