name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalAssets,"2,519,092,000","2,611,690,000","2,414,893,000","2,497,069,000","2,248,551,000","2,389,755,000","3,095,701,000","3,078,950,000","3,090,913,000","3,233,112,000","2,894,989,000","2,877,765,000","2,835,889,000","2,667,784,000","2,247,913,000","2,247,315,000","1,299,560,000","1,322,024,000","1,252,561,000","1,090,831,000","1,083,996,000","912,467,000","843,586,000","811,109,000","875,819,000","956,105,000","988,005,000","976,258,000","955,433,000","955,809,000","793,803,000","817,777,000","834,616,000","847,156,000","881,916,000","788,651,000","552,961,000","545,686,000","485,681,000","472,394,000","470,807,000","484,894,000","505,785,000","529,572,000","505,942,000","550,477,000","575,858,000","606,351,000","599,723,000","657,184,000","680,578,000","709,161,000","724,506,000","574,150,000","584,692,000","609,399,000","405,424,000","258,858,000","213,003,000","263,255,000","349,904,000","255,907,000","187,768,000","201,919,000","150,637,000","166,373,000","177,382,000","146,526,000","175,648,000","208,425,000","255,271,000","279,962,000","312,726,000","334,942,000","353,546,000","370,856,000","415,095,000","438,683,000","424,524,000","443,226,000","399,664,000","417,061,000","294,412,000","187,528,000","163,364,000","183,256,000","176,575,000","177,024,000","151,844,000","103,100,000","94,100,000","95,300,000","82,900,000","96,100,000","106,800,000","117,600,000","101,300,000","117,900,000","97,300,000","99,100,000","97,800,000","101,300,000","84,900,000","91,600,000","98,700,000","99,600,000","80,500,000","58,300,000","60,200,000","66,600,000","71,300,000","73,900,000","80,300,000","78,800,000","60,400,000","62,400,000","67,200,000","55,500,000","60,700,000","65,000,000","68,500,000","73,600,000","40,400,000","43,600,000","19,000,000","4,300,000"
	CurrentAssets,"2,253,124,000","2,345,049,000","2,155,740,000","2,238,418,000","1,989,418,000","2,130,707,000","2,536,981,000","2,531,187,000","2,558,045,000","2,720,597,000","2,408,091,000","2,414,222,000","2,373,949,000","2,207,886,000","2,079,224,000","2,083,272,000","1,143,283,000","1,167,984,000","1,111,113,000","964,359,000","962,372,000","797,932,000","730,329,000","697,971,000","763,910,000","837,003,000","868,261,000","855,452,000","835,427,000","836,597,000","681,163,000","705,797,000","722,053,000","735,510,000","763,304,000","669,061,000","431,829,000","423,438,000","361,586,000","350,419,000","347,613,000","360,139,000","377,089,000","410,720,000","437,395,000","483,137,000","507,550,000","536,885,000","530,415,000","596,126,000","619,247,000","647,512,000","663,692,000","518,384,000","529,543,000","555,180,000","352,851,000","207,317,000","161,387,000","210,777,000","296,067,000","206,203,000","136,923,000","148,274,000","90,731,000","105,858,000","114,242,000","72,367,000","96,991,000","125,609,000","159,355,000","182,292,000","208,881,000","239,561,000","255,242,000","271,954,000","294,663,000","320,180,000","319,644,000","348,456,000","310,962,000","328,816,000","220,301,000","110,941,000","116,187,000","133,204,000","128,772,000","126,188,000","97,725,000","59,200,000","48,500,000","51,000,000","48,900,000","63,200,000","75,600,000","87,200,000","71,800,000","89,200,000","70,200,000","72,600,000","73,200,000","79,400,000","62,700,000","70,200,000","76,900,000","79,000,000","60,200,000","37,500,000","39,100,000","45,000,000","49,400,000","52,200,000","58,400,000","55,600,000","40,000,000","42,800,000","49,100,000","38,500,000","44,400,000","50,800,000","55,300,000","62,800,000","33,200,000","37,100,000","16,200,000","1,900,000"
		CashCashEquivalentsAndShortTermInvestments,"2,052,393,000","2,114,973,000","1,987,099,000","2,059,270,000","1,819,995,000","1,892,375,000","2,329,204,000","2,348,616,000","2,384,087,000","2,499,544,000","2,220,830,000","2,262,031,000","2,253,754,000","2,084,072,000","1,958,989,000","1,980,450,000","1,035,301,000","1,022,715,000","1,010,808,000","855,709,000","860,281,000","667,637,000","697,230,000","672,307,000","723,507,000","803,975,000","830,786,000","815,538,000","788,500,000","810,713,000","639,412,000","647,513,000","694,879,000","708,857,000","735,902,000","652,942,000","416,774,000","408,068,000","343,573,000","336,029,000","333,944,000","343,664,000","364,763,000","395,184,000","426,822,000","472,353,000","497,904,000","522,028,000","519,119,000","574,312,000","607,840,000","637,511,000","652,236,000","490,998,000","512,023,000","536,969,000","338,415,000","193,719,000","145,991,000","202,733,000","285,554,000","193,333,000","126,871,000","137,940,000","78,561,000","94,389,000","101,657,000","59,580,000","82,784,000","103,883,000","125,565,000","147,344,000","180,873,000","215,504,000","234,820,000","255,932,000","269,451,000","289,353,000","292,023,000","325,136,000","292,009,000","312,018,000","213,202,000","106,298,000","108,394,000","127,262,000","120,685,000","120,334,000","93,734,000","52,800,000","43,800,000","34,400,000","20,300,000","27,600,000","38,000,000","38,900,000","27,800,000","38,100,000","28,900,000","35,900,000","26,200,000","37,100,000","25,800,000","25,500,000","22,600,000","46,500,000","24,800,000","18,800,000","16,600,000","12,900,000","16,200,000","18,400,000","33,200,000","33,700,000","17,900,000","21,700,000","27,000,000","16,500,000","14,600,000","13,200,000","16,000,000","21,200,000","18,100,000","33,600,000","15,600,000","1,800,000"
			CashAndCashEquivalents,"542,513,000","869,191,000","632,953,000","565,119,000","414,155,000","397,664,000","633,059,000","530,181,000","486,195,000","683,287,000","247,939,000","272,523,000","375,811,000","278,820,000","479,891,000","805,490,000","227,505,000","129,630,000","159,184,000","132,991,000","114,221,000","84,685,000","84,275,000","112,534,000","93,337,000","128,797,000","126,593,000","119,487,000","148,348,000","142,998,000","73,220,000","94,081,000","161,778,000","159,973,000","256,408,000","296,540,000","107,650,000","124,482,000","84,563,000","85,645,000","56,391,000","65,477,000","55,263,000","85,022,000","86,200,000","70,052,000","100,122,000","46,038,000","98,590,000","105,255,000","149,293,000","215,789,000","254,057,000","217,918,000","264,682,000","445,720,000","271,936,000","138,614,000","102,398,000","132,964,000","183,423,000","114,514,000","104,238,000","105,359,000","1,711,000","3,650,000","53,222,000","7,988,000","12,006,000","27,250,000","21,446,000","30,371,000","39,757,000","33,117,000","55,792,000","85,318,000","61,092,000","101,856,000","93,079,000","110,017,000","92,448,000","127,011,000","12,311,000","12,736,000","8,057,000","39,615,000","59,030,000","62,043,000","64,733,000","35,300,000","38,300,000","34,400,000","20,300,000","27,600,000","38,000,000","38,900,000","27,800,000","38,100,000","28,900,000","35,900,000","26,200,000","37,100,000","25,800,000","25,500,000","22,600,000","46,500,000","24,800,000","18,800,000","16,600,000","12,900,000","16,200,000","18,400,000","33,200,000","33,700,000","17,900,000","21,700,000","27,000,000","16,500,000","14,600,000","13,200,000","16,000,000","21,200,000","18,100,000","33,600,000","15,600,000","1,800,000"
			OtherShortTermInvestments,"1,509,880,000","1,245,782,000","1,354,146,000","1,494,151,000","1,405,840,000","1,494,711,000","1,696,145,000","1,818,435,000","1,897,892,000","1,816,257,000","1,972,891,000","1,989,508,000","1,877,943,000","1,805,252,000","1,479,098,000","1,174,960,000","807,796,000","893,085,000","851,624,000","722,718,000","746,060,000","582,952,000","612,955,000","559,773,000","630,170,000","675,178,000","704,193,000","696,051,000","640,152,000","667,715,000","566,192,000","553,432,000","533,101,000","548,884,000","479,494,000","356,402,000","309,124,000","283,586,000","259,010,000","250,384,000","277,553,000","278,187,000","309,500,000","310,162,000","340,622,000","402,301,000","397,782,000","475,990,000","420,529,000","469,057,000","458,547,000","421,722,000","398,179,000","273,080,000","247,341,000","91,249,000","66,479,000","55,105,000","43,593,000","69,769,000","102,131,000","78,819,000","22,633,000","32,581,000","76,850,000","90,739,000","48,435,000","51,592,000","70,778,000","76,633,000","104,119,000","116,973,000","141,116,000","182,387,000","179,028,000","170,614,000","208,359,000","187,497,000","198,944,000","215,119,000","199,561,000","185,007,000","200,891,000","93,562,000","100,337,000","87,647,000","61,655,000","58,291,000","29,001,000","17,500,000","5,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"26,122,000","61,896,000","9,068,000","24,004,000","23,397,000","76,204,000","38,977,000","27,834,000","28,605,000","63,034,000","49,077,000","31,615,000","10,452,000","12,759,000","14,732,000","16,761,000","36,858,000","62,955,000","42,924,000","50,615,000","69,357,000","108,043,000","8,544,000","746,000","16,480,000","11,356,000","1,826,000","3,264,000","26,934,000","3,903,000","26,313,000","41,941,000","9,823,000","11,102,000","12,645,000","2,024,000","1,172,000","522,000","3,476,000","1,558,000","1,379,000","6,921,000","1,858,000","5,674,000","591,000","1,242,000","1,341,000","5,040,000","1,904,000","10,899,000","586,000","783,000","2,351,000","4,121,000","5,021,000","6,399,000","4,358,000","6,177,000","9,237,000","2,296,000","2,057,000","2,395,000","2,959,000","2,618,000","3,503,000","3,918,000","4,209,000","4,456,000","2,911,000","10,048,000","5,464,000","9,593,000","5,774,000","2,657,000","2,749,000","2,725,000","4,981,000","14,906,000","10,881,000","12,010,000","9,996,000","10,360,000","4,097,000","2,098,000","4,800,000","3,346,000","6,942,000","4,644,000","3,064,000","5,400,000","3,800,000","7,300,000","5,300,000","3,500,000",,,,,,,,,,,,,,,,,"1,900,000","1,600,000",,,,,,,,,,"39,800,000",,"100,000",,
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,476,000","1,558,000","1,379,000","6,921,000","1,858,000","5,674,000","591,000","1,242,000","1,341,000","5,040,000","1,904,000","10,899,000","586,000","783,000","2,351,000","4,121,000","5,021,000","6,399,000","4,358,000","6,177,000","9,237,000","2,296,000","2,057,000","2,395,000","2,959,000",,"3,503,000","3,918,000",,"4,456,000","2,911,000","10,048,000","5,464,000","9,593,000","5,774,000","2,657,000","2,749,000","2,725,000","4,981,000","14,906,000",,,,,"4,097,000","2,098,000","4,800,000","3,346,000","6,942,000","4,644,000",,"5,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"26,122,000","61,896,000","9,068,000","24,004,000","23,397,000","76,204,000","38,977,000","27,834,000","28,605,000","63,034,000","49,077,000","31,615,000","10,452,000","12,759,000","14,732,000","16,761,000","36,858,000","62,955,000","42,924,000","50,615,000","69,357,000","108,043,000","8,544,000","746,000","16,480,000","11,356,000","1,826,000","3,264,000","26,934,000","3,903,000","26,313,000","41,941,000","9,823,000","11,102,000","12,645,000","2,024,000","1,172,000","522,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"24,032,000","24,806,000","22,930,000","24,099,000","22,199,000","21,965,000","22,172,000","23,722,000","22,885,000","18,180,000","19,375,000","18,505,000","11,057,000","8,582,000","8,378,000","9,067,000","9,060,000","9,982,000","8,451,000","6,504,000","6,801,000","7,489,000","9,319,000","7,668,000","6,520,000","6,899,000","6,583,000","6,782,000","6,839,000","6,290,000","7,085,000","7,776,000","7,537,000","8,033,000","7,385,000","8,309,000","5,809,000","6,121,000","6,737,000","7,108,000","4,873,000","4,139,000","2,915,000","2,249,000","2,606,000","2,484,000","1,996,000","2,794,000","2,601,000","2,768,000","2,817,000","2,779,000","2,591,000","2,718,000","5,511,000","4,699,000","3,700,000","2,817,000","1,930,000","1,510,000","1,093,000","861,000","632,000","886,000","749,000","951,000","917,000","1,071,000","2,722,000","2,722,000","20,090,000","16,074,000","14,548,000","13,995,000","9,293,000","6,564,000","14,463,000","11,090,000","13,074,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"17,929,000","18,646,000","16,140,000","21,586,000","18,197,000","16,708,000","17,876,000","19,510,000","19,638,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,151,000","4,411,000","3,449,000","2,679,000",,,,"861,000","632,000",,,"951,000","917,000","1,071,000","1,329,000","1,329,000","3,077,000","1,976,000","1,695,000","1,526,000","3,000,000","2,780,000","10,235,000","10,186,000","9,020,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
