name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
TotalAssets,"20,823,000,000","20,115,000,000","18,397,000,000","17,983,000,000","18,490,000,000","17,979,000,000","14,831,000,000","14,559,000,000","14,798,000,000","13,924,000,000","12,980,000,000","14,132,000,000","14,503,000,000","15,700,000,000","14,855,000,000","15,141,000,000","15,790,000,000","15,786,000,000","15,072,000,000","14,660,000,000","14,490,000,000","14,150,000,000","14,808,000,000","15,099,000,000","13,717,000,000","11,861,000,000","11,770,000,000","12,104,000,000","12,242,000,000","12,087,000,000","12,692,000,000","13,116,000,000","12,978,000,000","12,577,000,000","12,486,000,000","11,953,000,000","9,188,000,000","9,132,000,000","8,920,000,000","8,927,000,000","9,021,000,000","14,091,000,000","13,157,000,000","14,217,000,000","18,065,000,000","16,207,000,000","10,355,000,000","9,910,000,000","10,519,000,000","10,722,000,000","12,342,000,000","11,660,000,000","12,453,000,000","12,694,875,000","10,218,646,000","8,968,985,000","8,791,307,000","2,979,397,000","3,000,018,000","4,005,313,000","3,767,243,000","3,716,452,000","3,542,395,000","3,415,234,000","2,346,547,000","2,046,786,000","1,113,238,000","1,072,006,000","887,489,000","814,820,000","850,535,000","855,085,000","873,471,000","851,254,000","909,844,000","1,166,302,000","1,210,615,000","1,175,914,000","1,191,554,000","1,233,189,000","1,105,243,000","1,326,251,000","1,318,455,000","1,366,668,000","1,335,196,000","1,164,399,000"
	CurrentAssets,"8,178,000,000","7,423,000,000","5,496,000,000","5,017,000,000","5,654,000,000","7,660,000,000","4,810,000,000","4,716,000,000","5,270,000,000","4,290,000,000","3,499,000,000","4,363,000,000","4,736,000,000","6,370,000,000","5,457,000,000","5,727,000,000","5,638,000,000","5,529,000,000","5,446,000,000","4,921,000,000","4,947,000,000","4,560,000,000","4,346,000,000","4,596,000,000","4,722,000,000","3,284,000,000","3,160,000,000","3,446,000,000","3,688,000,000","3,400,000,000","3,557,000,000","3,718,000,000","3,519,000,000","3,163,000,000","3,072,000,000","2,610,000,000","1,608,000,000","1,492,000,000","1,329,000,000","1,410,000,000","1,406,000,000","6,573,000,000","5,677,000,000","6,429,000,000","10,175,000,000","8,510,000,000","2,880,000,000","2,888,000,000","3,221,000,000","3,454,000,000","4,912,000,000","4,437,000,000","5,302,000,000","5,435,452,000","2,320,912,000","2,163,586,000","1,935,014,000","1,682,017,000","1,710,930,000","2,612,712,000","2,368,822,000","2,312,546,000","2,134,795,000","1,988,688,000","889,288,000","596,963,000","746,237,000","696,371,000","495,621,000","406,197,000","398,850,000","546,245,000","561,184,000","529,617,000","556,386,000","751,124,000","752,955,000","697,006,000","721,541,000","737,182,000","605,251,000","815,172,000","829,728,000","886,719,000","869,356,000","744,460,000"
		CashCashEquivalentsAndShortTermInvestments,"711,000,000","601,000,000","488,000,000","625,000,000","989,000,000","2,940,000,000","761,000,000","917,000,000","1,269,000,000","623,000,000","505,000,000","592,000,000","692,000,000","813,000,000","526,000,000","635,000,000","629,000,000","612,000,000","737,000,000","656,000,000","606,000,000","648,000,000","495,000,000","599,000,000","590,000,000","502,000,000","483,000,000","588,000,000","522,000,000","601,000,000","455,000,000","517,000,000","581,000,000","587,000,000","490,000,000","549,000,000","809,000,000","720,000,000","595,000,000","687,000,000","740,000,000","785,000,000","837,000,000","898,000,000","722,000,000","568,000,000","2,336,000,000","836,000,000","2,642,000,000","902,000,000","4,137,000,000","3,689,000,000","4,605,000,000","793,065,000","931,962,000","876,970,000","857,228,000","1,325,314,000","1,267,863,000","2,269,982,000","2,025,027,000","1,950,204,000","1,860,371,000","1,704,342,000","596,180,000","344,606,000","545,246,000","550,340,000","345,597,000","261,699,000","262,568,000","423,311,000","396,952,000","358,398,000","349,376,000","530,602,000","520,481,000","445,070,000","474,326,000","464,597,000","307,139,000","521,760,000","329,099,000","344,848,000","245,111,000","262,257,000"
			CashAndCashEquivalents,"486,000,000","393,000,000","303,000,000","390,000,000","774,000,000","2,745,000,000","584,000,000","711,000,000","1,015,000,000","332,000,000","304,000,000","333,000,000","472,000,000","545,000,000","324,000,000","322,000,000","405,000,000","377,000,000","530,000,000","356,000,000","386,000,000","403,000,000","257,000,000","344,000,000","331,000,000","301,000,000","290,000,000","324,000,000","328,000,000","427,000,000","286,000,000","314,000,000","384,000,000","425,000,000","300,000,000","379,000,000","591,000,000","497,000,000","438,000,000","491,000,000","525,000,000","506,000,000","543,000,000","578,000,000","439,000,000","315,000,000","336,000,000","526,000,000","535,000,000","594,000,000","311,000,000","419,000,000","333,000,000","565,760,000","737,900,000","739,999,000","736,020,000","1,325,314,000","1,258,662,000","574,998,000","493,249,000","321,995,000","440,545,000","488,817,000","374,905,000","165,237,000","288,764,000","304,286,000","83,941,000","58,186,000","47,986,000","222,385,000","133,608,000","148,929,000","127,836,000","269,107,000","277,307,000","204,271,000","274,170,000","330,835,000","172,411,000","293,731,000","329,099,000","344,848,000","245,111,000","262,257,000"
			OtherShortTermInvestments,"225,000,000","208,000,000","185,000,000","235,000,000","215,000,000","195,000,000","177,000,000","206,000,000","254,000,000","291,000,000","201,000,000","259,000,000","220,000,000","268,000,000","202,000,000","313,000,000","224,000,000","235,000,000","207,000,000","300,000,000","220,000,000","245,000,000","238,000,000","255,000,000","259,000,000","201,000,000","193,000,000","264,000,000","194,000,000","174,000,000","169,000,000","203,000,000","197,000,000","162,000,000","190,000,000","170,000,000","218,000,000","223,000,000","157,000,000","196,000,000","215,000,000","279,000,000","294,000,000","320,000,000","283,000,000","253,000,000","2,000,000,000","310,000,000","2,107,000,000","308,000,000","3,826,000,000","3,270,000,000","4,272,000,000","227,305,000","194,062,000","136,971,000","121,208,000",,"9,201,000","1,694,984,000","1,531,778,000","1,628,209,000","1,419,826,000","1,215,525,000","221,275,000","179,369,000","256,482,000","246,054,000","261,656,000","203,513,000","214,582,000","200,926,000","263,344,000","209,469,000","221,540,000","261,495,000","243,174,000","240,799,000","200,156,000","133,762,000","134,728,000","228,029,000",,,,
		Receivables,"621,000,000","588,000,000","552,000,000","559,000,000","574,000,000","566,000,000","504,000,000","523,000,000","568,000,000","422,000,000","399,000,000","415,000,000","447,000,000","384,000,000","356,000,000","405,000,000","486,000,000","423,000,000","320,000,000","392,000,000","467,000,000","429,000,000","349,000,000","399,000,000","333,000,000","316,000,000","278,000,000","323,000,000","344,000,000","389,000,000","370,000,000","395,000,000","434,000,000","393,000,000","372,000,000","362,000,000","317,000,000","333,000,000","327,000,000","341,000,000","327,000,000","308,000,000","347,000,000","344,000,000","327,000,000","298,000,000","308,000,000","361,000,000","377,000,000","301,000,000","379,000,000","383,000,000","355,000,000","338,564,000","375,625,000","354,931,000","403,614,000","249,524,000","274,144,000","284,606,000","299,197,000","233,266,000","228,387,000","234,485,000","241,067,000","207,650,000","133,295,000","112,879,000","108,035,000","107,487,000","92,515,000","74,220,000","111,501,000","119,136,000","133,726,000","146,363,000","152,486,000","177,745,000","186,152,000","204,526,000","241,045,000","228,993,000","207,378,000","223,431,000","251,945,000","180,910,000"
			AccountsReceivable,"621,000,000","588,000,000","552,000,000","559,000,000","574,000,000","566,000,000","504,000,000","523,000,000","568,000,000","422,000,000","399,000,000","415,000,000","447,000,000","384,000,000","356,000,000","405,000,000","486,000,000","423,000,000","320,000,000","392,000,000","467,000,000","429,000,000","349,000,000","399,000,000","333,000,000","316,000,000","278,000,000","323,000,000","344,000,000","389,000,000","370,000,000","395,000,000","434,000,000","393,000,000","372,000,000","362,000,000","317,000,000","333,000,000",,,,,,,,,,,,,,,,"338,564,000","375,625,000","354,931,000","403,614,000","249,524,000","274,144,000","284,606,000","299,197,000","233,266,000","228,387,000","234,395,000","241,018,000","207,632,000","133,276,000","112,860,000","108,016,000","107,487,000","92,515,000","74,220,000","111,501,000","119,136,000","128,048,000","139,133,000","144,661,000","166,471,000","174,017,000","187,223,000","201,804,000","194,040,000",,,,
				GrossAccountsReceivable,"640,000,000","605,000,000","570,000,000","577,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-19,000,000","-17,000,000","-18,000,000","-18,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,000","49,000","18,000","19,000","19,000","19,000",,,,,,"5,678,000","7,230,000","7,825,000","11,274,000","12,135,000","17,303,000","39,241,000","34,953,000",,,,
