name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
MarketCap,"3,593,016,489","3,816,075,120","4,356,470,800","6,091,766,493","7,151,501,987","4,908,402,525","3,652,815,583","2,590,810,323","2,800,966,637","1,450,505,831","1,568,912,140","1,149,942,680","1,308,408,920","1,519,642,930","1,410,262,450","2,116,992,000","1,298,187,000","615,561,600","641,436,500","512,392,200","443,977,200","400,712,200","441,942,200","381,705,800","221,429,576","296,781,121","284,805,432","308,883,044","375,311,633","288,265,937","352,135,516","410,247,097","644,974,024","713,778,415","603,843,983","500,370,700","371,774,200","205,112,160","222,180,300","274,601,880","281,856,750","392,522,520","378,070,090","280,269,600","188,373,972","197,710,447","214,012,400","189,053,137","199,667,816","133,190,900","107,660,978","141,576,958","72,549,314","30,018,013","70,201,655","132,394,358","91,406,600","76,079,040","77,848,320","89,590,700","112,208,680","161,477,487","179,582,180","192,015,680","195,396,300","226,586,740","196,860,100","136,389,000","122,740,200","80,901,810","129,563,280","67,986,600","159,853,200","165,146,670","207,217,780","195,001,190","210,897,960","102,450,480","63,486,450","39,708,900","70,703,320","76,718,610","66,916,200","35,628,600","81,945,780","72,584,312","212,928,163","264,086,702","167,744,345","175,184,025","143,832,000","167,698,750","186,798,500","109,259,500","109,335,937","126,836,685","206,645,514","210,613,625","227,672,248","226,606,592","160,499,500","137,298,000","173,190,750","176,107,500","201,187,500","180,012,000","137,428,000","151,872,000","106,622,125","122,555,125","114,336,000","70,981,875","59,246,750","62,404,875","63,888,250","58,909,500","72,080,375","57,536,750","57,513,000","47,224,500","58,037,500","126,483,000","134,632,500","43,193,500","30,551,500","31,868,796","14,449,905"
EnterpriseValue,"3,431,808,489","3,648,430,120","4,183,660,800","5,931,492,493","6,999,286,987","4,766,748,525","3,534,111,583","2,482,096,323","2,698,263,637","1,340,076,831","1,466,940,140","1,058,431,680","1,218,148,920","1,421,102,930","1,314,250,450","2,102,730,000","1,285,171,000","603,288,600","631,848,500","505,794,200","437,670,200","393,533,200","434,673,200","375,613,800","217,404,576","288,104,121","273,452,432","298,257,044","369,433,633","280,269,937","339,333,516","397,035,097","629,088,024","696,003,415","586,146,983","486,546,700","358,878,200","190,604,160","207,672,300","261,161,880","269,436,750","380,241,520","365,495,090","267,694,600","179,587,972","191,660,447","208,930,400","184,766,137","195,182,816","124,974,900","109,886,978","144,565,958","76,003,314","35,055,013","73,968,655","134,003,358","90,863,600","71,763,040","73,102,320","75,710,700","111,082,680","156,828,487","173,006,180","185,281,680","188,662,300","218,608,740","183,508,100","123,037,000","107,874,200","77,464,810","123,255,280","58,903,600","147,917,200","162,666,670","202,881,780","188,397,190","205,546,960","107,297,480","68,322,450","45,401,900","77,708,320","84,081,610","74,279,200","41,218,600","86,400,780","74,441,408","212,979,941","281,183,309","184,840,952","191,900,868","156,932,000","178,298,750","195,398,500","117,459,500","116,935,937","134,336,685","212,145,514","214,613,625","228,772,248","227,806,592","162,999,500","139,698,000","175,690,750","178,507,500","203,187,500","181,412,000","137,428,000","152,272,000","107,022,125","122,055,125","114,636,000","71,281,875","60,046,750","63,004,875","64,088,250","59,009,500","72,080,375","56,636,750","56,613,000","46,024,500","56,837,500","125,283,000","133,432,500","45,993,500","33,351,500","34,868,796","17,449,905"
PeRatio,"127.373","159.82","194.255","306.024","683.915","878.417","416.947","353.5","230.47","107.533","195.389","161.125","226","310.818","354.556","533.333","3,100",,,,,,,,,,,,,,,,,"1,880","323.8","338.5","1,015","563","610",,"194.25","270.75","1,049","780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.958","65","74.219","82.813","35.227","26.94","24.495","32.423","30.529","32.43","31.251","23.113","20.192","26.5","27","28.935","25.455","14.931","17.143","11.964","14.583","22.5","14.063","15.323","18.75","25.625",,,,,,,,,,,"5.561","2.62"
ForwardPeRatio,"108.696","96.154","104.167","147.059","555.556","322.581","151.515","90.09","243.902","70.922","78.74","59.88","87.719","112.36","76.923","227.273","370.37",,,,,,"217.391","208.333",,,,,,,"227.273","64.516","84.034","90.909","95.238","66.225","111.111","67.568","37.175","42.194","39.063","43.668","64.516","48.077","35.336","35.971","93.458","12.531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.592","2.148","2.79","3.023","3.162","2.205","3.698","2.248","1.24","1.404","1.304",,,,,,,"1.044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"15.306","17.148","20.717","31.206","41.755","30.923","24.043","17.561","18.691","10.073","11.584","8.933","10.489","12.483","11.873","18.621","13.243","6.697","7.206","5.999","5.24","4.795","5.331","4.7","2.817","3.762","3.834","4.133","5.017","3.774","4.508","5.386","8.74","10.051","8.813","7.337","5.566","3.2","3.467","4.405","4.58","6.363","6.233","4.635","3.22","3.503","3.865","2.408","2.566","1.676","1.337","1.726","0.977","0.392","0.937","1.808","1.367","1.202","1.251","1.546","1.939","2.508","3.372","3.68","3.787","4.448","3.364","2.342","1.99","1.523","2.378","1.244","2.864","3.162","3.951","3.627","3.953","2.092","1.312","0.842","1.439","1.517","1.324","0.653","1.455","1.219","3.28","4.608","2.977","3.048","2.424","2.962","3.485","1.987","2.035","2.621","4.615","4.881","5.647","5.315","3.865","3.336","4.333","4.641","5.806","5.502","3.548","4.026","2.81","3.548","4.274","2.671","2.615","2.758","3.187","3.543","4.698","4.603","4.75","5.556","8.411","22.997","31.31",,,"6.816","3.211"
PbRatio,"13.003","14.759","17.488","25.964","33.391","24.888","19.597","14.832","16.979","9.072","10.506","7.967","9.527","11.475","10.944","41.442","28.272","14.337","15.775","13.381","12.012","10.571","11.713","10.048","5.777","7.64","7.203","7.762","10.325","7.77","8.664","9.807","15.633","18.372","15.966","14.436","11.387","6.462","7","8.721","9.174","13.325","13.323","9.877","7.373","8.448","9.543","8.708","9.133","5.884","5.11","6.303","3.117","2.085","4.38","5.341","3.381","2.562","2.149","2.131","3.842","5.084","5.062","5.239","5.331","5.947","4.494","3.114","2.643","2.283","3.424","1.663","3.768","4.882","5.884","5.129","5.33","3.431","2.078","0.972","1.55","1.652","1.441","0.662","1.407","1.242","3.816","7.323","4.651","3.189","2.729","3.374","3.828","2.248","2.292","2.71","4.36","4.559","5.082","5.27","3.934","3.575","4.732","5.061","6.596","6.272","5.166","6.199","4.352","5.26","6.496","4.033","3.898","4.555","5.324","5.405","7.587","7.882","7.878","10.982","13.497","29.415","31.31",,,,
EnterprisesValueRevenueRatio,"14.127","57.728","70.908","101.65","112.227","93.922","76.832","52.72","76.668","38.084","37.727","27.101","30.712","43.615","42.142","66.186","37.905","22.267","25.424","21.548","19.952","19.338","19.636","18.732","10.365","14.952","13.11","15.907","19.801","14.862","20.475","21.83","31.379","34.493","30.941","28.443","19.758","10.589","12.611","16.46","16.901","24.517","22.313","17.535","11.039","12.907","14.52","14.049","14.311","9.071","5.541","7.981","3.976","1.917","4.074","7.399","4.397","3.996","4.602","5.555","7.439","10.513","11.332","14.102","12.957","16.418","15.207","10.564","7.755","5.663","8.834","4.852","12.302","11.988","15.907","15.796","15.871","8.396","5.165","4.053","6.429","7.167","6.093","3.391","6.703","5.726","15.971","20.579","14.386","13.573","10.06","12.92","13.292","7.936","8.859","10.414","15.153","15.221","26.914","19.306","14.052","13.563","15.277","16.528","19.727","19.096","13.743","16.919","12.741","16.72","14.153","10.331","9.098","10.863","10.337","12.555","14.416","13.171","16.175","19.177","24.712","62.642","74.129","57.492","37.057","43.586","-1.837"
EnterprisesValueEBITDARatio,"82.195","278.188","502.361","676.879","606.209","571.279","725.69","439.387","-9,146.656","-3,722.436","463.928","251.23","226.38","508.445","716.994","948.885","351.812","444.575","-1,518.867","266.91","-927.267","-306.252","217.445","-407.39","-140.989","-32.111","398.619","-267.255","-428.081","-157.19","-104.41","-268.267","-835.442","-1,270.079","-1,127.206","429.812","239.732","140.771","-474.138","357.267","694.425","361.79","271.946","291.606","91.115","152.111","-2,068.618","-2,566.196","-212.849","176.021","186.249","-390.719","208.228","-158.62","-9.417","-303.175","-74.235","-9.43","-24.672","-25.33","-36.492","-59.996","-42.876","-86.54","-76.88","-84.08","-62.975","-45.401","-82.662","-54.901","-38.882","-41.481","-56.891","-593.674","-118.298","-107.166","-878.406","2,899.932","495.09","-42.913","-37.558","-82.433","-52.905","374.715","-14.081","70.628","-15.271","138.498","-30.306","122.703","120.717","84.904","88.818","48.941","233.872","53.735","54.396","53.653","163.409","54.24","42.895","46.566","53.24","52.502","72.567","67.19","62.467","58.566","56.327","64.24","47.765","41.931","40.031","52.504","64.088","84.299","102.972","13.171","-5.01","19.177","24.712","62.642","-9.74","57.492","37.057","-26.822","-0.964"
