name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
OperatingCashFlow,"4,572,000,000","1,252,000,000","1,167,000,000","1,199,000,000","954,000,000","624,000,000","403,000,000","542,000,000","324,000,000","849,000,000","882,000,000","809,000,000","666,000,000","377,000,000","412,789,000","387,363,000","424,926,000","339,427,000","250,607,000","243,587,000","218,504,000","175,927,000","105,734,000","104,565,000","49,021,000","72,760,000","76,897,000","139,818,000","100,643,000","99,143,000","104,394,000","92,289,000","88,240,000","71,466,000","64,130,000","41,849,000","32,943,000","16,855,000","17,910,000","9,472,679","3,152,869","19,156,452","16,343,928","520,880","7,951,492","5,567,894","32,065"
	CashFlowFromContinuingOperatingActivities,"4,572,000,000","1,252,000,000","1,167,000,000","1,199,000,000","954,000,000","624,000,000","403,000,000","542,000,000","324,000,000","849,000,000","882,000,000","809,000,000","666,000,000","377,000,000","412,789,000","387,363,000","424,926,000","339,427,000","250,607,000","243,587,000","218,504,000","175,927,000","105,734,000","104,565,000","49,021,000","72,760,000","76,897,000","139,818,000","100,643,000","99,143,000","104,394,000","92,289,000","88,240,000","71,466,000","64,130,000","41,849,000","32,943,000","16,855,000","17,910,000","9,472,679","3,152,869","19,156,452","16,343,928","520,880","7,951,492","5,567,894","32,065"
		NetIncomeFromContinuingOperations,"2,856,000,000","803,000,000","1,051,000,000","674,000,000","328,000,000","223,000,000","-756,000,000","-1,105,000,000","-2,411,000,000","-400,000,000","-472,000,000","388,000,000","356,000,000","43,000,000","306,160,000","159,417,000","301,164,000","178,154,000","129,607,000","81,948,000","164,128,000","141,074,000","28,440,000","-600,000","-157,121,000","-35,627,000","-186,835,000","-156,042,000","-211,352,000","6,439,000","99,917,000","44,641,000","27,824,000","23,589,000","20,124,000","14,596,000","14,471,000","5,396,000","-51,897,000","435,567","13,581,302","1,359,131","-8,957,244","2,088,621","3,472,611","2,850,961","-341,411"
		OperatingGainsLosses,"1,281,000,000","606,000,000","-45,000,000","246,000,000","474,000,000","225,000,000","168,000,000","99,000,000","264,000,000","-445,000,000","216,000,000","-165,000,000","-89,000,000","281,000,000","-239,625,000","10,054,000","14,498,000","-3,028,000","93,188,000","58,173,000","-28,843,000","-39,390,000","46,089,000","-2,407,000","11,546,000","3,691,000","36,145,000","7,810,000","44,425,000","25,206,000","-111,488,000","-16,432,000","8,876,000","3,331,000","-1,621,000","1,695,000","-3,913,000","-1,546,000","2,006,000","3,132,103","-9,911,300","4,803,197","12,991,971","52,500","5,260","-21","6,891"
			GainLossOnInvestmentSecurities,"1,236,000,000","552,000,000","-47,000,000","234,000,000","497,000,000","164,000,000","163,000,000","99,000,000","264,000,000","-445,000,000","157,000,000","-166,000,000","-89,000,000","281,000,000","-239,635,000","10,106,000","9,208,000","-861,000","93,605,000","58,645,000","-28,635,000","-39,375,000","13,664,000","-2,425,000","11,592,000","3,691,000","35,386,000","7,901,000","44,425,000","25,206,000","-111,479,000","-16,440,000","7,468,000","3,342,000","-1,613,000","1,696,000","-3,892,000","-1,537,000","-667,000","3,148,333","-9,903,055","4,804,722",,,"16,067","12,114",
			EarningsLossesFromEquityInvestments,,,"0","0","-23,000,000",,,,,,"5,000,000",,,"0","0",,,"-2,167,000","-348,000","-153,000","-153,000","-3,000","-611,000","-47,000",,,,,,,,,,,"0","0","0","0",,,,,,,,,
		DepreciationAmortizationDepletion,"1,315,000,000","313,000,000","320,000,000","341,000,000","341,000,000","273,000,000","268,000,000","286,000,000","343,000,000","407,000,000","401,000,000","365,000,000","359,000,000","322,000,000","231,638,000","146,318,000","129,867,000","115,216,000","105,078,000","87,579,000","75,173,000","58,929,000","51,329,000","44,746,000","39,871,000","42,069,000","48,549,000","52,375,000","57,096,000","59,677,000","53,641,000","45,370,000","40,021,000","30,973,000","23,621,000","17,423,000","14,815,000","10,738,000","9,971,000","6,066,270","5,570,788","4,664,942","4,281,341","3,680,119","3,824,672","4,119,183","4,254,871"
			DepreciationAndAmortization,"1,315,000,000","313,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Depreciation,"1,315,000,000","313,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"631,000,000","89,000,000","258,000,000","193,000,000","91,000,000","64,000,000","-140,000,000","-304,000,000","-681,000,000","83,000,000","-124,000,000","102,000,000","102,000,000","-33,000,000","87,784,000","41,607,000","-6,942,000","46,908,000","-23,880,000","979,000","909,000","1,425,000",,,"0","0","-6,755,000","-63,599,000","-133,616,000","2,425,000","60,225,000","19,996,000","15,163,000","13,601,000","11,500,000","9,099,000","7,802,000","3,162,000",,,,,,,,,
