name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
TotalRevenue,"225,292,000","63,696,000","59,236,000","53,703,000","48,657,000","45,087,000","42,689,000","38,886,000","36,431,000","32,821,000","30,757,000","27,844,000","24,902,000","21,213,000","19,053,000","16,705,000"
	OperatingRevenue,"225,292,000","63,696,000","59,236,000","53,703,000","48,657,000","45,087,000","42,689,000","38,886,000","36,431,000","32,821,000","30,757,000","27,844,000","24,902,000","21,213,000","19,053,000","16,705,000"
CostOfRevenue,"47,259,000","13,863,000","12,864,000","11,461,000","9,071,000","8,427,000","8,097,000","7,261,000","6,689,000","6,404,000","6,113,000","5,349,000","4,704,000","3,869,000","3,132,000","2,765,000"
GrossProfit,"178,033,000","49,833,000","46,372,000","42,242,000","39,586,000","36,660,000","34,592,000","31,625,000","29,742,000","26,417,000","24,644,000","22,495,000","20,198,000","17,344,000","15,921,000","13,940,000"
OperatingExpense,"254,929,000","68,972,000","68,982,000","63,158,000","53,817,000","47,272,000","42,624,000","37,024,000","28,404,000","28,516,000","25,079,000","25,815,000","21,624,000","19,100,000","18,222,000","33,406,000"
	SellingGeneralAndAdministration,"162,060,000","41,871,000","43,044,000","40,016,000","37,129,000","33,436,000","30,963,000","26,643,000","18,628,000","19,221,000","17,113,000","17,150,000","14,372,000","13,253,000","13,292,000","22,128,000"
		GeneralAndAdministrativeExpense,"55,683,000","12,691,000","12,194,000","15,695,000","15,103,000","13,671,000","12,771,000","11,804,000","4,746,000","5,198,000","4,809,000","5,108,000","3,777,000","4,106,000","4,150,000","9,529,000"
			OtherGandA,"55,683,000","12,691,000","12,194,000","15,695,000","15,103,000","13,671,000","12,771,000","11,804,000","4,746,000","5,198,000","4,809,000","5,108,000","3,777,000","4,106,000","4,150,000","9,529,000"
		SellingAndMarketingExpense,"106,377,000","29,180,000","30,850,000","24,321,000","22,026,000","19,765,000","18,192,000","14,839,000","13,882,000","14,023,000","12,304,000","12,042,000","10,595,000","9,147,000","9,142,000","12,599,000"
	ResearchAndDevelopment,"92,869,000","27,101,000","25,938,000","23,142,000","16,688,000","13,836,000","11,661,000","10,381,000","9,776,000","9,295,000","7,966,000","8,665,000","7,252,000","5,847,000","4,930,000","11,278,000"
