name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009
TotalRevenue,"1,354,334,000","319,444,000","407,189,000","346,290,000","281,411,000","224,288,000","349,709,000","247,016,000","252,825,000","234,157,000","217,190,000","212,267,000","200,325,000","187,437,000","214,933,000","184,657,000","178,204,000","147,452,000","207,202,000","179,736,000","166,407,000","158,512,000","178,391,000","154,786,000","147,858,000","94,241,000","121,365,000","120,786,000","113,926,000","112,121,000","112,598,000","98,055,000","85,286,000","64,833,000","85,470,000","73,650,000","90,734,000","69,185,000","105,522,000","70,126,000","46,720,000","34,402,000","47,591,000","33,356,000","42,406,000","28,997,000","36,055,000","22,164,000","30,678,000","32,937,000","26,496,000","21,613,000"
	OperatingRevenue,"1,184,053,000","237,695,000","354,434,000","324,644,000","267,280,000","215,506,000","315,200,000","231,988,000","237,210,000","216,045,000","191,901,000","191,483,000","180,914,000","172,023,000","196,583,000","165,769,000","163,222,000","138,754,000","189,646,000","167,366,000","155,704,000","147,869,000","167,894,000","146,008,000","140,759,000","86,343,000","115,002,000","108,164,000","105,788,000","104,702,000","105,470,000","94,488,000","81,219,000","61,240,000","79,528,000","71,052,000","88,122,000","66,637,000","95,135,000","70,126,000","46,720,000","34,402,000","47,591,000","33,356,000","40,798,000","28,997,000","36,055,000","22,164,000","29,959,000","32,937,000","26,496,000","21,613,000"
CostOfRevenue,"651,453,000","144,181,000","195,670,000","170,181,000","141,421,000","96,215,000","157,826,000","114,548,000","106,920,000","89,525,000","97,082,000","93,057,000","84,398,000","71,631,000","90,828,000","79,776,000","71,426,000","55,273,000","91,120,000","78,469,000","63,516,000","56,172,000","73,126,000","64,377,000","55,758,000","34,230,000","49,224,000","49,328,000","45,993,000","40,045,000","48,867,000","41,919,000","34,053,000","24,535,000","36,985,000","31,091,000","37,308,000","28,283,000","109,037,000","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"702,881,000","175,263,000","211,519,000","176,109,000","139,990,000","128,073,000","191,883,000","132,468,000","145,905,000","144,632,000","120,108,000","119,210,000","115,927,000","115,806,000","124,105,000","104,881,000","106,778,000","92,179,000","116,082,000","101,267,000","102,891,000","102,340,000","105,265,000","90,409,000","92,100,000","60,011,000","72,141,000","71,458,000","67,933,000","72,076,000","63,731,000","56,136,000","51,233,000","40,298,000","48,485,000","42,559,000","53,426,000","40,902,000","-3,515,000","70,126,000","46,720,000","34,402,000","47,591,000","33,356,000","42,406,000","28,997,000","36,055,000","22,164,000","30,678,000","32,937,000","26,496,000","21,613,000"
OperatingExpense,"321,382,000","78,868,000","98,982,000","79,600,000","63,932,000","53,138,000","72,721,000","61,567,000","60,289,000","81,495,000","58,842,000","56,257,000","55,172,000","56,070,000","55,596,000","51,793,000","51,465,000","46,109,000","46,978,000","44,016,000","44,366,000","43,814,000","41,652,000","39,212,000","37,929,000","33,360,000","35,784,000","35,528,000","32,819,000","34,193,000","34,629,000","29,050,000","27,681,000","25,815,000","29,483,000","29,001,000","28,754,000","27,604,000","-23,834,000","57,960,000","31,448,000","24,740,000","29,488,000","23,524,000","23,974,000","17,880,000","25,144,000","14,765,000","18,606,000","21,843,000","15,317,000","18,444,000"
	SellingGeneralAndAdministration,,,,,,,,,,,"156,379,000","93,057,000","84,398,000","71,631,000","141,282,000","79,776,000","71,426,000","55,273,000","132,964,000","78,469,000","63,516,000","56,172,000","108,769,000","64,377,000","55,758,000","34,230,000","81,266,000","49,328,000","45,993,000","40,045,000","76,558,000","41,919,000","34,053,000","24,535,000","62,290,000","31,091,000","37,308,000","28,283,000","-35,002,000","32,173,000","17,363,000","11,641,000","17,749,000","11,343,000","12,863,000","9,207,000","13,582,000","5,464,000","8,064,000","15,349,000","7,662,000","11,827,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,"147,845,000","93,057,000","84,398,000","71,631,000","133,331,000","79,776,000","71,426,000","55,273,000","125,145,000","78,469,000","63,516,000","56,172,000","103,162,000","64,377,000","55,758,000","34,230,000","76,667,000","49,328,000","45,993,000","40,045,000","72,865,000","41,919,000","34,053,000","24,535,000","58,417,000","31,091,000","37,308,000","28,283,000","-37,757,000","32,173,000","17,363,000","11,641,000","17,749,000","11,343,000","12,863,000","9,207,000","13,582,000","5,464,000","8,064,000","15,349,000","7,662,000","11,827,000"
			SalariesAndWages,,,,,,,,,,,"97,082,000","93,057,000","84,398,000","71,631,000","90,828,000","79,776,000","71,426,000","55,273,000","91,120,000","78,469,000","63,516,000","56,172,000","73,126,000","64,377,000","55,758,000","34,230,000","49,224,000","49,328,000","45,993,000","40,045,000","48,867,000","41,919,000","34,053,000","24,535,000","36,985,000","31,091,000","37,308,000","28,283,000","47,860,000","32,173,000","17,363,000","11,641,000","17,749,000","11,343,000","12,863,000","9,207,000","13,582,000","5,464,000","8,064,000","15,349,000","7,662,000","11,827,000"
	DepreciationAmortizationDepletionIncomeStatement,"219,565,000","56,152,000","61,405,000","53,498,000","48,510,000","46,871,000","45,013,000","41,919,000","42,317,000","39,762,000","39,552,000","37,636,000","37,381,000","37,903,000","36,271,000","36,739,000","35,489,000","33,635,000","33,705,000","32,343,000","32,860,000","32,338,000","30,603,000","29,244,000","26,425,000","25,155,000","24,385,000","25,644,000","23,470,000","24,674,000","22,764,000","19,818,000","19,097,000","18,459,000","18,714,000","20,513,000","18,176,000","18,552,000","22,923,000","17,000,000","6,743,000","7,259,000","6,256,000","6,267,000","5,084,000","4,907,000","4,565,000","4,231,000","4,719,000","3,444,000","3,780,000","3,781,000"
		DepreciationAndAmortizationInIncomeStatement,"219,565,000","56,152,000","61,405,000","53,498,000","48,510,000","46,871,000","45,013,000","41,919,000","42,317,000","39,762,000","39,552,000","37,636,000","37,381,000","37,903,000","36,271,000","36,739,000","35,489,000","33,635,000","33,705,000","32,343,000","32,860,000","32,338,000","30,603,000","29,244,000","26,425,000","25,155,000","24,385,000","25,644,000","23,470,000","24,674,000","22,764,000","19,818,000","19,097,000","18,459,000","18,714,000","20,513,000","18,176,000","18,552,000","22,923,000","17,000,000","6,743,000","7,259,000","6,256,000","6,267,000","5,084,000","4,907,000","4,565,000","4,231,000","4,719,000","3,444,000","3,780,000","3,781,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,017,000",,,,"22,555,000",,,,"18,451,000","19,441,000","17,728,000","17,256,000","15,076,000",,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,000",,,,"209,000",,,,"263,000","1,072,000","448,000","1,296,000","7,846,000",,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,000",,,,"209,000",,,,"263,000","1,072,000","448,000","1,296,000","7,846,000",,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,"-11,465,000","-9,498,000","1,093,000","1,266,000","-4,326,000","-11,320,000","5,450,000","3,483,000","4,903,000","23,643,000","4,409,000","-772,000","961,000","2,675,000","-34,000","519,000","800,000","-477,000","-27,000","9,000","-93,000","-132,000","-778,000","283,000","292,000","-409,000","1,068,000","94,000","398,000","84,000","611,000","1,487,000","279,000","-171,000","325,000",,,,,,"750,000","1,224,000",,,,,,,,,,
	OtherOperatingExpenses,"40,315,000","32,214,000","-36,483,000","24,836,000","19,748,000","17,587,000","-37,757,000","16,165,000","13,069,000","18,090,000","-44,416,000","19,393,000","16,830,000","15,492,000","-31,095,000","14,535,000","15,176,000","12,951,000","-28,544,000","11,664,000","11,599,000","11,608,000","-23,816,000","9,685,000","11,212,000","8,614,000","-21,711,000","9,790,000","8,951,000","9,435,000","-16,437,000","7,745,000","8,305,000","7,527,000","-15,858,000","8,488,000","10,578,000","9,052,000","-11,755,000","8,787,000","6,592,000","4,616,000","5,483,000","5,914,000","6,027,000","3,766,000","11,394,000","5,070,000","5,823,000","3,050,000","3,841,000","2,870,000"
OperatingIncome,"381,499,000","96,395,000","112,537,000","96,509,000","76,058,000","74,935,000","119,162,000","70,901,000","85,616,000","63,137,000","61,266,000","62,953,000","60,755,000","59,736,000","68,509,000","53,088,000","55,313,000","46,070,000","69,104,000","57,251,000","58,525,000","58,526,000","63,613,000","51,197,000","54,171,000","26,651,000","36,357,000","35,930,000","35,114,000","37,883,000","29,102,000","27,086,000","23,552,000","14,483,000","19,002,000","13,558,000","24,672,000","13,298,000","20,319,000","12,166,000","15,272,000","9,662,000","18,103,000","9,832,000","18,432,000","11,117,000","10,911,000","7,399,000","12,072,000","11,094,000","11,179,000","3,169,000"
NetNonOperatingInterestIncomeExpense,"-12,621,000","-6,405,000","-2,690,000","-1,766,000","-1,760,000","-1,765,000","-1,826,000","-1,786,000","-2,078,000","-2,860,000","-3,292,000","-3,638,000","-3,777,000","-3,652,000","-3,179,000","-2,429,000","-2,343,000","-2,179,000","-2,344,000","-2,555,000","-2,443,000","-2,403,000","-2,432,000","-2,485,000","-2,465,000","-2,469,000","-2,485,000","-2,484,000","-2,472,000","-2,477,000","-2,525,000","-2,592,000","-2,621,000","-2,573,000","-1,051,000","-854,000","-870,000","-968,000","-930,000","-388,000","-163,000","-168,000","-177,000","-180,000","-214,000","-252,000","-295,000","-342,000","-344,000","-353,000","-372,000","-424,000"
	InterestExpenseNonOperating,"12,621,000","6,405,000","2,690,000","1,766,000","1,760,000","1,765,000","1,826,000","1,786,000","2,078,000","2,860,000","3,292,000","3,638,000","3,777,000","3,652,000","3,179,000","2,429,000","2,343,000","2,179,000","2,344,000","2,555,000","2,443,000","2,403,000","2,432,000","2,485,000","2,465,000","2,469,000","2,485,000","2,484,000","2,472,000","2,477,000","2,525,000","2,592,000","2,621,000","2,573,000","1,051,000","854,000","870,000","968,000","930,000","388,000","163,000","168,000","177,000","180,000","214,000","252,000","295,000","342,000","344,000","353,000","372,000","424,000"
OtherIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","323,000"
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0","323,000"
PretaxIncome,"368,878,000","89,990,000","109,847,000","94,743,000","74,298,000","73,170,000","117,336,000","69,115,000","83,538,000","60,277,000","57,974,000","59,315,000","56,978,000","56,084,000","65,330,000","50,659,000","52,970,000","43,891,000","66,760,000","54,696,000","56,082,000","56,123,000","61,181,000","48,712,000","51,706,000","24,182,000","33,872,000","33,446,000","32,642,000","35,406,000","26,577,000","24,494,000","20,931,000","11,910,000","17,951,000","12,704,000","23,802,000","12,330,000","19,389,000","11,778,000","15,109,000","9,494,000","17,926,000","9,652,000","18,218,000","10,865,000","10,616,000","7,057,000","11,728,000","10,741,000","10,807,000",
TaxProvision,"90,770,000","19,460,000","30,117,000","22,953,000","18,240,000","15,118,000","34,237,000","15,925,000","21,479,000","12,672,000","15,019,000","15,246,000","14,832,000","12,024,000","19,885,000","12,902,000","11,937,000","7,184,000","-32,794,000","19,988,000","21,570,000","13,063,000","24,175,000","18,851,000","19,595,000","8,849,000","13,592,000","12,735,000","12,351,000","14,093,000","10,326,000","9,381,000","8,017,000","4,766,000","6,745,000","4,649,000","9,259,000","4,604,000","7,846,000","4,680,000","5,817,000","3,655,000","6,911,000","3,573,000","7,087,000","4,226,000","20,695,000","0","0","0","4,106,000",
NetIncomeCommonStockholders,"269,877,000","69,037,000","71,094,000","71,721,000","56,058,000","58,052,000","80,685,000","51,662,000","60,186,000","46,319,000","41,478,000","42,668,000","40,868,000","42,709,000","39,960,000","37,716,000","41,112,000","36,861,000","98,961,000","34,378,000","34,567,000","43,221,000","36,790,000","29,628,000","32,021,000","15,458,000","20,411,000","20,251,000","20,153,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","2,181,000"
	NetIncome,"278,919,000","71,209,000","79,931,000","71,721,000","56,058,000","58,052,000","83,099,000","53,190,000","62,059,000","47,829,000","42,916,000","44,043,000","42,196,000","44,218,000","45,750,000","37,716,000","41,112,000","36,861,000","98,961,000","34,378,000","34,567,000","43,221,000","36,790,000","29,628,000","32,021,000","15,458,000","20,411,000","20,251,000","20,153,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","2,181,000"
		NetIncomeIncludingNoncontrollingInterests,"278,108,000","70,530,000","79,730,000","71,790,000","56,058,000","58,052,000","83,099,000","53,190,000","62,059,000","47,605,000","42,955,000","44,069,000","42,146,000","44,060,000","45,445,000","37,757,000","41,033,000","36,707,000","99,554,000","34,708,000","34,512,000","43,060,000","37,006,000","29,861,000","32,111,000","15,333,000","20,280,000","20,711,000","20,291,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","-3,695,000"
			NetIncomeContinuousOperations,"278,108,000","70,530,000","79,730,000","71,790,000","56,058,000","58,052,000","83,099,000","53,190,000","62,059,000","47,605,000","42,955,000","44,069,000","42,146,000","44,060,000","45,445,000","37,757,000","41,033,000","36,707,000","99,554,000","34,708,000","34,512,000","43,060,000","37,006,000","29,861,000","32,111,000","15,333,000","20,280,000","20,711,000","20,291,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","-3,695,000"
		MinorityInterests,"811,000","679,000","201,000","-69,000","0","0","0","0","0","224,000","-39,000","-26,000","50,000","158,000","305,000","-41,000","79,000","154,000","-593,000","-330,000","55,000","161,000","-216,000","-233,000","-90,000","125,000","131,000","-460,000","-138,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"9,042,000","2,172,000",,,,,"2,414,000","1,528,000","1,873,000","1,510,000","1,438,000","1,375,000","1,328,000","1,509,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,"92,000","19,000",,,,,"45,000","19,000","25,000","34,000","36,000","27,000","25,000","38,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"269,969,000","69,056,000","71,187,000","71,721,000","56,058,000","58,052,000","80,730,000","51,681,000","60,211,000","46,353,000","41,514,000","42,695,000","40,893,000","42,747,000","40,130,000","37,716,000","41,112,000","36,861,000","98,961,000","34,378,000","34,567,000","43,221,000","36,790,000","29,628,000","32,021,000","15,458,000","20,411,000","20,251,000","20,153,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","2,181,000"
BasicEPS,,"2.14","2.46","2.23","1.75","1.82","2.63","1.69","1.98","1.53","1.38","1.42","1.36","1.44","1.52","1.24","1.36","1.23","3.3","1.14","1.15","1.45","1.25","1.01","1.09","0.52","0.7","0.69","0.69","0.68","0.51","0.48","0.41","0.21","0.33","0.24","0.43","0.23","0.34","0.28","0.43","0.27",,"0.28","0.51","0.31",,"0.48","0.8","0.73",,
DilutedEPS,,"2.12","2.42","2.21","1.73","1.79","2.59","1.66","1.95","1.49","1.34","1.39","1.33","1.39","1.44","1.17","1.28","1.16","3.06","1.06","1.08","1.35","1.16","0.96","1.05","0.5","0.67","0.66","0.67","0.66","0.5","0.47","0.4","0.21","0.33","0.23","0.42","0.23","0.34","0.28","0.42","0.27",,"0.28","0.51","0.31",,"0.48","0.8","0.73",,
BasicAverageShares,,"32,219,000","31,343,000","31,064,000","31,019,000","30,823,000","30,635,000","30,560,000","30,352,000","30,226,000","29,996,000","29,987,000","29,985,000","29,680,000","30,109,000","30,423,000","30,248,000","29,982,000","30,027,000","30,085,000","30,131,000","29,809,000","29,477,000","29,374,000","29,388,000","29,489,000","29,310,000","29,165,000","29,057,000","31,515,000","31,818,000","31,788,000","31,710,759","33,548,136","33,922,678","33,859,453","33,699,944","33,570,130","33,476,834","25,091,153","21,779,379","21,750,573",,"21,629,463","21,629,463","21,582,746",,"14,741,504","14,741,504","14,741,504",,
DilutedAverageShares,,"32,617,000","31,956,000","31,459,000","31,370,000","31,276,000","31,227,000","31,074,000","30,860,000","31,160,000","30,976,000","30,782,000","30,744,000","30,684,000","31,866,000","32,245,000","32,154,000","31,865,000","32,293,000","32,312,000","32,097,000","32,006,000","31,701,000","30,793,000","30,627,000","30,782,000","30,610,000","30,460,000","30,239,000","32,464,000","32,505,000","32,049,000","31,950,576","33,859,348","34,434,078","34,382,975","34,485,750","34,156,760","34,027,927","25,443,601","21,975,853","21,848,280",,"21,782,383","21,742,912","21,651,192",,"14,741,504","14,741,504","14,741,504",,
TotalOperatingIncomeAsReported,"368,878,000","89,990,000","109,847,000","94,743,000","74,298,000","73,170,000","117,336,000","69,115,000","83,538,000","60,277,000","57,974,000","59,315,000","56,978,000","56,084,000","65,330,000","50,659,000","52,970,000","43,891,000","66,760,000","54,696,000","56,082,000","56,123,000","61,181,000","48,712,000","51,706,000","24,182,000","33,872,000","33,446,000","32,642,000","35,406,000","26,577,000","24,494,000","20,931,000","11,910,000","17,951,000","12,704,000","23,802,000","12,330,000","19,389,000","11,778,000",,"9,494,000","17,926,000","9,652,000","18,218,000","10,865,000","10,616,000","7,057,000","11,728,000","10,741,000","10,807,000","3,068,000"
TotalExpenses,"972,835,000","223,049,000","294,652,000","249,781,000","205,353,000","149,353,000","230,547,000","176,115,000","167,209,000","171,020,000","155,924,000","149,314,000","139,570,000","127,701,000","146,424,000","131,569,000","122,891,000","101,382,000","138,098,000","122,485,000","107,882,000","99,986,000","114,778,000","103,589,000","93,687,000","67,590,000","85,008,000","84,856,000","78,812,000","74,238,000","83,496,000","70,969,000","61,734,000","50,350,000","66,468,000","60,092,000","66,062,000","55,887,000","85,203,000","57,960,000","31,448,000","24,740,000","29,488,000","23,524,000","23,974,000","17,880,000","25,144,000","14,765,000","18,606,000","21,843,000","15,317,000","18,444,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"278,919,000","71,209,000","79,931,000","71,721,000","56,058,000","58,052,000","83,099,000","53,190,000","62,059,000","47,829,000","42,916,000","44,043,000","42,196,000","44,218,000","45,750,000","37,716,000","41,112,000","36,861,000","98,961,000","34,378,000","34,567,000","43,221,000","36,790,000","29,628,000","32,021,000","15,458,000","20,411,000","20,251,000","20,153,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","2,181,000"
NormalizedIncome,"278,919,000","71,209,000","79,931,000","71,721,000","56,058,000","58,052,000","83,099,000","53,190,000","62,059,000","47,829,000","42,916,000","44,043,000","42,196,000","44,218,000","45,750,000","37,716,000","41,112,000","36,861,000","98,961,000","34,378,000","34,567,000","43,221,000","36,790,000","29,628,000","32,021,000","15,458,000","20,411,000","20,251,000","20,153,000","21,313,000","16,251,000","15,113,000","12,914,000","7,144,000","11,206,000","8,055,000","14,543,000","7,726,000","11,543,000","7,098,000","9,292,000","5,839,000","11,015,000","6,079,000","11,131,000","6,639,000","-10,079,000","7,057,000","11,728,000","10,741,000","6,701,000","1,971,050"
InterestExpense,"12,621,000","6,405,000","2,690,000","1,766,000","1,760,000","1,765,000","1,826,000","1,786,000","2,078,000","2,860,000","3,292,000","3,638,000","3,777,000","3,652,000","3,179,000","2,429,000","2,343,000","2,179,000","2,344,000","2,555,000","2,443,000","2,403,000","2,432,000","2,485,000","2,465,000","2,469,000","2,485,000","2,484,000","2,472,000","2,477,000","2,525,000","2,592,000","2,621,000","2,573,000","1,051,000","854,000","870,000","968,000","930,000","388,000","163,000","168,000","177,000","180,000","214,000","252,000","295,000","342,000","344,000","353,000","372,000","424,000"
NetInterestIncome,"-12,621,000","-6,405,000","-2,690,000","-1,766,000","-1,760,000","-1,765,000","-1,826,000","-1,786,000","-2,078,000","-2,860,000","-3,292,000","-3,638,000","-3,777,000","-3,652,000","-3,179,000","-2,429,000","-2,343,000","-2,179,000","-2,344,000","-2,555,000","-2,443,000","-2,403,000","-2,432,000","-2,485,000","-2,465,000","-2,469,000","-2,485,000","-2,484,000","-2,472,000","-2,477,000","-2,525,000","-2,592,000","-2,621,000","-2,573,000","-1,051,000","-854,000","-870,000","-968,000","-930,000","-388,000","-163,000","-168,000","-177,000","-180,000","-214,000","-252,000","-295,000","-342,000","-344,000","-353,000","-372,000","-424,000"
EBIT,"381,499,000","96,395,000","112,537,000","96,509,000","76,058,000","74,935,000","119,162,000","70,901,000","85,616,000","63,137,000","61,266,000","62,953,000","60,755,000","59,736,000","68,509,000","53,088,000","55,313,000","46,070,000","69,104,000","57,251,000","58,525,000","58,526,000","63,613,000","51,197,000","54,171,000","26,651,000","36,357,000","35,930,000","35,114,000","37,883,000","29,102,000","27,086,000","23,552,000","14,483,000","19,002,000","13,558,000","24,672,000","13,298,000","20,319,000","12,166,000","15,272,000","9,662,000","18,103,000","9,832,000","18,432,000","11,117,000","10,911,000","7,399,000","12,072,000","11,094,000","11,179,000","14,091,000"
