name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
OperatingCashFlow,"108,253,000","31,932,000","26,733,000","35,440,000","14,148,000","18,835,000","8,265,000","4,369,000","4,931,000","7,075,000","12,624,000","12,095,000"
	CashFlowFromContinuingOperatingActivities,"108,253,000","31,932,000","26,733,000","35,440,000","14,148,000","18,835,000","8,265,000","4,369,000","4,931,000","7,075,000","12,624,000","12,095,000"
		NetIncomeFromContinuingOperations,"156,374,000","23,154,000","27,840,000","29,414,000","75,966,000","12,862,000","15,202,000","-71,133,000","-49,805,000","8,172,000","17,440,000","14,716,000"
		OperatingGainsLosses,,,"0","0","0","8,778,000",,,,,,
		DepreciationAmortizationDepletion,"1,038,000","304,000","293,000","24,000","283,000","522,000","656,000","441,000","549,000","122,000","27,000","26,000"
			DepreciationAndAmortization,"1,038,000","304,000","293,000","24,000","283,000","522,000","656,000","441,000","549,000","122,000","27,000","26,000"
				Depreciation,,,,,"283,000","522,000",,,,"122,000",,
		DeferredTax,"19,279,000","554,000","879,000","2,273,000","15,573,000","1,330,000","51,000","3,908,000","775,000","0","0","0"
			DeferredIncomeTax,"19,279,000","554,000","879,000","2,273,000","15,573,000","1,330,000","51,000","3,908,000","775,000","0","0","0"
		StockBasedCompensation,"4,395,000","1,281,000","1,089,000","1,098,000","927,000","701,000","152,000","0","2,189,000","487,000","487,000","487,000"
		OtherNonCashItems,"-54,871,000","141,000","139,000","405,000",,,"0","83,130,000",,,,
		ChangeInWorkingCapital,"-17,962,000","6,498,000","-3,507,000","2,226,000","-23,179,000","-5,358,000","-7,796,000","-11,977,000","2,421,000","-1,706,000","-5,422,000","-3,134,000"
			ChangeInReceivables,"-11,648,000","3,969,000","1,498,000","-1,634,000","-15,481,000","-10,327,000","-17,314,000","-10,461,000","-2,311,000","3,110,000","-5,844,000","-3,431,000"
				ChangesInAccountReceivables,"-1,265,000","-1,535,000","341,000","695,000","-766,000","-2,451,000","-960,000","-199,000","1,666,000","-1,092,000","-1,001,000","1,000"
			ChangeInPrepaidAssets,,,"957,000","954,000","-3,458,000","941,000","1,102,000","-1,346,000","109,000","-178,000","-537,000","107,000"
			ChangeInPayablesAndAccruedExpense,"-895,000","436,000","-3,780,000","2,394,000","-3,096,000","3,018,000","3,879,000","1,332,000","-4,000","-435,000","935,000","184,000"
				ChangeInPayable,"-2,636,000","-1,090,000","-145,000","-557,000","-3,995,000","2,540,000","2,255,000","745,000","206,000","539,000","868,000","-329,000"
					ChangeInTaxPayable,,,,,,"3,151,000","1,096,000","-25,000","569,000","0","0","0"
						ChangeInIncomeTaxPayable,,,,,,"3,151,000","1,096,000","-25,000","569,000","0","0","0"
					ChangeInAccountPayable,"-2,636,000","-1,090,000","-145,000","-557,000","-844,000","-611,000","1,159,000","770,000","-363,000","539,000","868,000","-329,000"
				ChangeInAccruedExpense,"1,741,000","1,526,000","-3,635,000","2,951,000","899,000","478,000","1,624,000","587,000","-210,000","-974,000","67,000","513,000"
			ChangeInOtherCurrentAssets,"573,000","3,066,000","-1,779,000","-119,000","346,000","1,038,000","546,000","-2,847,000","-24,000","346,000","-93,000","-49,000"
			ChangeInOtherCurrentLiabilities,"-1,040,000","-228,000","-486,000","-556,000","230,000","-28,000","3,991,000","1,345,000","52,000","50,000","117,000","55,000"
			ChangeInOtherWorkingCapital,"-4,346,000","-745,000","83,000","1,187,000",,,"-25,000",,,"-4,599,000",,
InvestingCashFlow,"-2,170,000","-186,000","-202,000","-944,000","-838,000","-3,000","-99,000","-673,000","-341,000","-83,000","-33,000","-9,000"
	CashFlowFromContinuingInvestingActivities,"-2,170,000","-186,000","-202,000","-944,000","-838,000","-3,000","-99,000","-673,000","-341,000","-83,000","-33,000","-9,000"
