name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalRevenue,"1,244,351,000","304,241,000","327,578,000","307,414,000","305,118,000","299,043,000","295,054,000","278,112,000","300,953,000","269,625,000","247,510,000","229,011,000","229,652,000","231,664,000","223,132,000","210,583,000","211,621,000","212,953,000","225,181,000","193,692,000","192,933,000","186,302,000","183,201,000","167,621,000","172,636,000","171,167,000","167,273,000","152,575,000","155,726,000","154,537,000","161,787,000","144,118,000","140,923,000","139,814,000","142,434,000","131,447,000","137,422,000","135,942,000","132,161,000","119,069,000","122,775,000","119,228,000","112,341,000","104,040,000","109,565,000","113,042,000","105,574,000","100,988,000","100,080,000","98,765,000","92,613,000","87,441,000","83,569,000","85,492,000","83,066,000","78,132,000","74,766,000","71,110,000","69,276,000","64,376,000","63,680,000","58,954,000","58,344,000","58,344,000","58,344,000","49,306,000","26,972,000","26,973,000","26,973,000","26,973,000"
	OperatingRevenue,"1,244,351,000","304,241,000","327,578,000","307,414,000","305,118,000","299,043,000","295,054,000","278,112,000","300,953,000","269,625,000","247,510,000","229,011,000","229,652,000","231,664,000","223,132,000","210,583,000","211,621,000","212,953,000","225,181,000","193,692,000","192,933,000","186,302,000","183,201,000","167,621,000","172,636,000","171,167,000","167,273,000","152,575,000","155,726,000","154,537,000","161,787,000","144,118,000","140,923,000","139,814,000","142,434,000","131,447,000","137,422,000","135,942,000","132,161,000","119,069,000","122,775,000","119,228,000","112,341,000","104,040,000","109,565,000","113,042,000","105,574,000","100,988,000","100,080,000","98,765,000","92,613,000","87,441,000","83,569,000","85,492,000","83,066,000","78,132,000","74,766,000","71,110,000","69,276,000","64,376,000","63,680,000","58,954,000","58,344,000","58,344,000","58,344,000","49,306,000","26,972,000","26,973,000","26,973,000","26,973,000"
CostOfRevenue,"428,115,000","99,477,000","112,682,000","103,750,000","112,206,000","102,168,000","108,128,000","99,186,000","109,369,000","83,996,000","80,587,000","72,743,000","75,313,000","80,022,000","74,801,000","69,830,000","69,474,000","69,292,000","71,316,000","65,027,000","64,496,000","62,168,000","58,872,000","57,499,000","57,501,000","56,954,000","65,528,000","50,343,000","52,825,000","51,432,000","52,628,000","47,894,000","47,828,000","47,513,000","51,899,000","43,968,000","46,190,000","46,361,000","44,980,000","40,736,000","41,343,000","39,923,000","38,729,000","35,601,000","34,314,000","36,210,000","31,446,000","29,376,000","29,775,000","29,228,000","26,796,000","25,198,000","23,574,000","24,745,000","24,537,000","22,393,000","21,403,000","21,121,000","19,976,000","18,809,000","17,919,000","16,901,000",,,,,,,,
GrossProfit,"816,236,000","204,764,000","214,896,000","203,664,000","192,912,000","196,875,000","186,926,000","178,926,000","191,584,000","185,629,000","166,923,000","156,268,000","154,339,000","151,642,000","148,331,000","140,753,000","142,147,000","143,661,000","153,865,000","128,665,000","128,437,000","124,134,000","124,329,000","110,122,000","115,135,000","114,213,000","101,745,000","102,232,000","102,901,000","103,105,000","109,159,000","96,224,000","93,095,000","92,301,000","90,535,000","87,479,000","91,232,000","89,581,000","87,181,000","78,333,000","81,432,000","79,305,000","73,612,000","68,439,000","75,251,000","76,832,000","74,128,000","71,612,000","70,305,000","69,537,000","65,817,000","62,243,000","59,995,000","60,747,000","58,529,000","55,739,000","53,363,000","49,989,000","49,300,000","45,567,000","45,761,000","42,053,000",,,,,,,,
OperatingExpense,"546,333,000","145,019,000","137,485,000","136,053,000","127,776,000","131,211,000","122,031,000","119,228,000","129,339,000","117,118,000","105,366,000","104,636,000","102,335,000","95,619,000","94,000,000","92,112,000","90,535,000","89,776,000","94,541,000","80,690,000","81,569,000","80,939,000","83,929,000","73,518,000","78,706,000","76,876,000","84,462,000","74,092,000","75,060,000","75,728,000","76,512,000","76,277,000","74,690,000","70,118,000","69,872,000","66,736,000","68,052,000","66,440,000","64,908,000","60,381,000","58,759,000","56,977,000","53,549,000","49,506,000","53,119,000","51,443,000","52,539,000","48,774,000","49,295,000","28,753,000","44,465,000","41,403,000","40,047,000","40,661,000","38,419,000","35,233,000","36,623,000","35,995,000","32,719,000","28,642,000","27,502,000","26,866,000",,,,,,,,
	SellingGeneralAndAdministration,"407,491,000","108,900,000","104,111,000","100,647,000","93,833,000","96,700,000","90,343,000","90,376,000","98,461,000","89,877,000","81,943,000","80,354,000","78,160,000","74,204,000","74,193,000","72,670,000","71,418,000","71,175,000","78,447,000","65,390,000","66,377,000","65,572,000","69,423,000","57,845,000","63,888,000","62,511,000","70,653,000","59,607,000","61,666,000","60,799,000","61,483,000","62,064,000","61,347,000","56,122,000","55,933,000","53,090,000","54,173,000","52,273,000","51,567,000","48,260,000","47,649,000","46,472,000","43,930,000","40,134,000","43,673,000","41,468,000","44,227,000","39,547,000","40,244,000","19,343,000","35,525,000","33,661,000","32,795,000","32,894,000","31,007,000","29,167,000","30,366,000","29,529,000","26,659,000","21,594,000","21,577,000","21,412,000",,,,,,,,
	ResearchAndDevelopment,"138,842,000","36,119,000","33,374,000","35,406,000","33,943,000","34,511,000","31,688,000","28,852,000","30,878,000","27,241,000","23,423,000","24,282,000","24,175,000","21,415,000","19,807,000","19,442,000","19,117,000","18,601,000","16,094,000","15,300,000","15,192,000","15,367,000","14,506,000","15,673,000","14,818,000","14,365,000","13,809,000","14,485,000","13,394,000","14,929,000","15,029,000","14,213,000","13,343,000","13,996,000","13,939,000","13,646,000","13,879,000","14,167,000","13,341,000","12,121,000","11,110,000","10,505,000","9,619,000","9,372,000","9,446,000","9,975,000","8,312,000","9,227,000","9,051,000","9,410,000","8,940,000","7,742,000","7,252,000","7,767,000","7,197,000","6,020,000","5,980,000","6,298,000","5,505,000","6,540,000","5,460,000","5,454,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215,000","46,000","277,000","168,000","555,000","508,000","465,000",,,,,,,,,
OperatingIncome,"269,903,000","59,745,000","77,411,000","67,611,000","65,136,000","65,664,000","64,895,000","59,698,000","62,245,000","68,511,000","61,557,000","51,632,000","52,004,000","56,023,000","54,331,000","48,641,000","51,612,000","53,885,000","59,324,000","47,975,000","46,868,000","43,195,000","40,400,000","36,604,000","36,429,000","37,337,000","17,283,000","28,140,000","27,841,000","27,377,000","32,647,000","19,947,000","18,405,000","22,183,000","20,663,000","20,743,000","23,180,000","23,141,000","22,273,000","17,952,000","22,673,000","22,328,000","20,063,000","18,933,000","22,132,000","25,389,000","21,589,000","22,838,000","21,010,000","40,784,000","21,352,000","20,840,000","19,948,000","20,086,000","20,110,000","20,506,000","16,740,000","13,994,000","16,581,000","16,925,000","18,259,000","15,187,000","142,941,000","58,344,000","58,344,000","49,306,000","-69,114,000","26,973,000","26,973,000","26,973,000"
NetNonOperatingInterestIncomeExpense,"639,000","191,000","163,000","155,000","130,000","133,000","326,000","713,000","1,395,000","2,760,000","3,126,000","3,582,000","3,529,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-240,000",,,,,,,"13,000","-6,000","61,000","35,000",,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,012,000","293,000","259,000","242,000","218,000","217,000","414,000","797,000","1,478,000","2,844,000","3,211,000","3,664,000","3,609,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"17,000","48,000","68,000","45,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"373,000","102,000","96,000","87,000","88,000","84,000","88,000","84,000","83,000","84,000","85,000","82,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,000",,,,,,,"4,000","54,000","7,000","10,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-1,952,000","-799,000","-870,000","-233,000","-50,000","-870,000","1,479,000","644,000","-15,000","1,085,000","-314,000","-859,000",,"3,886,000","1,227,000","1,028,000","1,405,000","1,647,000","694,000","287,000","158,000","874,000","267,148,000","-546,000","471,000","498,000","17,726,000","-1,050,000","-1,125,000","153,000","-1,429,000","1,755,000","323,000","8,210,000","-8,761,000","-676,000","-238,000","-2,326,000","-1,273,000","912,000","-462,000","-582,000","-468,000","-240,000","528,000","194,000","154,000","1,232,000","309,000","-347,000","-435,000","301,000","307,000","-322,000","-491,000","-459,000","-202,000","-65,000","-38,000","51,000","-295,000","41,000",,,,,,,,
	GainOnSaleOfSecurity,"-1,792,000","-799,000","-710,000","-233,000","-50,000","-870,000","1,385,000","647,000","11,000","588,000","-312,000","-856,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,"0","0","0","0","0","0","-25,000","499,000","0",,,,"75,000",,,,,,,,"270,000,000",,,,"19,609,000","0","0","0","0","2,321,000","0","8,010,000","-8,010,000",,,,,,"-462,000","-582,000","-468,000","-240,000","528,000","194,000","154,000","1,232,000","309,000","-347,000","-435,000","301,000","307,000","-322,000","-491,000","-459,000","-202,000","-65,000","-38,000","51,000","-295,000","41,000",,,,,,,,
		OtherSpecialCharges,,,,,,,"0",,"25,000","-499,000",,,,,"-75,000",,,,,,,,"-270,000,000",,,,"-19,609,000",,,,"0","-2,321,000",,"-8,010,000","8,010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,"-707,000",,,"-737,000","94,000","-3,000","-1,000","-2,000","-2,000","-3,000","-6,000","3,886,000","1,652,000","1,028,000","1,405,000","1,647,000","694,000","287,000","158,000","874,000","-2,852,000","-546,000","471,000","498,000","-1,883,000","-1,050,000","-1,125,000","153,000","-1,429,000","-566,000","323,000","200,000","-751,000","-676,000","-238,000","-2,326,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"268,590,000","59,137,000","76,704,000","67,533,000","65,216,000","64,927,000","66,700,000","61,055,000","63,625,000","72,356,000","64,369,000","54,355,000","55,533,000","59,909,000","55,558,000","49,669,000","53,017,000","55,532,000","60,018,000","48,262,000","47,026,000","44,069,000","307,548,000","36,058,000","36,900,000","37,835,000","35,009,000","27,090,000","26,716,000","27,530,000","31,218,000","21,702,000","18,728,000","30,393,000","11,902,000","20,067,000","22,942,000","20,815,000","21,000,000","18,864,000","22,211,000","21,746,000","19,595,000","18,693,000","22,660,000","25,583,000","21,743,000","24,070,000","21,319,000","40,437,000","20,930,000","21,135,000","20,316,000","19,799,000","19,979,000","20,619,000","17,380,000","14,413,000","17,545,000","17,491,000","17,933,000","15,156,000",,,,,,,,
TaxProvision,"45,731,000","12,542,000","8,446,000","9,762,000","14,981,000","11,544,000","-3,949,000","11,650,000","7,853,000","7,900,000","11,448,000","5,270,000","10,645,000","10,587,000","8,624,000","-7,457,000","9,164,000","9,902,000","59,650,000","9,027,000","346,000","-1,265,000","92,255,000","8,285,000","6,877,000","10,258,000","9,956,000","9,161,000","8,020,000","7,708,000","9,432,000","5,568,000","4,776,000","7,902,000","2,717,000","4,581,000","8,294,000","4,413,000","6,159,000","5,301,000","4,443,000","5,980,000","5,429,000","3,869,000","5,751,000","7,429,000","5,112,000","7,376,000","7,403,000","14,273,000","6,744,000","7,814,000","7,065,000","6,535,000","20,509,000","7,554,000","6,779,000","5,622,000","5,490,000","6,941,000","7,377,000","6,059,000",,,,,,,,
NetIncomeCommonStockholders,"222,859,000","46,595,000","68,258,000","57,771,000","50,235,000","53,383,000","70,669,000","49,405,000","55,772,000","64,456,000","52,921,000","49,085,000","44,888,000","49,322,000","46,934,000","57,126,000","43,853,000","45,630,000","368,000","39,235,000","46,680,000","45,334,000","215,293,000","27,773,000","30,023,000","27,577,000","24,101,000","19,325,000","19,351,000","20,523,000","21,221,000","14,863,000","13,802,000","22,632,000","9,313,000","15,602,000","17,038,000","16,428,000","15,007,000","13,794,000","17,697,000","15,774,000","13,820,000","14,829,000","17,038,000","18,013,000","16,114,000","16,419,000","14,287,000","26,710,000","14,060,000","13,055,000","13,092,000","13,021,000","-530,000","13,065,000","10,601,000","8,791,000","11,242,000","6,886,000","2,798,000","2,313,000","4,185,000","4,185,000","4,185,000","49,226,000","1,376,000","1,376,000","1,376,000","1,376,000"
	NetIncome,"222,859,000","46,595,000","68,258,000","57,771,000","50,235,000","53,383,000","70,669,000","49,405,000","55,772,000","64,456,000","52,921,000","49,085,000","44,888,000","49,322,000","46,934,000","57,126,000","43,853,000","45,630,000","368,000","39,235,000","46,680,000","45,334,000","215,293,000","27,773,000","30,023,000","27,577,000","24,101,000","19,325,000","19,351,000","20,523,000","21,221,000","14,863,000","13,802,000","22,632,000","9,313,000","15,602,000","17,038,000","16,428,000","15,007,000","13,794,000","17,697,000","15,774,000","13,820,000","14,829,000","17,038,000","18,013,000","16,114,000","16,419,000","14,287,000","26,710,000","14,060,000","13,055,000","13,092,000","13,021,000","-530,000","13,065,000","10,601,000","8,791,000","12,055,000","10,550,000","10,556,000","9,097,000","12,376,000","12,376,000","12,376,000","144,697,000","8,345,000","8,345,000","8,345,000","8,345,000"
		NetIncomeIncludingNoncontrollingInterests,"222,859,000","46,595,000","68,258,000","57,771,000","50,235,000","53,383,000","70,649,000","49,405,000","55,772,000","64,456,000","52,921,000","49,085,000","44,888,000","49,322,000","46,934,000","57,126,000","43,853,000","45,630,000","368,000","39,235,000","46,680,000","45,334,000","215,293,000","27,773,000","30,023,000","27,577,000","25,053,000","17,929,000","18,696,000","19,822,000","21,786,000","16,134,000","13,952,000","22,491,000","9,185,000","15,486,000","14,648,000","16,402,000","14,841,000","13,563,000","17,768,000","15,766,000","14,166,000","14,824,000","16,909,000","18,154,000","16,631,000","16,694,000","13,916,000","26,164,000","14,186,000","13,321,000","13,251,000","13,264,000","-530,000","13,065,000","10,601,000","8,791,000","12,055,000","10,550,000","10,556,000","9,097,000","12,376,000","12,376,000","12,376,000","144,697,000","8,345,000","8,345,000","8,345,000","8,345,000"
