name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"978,110,000","1,010,426,000","1,093,737,000","1,124,709,000","1,126,831,000","1,151,172,000","1,159,539,000","1,147,691,000","1,136,110,000","1,206,565,000","1,205,635,000","1,201,901,000","1,183,729,000","1,192,510,000","1,292,759,000","1,361,691,000","1,397,862,000","1,399,805,000","1,437,464,000","1,466,913,000","1,453,487,000","1,461,404,000","1,462,060,000","1,447,850,000","1,470,458,000","1,428,250,000","1,438,120,000","1,446,786,000","1,436,003,000","1,449,251,000","1,429,030,000","1,448,560,000","1,460,049,000","1,394,612,000","1,347,256,000","1,296,479,000","1,251,940,000","1,231,447,000","1,196,203,000","1,149,938,000","1,125,702,000","1,085,858,000","1,032,463,000","1,033,139,000","994,685,000","948,551,000","911,804,000","847,857,000","836,022,000","817,246,000","794,786,000","748,499,000","706,150,000","680,609,000","666,159,000","674,755,000","717,952,000","699,822,000","670,878,000","632,495,000","596,283,000","594,935,000","526,185,000","491,040,000","440,509,000","428,262,000","364,408,000","333,807,000","316,762,000","303,565,000","277,738,000","271,739,000","277,439,000","278,181,000","276,861,000","277,394,000","270,532,000","281,763,000","291,675,000","271,666,000","273,118,000","279,959,000","258,114,000","250,927,000","236,221,000","233,341,000","212,848,000","192,987,000","179,676,000","179,500,000","176,800,000","173,800,000","181,100,000","177,200,000","171,000,000","169,000,000","158,000,000","152,900,000","120,400,000","113,800,000","113,900,000"
	CurrentAssets,"717,376,000","745,549,000","827,271,000","849,286,000","844,721,000","863,193,000","863,002,000","848,212,000","826,291,000","880,489,000","878,719,000","868,143,000","843,340,000","852,981,000","897,450,000","976,422,000","1,002,131,000","1,008,549,000","992,489,000","1,024,895,000","1,007,229,000","1,056,711,000","1,158,052,000","1,140,591,000","1,164,616,000","1,124,298,000","1,133,827,000","1,130,971,000","1,123,484,000","1,127,140,000","1,103,969,000","1,121,520,000","1,138,404,000","1,078,813,000","1,035,166,000","987,211,000","942,174,000","924,388,000","891,908,000","852,031,000","829,287,000","799,302,000","749,990,000","748,550,000","718,898,000","688,249,000","674,112,000","635,006,000","631,265,000","617,356,000","596,882,000","562,199,000","530,683,000","514,274,000","497,717,000","503,913,000","561,016,000","552,598,000","532,018,000","499,545,000","465,274,000","465,055,000","399,033,000","366,701,000","321,895,000","311,216,000","248,913,000","219,962,000","202,520,000","190,067,000","166,431,000","163,317,000","169,514,000","171,387,000","170,030,000","170,488,000","164,573,000","169,376,000","178,025,000","159,979,000","167,292,000","177,360,000","163,132,000","160,242,000","146,721,000","146,306,000","132,173,000","115,038,000","104,107,000","106,700,000","106,700,000","106,400,000","115,500,000","117,200,000","114,600,000","120,500,000","115,500,000","116,700,000","88,100,000","81,700,000","82,000,000"
		CashCashEquivalentsAndShortTermInvestments,"338,008,000","355,451,000","375,172,000","370,481,000","362,213,000","345,955,000","359,171,000","345,808,000","343,472,000","398,946,000","413,102,000","423,126,000","414,808,000","418,100,000","424,053,000","493,422,000","495,591,000","493,180,000","473,045,000","436,987,000","414,190,000","423,497,000","542,630,000","491,729,000","423,366,000","381,336,000","396,969,000","382,673,000","374,131,000","298,705,000","314,964,000","342,621,000","420,938,000","384,356,000","380,942,000","325,541,000","318,974,000","257,191,000","263,421,000","248,143,000","285,488,000","298,576,000","255,572,000","250,118,000","268,276,000","245,850,000","257,974,000","225,903,000","217,419,000","197,792,000","139,018,000","115,988,000","121,543,000","95,952,000","109,320,000","109,454,000","198,245,000","201,732,000","173,819,000","168,867,000","146,759,000","135,429,000","99,751,000","62,768,000","34,379,000","32,762,000","7,991,000","8,469,000","8,290,000","5,159,000","4,590,000","7,690,000","5,993,000","8,325,000","9,950,000","6,396,000","5,903,000","3,276,000","3,388,000","4,637,000","2,755,000","11,326,000","2,686,000","4,185,000","3,283,000","5,870,000","2,394,000","2,632,000","4,022,000","10,500,000","9,200,000","12,500,000","9,200,000","11,900,000","14,600,000","29,000,000","26,800,000","32,600,000","600,000","800,000","1,500,000"
			CashAndCashEquivalents,"338,008,000","355,451,000","375,172,000","370,481,000","362,213,000","345,955,000","359,171,000","345,808,000","343,472,000","398,946,000","413,102,000","423,126,000","414,808,000","418,100,000","424,053,000","493,422,000","495,591,000","493,180,000","473,045,000","436,987,000","414,190,000","423,497,000","542,630,000","491,729,000","423,366,000","381,336,000","396,969,000","382,673,000","374,131,000","298,705,000","314,964,000","342,621,000","420,938,000","384,356,000","380,942,000","325,541,000","318,974,000","257,191,000","263,421,000","248,143,000","285,488,000","298,576,000","255,572,000","250,118,000","268,276,000","245,850,000","257,974,000","225,903,000","217,419,000","197,792,000","139,018,000","115,988,000","121,543,000","95,952,000","109,320,000","109,454,000","198,245,000","201,732,000","173,819,000","168,867,000","146,759,000","135,429,000","99,751,000","62,768,000","34,379,000","32,762,000","7,991,000","8,469,000","8,290,000","5,159,000","4,590,000","7,690,000","5,993,000","8,325,000","9,950,000","6,396,000","5,903,000","3,276,000","3,388,000","4,637,000","2,755,000","11,326,000","2,686,000","4,185,000","3,283,000","5,870,000","2,394,000","2,632,000","4,022,000","10,500,000","9,200,000","12,500,000","9,200,000","11,900,000","14,600,000","29,000,000","26,800,000","32,600,000","600,000","800,000","1,500,000"
		Receivables,"195,923,000","203,584,000","217,072,000","235,817,000","243,319,000","256,520,000","238,851,000","241,260,000","247,950,000","248,160,000","235,619,000","218,507,000","208,156,000","202,165,000","190,437,000","184,463,000","193,915,000","191,629,000","197,139,000","221,567,000","208,496,000","213,513,000","221,601,000","251,075,000","328,060,000","319,780,000","298,442,000","299,398,000","299,309,000","373,993,000","331,572,000","316,921,000","266,086,000","279,253,000","243,293,000","241,022,000","212,099,000","263,213,000","240,839,000","220,107,000","190,840,000","180,095,000","185,514,000","193,161,000","157,210,000","158,894,000","131,144,000","137,480,000","136,092,000","130,816,000","172,969,000","160,597,000","154,292,000","172,072,000","145,590,000","156,601,000","150,033,000","142,064,000","160,316,000","140,048,000","136,496,000","144,820,000","120,633,000","126,973,000","118,456,000","108,330,000","90,469,000","69,219,000","66,139,000","63,116,000","53,188,000","41,845,000","50,076,000","48,627,000","52,775,000","54,359,000","49,194,000","58,381,000","65,867,000","48,865,000","56,775,000","59,789,000","58,284,000","61,812,000","59,377,000","63,345,000","59,657,000","50,067,000","39,285,000","36,800,000","39,900,000","36,100,000","45,900,000","44,500,000","41,400,000","33,900,000","33,100,000","27,300,000","30,600,000","24,500,000","28,400,000"
			AccountsReceivable,"86,375,000","100,987,000","102,715,000","90,417,000","103,803,000","116,202,000","93,502,000","101,034,000","118,640,000","107,626,000","235,619,000","218,507,000","208,156,000","202,165,000","190,437,000","184,463,000","193,915,000","191,629,000","197,139,000","221,567,000","208,496,000","213,513,000","221,601,000","251,075,000","328,060,000","319,780,000","298,442,000","299,398,000","299,309,000","373,993,000","331,572,000","316,921,000","266,086,000","279,253,000","243,293,000","241,022,000","212,099,000","263,213,000","240,839,000","220,107,000","190,840,000","180,095,000","185,514,000","193,161,000","157,210,000","158,894,000","131,144,000","137,480,000","136,092,000","130,816,000","172,969,000","160,597,000","154,292,000","172,072,000","145,590,000","156,601,000","150,033,000","142,064,000","160,316,000","140,048,000","136,496,000","144,820,000","120,633,000","126,973,000","118,456,000","108,330,000","90,469,000","69,219,000","66,139,000","63,116,000","53,188,000","41,845,000","50,076,000","48,627,000","52,775,000","54,359,000","49,194,000","58,381,000","65,867,000","48,865,000","56,775,000","59,789,000","58,284,000","61,812,000","59,377,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"106,234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-5,247,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"109,548,000","102,597,000","114,357,000","145,400,000","139,516,000","140,318,000","145,349,000","140,226,000","129,310,000","140,534,000",,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,
		Inventory,"141,289,000","145,724,000","194,720,000","202,382,000","194,911,000","212,536,000","219,007,000","212,412,000","197,035,000","205,062,000","201,655,000","194,513,000","194,547,000","191,194,000","242,123,000","264,096,000","276,005,000","291,087,000","297,217,000","330,510,000","346,737,000","355,413,000","351,133,000","339,862,000","343,073,000","344,458,000","365,674,000","383,773,000","386,612,000","392,559,000","407,916,000","408,066,000","397,356,000","368,354,000","369,658,000","376,594,000","368,307,000","362,181,000","350,053,000","340,035,000","306,845,000","277,802,000","269,662,000","265,471,000","253,820,000","243,432,000","250,277,000","239,957,000","241,319,000","251,357,000","259,980,000","259,104,000","232,101,000","222,203,000","218,786,000","212,805,000","187,987,000","183,031,000","175,940,000","170,517,000","158,368,000","162,503,000","156,076,000","159,975,000","153,287,000","155,157,000","137,093,000","131,131,000","116,495,000","110,763,000","101,085,000","106,919,000","105,609,000","105,028,000","98,739,000","100,742,000","100,879,000","99,588,000","100,950,000","98,372,000","99,754,000","98,283,000","93,170,000","85,442,000","76,136,000","69,481,000","62,204,000","55,731,000","54,698,000","53,600,000","52,100,000","52,200,000","55,000,000","55,500,000","52,900,000","52,100,000","50,300,000","52,400,000","51,900,000","51,900,000","47,500,000"
