name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
OperatingCashFlow,"1,207,000,000","600,000,000","362,000,000","68,000,000","177,000,000","577,000,000","328,000,000","155,000,000","318,000,000","270,000,000","165,000,000","27,000,000","267,000,000","303,000,000","245,000,000","113,000,000","292,000,000","261,000,000","208,000,000","-4,000,000","275,000,000","215,000,000","272,000,000","-268,000,000","363,000,000","243,000,000","205,000,000","141,000,000","129,000,000","210,000,000","309,000,000","183,000,000","51,000,000","396,000,000","348,000,000","59,000,000","81,000,000","415,000,000","92,000,000","-87,000,000","237,000,000","335,000,000","110,000,000","169,000,000"
	CashFlowFromContinuingOperatingActivities,"1,207,000,000","600,000,000","362,000,000","68,000,000","177,000,000","577,000,000","328,000,000","155,000,000","318,000,000","270,000,000","165,000,000","27,000,000","267,000,000","303,000,000","245,000,000","113,000,000","292,000,000","261,000,000","208,000,000","-4,000,000","275,000,000","220,000,000","272,000,000","-268,000,000","363,000,000","243,000,000","205,000,000","141,000,000","129,000,000","210,000,000","309,000,000","183,000,000","51,000,000","396,000,000","348,000,000","59,000,000","81,000,000","415,000,000","92,000,000","-87,000,000","237,000,000","335,000,000","110,000,000","169,000,000"
		NetIncomeFromContinuingOperations,"618,000,000","104,000,000","262,000,000","267,000,000","-15,000,000","96,000,000","261,000,000","47,000,000","-401,000,000","-1,036,000,000","103,000,000","-211,000,000","-42,000,000","23,000,000","119,000,000","128,000,000","-355,000,000","-1,110,000,000","-66,000,000","87,000,000","-424,000,000","0","-219,000,000","0","114,000,000","-128,000,000","106,000,000","143,000,000","-363,000,000","34,000,000","163,000,000","88,000,000","29,000,000","61,000,000","166,000,000","38,000,000","-1,113,000,000","332,000,000","1,411,000,000","-83,000,000","-2,207,000,000","39,000,000","83,000,000","45,000,000"
		OperatingGainsLosses,"66,000,000","4,000,000",,,"56,000,000","5,000,000","3,000,000","1,000,000","35,000,000","7,000,000","3,000,000","2,000,000","4,000,000","4,000,000","6,000,000","3,000,000","4,000,000","974,000,000","18,000,000","10,000,000","19,000,000","23,000,000","238,000,000","15,000,000","-5,000,000","-2,000,000","-15,000,000","-8,000,000","-10,000,000","-7,000,000","-16,000,000","-25,000,000","-37,000,000","-23,000,000","-17,000,000","-13,000,000","-19,000,000","-27,000,000","-28,000,000","-26,000,000","-3,000,000","-29,000,000","-28,000,000","-30,000,000"
			EarningsLossesFromEquityInvestments,"66,000,000","4,000,000","6,000,000","0","56,000,000","5,000,000","3,000,000","1,000,000","35,000,000","7,000,000","3,000,000","2,000,000","4,000,000","4,000,000","6,000,000","3,000,000","4,000,000","974,000,000","18,000,000","10,000,000","19,000,000","23,000,000","238,000,000","15,000,000","-5,000,000","-2,000,000","-15,000,000","-8,000,000","-10,000,000","-7,000,000","-16,000,000","-25,000,000","-37,000,000","-23,000,000","-17,000,000","-13,000,000","-19,000,000","-27,000,000","-28,000,000","-26,000,000","-3,000,000","-29,000,000","-28,000,000","-30,000,000"
		DepreciationAmortizationDepletion,"681,000,000","172,000,000","168,000,000","165,000,000","176,000,000","173,000,000","167,000,000","164,000,000","160,000,000","160,000,000","162,000,000","162,000,000","165,000,000","168,000,000","163,000,000","163,000,000","175,000,000","100,000,000","100,000,000","97,000,000","100,000,000","109,000,000","120,000,000","120,000,000","135,000,000","126,000,000","123,000,000","121,000,000","132,000,000","132,000,000","135,000,000","131,000,000","157,000,000","142,000,000","138,000,000","141,000,000","150,000,000","144,000,000","129,000,000","125,000,000","125,000,000","119,000,000","119,000,000","120,000,000"
			DepreciationAndAmortization,"681,000,000","172,000,000","168,000,000","165,000,000","176,000,000","173,000,000","167,000,000","164,000,000","160,000,000","160,000,000","162,000,000","162,000,000","165,000,000","168,000,000","163,000,000","163,000,000","175,000,000","100,000,000","100,000,000","97,000,000","100,000,000","109,000,000","120,000,000","120,000,000","135,000,000","126,000,000","123,000,000","121,000,000","132,000,000","132,000,000","135,000,000","131,000,000","157,000,000","142,000,000","138,000,000","141,000,000","150,000,000","144,000,000","129,000,000","125,000,000","125,000,000","119,000,000","119,000,000","120,000,000"
		DeferredTax,"-64,000,000","-10,000,000","52,000,000","27,000,000","-133,000,000","12,000,000","11,000,000","10,000,000","16,000,000","-32,000,000","10,000,000","-45,000,000","-22,000,000","-18,000,000","9,000,000","31,000,000","20,000,000","-18,000,000","194,000,000","6,000,000","-19,000,000","26,000,000","-67,000,000","-35,000,000","70,000,000","-119,000,000","11,000,000","-109,000,000","-23,000,000","-11,000,000","21,000,000","21,000,000","-53,000,000","-8,000,000","88,000,000","5,000,000",,,,,,,,
			DeferredIncomeTax,"-64,000,000","-10,000,000","52,000,000","27,000,000","-133,000,000","12,000,000","11,000,000","10,000,000","16,000,000","-32,000,000","10,000,000","-45,000,000","-22,000,000","-18,000,000","9,000,000","31,000,000","20,000,000","-18,000,000","194,000,000","6,000,000","-19,000,000","26,000,000","-67,000,000","-35,000,000","70,000,000","-119,000,000","11,000,000","-109,000,000","-23,000,000","-11,000,000","21,000,000","21,000,000","-53,000,000","-8,000,000","88,000,000","5,000,000",,,,,,,,
		AssetImpairmentCharge,"15,000,000",,,,"0","0","0","0","292,000,000","1,106,000,000","19,000,000","273,000,000","87,000,000",,,,"55,000,000","225,000,000",,,"464,000,000","11,000,000",,,,,,,"371,000,000","0",,,"2,000,000","0",,,"1,138,000,000",,,,"2,143,000,000",,,
		OtherNonCashItems,"-27,000,000","18,000,000","39,000,000","-105,000,000","21,000,000","-29,000,000","-22,000,000","15,000,000","42,000,000","29,000,000","41,000,000","39,000,000","-3,000,000","-3,000,000","-7,000,000","-20,000,000","331,000,000","-29,000,000","31,000,000","-8,000,000","-7,000,000","7,000,000","-373,000,000","-17,000,000","14,000,000","-33,000,000","6,000,000","-5,000,000","-5,000,000","-12,000,000","-10,000,000","-48,000,000","-20,000,000","1,000,000","-7,000,000","-42,000,000","-24,000,000","-314,000,000","-1,268,000,000","13,000,000","57,000,000","1,000,000","-59,000,000","60,000,000"
		ChangeInWorkingCapital,"-103,000,000","284,000,000","-168,000,000","-290,000,000","71,000,000","313,000,000","-95,000,000","-86,000,000","174,000,000","34,000,000","-176,000,000","-195,000,000","76,000,000","117,000,000","-68,000,000","-196,000,000","59,000,000","118,000,000","-70,000,000","-196,000,000","139,000,000","43,000,000","263,000,000","-351,000,000","32,000,000","398,000,000","-56,000,000","-1,000,000","-42,000,000","73,000,000","-35,000,000","-1,000,000","-133,000,000","223,000,000","-79,000,000","-70,000,000","1,000,000","279,000,000","-270,000,000","-116,000,000","77,000,000","138,000,000","-88,000,000","-26,000,000"
			ChangeInReceivables,"-161,000,000","160,000,000","-231,000,000","9,000,000","-99,000,000","105,000,000","-126,000,000","-46,000,000","123,000,000","68,000,000","-110,000,000","-1,551,000,000","97,000,000","177,000,000","-119,000,000","-21,000,000","-42,000,000","-13,000,000","0","-73,000,000","68,000,000","5,000,000","-67,000,000","-64,000,000","34,000,000","85,000,000","-3,000,000","-94,000,000","-26,000,000","124,000,000","-48,000,000","-16,000,000","35,000,000","104,000,000","-170,000,000","-74,000,000","62,000,000","126,000,000","-163,000,000","-25,000,000","18,000,000","149,000,000","-30,000,000","-41,000,000"
				ChangesInAccountReceivables,,,,"9,000,000","-99,000,000","105,000,000","-126,000,000","-46,000,000","123,000,000","68,000,000","-110,000,000","-1,551,000,000","97,000,000","177,000,000","-119,000,000","-21,000,000","-42,000,000","-13,000,000","0","-73,000,000","68,000,000","5,000,000","-67,000,000","-64,000,000","34,000,000","85,000,000","-3,000,000","-94,000,000","-26,000,000","124,000,000","-48,000,000","-16,000,000","35,000,000","104,000,000","-170,000,000","-74,000,000","62,000,000","126,000,000",,,"18,000,000","149,000,000",,
