name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990
TotalAssets,"1,945,950,000","1,728,936,000","1,728,537,000","1,789,437,000","1,698,329,000","1,528,568,000","1,420,012,000","1,323,390,000","1,445,939,000","1,370,940,000","1,402,765,000","1,417,068,000","1,475,053,000","1,369,549,000","1,421,743,000","1,496,384,000","1,336,844,000","1,320,173,000","1,249,224,000","1,297,264,000","1,304,921,000","1,447,476,000","1,426,121,000","1,420,475,000","1,361,020,000","1,338,801,000","1,373,526,000","1,344,958,000","1,324,830,000","1,328,096,000","1,327,736,000","1,349,858,000","1,282,829,000","1,247,767,000","1,260,621,000","1,209,875,000","1,142,913,000","1,104,155,000","1,039,416,000","1,272,440,000","1,445,962,000","1,347,604,000","1,358,910,000","1,358,544,000","1,382,012,000","1,258,996,000","1,262,741,000","1,264,202,000","1,238,134,000","1,180,141,000","1,197,596,000","1,161,902,000","1,118,185,000","1,182,913,000","1,456,356,000","1,471,801,000","1,489,971,000","1,449,204,000","1,401,872,000","1,453,304,000","1,333,587,000","1,268,907,000","1,307,398,000","1,319,501,000","1,143,302,000","1,104,638,000","1,061,486,000","1,002,182,000","1,006,103,000","963,731,000","1,150,243,000","1,142,502,000","1,085,592,000","1,055,184,000","1,027,453,000","1,005,963,000","980,638,000","987,947,000","989,614,000","957,960,000","918,841,000","916,065,000","939,355,000","955,341,000","907,354,000","910,276,000","939,610,000","946,067,000","915,168,000","904,100,000","924,800,000","917,300,000","889,000,000","874,700,000","699,300,000","655,200,000","636,400,000","610,800,000","609,600,000","548,800,000","535,700,000","509,400,000","502,400,000","484,100,000","467,200,000","450,800,000","460,000,000","454,000,000","445,700,000","430,800,000","428,400,000","383,700,000","393,100,000","369,700,000","371,500,000","371,600,000","372,200,000","372,500,000","352,700,000","338,600,000","341,300,000","334,800,000","368,100,000","381,500,000","391,300,000","415,600,000"
	CurrentAssets,"1,240,548,000","1,019,003,000","1,037,943,000","1,081,995,000","986,535,000","825,361,000","729,865,000","670,691,000","774,126,000","693,772,000","730,709,000","734,504,000","784,533,000","702,618,000","761,204,000","937,513,000","762,827,000","739,115,000","692,828,000","743,751,000","756,085,000","894,323,000","873,594,000","865,723,000","820,761,000","800,401,000","825,499,000","930,772,000","941,131,000","941,213,000","924,178,000","946,046,000","885,213,000","874,717,000","924,343,000","848,306,000","785,157,000","747,194,000","689,509,000","944,050,000","1,122,220,000","1,026,699,000","1,032,796,000","1,016,563,000","1,035,096,000","912,314,000","903,881,000","903,968,000","873,436,000","808,843,000","787,889,000","742,348,000","699,072,000","754,826,000","958,427,000","966,987,000","981,739,000","940,347,000","891,815,000","933,283,000","817,407,000","776,194,000","821,050,000","836,529,000","638,709,000","611,986,000","562,608,000","507,038,000","502,112,000","455,331,000","676,182,000","673,776,000","611,213,000","570,355,000","538,196,000","513,804,000","488,946,000","500,347,000","477,744,000","449,858,000","409,154,000","403,913,000","431,763,000","447,683,000","399,626,000","405,171,000","456,077,000","476,298,000","456,343,000","440,700,000","443,300,000","433,000,000","404,600,000","382,300,000","331,700,000","335,600,000","327,100,000","309,100,000","310,100,000","273,300,000","287,300,000","274,700,000","264,600,000","244,400,000","224,700,000","211,000,000","206,300,000","202,100,000","198,600,000","183,600,000","178,500,000","192,800,000","201,700,000","194,400,000","193,700,000","187,500,000","183,700,000","182,400,000","172,200,000","160,500,000","161,700,000","152,100,000","150,900,000","161,700,000","171,800,000","200,900,000"
		CashCashEquivalentsAndShortTermInvestments,"139,255,000","87,924,000","104,789,000","110,681,000","129,876,000","119,075,000","113,640,000","123,610,000","154,283,000","97,944,000","100,338,000","91,440,000","97,596,000","72,616,000","104,735,000","281,445,000","91,573,000","120,269,000","106,344,000","167,555,000","146,891,000","351,317,000","297,793,000","283,161,000","270,149,000","274,844,000","220,745,000","299,147,000","326,894,000","352,134,000","259,858,000","242,199,000","233,475,000","311,800,000","322,177,000","261,667,000","183,866,000","198,934,000","165,755,000","373,680,000","526,885,000","514,162,000","448,853,000","345,039,000","413,922,000","394,139,000","400,116,000","397,155,000","397,180,000","346,001,000","353,874,000","333,959,000","300,336,000","278,860,000","308,351,000","273,620,000","274,280,000","308,618,000","273,211,000","247,916,000","194,489,000","200,471,000","170,463,000","138,887,000","83,222,000","129,685,000","108,012,000","69,140,000","69,720,000","47,449,000","291,915,000","263,687,000","208,332,000","255,088,000","219,280,000","207,354,000","194,915,000","217,601,000","184,570,000","129,178,000","107,410,000","121,862,000","133,520,000","139,729,000","87,615,000","100,268,000","135,144,000","136,985,000","125,575,000","149,500,000","156,600,000","131,700,000","90,100,000","80,600,000","62,100,000","87,900,000","76,100,000","70,000,000","44,300,000","36,400,000","67,200,000","97,000,000","77,500,000","52,800,000","45,500,000","48,400,000","31,200,000","19,500,000","23,900,000","34,500,000","39,800,000","58,600,000","79,400,000","77,300,000","67,000,000","55,600,000","45,100,000","44,500,000","15,400,000","3,300,000","11,500,000","7,500,000","12,300,000","14,800,000","14,400,000","40,700,000"
			CashAndCashEquivalents,"139,255,000","87,924,000","104,789,000","110,681,000","129,876,000","119,075,000","113,640,000","123,610,000","154,283,000","97,944,000","100,338,000","91,440,000","97,596,000","72,616,000","104,735,000","281,445,000","91,573,000","120,269,000","106,344,000","167,555,000","146,891,000","351,317,000","297,793,000","283,161,000","270,149,000","274,844,000","220,745,000","299,147,000","326,894,000","352,134,000","259,858,000","242,199,000","233,475,000","311,800,000","322,177,000","261,667,000","183,866,000","198,934,000","165,755,000","373,680,000","526,885,000","514,162,000","448,853,000","345,039,000","413,922,000","394,139,000","400,116,000","397,155,000","397,180,000","346,001,000","353,874,000","333,959,000","300,336,000","278,860,000","308,351,000","273,620,000","274,280,000","308,618,000","273,211,000","247,916,000","194,489,000","200,471,000","170,463,000","138,887,000","83,222,000","129,685,000","108,012,000","69,140,000","69,720,000","47,449,000","291,915,000","263,687,000","208,332,000","255,088,000","219,280,000","207,354,000","194,915,000","217,601,000","184,570,000","129,178,000","107,410,000","121,862,000","133,520,000","139,729,000","87,615,000","100,268,000","135,144,000","136,985,000","125,575,000","149,500,000","156,600,000","131,700,000","90,100,000","80,600,000","62,100,000","87,900,000","76,100,000","70,000,000","44,300,000","36,400,000","67,200,000","97,000,000","77,500,000","52,800,000","45,500,000","48,400,000","31,200,000","19,500,000","23,900,000","34,500,000","39,800,000","58,600,000","79,400,000","77,300,000","67,000,000","55,600,000","45,100,000","44,500,000","15,400,000","3,300,000","11,500,000","7,500,000","12,300,000","14,800,000","14,400,000","40,700,000"
		Receivables,"588,397,000","471,859,000","493,960,000","542,044,000","447,492,000","357,532,000","320,035,000","273,710,000","308,836,000","269,943,000","319,562,000","316,806,000","309,765,000","273,417,000","308,231,000","333,903,000","321,756,000","244,795,000","276,678,000","287,829,000","312,095,000","256,291,000","295,672,000","305,332,000","275,881,000","251,571,000","299,417,000","307,008,000","307,984,000","275,065,000","332,508,000","367,299,000","319,902,000","271,847,000","312,919,000","305,706,000","311,601,000","271,093,000","261,015,000","299,264,000","315,346,000","250,027,000","315,709,000","327,381,000","353,321,000","269,258,000","278,891,000","286,578,000","256,950,000","228,739,000","225,316,000","207,238,000","190,172,000","219,035,000","350,290,000","392,826,000","386,607,000","323,003,000","351,707,000","392,326,000","370,957,000","281,679,000","309,153,000","408,666,000","302,944,000","248,395,000","251,406,000","229,431,000","219,838,000","201,396,000","183,957,000","223,111,000","233,641,000","163,006,000","162,352,000","160,105,000","142,397,000","132,427,000","151,285,000","183,711,000","172,422,000","148,808,000","156,393,000","173,957,000","172,878,000","152,157,000","184,110,000","198,375,000","199,087,000","167,900,000","170,500,000","172,900,000","181,600,000","155,600,000","141,800,000","136,100,000","143,600,000","128,900,000","139,300,000","119,000,000","115,400,000","88,900,000","104,500,000","107,200,000","99,300,000","83,700,000","96,200,000","99,300,000","88,400,000","66,900,000","69,300,000","68,400,000","62,400,000","59,200,000","61,700,000","64,600,000","68,900,000","59,800,000","75,100,000","74,500,000","70,000,000","58,500,000","67,600,000","61,200,000","56,500,000","53,800,000"
			AccountsReceivable,"588,397,000","471,859,000","493,960,000","542,044,000","447,492,000","357,532,000","320,035,000","273,710,000","308,836,000","269,943,000","319,562,000","316,806,000","309,765,000","273,417,000","308,231,000","333,903,000","321,756,000","244,795,000","276,678,000","287,829,000","312,095,000","256,291,000","295,672,000","305,332,000","275,881,000","251,571,000","299,417,000","307,008,000","307,984,000","275,065,000","332,508,000","367,299,000","319,902,000","271,847,000","312,919,000","305,706,000","311,601,000","271,093,000","261,015,000","299,264,000","315,346,000","250,027,000","315,709,000","327,381,000","353,321,000","269,258,000","278,891,000","286,578,000","256,950,000","228,739,000","225,316,000","207,238,000","190,172,000","219,035,000","350,290,000","392,826,000","386,607,000","323,003,000","351,707,000","392,326,000","370,957,000","281,679,000","309,153,000","408,666,000","302,944,000","248,395,000","251,406,000","229,431,000","219,838,000","201,396,000","183,957,000","223,111,000","233,641,000","163,006,000","162,352,000","160,105,000","142,397,000","132,427,000","151,285,000","183,711,000","172,422,000","148,808,000","156,393,000","173,957,000","172,878,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"590,961,000","474,449,000","496,647,000","544,862,000","450,660,000","359,070,000","321,324,000","275,915,000","310,449,000","270,713,000","320,319,000","317,543,000","310,577,000","274,253,000","309,026,000","334,663,000","322,539,000","245,775,000","277,532,000","288,663,000","313,057,000","256,928,000","296,226,000","305,897,000","276,377,000","252,194,000","300,040,000","307,770,000","308,549,000","275,731,000","333,489,000","368,153,000","321,016,000","274,238,000","314,348,000","307,187,000","313,033,000","272,737,000","263,315,000","300,677,000","317,057,000","251,591,000","317,516,000","329,828,000",,"274,705,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-2,564,000","-2,590,000","-2,687,000","-2,818,000","-3,168,000","-1,538,000","-1,289,000","-2,205,000","-1,613,000","-770,000","-757,000","-737,000","-812,000","-836,000","-795,000","-760,000","-783,000","-980,000","-854,000","-834,000","-962,000","-637,000","-554,000","-565,000","-496,000","-623,000","-623,000","-762,000","-565,000","-666,000","-981,000","-854,000","-1,114,000","-2,391,000","-1,429,000","-1,481,000","-1,432,000","-1,644,000","-2,300,000","-1,413,000","-1,711,000","-1,564,000","-1,807,000","-2,447,000",,"-5,447,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"471,949,000","430,244,000","405,590,000","384,982,000","365,457,000","315,002,000","271,310,000","244,414,000","270,119,000","292,107,000","277,567,000","300,391,000","344,850,000","329,795,000","313,396,000","294,540,000","329,231,000","327,901,000","284,114,000","252,799,000","251,958,000","242,013,000","251,130,000","249,954,000","240,608,000","239,378,000","250,799,000","278,937,000","246,395,000","256,585,000","282,493,000","291,138,000","279,465,000","251,716,000","234,081,000","222,825,000","228,211,000","229,434,000","224,358,000","229,338,000","236,310,000","219,193,000","214,868,000","296,999,000","231,270,000","209,892,000","190,243,000","185,054,000","185,828,000","191,262,000","178,372,000","169,118,000","170,968,000","210,609,000","260,937,000","263,752,000","273,596,000","269,032,000","231,228,000","251,544,000","218,980,000","258,647,000","298,140,000","248,668,000","211,708,000","196,987,000","183,205,000","189,637,000","193,577,000","187,853,000","182,564,000","171,685,000","150,581,000","140,548,000","145,433,000","139,586,000","144,890,000","142,953,000","137,475,000","132,410,000","123,471,000","126,629,000","128,155,000","118,641,000","129,874,000","142,325,000","125,083,000","130,224,000","121,634,000","119,600,000","111,800,000","117,200,000","123,500,000","134,700,000","117,700,000","98,400,000","93,600,000","98,200,000","113,200,000","101,300,000","89,600,000","76,600,000","69,700,000","68,400,000","64,700,000","66,400,000","69,700,000","73,300,000","76,900,000","74,400,000","64,700,000","59,600,000","54,400,000","53,100,000","59,600,000","60,400,000","63,000,000","69,600,000","76,000,000","76,800,000","75,100,000","82,300,000","60,000,000","73,200,000","88,800,000","97,700,000"
			RawMaterials,"162,623,000","130,133,000","133,109,000","122,931,000","119,196,000","85,927,000","78,210,000","60,815,000","75,407,000","85,769,000","69,668,000","81,804,000","101,420,000","89,641,000","87,605,000","75,307,000","94,633,000","108,397,000","77,743,000","65,739,000","66,430,000","57,387,000","63,915,000","64,206,000","53,983,000","58,987,000","55,522,000","70,487,000","53,327,000","53,586,000","63,438,000","53,948,000","48,711,000","54,613,000","49,705,000","33,382,000","28,957,000","46,114,000","46,746,000","51,522,000","43,349,000","42,281,000","2,998,000","57,532,000","14,289,000","47,737,000","20,658,000","21,924,000","17,844,000","32,593,000","23,647,000","26,911,000","27,865,000","57,536,000","62,939,000","52,799,000","61,604,000","47,568,000","17,495,000","22,575,000","29,706,000","48,265,000","57,930,000","58,307,000","44,167,000","42,268,000","31,704,000","41,785,000","40,085,000","34,270,000","40,835,000","39,201,000","29,609,000","22,261,000","21,304,000","21,616,000","25,205,000","22,692,000","23,074,000","27,232,000","26,231,000",,"28,662,000","26,181,000","25,213,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
